
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
96	Publishing	-0.21%	6.65%	-1.47%	0.25%	6.06%	0.37%	2.12	5.15M	0.84	0.26%	4.34M
97	Railroads	0.10%	-2.41%	-0.21%	-1.81%	-1.63%	3.21%	1.98	30.42M	0.91	-0.16%	27.73M
98	Real Estate - Development	-2.39%	3.64%	6.59%	-0.40%	-16.17%	-3.31%	1.74	4.33M	0.33	-1.53%	1.42M
99	Real Estate - Diversified	-2.46%	1.55%	7.12%	1.30%	-6.13%	0.42%	1.76	720.04K	0.72	-1.15%	519.11K
100	Real Estate Services	0.39%	7.68%	18.04%	6.20%	23.89%	15.49%	1.80	245.85M	1.08	-0.26%	265.98M
101	Recreational Vehicles	-2.91%	6.74%	19.80%	3.13%	-17.23%	-1.25%	2.49	7.36M	1.00	-2.23%	7.36M
102	REIT - Diversified	0.42%	0.56%	4.21%	5.81%	2.26%	9.16%	1.85	16.68M	1.15	1.25%	19.26M
103	REIT - Healthcare Facilities	1.96%	2.95%	8.35%	9.08%	26.37%	21.18%	1.57	37.73M	1.13	1.45%	42.81M
104	REIT - Hotel & Motel	-1.00%	-2.93%	4.34%	-11.19%	-8.61%	-13.75%	2.00	32.19M	0.79	-0.37%	25.47M
105	REIT - Industrial	2.16%	-1.61%	-3.17%	-8.98%	-16.17%	-2.76%	2.15	26.07M	0.91	-0.41%	23.78M
106	REIT - Mortgage	-0.33%	1.25%	3.12%	-6.09%	-4.38%	2.83%	1.84	72.03M	0.75	0.62%	54.09M
107	REIT - Office	0.28%	-3.95%	3.15%	-7.36%	-11.14%	-12.23%	2.52	31.54M	0.73	-0.79%	23.02M
108	REIT - Residential	0.40%	-5.30%	-7.68%	-6.78%	-8.23%	-6.99%	2.16	23.14M	0.91	-0.05%	21.13M
109	REIT - Retail	1.41%	2.15%	3.81%	-1.25%	2.59%	0.53%	2.14	32.52M	0.94	0.30%	30.61M
110	REIT - Specialty	0.18%	-6.30%	-4.21%	-1.14%	-3.49%	-1.57%	1.72	23.04M	1.19	0.45%	27.46M
111	Rental & Leasing Services	-2.74%	4.69%	11.59%	7.43%	15.78%	9.72%	1.99	21.25M	2.57	-1.20%	54.70M
112	Residential Construction	-2.18%	6.16%	21.38%	14.60%	-7.82%	7.29%	2.35	19.64M	1.12	-2.64%	22.00M
113	Resorts & Casinos	-0.88%	1.53%	17.92%	6.25%	15.76%	4.51%	1.88	30.28M	0.79	-0.28%	23.91M
114	Restaurants	-0.38%	-4.01%	-3.67%	-7.61%	-0.69%	-3.51%	2.14	84.70M	0.85	-0.51%	71.80M
115	Scientific & Technical Instruments	-5.43%	-2.22%	5.31%	-4.18%	16.09%	4.28%	2.23	35.04M	0.83	-1.32%	29.11M
116	Security & Protection Services	-0.52%	5.47%	7.87%	14.57%	15.42%	12.27%	1.96	26.68M	0.80	-0.66%	21.46M
117	Semiconductor Equipment & Materials	-6.19%	-0.59%	5.34%	1.07%	-12.15%	11.64%	1.86	45.58M	1.11	-0.12%	50.47M
118	Semiconductors	-4.08%	2.62%	24.47%	19.07%	34.33%	23.51%	1.49	653.60M	1.02	-0.63%	668.39M
119	Shell Companies	-0.50%	-1.49%	-4.83%	-11.01%	1.01%	-3.74%	1.63	16.97M	1.06	-0.01%	18.05M
120	Silver	-3.01%	-3.04%	36.27%	44.61%	58.28%	55.98%	2.22	42.96M	0.58	1.90%	24.88M
121	Software - Application	-0.83%	-5.97%	-6.45%	-6.59%	11.41%	-1.86%	1.75	430.95M	1.04	-0.29%	446.27M
122	Software - Infrastructure	-3.60%	-1.19%	12.00%	16.94%	30.52%	22.13%	1.55	488.64M	1.22	-0.59%	596.39M
123	Solar	15.05%	7.95%	15.44%	15.25%	-14.44%	15.52%	1.90	79.24M	0.66	-1.12%	52.39M
124	Specialty Business Services	-0.40%	-4.66%	-8.07%	-2.11%	5.89%	6.51%	2.13	32.96M	1.11	0.55%	36.55M
125	Specialty Chemicals	0.24%	1.35%	4.90%	-1.26%	-1.46%	4.94%	1.95	70.31M	0.74	0.24%	52.08M
126	Specialty Industrial Machinery	-3.26%	0.13%	10.27%	9.54%	28.38%	13.82%	2.10	103.42M	0.90	-0.68%	93.01M
127	Specialty Retail	-1.41%	2.37%	9.69%	0.42%	13.06%	0.54%	2.30	62.37M	0.65	-1.11%	40.33M
128	Staffing & Employment Services	-0.53%	-4.95%	-11.41%	-19.28%	-27.71%	-26.35%	2.46	7.64M	1.17	-0.27%	8.91M
129	Steel	-2.50%	-4.82%	10.09%	3.79%	3.02%	18.15%	1.97	59.16M	0.53	-1.40%	31.29M
130	Telecom Services	2.13%	3.51%	3.09%	5.21%	15.08%	14.34%	2.14	147.88M	0.97	0.21%	142.73M
131	Textile Manufacturing	-5.97%	-13.88%	-10.66%	-26.76%	-31.38%	-25.01%	3.18	814.43K	0.66	-1.62%	536.56K
132	Thermal Coal	-8.12%	-12.32%	-3.26%	-4.68%	-12.74%	-20.74%	1.60	6.75M	1.03	-0.91%	6.96M
133	Tobacco	3.73%	8.54%	9.18%	25.60%	46.56%	43.89%	2.31	26.57M	0.84	2.27%	22.38M
134	Tools & Accessories	-3.36%	0.48%	5.17%	-3.75%	3.75%	5.35%	2.43	7.46M	0.78	-1.44%	5.82M
135	Travel Services	1.77%	-2.65%	12.35%	5.09%	55.24%	12.81%	1.89	62.39M	0.76	-0.27%	47.35M
136	Trucking	-3.37%	-7.00%	-5.08%	-24.28%	-23.49%	-20.21%	2.26	11.87M	0.77	-3.41%	9.13M
137	Uranium	-6.88%	-8.39%	40.38%	45.26%	67.57%	34.58%	1.39	171.08M	0.66	-3.27%	113.08M
138	Utilities - Diversified	-0.18%	0.04%	3.15%	-0.93%	-1.83%	-2.77%	2.16	33.38M	0.57	-0.11%	19.12M
139	Utilities - Independent Power Producers	-5.29%	1.85%	15.44%	20.57%	116.22%	43.04%	1.77	13.16M	0.78	-0.53%	10.27M
140	Utilities - Regulated Electric	0.19%	0.95%	3.17%	9.12%	10.52%	12.01%	2.29	139.51M	0.90	0.41%	125.18M
141	Utilities - Regulated Gas	-1.45%	0.41%	2.97%	4.69%	21.20%	12.42%	2.13	12.06M	0.99	0.25%	11.96M
142	Utilities - Regulated Water	-0.92%	2.39%	0.00%	11.86%	2.75%	16.88%	2.21	6.96M	0.89	0.19%	6.20M
143	Utilities - Renewable	-3.39%	-0.88%	5.85%	0.91%	36.84%	29.62%	1.73	24.10M	0.71	-0.64%	17.10M
144	Waste Management	0.35%	0.52%	-3.37%	1.67%	10.42%	12.69%	1.88	12.71M	0.92	0.49%	11.71M

