No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
83	Oil & Gas E&P	601.20B	12.90	11.47	1.01	2.08	1.47	24.62	13.53	18.59%	12.71%	12.02%	-0.41%	145.01M
84	Oil & Gas Equipment & Services	200.58B	13.05	12.88	1.38	1.24	1.90	9.78	12.20	39.05%	9.48%	4.44%	-1.01%	59.46M
85	Oil & Gas Integrated	1560.88B	14.15	11.34	1.80	0.91	1.45	8.43	9.82	19.59%	7.84%	3.95%	-0.14%	85.96M
86	Oil & Gas Midstream	801.98B	17.34	15.43	2.33	1.72	2.91	39.50	16.36	9.86%	7.43%	7.39%	-0.99%	91.81M
87	Oil & Gas Refining & Marketing	182.74B	33.85	12.90	1.84	0.31	1.88	9.59	18.15	6.20%	18.44%	5.11%	0.52%	22.63M
88	Other Industrial Metals & Mining	305.60B	12.40	11.50	-	1.92	1.97	9.80	16.39	-6.81%	-4.57%	4.19%	-0.38%	115.21M
89	Other Precious Metals & Mining	26.21B	32.66	15.41	0.87	2.84	2.22	10.38	60.23	-2.12%	37.33%	13.41%	-0.54%	59.39M
90	Packaged Foods	253.23B	20.70	13.41	5.96	1.20	1.90	17.80	14.06	5.10%	3.48%	4.48%	-0.08%	80.55M
91	Packaging & Containers	160.53B	29.08	12.65	1.14	1.00	2.18	21.18	29.71	-1.32%	25.40%	3.96%	-1.10%	91.55M
92	Paper & Paper Products	15.05B	9.46	7.63	-	0.87	1.33	3.49	11.61	-14.27%	-3.06%	4.95%	-0.90%	3.20M
93	Personal Services	58.60B	5.03	22.89	0.40	3.15	4.27	18.88	24.13	13.27%	12.49%	8.17%	0.21%	9.87M
94	Pharmaceutical Retailers	10.67B	-	7.80	-	0.07	1.42	11.46	18.00	41.54%	-16.53%	2.89%	-0.59%	12.79M
95	Pollution & Treatment Controls	47.24B	35.05	28.24	2.96	4.76	7.41	20.68	32.10	-23.38%	11.85%	4.06%	-0.96%	6.87M
96	Publishing	23.11B	22.00	18.25	1.99	1.69	2.62	16.95	11.28	16.23%	11.06%	2.44%	-0.27%	4.48M
97	Railroads	424.44B	20.32	17.75	2.17	4.65	3.98	69.86	26.59	5.80%	9.36%	4.23%	-0.14%	28.08M
98	Real Estate - Development	8.53B	15.63	15.63	-	1.06	1.00	6.99	20.21	4.90%	-2.91%	18.50%	-0.48%	1.43M
99	Real Estate - Diversified	7.43B	20.97	29.04	-	3.33	1.62	3.81	19.95	20.31%	-2.94%	13.58%	-0.11%	620.97K
100	Real Estate Services	164.42B	51.22	24.93	2.32	1.23	3.24	8.37	36.05	1.70%	22.11%	11.21%	0.53%	438.99M
101	Recreational Vehicles	25.58B	38.56	19.20	9.99	0.64	1.75	7.04	8.84	-0.16%	3.86%	3.96%	-1.28%	6.47M
102	REIT - Diversified	60.12B	17.24	15.35	4.50	6.35	1.26	51.21	13.53	10.01%	3.83%	22.39%	-0.28%	16.31M
103	REIT - Healthcare Facilities	200.71B	85.08	54.40	3.08	7.52	2.35	26.40	29.42	-5.14%	27.58%	10.76%	0.54%	43.59M
104	REIT - Hotel & Motel	30.29B	23.37	25.37	-	1.31	1.18	9.98	11.68	-5.10%	-2.88%	1.74%	-1.40%	31.46M
105	REIT - Industrial	251.13B	31.07	34.27	-	7.95	2.19	67.20	21.83	9.61%	-1.23%	16.85%	0.61%	20.66M
106	REIT - Mortgage	63.92B	19.97	7.31	4.41	2.04	0.91	4.44	12.29	-4.51%	4.53%	17.15%	-0.36%	48.97M
107	REIT - Office	68.85B	49.45	69.04	0.89	3.60	1.12	12.23	12.16	-26.67%	55.31%	4.39%	0.38%	29.99M
108	REIT - Residential	190.15B	30.19	44.66	4.73	7.59	2.34	56.25	21.79	4.53%	6.39%	7.67%	0.72%	25.71M
109	REIT - Retail	236.77B	33.56	34.78	3.00	8.96	2.34	48.26	19.53	-0.01%	11.20%	11.54%	0.50%	30.61M
110	REIT - Specialty	385.91B	57.90	36.06	3.52	6.84	6.11	28.03	41.82	4.53%	16.43%	6.92%	0.66%	25.61M
111	Rental & Leasing Services	156.74B	18.49	16.69	2.50	1.72	2.80	16.27	93.93	5.10%	7.39%	10.65%	-0.94%	14.19M
112	Residential Construction	193.30B	12.01	13.19	-	1.20	1.94	15.12	22.31	26.36%	-1.27%	12.07%	0.44%	22.31M
113	Resorts & Casinos	98.50B	27.19	16.95	1.64	1.18	4.80	7.59	23.66	-1.24%	16.55%	3.16%	-0.94%	23.98M
114	Restaurants	584.83B	30.06	24.76	3.38	3.42	22.82	34.00	32.14	10.12%	8.90%	7.78%	-0.10%	80.67M
115	Scientific & Technical Instruments	195.81B	34.37	20.62	2.99	3.83	3.32	15.08	25.48	8.05%	11.50%	8.34%	-0.90%	30.02M
116	Security & Protection Services	45.14B	21.85	15.21	2.05	1.94	3.83	12.42	13.92	12.22%	10.65%	6.94%	-0.19%	28.45M
117	Semiconductor Equipment & Materials	736.17B	25.97	21.68	1.81	6.19	9.18	20.46	27.14	25.37%	14.35%	15.56%	-6.27%	79.59M
118	Semiconductors	8677.27B	50.91	27.55	1.71	14.27	11.87	34.26	53.88	56.71%	29.86%	40.95%	-1.04%	705.68M
119	Shell Companies	39.23B	145.18	566.07	3.84	12.36	3.22	102.58	-	-	37.76%	-	-0.40%	11.03M
120	Silver	9.58B	60.78	23.01	1.13	7.65	2.18	9.06	62.28	-1.66%	53.70%	10.64%	0.16%	54.55M
121	Software - Application	2840.74B	43.73	30.18	2.49	7.37	6.90	16.90	31.97	22.86%	17.53%	19.69%	0.85%	408.95M
122	Software - Infrastructure	6222.95B	45.09	30.54	2.42	11.24	11.42	26.38	55.05	16.19%	18.61%	17.14%	-0.03%	487.91M
123	Solar	46.52B	23.38	11.67	0.96	1.40	1.83	3.51	42.73	-9.33%	24.34%	11.77%	12.39%	173.82M
124	Specialty Business Services	400.84B	40.74	28.02	3.79	3.44	6.38	31.93	32.18	9.51%	10.75%	8.10%	-0.13%	31.65M
125	Specialty Chemicals	675.95B	36.28	21.38	4.40	2.48	3.51	22.65	39.51	15.35%	8.25%	4.11%	-0.05%	75.91M
126	Specialty Industrial Machinery	1071.21B	33.62	24.69	2.78	3.75	5.75	33.37	32.00	-3.86%	12.07%	5.55%	-1.23%	81.76M
127	Specialty Retail	193.63B	22.94	19.07	3.18	1.00	5.66	12.05	24.13	17.01%	7.21%	7.43%	0.06%	38.74M
128	Staffing & Employment Services	18.58B	25.50	13.54	3.91	0.38	2.33	4.19	12.15	-0.95%	6.53%	8.15%	-0.22%	5.49M
129	Steel	141.66B	18.48	11.56	0.90	0.57	0.85	4.38	49.48	12.37%	20.57%	6.23%	-0.37%	37.25M
130	Telecom Services	1240.65B	14.78	12.47	1.23	1.41	1.96	10.83	9.81	4.47%	11.98%	4.20%	1.12%	140.59M
131	Textile Manufacturing	2.02B	34.17	17.52	-	1.01	1.72	15.53	21.20	-6.97%	-	2.68%	-1.21%	475.94K
132	Thermal Coal	11.27B	17.73	9.25	5.90	1.07	1.10	9.34	12.68	9.98%	3.01%	4.90%	-3.50%	5.87M
133	Tobacco	499.32B	23.72	15.01	2.85	5.19	7.39	36.62	18.24	-3.41%	8.33%	2.71%	0.26%	20.35M
134	Tools & Accessories	70.57B	23.32	17.30	2.56	1.82	2.66	23.52	22.29	7.84%	9.11%	11.15%	-1.15%	7.25M
135	Travel Services	507.72B	28.81	19.08	1.63	3.31	10.25	8.48	19.14	0.98%	17.72%	9.57%	0.19%	41.18M
136	Trucking	82.38B	31.54	23.48	1.93	1.47	3.05	65.27	43.04	8.94%	16.35%	4.56%	-0.62%	9.86M
137	Uranium	50.70B	103.64	66.33	2.33	15.72	5.75	23.23	72.61	7.09%	44.50%	12.30%	0.26%	81.54M
138	Utilities - Diversified	97.83B	19.71	14.34	4.59	1.62	1.87	17.52	74.06	8.26%	4.29%	8.43%	-0.32%	27.21M
139	Utilities - Independent Power Producers	123.00B	32.20	19.75	2.65	2.06	11.34	40.51	61.12	15.20%	12.17%	14.15%	-2.29%	10.10M
140	Utilities - Regulated Electric	1167.60B	19.43	15.62	2.25	2.47	1.94	36.01	152.14	3.52%	8.64%	3.81%	-0.09%	151.87M
141	Utilities - Regulated Gas	91.01B	21.54	16.08	2.23	2.15	1.91	27.19	88.12	6.70%	9.66%	5.06%	-0.96%	12.66M
142	Utilities - Regulated Water	66.74B	15.62	18.61	1.82	3.74	2.15	32.94	85.26	12.61%	8.59%	9.37%	0.07%	5.84M
143	Utilities - Renewable	157.60B	35.75	26.83	2.35	2.92	3.46	9.88	34.47	20.45%	15.24%	6.17%	-0.48%	18.41M
144	Waste Management	251.91B	42.98	31.02	3.72	3.79	6.23	128.75	39.55	9.39%	11.55%	9.79%	-0.01%	15.37M

