No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
16	Beverages - Non-Alcoholic	687.34B	26.70	19.75	3.85	3.10	7.05	20.84	47.92	7.58%	6.93%	8.10%	0.58%	16.52M
17	Beverages - Wineries & Distilleries	90.77B	28.18	18.62	8.19	3.07	5.48	23.61	24.31	5.30%	3.44%	5.90%	1.50%	91.24M
18	Biotechnology	854.00B	45.17	33.10	2.48	8.68	3.70	5.09	44.24	-10.66%	18.21%	47.11%	-0.27%	146.14M
19	Broadcasting	13.40B	8.83	8.04	-	0.55	1.44	4.94	4.55	30.89%	-6.37%	33.63%	-1.26%	2.92M
20	Building Materials	224.81B	26.86	21.72	2.37	2.90	3.14	31.50	41.14	22.02%	11.35%	6.66%	2.47%	5.29M
21	Building Products & Equipment	374.03B	28.67	21.21	2.72	2.53	5.53	56.08	28.23	13.20%	10.55%	5.69%	1.37%	3.26M
22	Business Equipment & Supplies	1.11B	13.42	11.39	-	0.50	0.68	2.17	7.88	1.30%	-	15.48%	0.08%	88.58K
23	Capital Markets	1040.93B	21.60	18.06	1.25	1.89	2.97	3.89	6.44	13.66%	17.27%	31.69%	0.72%	84.12M
24	Chemicals	32.65B	56.49	19.75	-	0.34	0.90	3.95	16.60	17.20%	-2.27%	2.43%	1.67%	3.54M
25	Coking Coal	6.61B	32.22	12.40	1.64	1.03	1.42	5.71	16.64	-7.08%	19.59%	7.23%	5.45%	1.57M
26	Communication Equipment	529.75B	30.85	18.45	3.48	3.00	4.33	10.66	22.47	7.53%	8.86%	2.08%	0.62%	22.90M
27	Computer Hardware	441.73B	34.58	22.44	2.15	2.05	11.11	12.51	28.40	16.12%	16.07%	13.51%	0.83%	52.07M
28	Confectioners	121.36B	25.78	22.98	-	2.47	4.05	45.33	26.28	8.08%	-0.16%	7.05%	-0.27%	401.79K
29	Conglomerates	246.25B	23.13	18.35	3.01	2.00	6.35	7.53	33.64	0.81%	7.68%	-1.01%	0.22%	1.10M
30	Consulting Services	94.49B	30.82	24.61	2.70	3.16	8.84	43.68	27.69	17.96%	11.41%	6.62%	1.08%	512.63K
31	Consumer Electronics	3413.83B	32.45	26.96	3.90	6.62	27.15	42.93	29.95	14.99%	8.31%	8.20%	2.78%	21.08M
32	Copper	145.66B	25.06	17.38	1.65	3.56	4.50	14.97	26.86	17.46%	15.20%	10.33%	2.61%	4.51M
33	Credit Services	1717.03B	27.50	20.45	1.87	5.19	6.00	11.31	17.78	10.39%	14.74%	10.50%	0.35%	16.95M
34	Department Stores	11.95B	11.07	14.38	-	0.26	1.24	5.33	12.12	30.55%	-12.10%	-0.50%	0.14%	1.00M
35	Diagnostics & Research	633.01B	32.98	21.55	3.39	3.89	3.57	25.27	26.63	10.24%	9.74%	9.77%	1.26%	10.65M
36	Discount Stores	1383.99B	42.37	34.78	4.60	1.20	9.71	46.43	48.86	9.40%	9.20%	7.09%	0.24%	2.17M
37	Drug Manufacturers - General	2914.53B	21.88	12.56	1.14	4.16	5.69	23.19	17.64	5.32%	19.28%	9.09%	-2.45%	34.17M
38	Drug Manufacturers - Specialty & Generic	288.39B	30.24	13.22	1.90	2.16	2.10	11.69	14.87	11.40%	15.88%	8.20%	1.33%	18.23M
39	Education & Training Services	54.13B	22.13	17.02	1.62	1.58	2.52	3.44	17.47	16.41%	13.65%	9.01%	0.15%	6.99M
40	Electrical Equipment & Parts	139.28B	37.07	24.28	1.59	3.37	5.45	19.13	33.93	22.60%	23.28%	10.72%	0.37%	13.21M
41	Electronic Components	376.47B	42.83	24.45	2.18	2.52	6.03	25.04	32.42	16.37%	19.64%	7.66%	0.36%	5.15M
42	Electronic Gaming & Multimedia	264.05B	44.24	21.95	2.27	7.12	8.33	9.32	29.22	-26.29%	19.49%	23.77%	-0.06%	4.51M
43	Electronics & Computer Distribution	28.79B	17.07	9.83	1.37	0.23	1.25	14.21	13.93	-0.28%	12.49%	9.05%	0.96%	102.06K
44	Engineering & Construction	328.79B	21.48	27.17	1.23	1.67	5.30	20.06	27.79	24.26%	17.41%	11.02%	1.25%	2.52M
45	Entertainment	1084.65B	40.64	32.05	2.11	3.25	4.42	18.47	28.01	19.54%	19.25%	11.74%	0.17%	19.65M
46	Farm & Heavy Construction Machinery	438.56B	21.76	19.20	10.76	2.17	4.75	15.15	22.56	16.24%	2.02%	4.28%	-0.05%	2.34M
47	Farm Products	75.42B	14.07	12.95	2.90	0.36	1.21	4.47	11.00	12.97%	4.84%	7.43%	0.40%	5.89M
48	Financial Conglomerates	49.78B	16.61	3.04	1.18	1.54	1.40	3.26	28.12	5.66%	14.12%	16.76%	2.58%	758.72K
49	Financial Data & Stock Exchanges	728.54B	36.61	27.90	3.95	9.58	5.53	31.51	28.22	8.88%	9.26%	17.26%	0.63%	4.41M
50	Food Distribution	81.57B	28.13	17.10	1.97	0.33	4.98	43.14	20.69	30.26%	14.31%	11.66%	-1.48%	1.36M
51	Footwear & Accessories	169.82B	29.88	26.74	2.83	2.15	6.63	12.26	27.45	10.57%	10.56%	11.65%	-1.41%	6.60M
52	Furnishings, Fixtures & Appliances	62.61B	27.78	15.29	2.35	0.89	2.38	15.44	21.74	3.90%	11.83%	7.42%	1.55%	2.55M
53	Gambling	126.39B	73.67	27.46	2.56	3.84	8.08	15.64	35.19	-21.15%	28.76%	44.15%	-0.65%	27.85M
54	Gold	452.92B	21.84	13.24	0.85	5.09	2.81	17.41	25.54	11.86%	25.78%	13.18%	1.79%	33.41M
55	Grocery Stores	81.23B	19.77	14.69	1.69	0.31	4.24	10.39	28.00	14.63%	11.66%	4.98%	-0.58%	4.31M
56	Health Information Services	113.75B	85.73	36.48	4.87	3.27	4.47	8.48	30.51	15.52%	17.59%	22.66%	0.70%	6.86M
57	Healthcare Plans	498.71B	12.36	10.70	5.14	0.31	1.62	34.46	11.16	-0.66%	2.40%	11.25%	-0.04%	10.06M
58	Home Improvement Retail	531.65B	24.55	22.21	4.31	2.10	49.48	103.85	24.21	10.18%	5.70%	6.63%	0.75%	517.35K
59	Household & Personal Products	770.35B	26.16	19.97	4.43	2.96	7.22	29.50	24.40	2.36%	5.91%	3.41%	0.55%	17.99M
60	Industrial Distribution	229.34B	30.21	24.11	3.60	1.74	6.62	50.11	30.35	15.85%	8.39%	8.85%	0.96%	1.03M
61	Information Technology Services	884.61B	25.93	17.06	2.91	2.26	4.32	14.83	17.24	4.45%	8.91%	4.77%	1.03%	26.57M
62	Insurance - Diversified	2169.93B	19.33	24.16	12.33	2.52	1.83	3.15	56.20	4.72%	1.57%	8.10%	0.23%	1.48M
63	Insurance - Life	289.24B	15.16	8.52	1.81	1.06	1.50	6609.77	4.61	7.54%	8.39%	-4.64%	-0.45%	2.01M
64	Insurance - Property & Casualty	618.17B	10.53	12.56	1.32	1.41	2.08	656.09	7.41	13.39%	7.99%	10.59%	0.04%	2.73M
65	Insurance - Reinsurance	42.24B	11.20	6.45	0.77	0.73	1.02	-	2.90	4.32%	14.61%	16.05%	0.17%	95.27K
66	Insurance - Specialty	77.74B	13.56	10.66	0.88	1.95	1.52	450.43	6.95	4.91%	15.35%	8.61%	-0.64%	451.21K
67	Insurance Brokers	352.58B	33.79	20.66	3.10	4.25	4.95	11.76	27.15	16.26%	10.89%	9.25%	0.22%	1.27M
68	Integrated Freight & Logistics	201.33B	15.42	13.03	2.33	0.79	3.11	11.02	21.91	11.15%	6.63%	5.37%	1.09%	2.52M
69	Internet Content & Information	7043.37B	40.55	35.96	2.77	6.92	11.83	22.92	36.70	27.03%	14.63%	17.50%	-0.09%	36.87M
70	Internet Retail	3347.85B	29.71	24.00	1.18	2.81	5.66	11.16	90.97	32.54%	25.24%	23.77%	1.28%	23.81M
71	Leisure	77.60B	39.96	21.44	1.88	1.87	4.22	16.03	26.44	-18.02%	21.27%	11.35%	-0.33%	17.51M
72	Lodging	194.63B	31.90	24.63	2.71	3.31	45.74	29.05	28.50	17.19%	11.76%	4.50%	1.82%	1.03M
73	Lumber & Wood Production	22.58B	24.34	18.13	7.53	1.06	1.61	10.28	44.50	29.02%	3.23%	11.01%	0.76%	36.57K
74	Luxury Goods	30.67B	36.19	17.38	2.91	1.46	7.41	15.35	20.67	-6.95%	12.43%	2.25%	-1.73%	4.81M
75	Marine Shipping	33.42B	5.18	8.10	0.50	0.97	0.88	4.67	5.12	30.92%	10.36%	16.80%	-0.42%	2.74M
76	Medical Care Facilities	201.34B	16.33	12.65	1.23	0.88	3.85	16.27	11.79	10.79%	13.33%	7.19%	0.73%	7.99M
77	Medical Devices	959.32B	30.45	22.43	2.53	4.13	3.96	19.96	32.70	9.00%	12.02%	8.53%	1.33%	17.54M
78	Medical Distribution	182.35B	25.94	15.67	1.93	0.20	28.65	15.21	19.13	20.40%	13.43%	9.26%	-3.80%	2.01M
79	Medical Instruments & Supplies	465.21B	44.77	22.93	3.97	4.08	3.41	22.16	34.55	11.00%	11.28%	9.47%	1.81%	7.60M
80	Metal Fabrication	47.85B	25.19	18.03	1.61	2.07	4.02	19.20	24.33	73.89%	15.66%	4.28%	1.38%	430.39K
81	Mortgage Finance	69.75B	59.18	30.61	1.22	3.73	5.01	7.91	755.38	15.54%	48.55%	1.08%	1.23%	6.24M
82	Oil & Gas Drilling	17.59B	17.57	18.59	4.96	0.80	0.67	6.29	12.96	18.51%	3.54%	9.48%	0.20%	5.43M
83	Oil & Gas E&P	607.96B	12.50	11.53	0.98	2.09	1.49	21.53	14.00	19.01%	12.82%	12.01%	0.70%	21.95M
84	Oil & Gas Equipment & Services	204.63B	13.39	13.14	1.39	1.27	1.94	9.98	12.51	38.87%	9.62%	4.55%	1.15%	5.39M
85	Oil & Gas Integrated	1567.14B	14.85	11.28	1.80	0.91	1.46	8.60	9.41	19.38%	8.23%	3.94%	0.72%	8.42M
86	Oil & Gas Midstream	821.13B	18.04	15.82	2.42	1.77	2.99	36.82	16.35	10.02%	7.44%	7.45%	0.68%	9.69M
87	Oil & Gas Refining & Marketing	180.88B	33.40	12.57	1.73	0.31	1.85	9.51	18.40	6.32%	19.31%	5.13%	0.79%	1.14M
88	Other Industrial Metals & Mining	300.81B	12.18	11.29	-	1.89	1.94	9.82	16.16	-6.24%	-4.48%	4.14%	1.82%	17.66M
89	Other Precious Metals & Mining	26.35B	44.57	15.63	1.20	2.90	2.36	15.10	91.12	-1.72%	37.23%	13.52%	5.29%	15.32M
90	Packaged Foods	252.49B	20.74	13.41	6.06	1.20	1.90	18.38	13.94	5.10%	3.42%	4.50%	0.31%	5.65M
91	Packaging & Containers	161.45B	26.98	12.84	1.06	1.02	2.21	18.20	30.81	0.05%	25.52%	4.50%	0.92%	2.19M
92	Paper & Paper Products	15.21B	54.74	7.49	21.55	0.88	1.52	4.36	10.06	-14.30%	2.54%	4.83%	4.78%	669.99K
93	Personal Services	62.60B	29.71	24.92	2.49	3.39	11.56	22.81	25.27	13.57%	11.95%	6.80%	0.53%	3.40M
94	Pharmaceutical Retailers	10.58B	-	7.80	-	0.07	1.41	11.33	17.85	34.88%	-16.95%	2.56%	0.40%	827.72K
95	Pollution & Treatment Controls	47.50B	35.30	28.45	2.90	4.78	7.27	23.41	32.19	-22.87%	12.16%	4.08%	0.57%	694.98K
96	Publishing	23.28B	22.16	18.41	1.98	1.70	2.64	17.19	11.37	16.15%	11.19%	2.46%	-0.08%	428.04K
97	Railroads	429.52B	20.57	17.98	2.23	4.70	4.03	70.72	26.94	5.77%	9.23%	4.26%	-0.01%	2.15M
98	Real Estate - Development	8.53B	15.32	15.62	-	1.06	1.00	6.86	20.24	4.29%	-2.97%	18.69%	1.59%	99.52K
99	Real Estate - Diversified	6.64B	19.22	30.59	-	2.90	1.79	7.07	16.35	20.55%	-2.94%	14.54%	1.84%	96.36K
100	Real Estate Services	163.05B	52.26	24.29	2.33	1.22	3.20	8.19	38.35	0.64%	22.44%	11.32%	0.69%	38.06M
101	Recreational Vehicles	23.21B	34.99	17.26	10.53	0.58	1.59	6.40	8.02	-0.39%	3.32%	3.96%	0.02%	268.33K
102	REIT - Diversified	60.46B	17.34	15.45	4.63	6.37	1.27	50.37	13.52	10.15%	3.75%	22.53%	0.20%	763.40K
103	REIT - Healthcare Facilities	203.12B	88.50	55.36	3.22	7.64	2.39	25.56	30.11	-5.40%	27.46%	10.55%	0.09%	1.73M
104	REIT - Hotel & Motel	29.80B	23.02	24.47	-	1.29	1.16	9.74	11.41	-5.10%	-2.85%	1.75%	0.39%	2.00M
105	REIT - Industrial	251.60B	31.23	34.04	-	7.96	2.20	67.38	21.86	9.60%	-0.96%	16.82%	0.26%	1.81M
106	REIT - Mortgage	63.02B	19.78	7.25	4.22	2.02	0.89	4.39	11.24	-4.80%	4.69%	17.25%	0.87%	4.77M
107	REIT - Office	70.04B	50.32	69.64	0.89	3.65	1.11	12.59	12.21	-26.89%	56.49%	4.19%	0.45%	13.06M
108	REIT - Residential	189.00B	29.98	44.29	4.26	7.54	2.32	56.75	21.65	4.55%	7.04%	7.66%	0.36%	1.38M
109	REIT - Retail	232.95B	28.77	29.28	2.58	8.83	2.30	46.98	19.49	0.05%	11.14%	11.45%	-0.14%	1.96M
110	REIT - Specialty	389.65B	58.75	36.32	3.60	6.92	6.20	29.71	39.41	4.49%	16.34%	6.90%	0.41%	1.40M
111	Rental & Leasing Services	151.30B	17.74	16.12	2.11	1.66	2.71	15.52	94.54	4.60%	8.40%	10.61%	0.18%	5.85M
112	Residential Construction	184.18B	11.39	12.45	-	1.14	1.84	14.43	21.31	26.37%	-1.36%	12.05%	2.48%	1.03M
113	Resorts & Casinos	97.35B	26.62	16.81	1.67	1.17	4.69	7.49	23.38	-1.27%	15.93%	3.15%	0.41%	2.21M
114	Restaurants	586.89B	30.08	24.90	3.19	3.45	22.94	33.72	32.85	9.09%	9.42%	7.78%	0.82%	11.69M
115	Scientific & Technical Instruments	198.63B	35.09	21.51	2.61	3.91	3.40	15.37	25.91	8.19%	13.44%	9.27%	1.20%	2.46M
116	Security & Protection Services	44.98B	21.86	15.14	2.23	1.94	3.82	12.34	13.88	11.84%	9.79%	6.72%	0.82%	1.90M
117	Semiconductor Equipment & Materials	747.38B	26.42	21.70	1.83	6.32	9.39	20.92	27.61	25.33%	14.40%	15.48%	3.28%	5.66M
118	Semiconductors	8719.57B	51.10	27.77	1.72	14.34	12.24	34.48	54.14	57.07%	29.66%	41.29%	2.69%	131.58M
119	Shell Companies	37.36B	161.46	413.98	2.90	11.54	3.37	92.44	-	-	55.66%	-	-0.03%	1.98M
120	Silver	9.52B	61.70	22.70	1.01	7.85	2.22	9.24	109.91	-1.65%	61.26%	10.66%	4.24%	6.33M
121	Software - Application	3071.63B	47.61	32.87	2.48	8.03	7.55	17.86	34.54	22.76%	19.23%	19.98%	0.81%	64.83M
122	Software - Infrastructure	6293.39B	46.05	30.94	2.46	11.39	11.63	25.85	56.16	16.13%	18.72%	17.17%	-0.42%	96.88M
123	Solar	43.23B	21.73	11.58	0.91	1.32	1.72	3.28	41.04	-9.58%	23.90%	11.87%	4.28%	22.88M
124	Specialty Business Services	408.53B	41.30	28.63	3.86	3.51	6.54	32.77	31.90	9.53%	10.70%	8.02%	0.73%	3.45M
125	Specialty Chemicals	657.77B	35.10	20.75	4.32	2.42	3.42	22.01	38.66	15.40%	8.12%	4.09%	0.79%	5.90M
126	Specialty Industrial Machinery	1086.64B	34.24	25.10	2.84	3.80	5.84	33.23	32.55	-4.86%	12.05%	5.41%	0.65%	10.95M
127	Specialty Retail	191.71B	22.70	18.89	3.15	0.99	5.65	11.75	23.79	17.00%	7.22%	7.48%	0.75%	4.74M
128	Staffing & Employment Services	18.08B	24.79	13.07	3.81	0.37	2.27	4.08	12.11	-1.04%	6.51%	4.96%	2.08%	530.34K
129	Steel	139.16B	19.64	11.30	0.93	0.56	0.83	4.26	48.50	12.33%	21.08%	6.05%	2.08%	3.02M
130	Telecom Services	1186.32B	14.24	11.91	1.16	1.35	1.89	10.40	9.39	4.45%	12.25%	4.18%	0.22%	13.43M
131	Textile Manufacturing	1.96B	33.20	16.50	-	0.98	1.67	15.09	20.59	-6.94%	-	2.65%	-0.89%	45.58K
132	Thermal Coal	11.79B	18.46	9.71	5.44	1.12	1.15	9.80	13.08	9.94%	3.39%	5.06%	0.47%	343.29K
133	Tobacco	493.24B	23.45	14.84	2.80	5.13	7.30	35.95	17.93	-3.36%	8.38%	2.75%	-0.25%	1.46M
134	Tools & Accessories	70.21B	23.20	17.17	2.57	1.81	2.66	23.41	22.18	8.06%	9.04%	11.16%	0.74%	307.71K
135	Travel Services	506.20B	28.70	19.01	1.64	3.31	10.12	8.54	18.84	0.93%	17.55%	9.59%	-0.30%	8.16M
136	Trucking	81.63B	31.14	23.11	1.86	1.47	3.01	64.28	42.45	8.94%	16.76%	4.64%	-0.21%	509.06K
137	Uranium	50.56B	103.35	64.04	2.37	15.64	5.79	23.67	72.41	6.99%	43.52%	11.91%	-1.83%	12.38M
138	Utilities - Diversified	98.72B	18.80	14.47	4.11	1.63	1.88	13.68	65.32	8.23%	4.58%	8.55%	0.74%	1.42M
139	Utilities - Independent Power Producers	128.37B	30.72	20.83	2.82	2.18	11.96	21.83	47.80	15.30%	10.89%	14.14%	2.79%	3.86M
140	Utilities - Regulated Electric	1176.50B	19.62	15.76	2.28	2.49	1.97	37.01	152.25	3.46%	8.62%	3.78%	0.54%	7.46M
141	Utilities - Regulated Gas	89.99B	20.94	16.47	2.43	2.14	1.90	28.11	80.87	6.66%	8.60%	5.06%	0.86%	1.09M
142	Utilities - Regulated Water	64.14B	15.64	18.03	1.84	3.66	2.14	32.27	48.05	12.60%	8.50%	9.39%	0.87%	1.20M
143	Utilities - Renewable	160.92B	33.30	26.84	2.19	3.05	3.61	9.73	41.70	20.88%	15.20%	6.19%	0.10%	20.99M
144	Waste Management	256.30B	43.72	31.64	3.98	3.86	6.34	129.62	40.44	9.41%	10.98%	9.77%	0.35%	1.07M

