
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
98	Real Estate - Development	3.79%	4.06%	9.09%	-6.11%	-14.37%	-4.52%	1.72	3.99M	0.37	0.18%	1.48M
99	Real Estate - Diversified	1.00%	-0.66%	7.09%	-2.62%	0.60%	-0.96%	1.78	773.82K	1.08	0.90%	836.90K
100	Real Estate Services	-0.18%	9.36%	15.63%	6.52%	27.56%	13.19%	1.80	222.91M	0.76	-0.59%	170.30M
101	Recreational Vehicles	0.91%	-0.10%	23.59%	-6.02%	-21.92%	-9.81%	2.50	8.66M	0.73	-0.53%	6.29M
102	REIT - Diversified	1.74%	1.07%	3.87%	7.44%	4.16%	8.29%	1.87	16.44M	1.03	0.53%	16.86M
103	REIT - Healthcare Facilities	2.81%	8.50%	8.81%	13.12%	31.62%	21.41%	1.56	37.21M	0.86	0.38%	31.90M
104	REIT - Hotel & Motel	-1.59%	-5.33%	4.49%	-13.22%	-8.88%	-17.08%	1.99	32.45M	0.99	0.17%	32.25M
105	REIT - Industrial	0.93%	-2.14%	-2.09%	-10.65%	-15.23%	-4.93%	2.17	26.11M	1.28	0.09%	33.50M
106	REIT - Mortgage	1.39%	-0.45%	4.66%	-4.70%	-2.11%	1.12%	1.84	73.57M	0.86	0.65%	62.94M
107	REIT - Office	-0.66%	-2.96%	4.58%	-11.41%	-8.07%	-13.44%	2.53	31.16M	1.46	-0.26%	45.49M
108	REIT - Residential	0.29%	-4.53%	-8.35%	-7.97%	-6.02%	-7.85%	2.16	22.48M	1.07	0.49%	24.04M
109	REIT - Retail	1.21%	1.17%	1.35%	-3.77%	3.60%	-2.79%	2.14	32.58M	0.97	-0.39%	31.76M
110	REIT - Specialty	-0.46%	-1.70%	-3.29%	-0.59%	-1.21%	-0.59%	1.73	22.84M	1.11	0.94%	25.38M
111	Rental & Leasing Services	-2.41%	0.91%	16.24%	4.94%	19.91%	5.98%	2.05	22.05M	1.25	-0.22%	27.61M
112	Residential Construction	7.37%	5.64%	15.55%	0.67%	-11.14%	1.50%	2.33	19.06M	0.81	0.55%	15.35M
113	Resorts & Casinos	-1.79%	-1.45%	21.78%	8.75%	20.88%	2.01%	1.88	30.39M	1.03	-0.13%	31.25M
114	Restaurants	0.86%	-3.58%	-1.34%	-6.33%	11.38%	-1.81%	2.15	81.95M	1.32	0.72%	108.41M
115	Scientific & Technical Instruments	0.75%	1.84%	16.87%	0.96%	29.02%	6.72%	2.15	34.48M	0.75	0.58%	25.77M
116	Security & Protection Services	0.22%	0.98%	7.14%	10.19%	18.00%	9.70%	1.97	28.40M	0.84	-0.28%	23.84M
117	Semiconductor Equipment & Materials	2.49%	-6.12%	14.86%	2.39%	0.50%	12.58%	1.84	45.11M	1.09	2.99%	49.33M
118	Semiconductors	1.34%	7.00%	44.58%	28.72%	63.81%	26.68%	1.47	649.64M	0.96	1.38%	623.46M
119	Shell Companies	-0.26%	0.68%	-6.86%	0.95%	1.91%	-1.76%	1.73	16.97M	0.93	0.01%	15.86M
120	Silver	9.75%	4.22%	43.31%	41.48%	78.49%	59.32%	2.12	44.46M	0.87	4.14%	38.62M
121	Software - Application	-1.69%	-4.65%	1.21%	-4.28%	25.71%	0.83%	1.75	426.23M	1.32	-1.28%	561.49M
122	Software - Infrastructure	-1.43%	2.76%	23.74%	23.49%	45.81%	26.67%	1.57	479.33M	1.39	-1.25%	668.21M
123	Solar	1.96%	-2.08%	27.17%	2.40%	-20.66%	-0.03%	1.94	78.91M	1.22	2.52%	96.34M
124	Specialty Business Services	-3.14%	-3.50%	-4.53%	0.46%	11.01%	7.46%	2.31	31.95M	1.31	0.41%	41.99M
125	Specialty Chemicals	1.36%	-2.80%	4.18%	-4.59%	-2.39%	0.68%	1.92	62.97M	0.96	0.05%	60.49M
126	Specialty Industrial Machinery	-2.81%	2.72%	20.11%	11.49%	36.19%	14.81%	2.08	101.33M	0.93	-0.35%	94.11M
127	Specialty Retail	2.74%	2.59%	12.90%	-1.83%	17.07%	-1.56%	2.31	64.61M	0.68	-0.39%	43.95M
128	Staffing & Employment Services	-4.63%	-11.79%	-9.00%	-26.95%	-31.19%	-29.93%	2.46	7.48M	0.84	0.95%	6.31M
129	Steel	-2.05%	-4.96%	7.92%	6.85%	0.30%	14.91%	1.91	64.86M	0.59	0.54%	38.26M
130	Telecom Services	1.01%	-1.52%	-1.17%	6.07%	13.76%	9.21%	2.13	150.69M	1.08	1.08%	162.82M
131	Textile Manufacturing	11.73%	-14.23%	-5.33%	-26.96%	-27.53%	-24.65%	3.18	775.71K	0.63	0.03%	487.24K
132	Thermal Coal	2.04%	7.56%	4.43%	-5.38%	-0.21%	-13.30%	1.47	6.80M	0.97	0.44%	6.56M
133	Tobacco	3.28%	2.33%	4.30%	28.66%	46.42%	38.52%	2.32	25.19M	0.65	0.62%	16.44M
134	Tools & Accessories	0.56%	1.62%	14.10%	-2.96%	4.38%	4.15%	2.38	7.60M	0.99	-0.27%	7.53M
135	Travel Services	-2.21%	-3.53%	12.92%	6.70%	57.71%	8.45%	1.89	63.87M	1.07	-1.90%	68.07M
136	Trucking	-2.25%	-11.09%	1.30%	-26.47%	-22.90%	-22.67%	2.28	12.32M	0.96	-2.91%	11.87M
137	Uranium	3.99%	14.85%	59.87%	47.96%	98.69%	48.32%	1.33	167.92M	0.52	-0.22%	87.19M
138	Utilities - Diversified	0.12%	4.23%	6.43%	1.86%	0.46%	-2.70%	2.08	36.27M	0.81	0.85%	29.52M
139	Utilities - Independent Power Producers	-3.06%	7.48%	42.40%	28.71%	162.83%	50.36%	1.67	13.76M	1.26	1.63%	17.29M
140	Utilities - Regulated Electric	1.97%	5.58%	4.11%	10.91%	12.87%	12.09%	2.24	141.12M	0.85	0.78%	120.45M
141	Utilities - Regulated Gas	1.65%	3.85%	0.36%	6.77%	23.40%	12.07%	2.06	12.10M	1.26	1.45%	15.21M
142	Utilities - Regulated Water	4.10%	0.95%	-2.31%	13.13%	3.78%	15.40%	2.12	6.83M	2.04	2.08%	13.90M
143	Utilities - Renewable	-1.86%	4.53%	19.22%	8.40%	57.82%	35.96%	1.70	24.15M	3.81	0.69%	91.97M
144	Waste Management	1.40%	1.62%	-3.19%	3.88%	14.86%	13.47%	1.86	12.40M	0.94	0.36%	11.60M

