
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
16	Beverages - Non-Alcoholic	668.03B	25.84	19.07	3.41	2.99	6.75	20.37	46.21	7.89%	7.59%	8.28%	0.13%	73.87M
17	Beverages - Wineries & Distilleries	83.48B	26.12	17.12	7.40	2.83	4.94	21.43	20.67	5.40%	3.53%	6.03%	-0.29%	11.96M
18	Biotechnology	920.38B	52.45	35.24	2.44	9.24	4.15	5.42	47.47	-11.08%	21.51%	46.02%	0.50%	583.94M
19	Broadcasting	15.38B	11.26	9.34	-	0.63	1.67	5.67	4.47	30.46%	-7.61%	32.47%	-0.40%	19.49M
20	Building Materials	230.49B	27.81	23.07	2.83	2.95	2.92	27.21	40.75	22.52%	9.83%	6.62%	-0.54%	23.21M
21	Building Products & Equipment	361.12B	27.95	20.78	2.75	2.45	5.36	52.71	27.05	13.82%	10.16%	5.66%	-0.86%	29.81M
22	Business Equipment & Supplies	1.16B	14.04	11.87	-	0.52	0.71	2.27	7.13	1.31%	-	15.53%	0.50%	746.50K
23	Capital Markets	1095.77B	23.24	19.17	1.49	2.03	3.09	4.36	6.15	13.11%	15.59%	26.81%	0.02%	716.55M
24	Chemicals	36.85B	66.42	25.12	-	0.39	1.02	4.54	17.56	17.68%	-4.43%	2.17%	0.89%	33.33M
25	Coking Coal	7.83B	69.09	13.56	2.78	1.29	1.68	7.12	23.14	-7.26%	24.84%	7.21%	0.68%	10.93M
26	Communication Equipment	553.97B	30.87	17.92	3.09	3.08	4.43	12.43	22.65	9.88%	10.01%	3.80%	-0.53%	164.74M
27	Computer Hardware	494.55B	37.82	23.47	2.18	2.24	11.88	13.30	28.83	13.81%	17.31%	12.43%	-0.39%	219.83M
28	Confectioners	123.66B	26.26	23.35	-	2.52	4.12	46.29	26.77	8.13%	0.01%	7.05%	2.39%	14.48M
29	Conglomerates	241.37B	23.23	18.50	2.97	2.02	6.68	10.92	30.64	0.88%	7.81%	-0.80%	-0.24%	11.21M
30	Consulting Services	94.36B	30.72	24.65	2.67	3.16	8.82	43.43	27.72	17.98%	11.49%	6.75%	0.00%	7.11M
31	Consumer Electronics	3715.53B	35.27	29.21	4.04	7.22	28.80	54.47	32.25	14.98%	8.72%	8.20%	0.51%	129.66M
32	Copper	163.66B	27.55	19.53	1.80	3.99	4.95	16.85	29.65	17.59%	15.29%	10.34%	-1.08%	26.71M
33	Credit Services	1764.62B	31.46	21.24	2.12	5.29	6.09	11.52	18.38	10.37%	14.82%	10.51%	0.10%	152.21M
34	Department Stores	15.92B	14.47	17.90	-	0.35	1.62	7.19	8.57	28.82%	-13.40%	-0.60%	0.99%	16.98M
35	Diagnostics & Research	662.60B	33.96	22.53	3.42	4.05	3.73	26.32	27.98	10.00%	9.93%	10.12%	0.85%	65.90M
36	Discount Stores	1357.94B	38.82	34.12	4.15	1.17	9.08	43.23	47.81	9.38%	9.35%	7.11%	-0.42%	34.03M
37	Drug Manufacturers - General	3135.66B	23.01	13.50	1.17	4.45	6.09	25.42	18.90	5.88%	19.72%	9.34%	0.35%	135.78M
38	Drug Manufacturers - Specialty & Generic	306.92B	30.49	14.10	1.98	2.28	2.20	11.97	15.68	11.46%	15.42%	8.44%	-0.51%	144.42M
39	Education & Training Services	57.85B	23.43	16.51	1.98	1.68	2.69	3.68	22.52	14.09%	11.82%	9.11%	0.23%	31.49M
40	Electrical Equipment & Parts	151.58B	40.94	26.16	1.49	3.64	6.16	21.15	36.77	23.99%	27.41%	11.17%	0.53%	147.05M
41	Electronic Components	415.51B	47.16	27.26	2.32	2.83	6.32	27.16	35.86	16.40%	20.35%	7.82%	0.25%	73.12M
42	Electronic Gaming & Multimedia	285.13B	46.63	26.66	2.27	7.66	8.43	9.49	29.84	-24.29%	20.58%	22.84%	0.23%	16.34M
43	Electronics & Computer Distribution	30.40B	17.99	10.37	1.44	0.24	1.31	15.12	15.06	-0.57%	12.53%	9.01%	-0.94%	2.93M
44	Engineering & Construction	336.44B	21.63	27.35	1.17	1.71	5.43	20.10	27.52	24.81%	18.53%	11.22%	-0.83%	26.43M
45	Entertainment	1145.56B	43.75	35.15	2.04	3.40	4.77	19.33	30.09	19.06%	21.42%	12.04%	-0.61%	172.87M
46	Farm & Heavy Construction Machinery	434.92B	22.06	19.44	9.69	2.17	4.96	14.61	22.59	16.19%	2.28%	4.29%	0.60%	23.15M
47	Farm Products	78.14B	14.89	13.32	2.63	0.37	1.25	4.60	11.58	13.17%	5.66%	7.45%	1.92%	15.51M
48	Financial Conglomerates	51.41B	16.17	3.17	1.14	1.55	1.39	4.49	32.86	4.57%	14.16%	13.72%	0.26%	2.62M
49	Financial Data & Stock Exchanges	695.53B	34.96	27.15	3.81	9.45	5.41	30.40	27.35	8.67%	9.18%	17.87%	-0.23%	23.56M
50	Food Distribution	81.54B	28.29	16.62	1.79	0.33	4.93	42.20	21.68	35.04%	15.82%	11.09%	0.76%	13.69M
51	Footwear & Accessories	170.16B	34.10	27.01	3.04	2.14	6.67	11.79	28.46	10.98%	11.20%	11.27%	-0.15%	26.10M
52	Furnishings, Fixtures & Appliances	66.57B	28.94	16.28	2.45	0.93	2.48	16.63	22.61	3.84%	11.79%	6.97%	-0.57%	59.27M
53	Gambling	121.10B	78.18	26.97	2.64	3.56	7.11	15.48	32.13	-21.36%	29.60%	42.71%	0.40%	33.60M
54	Gold	528.37B	23.52	14.91	0.82	5.68	3.20	19.84	27.73	10.83%	28.55%	13.27%	-1.78%	249.19M
55	Grocery Stores	73.75B	17.20	13.41	1.48	0.28	3.88	9.50	22.10	14.45%	11.62%	5.00%	-0.91%	27.62M
56	Health Information Services	125.70B	92.05	39.50	4.85	3.59	4.83	9.27	31.94	13.63%	18.98%	23.52%	-0.12%	52.96M
57	Healthcare Plans	618.64B	15.35	13.66	25.14	0.38	2.01	42.60	13.84	-0.52%	0.61%	11.21%	-1.33%	75.08M
58	Home Improvement Retail	581.63B	26.80	24.33	4.72	2.28	43.21	69.33	26.44	10.25%	5.67%	6.60%	-0.37%	7.97M
59	Household & Personal Products	768.06B	25.68	19.93	3.67	2.96	7.14	29.15	24.49	3.91%	7.01%	3.52%	0.09%	120.93M
60	Industrial Distribution	245.06B	31.11	24.21	3.41	1.82	5.59	34.80	30.94	21.61%	9.11%	9.31%	0.95%	33.80M
61	Information Technology Services	878.20B	25.81	16.93	2.94	2.24	4.29	14.46	17.04	4.01%	8.78%	4.68%	0.99%	359.84M
62	Insurance - Diversified	2258.42B	19.88	25.29	13.21	2.62	1.90	3.28	56.50	4.70%	1.51%	8.27%	-0.19%	19.06M
63	Insurance - Life	296.15B	14.42	8.79	1.70	1.06	1.52	3957.11	4.89	7.60%	8.48%	-4.72%	-2.19%	25.79M
64	Insurance - Property & Casualty	617.82B	12.61	12.56	1.52	1.41	2.11	-	7.42	13.31%	8.29%	10.58%	-0.79%	71.32M
65	Insurance - Reinsurance	42.26B	11.09	6.49	0.78	0.73	1.02	-	2.89	4.21%	14.15%	15.97%	-2.27%	2.74M
66	Insurance - Specialty	77.66B	13.65	10.76	0.87	1.93	1.51	449.98	6.61	4.74%	15.63%	8.25%	-1.17%	10.94M
67	Insurance Brokers	343.52B	32.92	20.08	2.98	4.14	4.81	11.44	26.40	16.21%	11.06%	9.28%	-0.59%	11.83M
68	Integrated Freight & Logistics	200.56B	15.51	13.17	2.61	0.79	3.08	10.68	21.77	11.12%	5.95%	5.32%	0.97%	20.04M
69	Internet Content & Information	8432.81B	48.42	42.83	3.27	8.27	14.14	27.72	43.87	26.92%	14.82%	17.40%	0.65%	343.17M
70	Internet Retail	3592.24B	31.40	25.82	1.24	2.98	5.99	11.59	98.41	31.63%	25.37%	23.72%	1.26%	186.41M
71	Leisure	76.77B	40.66	21.05	1.70	1.84	4.09	14.44	26.55	-1.93%	23.99%	10.49%	-0.53%	42.34M
72	Lodging	198.99B	32.37	25.20	2.66	3.35	43.70	34.70	29.35	17.44%	12.18%	4.67%	0.99%	8.20M
73	Lumber & Wood Production	22.70B	24.51	19.74	118.28	1.07	1.62	10.33	43.34	29.09%	0.21%	11.04%	-1.28%	1.37M
74	Luxury Goods	32.23B	117.35	17.10	10.76	1.51	9.33	15.93	19.06	-85.72%	10.91%	6.10%	-0.44%	59.96M
75	Marine Shipping	31.60B	5.63	8.54	0.80	0.99	0.81	4.64	5.62	31.83%	7.03%	18.27%	-0.09%	20.33M
76	Medical Care Facilities	214.99B	17.77	13.63	1.24	0.93	4.18	17.18	12.67	12.69%	14.30%	7.30%	-0.58%	111.80M
77	Medical Devices	967.70B	30.80	22.50	2.50	4.14	3.98	20.69	32.53	9.27%	12.31%	8.56%	0.12%	130.84M
78	Medical Distribution	188.05B	27.10	15.82	2.23	0.20	32.62	20.17	20.01	27.07%	12.16%	9.15%	-1.03%	9.37M
79	Medical Instruments & Supplies	447.99B	42.84	22.08	3.83	3.90	3.25	21.43	34.27	10.97%	11.18%	9.38%	0.35%	59.98M
80	Metal Fabrication	49.17B	26.08	18.45	1.67	2.14	4.08	19.68	25.56	70.92%	15.60%	4.39%	0.23%	5.73M
81	Mortgage Finance	82.22B	69.19	34.64	1.39	4.33	3.09	9.11	898.66	12.51%	49.92%	1.06%	-1.19%	48.05M
82	Oil & Gas Drilling	19.26B	38.54	21.91	-	0.86	0.73	6.96	14.61	18.88%	-6.67%	9.22%	3.41%	50.56M
83	Oil & Gas E&P	613.15B	13.32	11.90	1.03	2.12	1.50	24.16	14.15	18.24%	12.90%	11.65%	2.67%	209.08M
84	Oil & Gas Equipment & Services	214.46B	13.96	13.75	1.53	1.33	2.03	10.43	13.01	39.47%	9.15%	4.27%	1.63%	81.49M
85	Oil & Gas Integrated	1622.00B	14.72	11.83	1.91	0.95	1.50	8.78	10.37	19.54%	7.70%	4.04%	1.45%	112.64M
86	Oil & Gas Midstream	823.62B	17.93	15.88	2.59	1.77	2.98	40.21	16.97	10.01%	6.92%	7.38%	0.03%	156.33M
87	Oil & Gas Refining & Marketing	205.32B	37.27	14.17	2.02	0.35	2.10	10.74	20.77	6.04%	18.41%	5.17%	2.28%	26.69M
88	Other Industrial Metals & Mining	317.13B	14.22	12.34	31.61	2.02	2.01	9.39	18.46	-4.57%	0.45%	3.41%	-0.82%	129.94M
89	Other Precious Metals & Mining	30.60B	38.13	17.16	0.89	3.30	2.59	10.65	70.32	-0.54%	43.08%	13.01%	-2.81%	52.77M
90	Packaged Foods	255.03B	19.87	13.32	6.20	1.10	1.86	14.41	14.54	4.01%	3.20%	4.48%	1.37%	112.44M
91	Packaging & Containers	158.76B	28.88	12.56	1.13	0.99	2.00	20.82	29.17	-1.63%	25.66%	4.04%	0.39%	52.70M
92	Paper & Paper Products	14.63B	9.20	7.85	-	0.84	1.30	3.39	11.29	-14.39%	-3.06%	4.85%	1.31%	2.78M
93	Personal Services	57.26B	4.91	22.36	0.40	3.08	1.65	18.42	23.56	13.38%	12.38%	8.13%	-0.66%	8.08M
94	Pharmaceutical Retailers	504.15M	-	53.32	-	0.62	2.14	4.37	30.37	51.51%	-	62.06%	0.55%	3.78M
95	Pollution & Treatment Controls	47.96B	35.59	28.65	2.95	4.83	7.54	21.01	32.59	-23.40%	12.07%	3.80%	-0.70%	10.74M
96	Publishing	22.74B	21.44	17.59	1.92	1.66	2.58	16.72	11.07	16.31%	11.17%	2.40%	-0.56%	4.93M
97	Railroads	416.82B	19.96	17.45	2.16	4.57	3.91	68.61	26.12	5.78%	9.24%	4.28%	0.04%	25.83M
98	Real Estate - Development	8.38B	15.34	15.42	-	1.11	0.98	7.91	19.82	6.57%	-3.40%	18.17%	-0.43%	3.26M
99	Real Estate - Diversified	8.02B	22.63	30.62	6.92	3.59	1.75	4.12	21.53	20.22%	3.27%	13.19%	-0.22%	451.77K
100	Real Estate Services	174.14B	54.91	26.67	2.52	1.30	3.41	8.93	37.33	3.02%	21.83%	11.04%	-1.01%	299.47M
101	Recreational Vehicles	26.55B	38.86	19.90	6.61	0.67	1.81	7.34	8.87	-0.75%	5.88%	3.88%	0.26%	5.90M
102	REIT - Diversified	61.84B	17.72	15.66	4.34	6.52	1.30	52.76	13.91	9.83%	4.09%	22.07%	-1.04%	15.47M
103	REIT - Healthcare Facilities	205.45B	86.06	56.02	3.19	7.70	2.40	27.03	30.11	-4.98%	26.95%	10.83%	-1.87%	35.16M
104	REIT - Hotel & Motel	33.03B	25.55	27.45	-	1.43	1.29	10.88	12.74	-5.24%	-3.12%	1.67%	-0.06%	29.97M
105	REIT - Industrial	263.89B	32.64	36.11	-	8.35	2.30	70.62	22.94	9.63%	-1.22%	16.98%	-0.14%	23.72M
106	REIT - Mortgage	65.33B	20.44	7.44	4.63	2.08	0.93	4.54	12.56	-4.56%	4.42%	17.36%	-1.18%	71.92M
107	REIT - Office	77.96B	55.99	79.69	0.99	4.07	1.27	13.84	13.77	-27.40%	56.39%	4.32%	0.60%	36.62M
108	REIT - Residential	190.04B	30.17	44.97	5.13	7.58	2.33	56.21	21.77	4.44%	5.88%	7.66%	-0.47%	31.65M
109	REIT - Retail	243.55B	34.53	36.40	2.98	9.21	2.41	49.64	20.05	-0.11%	11.57%	11.43%	-0.88%	34.76M
110	REIT - Specialty	379.68B	56.96	35.68	3.54	6.73	6.01	27.58	41.14	4.13%	16.09%	7.01%	-0.19%	25.99M
111	Rental & Leasing Services	165.61B	19.54	17.71	2.23	1.81	2.96	17.19	99.26	5.48%	8.74%	10.80%	0.67%	64.24M
112	Residential Construction	198.59B	12.38	13.63	-	1.23	1.99	15.24	22.12	26.43%	-1.41%	12.10%	-0.21%	19.39M
113	Resorts & Casinos	98.81B	27.28	16.99	1.60	1.19	4.82	7.62	23.73	-0.83%	17.05%	3.24%	-1.36%	27.32M
114	Restaurants	559.95B	28.83	23.80	3.29	3.27	21.36	31.56	30.79	9.81%	8.76%	7.62%	0.41%	97.61M
115	Scientific & Technical Instruments	201.95B	36.67	21.26	3.15	3.94	3.40	15.22	26.07	7.80%	11.64%	8.47%	-0.08%	20.44M
116	Security & Protection Services	47.20B	22.92	15.79	2.05	2.02	4.00	12.85	14.66	13.03%	11.19%	7.63%	-0.19%	15.38M
117	Semiconductor Equipment & Materials	848.85B	30.01	25.05	2.06	7.14	10.51	23.57	31.34	25.32%	14.56%	15.64%	1.14%	47.26M
118	Semiconductors	8965.02B	48.08	27.01	1.45	14.25	11.85	34.63	54.68	53.94%	33.09%	39.38%	-0.83%	549.87M
119	Shell Companies	41.37B	142.80	604.92	3.37	13.03	2.30	96.43	-	-	42.40%	-	0.03%	19.01M
120	Silver	8.37B	152.55	26.05	1.57	6.06	2.18	8.95	57.42	-1.93%	97.45%	10.59%	-4.04%	41.42M
121	Software - Application	2834.07B	42.88	29.97	2.46	7.30	7.01	17.34	31.76	23.23%	17.43%	20.43%	-0.48%	517.48M
122	Software - Infrastructure	6361.60B	46.16	31.16	2.34	11.35	11.17	27.72	55.50	15.97%	19.76%	16.91%	-0.63%	446.29M
123	Solar	50.14B	24.96	12.51	1.07	1.52	1.97	3.70	46.17	-15.61%	23.30%	12.12%	0.05%	179.82M
124	Specialty Business Services	390.01B	39.64	26.94	3.62	3.35	6.05	29.61	31.36	9.30%	10.94%	8.20%	-0.58%	42.90M
125	Specialty Chemicals	666.41B	35.18	21.09	4.39	2.45	3.45	22.07	39.79	15.41%	8.01%	4.08%	-1.01%	57.36M
126	Specialty Industrial Machinery	1088.30B	34.17	25.01	2.78	3.80	5.83	33.78	32.40	-3.30%	12.29%	5.57%	-1.08%	137.24M
127	Specialty Retail	200.03B	23.60	19.38	3.03	1.03	5.71	10.82	23.92	16.99%	7.79%	7.39%	-0.16%	56.92M
128	Staffing & Employment Services	18.54B	25.24	13.57	3.90	0.38	2.33	4.53	12.38	-0.78%	6.46%	6.69%	0.23%	5.41M
129	Steel	145.13B	19.50	11.60	0.93	0.59	0.85	4.49	50.77	12.97%	20.87%	6.53%	0.73%	47.93M
130	Telecom Services	1226.25B	14.49	12.26	1.20	1.40	1.95	10.66	9.70	4.20%	12.05%	4.46%	-0.63%	143.73M
131	Textile Manufacturing	1.85B	31.35	15.49	-	0.94	1.55	13.05	19.45	-5.73%	-	2.73%	-0.42%	292.96K
132	Thermal Coal	11.98B	18.84	10.23	7.21	1.14	1.17	9.92	13.47	10.42%	2.61%	4.84%	1.29%	6.14M
133	Tobacco	490.02B	23.27	14.67	2.79	5.10	7.25	36.19	17.90	-3.30%	8.35%	2.73%	0.28%	22.79M
134	Tools & Accessories	71.21B	24.04	17.55	2.65	1.84	2.70	23.55	22.23	7.68%	9.08%	11.09%	-0.90%	6.38M
135	Travel Services	522.88B	28.97	19.50	1.63	3.39	10.45	8.70	20.04	0.40%	17.73%	9.43%	-0.81%	58.10M
136	Trucking	84.05B	32.18	24.16	1.97	1.50	3.12	66.61	43.92	8.91%	16.36%	4.48%	1.46%	15.09M
137	Uranium	56.63B	115.76	75.89	2.70	17.43	6.42	25.70	79.25	6.55%	42.86%	12.94%	-5.92%	132.07M
138	Utilities - Diversified	98.93B	20.22	14.59	4.73	1.64	1.88	18.64	78.61	8.13%	4.28%	8.55%	-0.75%	22.07M
139	Utilities - Independent Power Producers	131.03B	35.28	20.97	2.64	2.19	12.31	44.41	64.48	14.87%	13.38%	14.33%	-1.10%	8.92M
140	Utilities - Regulated Electric	1136.73B	18.67	15.26	2.16	2.40	1.88	35.49	130.77	3.47%	8.64%	3.79%	-1.66%	116.37M
141	Utilities - Regulated Gas	92.30B	20.79	17.94	2.07	2.06	1.83	27.09	82.77	6.23%	10.03%	4.31%	-1.87%	14.69M
142	Utilities - Regulated Water	65.98B	15.44	18.26	1.72	3.70	2.12	32.56	84.29	12.72%	8.96%	9.41%	-0.85%	6.53M
143	Utilities - Renewable	160.22B	36.25	27.44	2.43	2.97	3.50	10.05	35.04	19.90%	14.92%	6.25%	-1.55%	17.23M
144	Waste Management	239.42B	40.85	29.46	3.55	3.60	5.90	119.78	37.59	9.49%	11.50%	9.78%	-0.98%	14.34M

