
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
85	Oil & Gas Integrated	1.28%	3.65%	13.22%	4.83%	-0.16%	11.33%	2.06	102.44M	0.84	0.45%	86.35M
86	Oil & Gas Midstream	1.24%	0.54%	1.37%	-2.37%	12.83%	1.34%	2.00	104.81M	0.93	0.42%	97.87M
87	Oil & Gas Refining & Marketing	4.35%	7.61%	15.66%	12.68%	0.67%	21.86%	2.11	26.56M	0.90	0.48%	23.85M
88	Other Industrial Metals & Mining	0.44%	8.25%	13.84%	12.63%	-5.77%	11.62%	2.53	130.38M	0.66	-0.32%	85.53M
89	Other Precious Metals & Mining	2.03%	16.32%	33.94%	79.18%	60.78%	81.82%	2.05	46.53M	0.92	3.26%	42.87M
90	Packaged Foods	-1.81%	0.54%	-3.74%	-9.59%	-16.96%	-12.06%	2.44	105.53M	0.94	0.95%	98.88M
91	Packaging & Containers	0.06%	2.31%	2.48%	-5.78%	-7.96%	-5.57%	2.08	52.92M	0.74	0.87%	39.10M
92	Paper & Paper Products	-1.39%	3.67%	6.44%	-9.31%	-12.04%	-13.68%	1.30	3.96M	0.69	-0.60%	2.74M
93	Personal Services	-2.35%	-1.35%	-1.31%	3.73%	3.17%	11.16%	2.14	9.66M	0.84	0.29%	8.16M
94	Pharmaceutical Retailers	4.40%	44.92%	11.78%	-7.81%	10.39%	-31.62%	2.96	3.63M	0.48	-1.25%	1.73M
95	Pollution & Treatment Controls	-2.11%	1.50%	15.93%	19.24%	12.26%	14.04%	2.07	8.56M	0.71	-1.08%	6.11M
96	Publishing	-1.04%	7.94%	-0.47%	0.96%	2.90%	0.02%	2.11	5.26M	0.69	-0.16%	3.64M
97	Railroads	-1.42%	0.22%	-0.25%	-2.01%	-5.80%	1.96%	1.99	32.93M	0.72	0.23%	23.64M
98	Real Estate - Development	-2.96%	5.97%	10.48%	4.92%	-16.90%	-2.71%	1.74	3.98M	0.29	-0.61%	1.17M
99	Real Estate - Diversified	-0.07%	6.64%	12.02%	-0.28%	-6.17%	3.70%	1.76	685.84K	0.65	0.43%	448.19K
100	Real Estate Services	-1.43%	4.04%	23.58%	9.37%	22.19%	17.99%	1.83	288.04M	1.42	0.01%	409.20M
101	Recreational Vehicles	-1.10%	14.67%	28.24%	12.11%	-17.64%	2.48%	2.48	7.34M	0.76	0.79%	5.58M
102	REIT - Diversified	1.23%	5.08%	6.48%	2.03%	-0.15%	11.82%	1.83	16.90M	0.88	0.86%	14.80M
103	REIT - Healthcare Facilities	1.56%	3.82%	9.35%	7.11%	23.14%	22.63%	1.56	37.29M	0.75	0.53%	27.89M
104	REIT - Hotel & Motel	0.97%	8.44%	9.87%	-1.27%	-6.16%	-8.61%	2.00	32.18M	0.76	-0.32%	24.43M
105	REIT - Industrial	0.96%	6.62%	0.90%	-7.91%	-17.78%	0.42%	2.10	26.08M	0.87	0.83%	22.72M
106	REIT - Mortgage	0.05%	4.73%	8.01%	-5.71%	-4.50%	4.40%	1.84	69.49M	0.83	0.73%	57.74M
107	REIT - Office	2.58%	7.00%	10.83%	-4.51%	-10.28%	-6.77%	2.53	31.95M	0.69	0.77%	21.91M
108	REIT - Residential	1.02%	3.65%	-3.97%	-9.53%	-8.70%	-4.75%	2.15	23.26M	0.90	1.02%	21.00M
109	REIT - Retail	0.81%	6.30%	5.60%	-1.07%	-0.28%	2.24%	2.14	32.55M	0.87	0.68%	28.47M
110	REIT - Specialty	-2.31%	-2.40%	-5.02%	-3.18%	-6.53%	-2.54%	1.71	23.51M	0.95	0.23%	22.26M
111	Rental & Leasing Services	1.84%	6.69%	18.54%	21.80%	18.38%	15.93%	1.98	20.96M	0.71	-0.24%	14.85M
112	Residential Construction	-1.24%	17.07%	30.70%	19.17%	-10.91%	10.69%	2.34	19.58M	0.61	0.22%	11.99M
113	Resorts & Casinos	4.02%	8.42%	28.46%	18.52%	24.29%	12.57%	1.87	30.03M	0.78	-0.37%	23.47M
114	Restaurants	-0.57%	0.31%	-2.73%	-9.10%	-4.43%	-3.79%	2.14	84.93M	0.78	0.11%	66.33M
115	Scientific & Technical Instruments	-1.00%	0.41%	9.86%	3.52%	10.49%	5.42%	2.25	34.53M	0.59	-1.22%	20.33M
116	Security & Protection Services	-0.94%	3.77%	10.56%	14.45%	14.33%	13.59%	1.90	26.16M	0.66	-0.35%	17.30M
117	Semiconductor Equipment & Materials	-0.73%	2.02%	9.38%	10.16%	-8.80%	12.01%	1.84	46.20M	1.11	-2.71%	51.06M
118	Semiconductors	-1.27%	-0.78%	24.93%	33.70%	33.65%	24.03%	1.50	620.63M	1.00	-3.24%	619.57M
119	Shell Companies	0.03%	0.13%	-5.74%	-11.44%	-6.03%	-3.96%	1.27	14.96M	0.51	0.05%	7.59M
120	Silver	3.89%	17.20%	43.70%	64.06%	62.40%	69.40%	2.20	41.67M	1.01	3.11%	42.02M
121	Software - Application	0.80%	-2.13%	-2.62%	0.90%	12.42%	0.26%	1.76	416.31M	1.23	-0.28%	511.13M
122	Software - Infrastructure	-0.25%	-4.51%	11.60%	26.04%	31.87%	22.76%	1.53	486.29M	0.87	-1.24%	424.81M
123	Solar	-2.20%	16.33%	25.31%	32.81%	-18.77%	14.35%	1.91	73.85M	0.41	-0.34%	30.14M
124	Specialty Business Services	-1.81%	-4.97%	-6.61%	-0.69%	1.32%	5.42%	2.12	32.89M	0.82	-0.07%	26.98M
125	Specialty Chemicals	-1.14%	6.09%	5.46%	-0.96%	-3.55%	5.38%	1.95	69.00M	0.59	-0.34%	41.02M
126	Specialty Industrial Machinery	-0.66%	-2.54%	12.27%	15.31%	27.88%	15.14%	2.08	104.86M	1.10	-1.60%	115.72M
127	Specialty Retail	-3.28%	4.26%	12.49%	5.22%	10.92%	-0.11%	2.29	60.60M	1.27	-1.34%	77.09M
128	Staffing & Employment Services	-0.99%	3.55%	-5.46%	-16.12%	-27.73%	-23.85%	2.46	12.59M	24.48	1.14%	308.28M
129	Steel	-1.03%	2.76%	17.23%	7.72%	1.17%	20.55%	1.96	60.20M	0.55	-0.45%	33.12M
130	Telecom Services	0.16%	5.51%	3.71%	3.66%	12.61%	14.02%	2.16	147.43M	0.83	0.54%	121.91M
131	Textile Manufacturing	-2.37%	15.76%	-4.09%	-17.31%	-30.70%	-21.15%	3.18	379.50K	0.55	-0.56%	209.24K
132	Thermal Coal	1.44%	-2.66%	4.05%	3.17%	-9.97%	-17.29%	1.60	6.70M	0.85	1.13%	5.67M
133	Tobacco	-2.21%	4.41%	3.39%	18.19%	37.94%	40.05%	2.34	26.83M	0.88	1.00%	23.56M
134	Tools & Accessories	-1.93%	3.14%	10.41%	-0.01%	3.34%	6.82%	2.35	7.45M	0.84	-1.23%	6.26M
135	Travel Services	1.78%	6.89%	16.08%	18.50%	53.95%	18.57%	1.89	61.65M	0.76	-0.84%	46.78M
136	Trucking	-4.64%	3.22%	2.62%	-10.81%	-19.72%	-18.35%	2.29	12.14M	0.79	0.47%	9.55M
137	Uranium	4.71%	6.77%	40.25%	76.80%	79.65%	52.28%	1.38	161.09M	0.86	-0.43%	138.05M
138	Utilities - Diversified	0.16%	1.15%	5.01%	10.71%	-2.77%	-1.70%	2.14	30.50M	0.59	0.63%	17.87M
139	Utilities - Independent Power Producers	0.54%	-8.56%	14.05%	41.81%	103.82%	41.86%	1.69	12.45M	0.71	-3.03%	8.88M
140	Utilities - Regulated Electric	-2.37%	-0.52%	2.23%	4.31%	7.03%	9.46%	2.29	137.00M	0.81	-0.01%	110.85M
141	Utilities - Regulated Gas	-1.07%	2.53%	4.55%	3.94%	19.90%	13.05%	2.14	11.89M	0.79	0.39%	9.37M
142	Utilities - Regulated Water	-0.38%	6.67%	2.53%	10.11%	5.38%	18.27%	2.25	7.05M	0.97	0.38%	6.82M
143	Utilities - Renewable	-0.03%	-6.59%	2.60%	20.64%	32.91%	29.35%	1.73	24.06M	0.80	-2.61%	19.36M
144	Waste Management	-0.50%	-0.20%	-6.00%	-0.64%	7.11%	11.52%	1.89	12.89M	0.76	0.64%	9.81M

