
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
18	Biotechnology	889.46B	50.53	34.05	2.44	8.88	3.99	5.21	45.86	-10.04%	20.69%	46.33%	-1.24%	577.21M
19	Broadcasting	15.13B	11.08	9.06	-	0.62	1.63	5.54	4.40	30.64%	-7.56%	28.49%	-0.17%	52.50M
20	Building Materials	232.88B	27.69	22.61	2.50	2.98	2.95	33.47	41.56	21.92%	11.06%	6.65%	0.59%	34.12M
21	Building Products & Equipment	377.22B	29.10	21.49	2.78	2.56	5.58	54.92	28.23	13.14%	10.46%	5.70%	0.48%	29.65M
22	Business Equipment & Supplies	1.13B	13.78	11.65	-	0.51	0.70	2.23	6.99	1.30%	-	15.06%	0.47%	702.05K
23	Capital Markets	1036.93B	21.69	17.99	1.25	1.87	2.93	4.16	5.74	13.39%	17.31%	30.69%	-1.74%	522.96M
24	Chemicals	34.21B	61.19	22.63	-	0.36	0.95	4.21	16.32	17.79%	-3.06%	2.22%	1.04%	30.05M
25	Coking Coal	6.88B	60.64	12.07	2.50	1.13	1.48	6.25	20.31	-7.70%	24.24%	7.79%	-2.58%	21.67M
26	Communication Equipment	517.89B	28.80	17.17	3.28	2.91	4.20	10.27	21.46	9.10%	8.79%	3.26%	-0.87%	151.99M
27	Computer Hardware	437.55B	34.22	21.04	2.09	2.03	10.51	11.94	27.73	15.28%	16.34%	12.82%	-2.91%	179.32M
28	Confectioners	120.93B	25.68	22.89	-	2.46	4.03	45.27	26.18	7.99%	-0.07%	7.05%	1.31%	6.95M
29	Conglomerates	245.77B	23.18	18.54	3.06	2.01	6.34	11.07	31.12	0.84%	7.59%	-1.02%	0.39%	11.95M
30	Consulting Services	95.85B	31.15	25.00	2.73	3.20	8.96	44.01	28.15	18.00%	11.40%	6.61%	1.51%	4.70M
31	Consumer Electronics	3598.16B	34.16	28.41	4.11	6.99	27.89	52.76	31.23	14.99%	8.32%	8.20%	-0.16%	53.69M
32	Copper	144.96B	24.40	17.35	1.56	3.54	4.37	14.83	26.24	17.47%	15.64%	10.35%	-1.26%	18.10M
33	Credit Services	1740.34B	27.78	20.76	1.89	5.25	6.09	11.45	18.03	10.49%	14.71%	10.43%	-0.26%	157.42M
34	Department Stores	13.31B	10.87	14.19	-	0.29	1.30	5.79	11.70	30.36%	-11.45%	-0.51%	-0.96%	9.02M
35	Diagnostics & Research	680.86B	35.00	23.13	3.58	4.17	3.84	27.07	28.63	10.19%	9.78%	9.90%	1.30%	42.22M
36	Discount Stores	1367.91B	41.88	34.35	4.42	1.18	9.59	45.89	48.29	9.44%	9.47%	7.13%	0.42%	37.01M
37	Drug Manufacturers - General	3114.10B	22.85	13.42	1.19	4.42	6.04	25.24	18.77	5.59%	19.24%	9.17%	0.71%	121.34M
38	Drug Manufacturers - Specialty & Generic	305.68B	30.27	14.04	1.95	2.27	2.19	12.00	15.61	11.46%	15.55%	8.24%	0.07%	310.73M
39	Education & Training Services	55.81B	22.60	17.23	1.86	1.62	2.60	3.57	18.26	17.84%	12.13%	9.22%	-0.19%	21.53M
40	Electrical Equipment & Parts	137.24B	36.79	23.77	1.56	3.30	5.45	18.94	33.51	23.17%	23.60%	10.54%	-2.77%	102.76M
41	Electronic Components	372.66B	40.86	23.95	2.07	2.50	5.69	24.43	31.17	16.31%	19.72%	7.81%	-1.83%	42.68M
42	Electronic Gaming & Multimedia	252.60B	38.49	20.61	1.91	6.76	7.46	8.40	26.38	-24.63%	20.20%	22.62%	-1.11%	263.26M
43	Electronics & Computer Distribution	30.30B	17.97	10.39	1.45	0.24	1.31	14.93	14.66	-0.12%	12.38%	8.83%	0.01%	2.09M
44	Engineering & Construction	324.94B	21.17	26.80	1.18	1.65	5.29	19.49	26.60	24.60%	17.98%	11.01%	-0.76%	22.60M
45	Entertainment	1069.85B	40.80	31.87	2.00	2.93	4.18	17.22	27.73	19.01%	20.37%	11.60%	-1.48%	127.75M
46	Farm & Heavy Construction Machinery	428.96B	21.76	19.03	10.32	2.14	4.94	14.42	22.33	16.21%	2.11%	4.28%	0.37%	21.59M
47	Farm Products	77.53B	14.62	13.11	2.45	0.37	1.24	4.56	11.37	13.71%	5.96%	7.58%	0.21%	15.58M
48	Financial Conglomerates	50.09B	15.76	3.09	1.13	1.51	1.36	4.38	32.02	4.83%	13.91%	14.43%	-0.38%	2.51M
49	Financial Data & Stock Exchanges	709.18B	35.64	27.19	3.85	9.33	5.38	30.63	27.40	8.94%	9.27%	17.23%	-0.15%	25.14M
50	Food Distribution	79.71B	27.46	16.15	1.80	0.32	4.82	41.49	20.16	35.08%	15.22%	11.00%	0.21%	7.95M
51	Footwear & Accessories	172.44B	34.56	27.56	3.20	2.16	6.76	11.95	28.75	10.57%	10.79%	11.42%	-0.50%	28.22M
52	Furnishings, Fixtures & Appliances	65.89B	28.31	15.87	2.33	0.92	2.46	16.43	22.17	3.91%	12.16%	7.27%	0.86%	22.13M
53	Gambling	124.60B	80.12	27.06	2.65	3.68	7.39	15.96	33.06	-20.90%	30.21%	42.95%	-0.90%	57.62M
54	Gold	437.88B	20.36	12.68	0.77	4.80	2.69	16.76	24.40	11.25%	26.33%	13.17%	-2.53%	173.01M
55	Grocery Stores	79.26B	19.34	14.29	1.61	0.31	4.25	10.29	27.52	14.66%	11.99%	5.03%	1.41%	18.33M
56	Health Information Services	121.55B	92.64	38.68	4.83	3.48	4.77	9.23	32.34	13.55%	19.19%	22.94%	-1.06%	78.64M
57	Healthcare Plans	585.44B	14.53	12.73	10.67	0.36	1.90	40.32	13.10	-0.54%	1.36%	11.20%	-0.15%	93.86M
58	Home Improvement Retail	558.67B	25.82	23.37	4.51	2.19	51.97	85.22	26.61	10.21%	5.72%	6.61%	2.93%	14.88M
59	Household & Personal Products	780.40B	26.09	20.36	4.67	3.00	7.24	29.96	24.60	2.41%	5.59%	3.46%	1.30%	95.01M
60	Industrial Distribution	237.04B	31.19	24.71	3.64	1.80	6.81	51.41	31.25	18.02%	8.56%	8.91%	1.27%	13.81M
61	Information Technology Services	877.06B	25.82	16.90	2.88	2.24	4.29	14.60	17.10	4.65%	8.96%	4.91%	0.89%	237.54M
62	Insurance - Diversified	2235.88B	19.83	25.03	12.92	2.60	1.89	3.25	57.09	4.72%	1.54%	8.21%	1.30%	12.57M
63	Insurance - Life	293.75B	15.12	8.71	1.80	1.07	1.52	3924.98	4.75	7.55%	8.39%	-4.63%	0.47%	22.62M
64	Insurance - Property & Casualty	625.82B	12.73	12.65	1.56	1.42	2.13	425.38	7.44	13.36%	8.18%	10.62%	1.31%	25.85M
65	Insurance - Reinsurance	43.03B	11.29	6.59	0.79	0.74	1.04	-	2.95	4.28%	14.30%	16.00%	1.24%	2.20M
66	Insurance - Specialty	79.76B	14.02	11.05	0.91	1.98	1.55	462.14	6.79	4.79%	15.35%	8.67%	1.22%	8.25M
67	Insurance Brokers	364.63B	34.93	21.30	3.18	4.40	5.11	12.13	27.94	16.25%	10.97%	9.32%	1.84%	8.88M
68	Integrated Freight & Logistics	203.71B	16.66	14.03	2.67	0.80	3.24	11.15	22.12	11.15%	6.24%	5.33%	1.55%	20.75M
69	Internet Content & Information	7146.95B	41.10	36.37	2.77	7.01	12.00	23.37	37.18	26.97%	14.82%	17.46%	-1.44%	182.17M
70	Internet Retail	3396.26B	30.15	24.30	1.19	2.82	5.73	11.10	93.04	32.60%	25.30%	23.86%	-1.24%	112.26M
71	Leisure	77.68B	41.12	21.49	1.84	1.86	4.14	14.55	27.22	-17.85%	22.29%	10.28%	-1.69%	51.22M
72	Lodging	197.05B	32.40	24.95	2.71	3.33	45.82	36.41	29.46	17.14%	11.98%	4.52%	0.47%	13.31M
73	Lumber & Wood Production	23.34B	25.20	18.92	7.98	1.10	1.66	10.62	44.55	28.93%	3.16%	11.01%	1.90%	951.60K
74	Luxury Goods	28.69B	150.07	15.24	15.24	1.36	8.18	14.25	17.61	-97.20%	9.85%	6.00%	-2.22%	9.60M
75	Marine Shipping	32.29B	5.07	7.82	0.53	0.94	0.84	4.39	5.02	31.03%	9.54%	17.02%	-1.43%	45.03M
76	Medical Care Facilities	218.96B	17.98	13.83	1.28	0.93	4.19	16.88	12.74	11.15%	14.04%	7.34%	2.01%	41.10M
77	Medical Devices	973.80B	31.00	22.71	2.52	4.17	4.01	20.44	32.71	9.07%	12.29%	8.64%	0.41%	130.50M
78	Medical Distribution	186.36B	26.86	15.66	2.21	0.20	32.32	20.17	19.83	26.75%	12.17%	8.98%	0.81%	8.25M
79	Medical Instruments & Supplies	478.08B	45.47	23.48	4.04	4.17	3.47	22.83	36.60	10.87%	11.24%	9.40%	0.57%	41.36M
80	Metal Fabrication	47.71B	25.31	17.89	1.63	2.08	3.97	19.11	24.80	72.38%	15.56%	4.31%	-0.17%	5.81M
81	Mortgage Finance	72.15B	60.72	31.40	1.22	3.80	3.45	8.10	788.60	14.17%	49.60%	1.20%	2.41%	33.67M
82	Oil & Gas Drilling	17.13B	34.29	17.49	26.72	0.77	0.65	6.19	13.00	18.44%	1.28%	9.36%	-2.19%	28.83M
83	Oil & Gas E&P	588.78B	12.80	11.34	1.01	2.04	1.44	23.20	13.46	18.41%	12.68%	12.03%	-0.81%	136.16M
84	Oil & Gas Equipment & Services	201.64B	13.12	12.96	1.38	1.25	1.91	9.83	12.27	39.03%	9.53%	4.46%	-0.29%	55.93M
85	Oil & Gas Integrated	1547.19B	14.02	11.21	1.80	0.91	1.43	8.35	9.73	19.47%	7.78%	3.94%	-0.51%	86.05M
86	Oil & Gas Midstream	797.99B	17.24	15.37	2.35	1.71	2.89	39.12	16.28	9.82%	7.34%	7.37%	0.29%	82.12M
87	Oil & Gas Refining & Marketing	182.58B	33.14	12.95	1.80	0.31	1.87	9.54	18.47	6.16%	18.43%	5.13%	0.09%	23.70M
88	Other Industrial Metals & Mining	300.56B	13.48	11.58	84.24	1.92	1.91	8.95	17.50	-4.23%	0.16%	3.64%	-0.25%	104.41M
89	Other Precious Metals & Mining	25.38B	31.63	14.93	0.85	2.75	2.14	9.99	58.33	-2.07%	37.26%	13.38%	-3.79%	37.43M
90	Packaged Foods	254.22B	21.39	13.79	6.13	1.21	1.92	17.31	14.11	5.08%	3.49%	4.50%	0.78%	77.67M
91	Packaging & Containers	160.92B	29.15	12.70	1.14	1.01	2.03	21.23	29.78	-1.35%	25.58%	3.97%	1.07%	57.00M
92	Paper & Paper Products	14.67B	9.22	7.75	-	0.85	1.30	3.40	11.32	-14.31%	-3.06%	4.91%	-0.95%	2.84M
93	Personal Services	59.39B	5.10	23.19	0.41	3.20	4.30	19.14	24.45	13.28%	12.48%	8.15%	1.89%	10.02M
94	Pharmaceutical Retailers	10.81B	-	7.89	-	0.07	1.44	11.57	18.23	43.18%	-16.53%	3.10%	0.69%	11.81M
95	Pollution & Treatment Controls	47.38B	35.16	28.33	2.98	4.77	7.44	20.75	32.20	-21.14%	11.79%	4.04%	0.35%	6.76M
96	Publishing	23.19B	22.08	18.32	2.00	1.70	2.63	17.00	11.32	16.18%	11.05%	2.39%	0.68%	4.28M
97	Railroads	429.53B	20.57	17.95	2.20	4.70	4.03	70.70	26.91	5.81%	9.35%	4.22%	1.63%	56.33M
98	Real Estate - Development	8.54B	15.65	15.64	-	1.06	1.00	7.08	20.14	5.09%	-2.90%	18.52%	0.61%	1.65M
99	Real Estate - Diversified	7.45B	21.05	26.99	-	3.34	1.63	3.83	20.02	20.29%	-2.94%	13.50%	1.15%	556.17K
100	Real Estate Services	164.63B	51.28	24.94	2.32	1.23	3.25	8.39	36.10	1.95%	22.13%	11.15%	0.67%	363.38M
101	Recreational Vehicles	25.88B	39.02	19.43	9.98	0.65	1.77	7.13	8.93	-0.22%	3.91%	3.96%	1.38%	6.42M
102	REIT - Diversified	60.44B	17.33	15.48	4.68	6.38	1.27	51.58	13.59	9.94%	3.70%	22.30%	1.31%	17.53M
103	REIT - Healthcare Facilities	201.74B	84.63	54.22	3.06	7.56	2.35	26.54	29.57	-5.17%	27.62%	10.76%	0.89%	31.39M
104	REIT - Hotel & Motel	30.93B	23.93	25.94	-	1.34	1.21	10.19	11.93	-5.13%	-2.89%	1.73%	1.56%	23.24M
105	REIT - Industrial	258.03B	31.92	35.29	-	8.17	2.25	69.05	22.43	9.62%	-1.37%	16.88%	3.83%	31.80M
106	REIT - Mortgage	63.90B	19.98	7.30	4.36	2.04	0.91	4.44	12.29	-4.58%	4.58%	17.11%	0.64%	49.44M
107	REIT - Office	69.88B	50.19	70.08	0.91	3.65	1.14	12.41	12.35	-26.64%	55.20%	4.42%	1.83%	23.04M
108	REIT - Residential	191.33B	30.38	44.97	4.82	7.64	2.35	56.59	21.92	4.54%	6.30%	7.68%	1.84%	23.39M
109	REIT - Retail	239.72B	33.98	35.30	2.80	9.07	2.37	48.86	19.78	-0.02%	12.15%	11.53%	1.95%	26.69M
110	REIT - Specialty	386.08B	57.92	36.09	3.53	6.85	6.11	28.05	41.83	4.53%	16.41%	6.91%	1.28%	19.51M
111	Rental & Leasing Services	157.88B	18.63	16.85	2.21	1.73	2.82	16.39	94.61	4.98%	8.42%	10.60%	0.12%	20.82M
112	Residential Construction	195.67B	12.16	13.35	-	1.21	1.96	15.31	22.58	26.36%	-1.27%	12.08%	1.50%	19.70M
113	Resorts & Casinos	99.41B	27.44	17.10	1.65	1.20	4.84	7.66	23.87	-1.13%	16.63%	3.14%	1.33%	30.14M
114	Restaurants	586.99B	30.17	24.85	3.40	3.43	22.77	34.04	32.26	10.03%	8.88%	7.76%	0.10%	72.51M
115	Scientific & Technical Instruments	195.61B	34.33	20.58	2.99	3.82	3.30	15.06	25.47	7.99%	11.46%	8.30%	-0.22%	23.60M
116	Security & Protection Services	45.79B	22.16	15.42	2.08	1.97	3.89	12.59	14.12	12.18%	10.67%	7.09%	1.14%	22.70M
117	Semiconductor Equipment & Materials	738.72B	26.06	21.78	1.82	6.21	9.21	20.53	27.23	25.34%	14.29%	15.56%	-0.31%	42.28M
118	Semiconductors	8446.10B	49.55	26.75	1.66	13.89	11.56	33.33	52.45	56.69%	29.91%	40.88%	-3.26%	734.05M
119	Shell Companies	39.84B	134.19	571.89	3.01	12.55	2.83	102.41	-	-	44.63%	-	-0.27%	15.95M
120	Silver	9.13B	57.96	21.79	1.09	6.62	2.05	8.25	39.91	-1.61%	53.25%	10.65%	-4.43%	29.03M
121	Software - Application	2834.62B	43.66	30.26	2.50	7.35	6.89	16.82	31.93	23.10%	17.45%	19.73%	-1.01%	412.81M
122	Software - Infrastructure	6057.82B	43.93	29.66	2.38	7.53	11.06	25.68	53.49	16.21%	18.46%	17.08%	-2.39%	543.73M
123	Solar	49.56B	24.91	12.36	1.04	1.50	1.95	3.74	45.53	-8.82%	24.02%	11.85%	-1.89%	67.92M
124	Specialty Business Services	402.76B	40.94	28.16	3.81	3.46	6.41	32.02	32.30	9.52%	10.75%	8.09%	0.57%	36.51M
125	Specialty Chemicals	678.97B	36.44	21.48	4.44	2.49	3.53	22.75	39.69	15.33%	8.21%	4.10%	0.88%	82.08M
126	Specialty Industrial Machinery	1069.49B	33.56	24.63	2.84	3.74	5.74	33.22	31.96	-2.10%	11.82%	5.55%	-0.32%	215.82M
127	Specialty Retail	195.93B	23.21	19.30	3.21	1.01	5.73	12.20	24.42	16.84%	7.22%	7.45%	0.61%	45.26M
128	Staffing & Employment Services	18.85B	25.87	13.74	4.00	0.39	2.36	4.26	12.38	-1.11%	6.46%	6.38%	1.49%	5.10M
129	Steel	142.44B	19.14	11.63	0.93	0.58	0.84	4.40	49.75	12.54%	20.62%	6.22%	0.42%	34.63M
130	Telecom Services	1250.22B	14.85	12.56	1.25	1.42	1.97	10.83	9.88	4.51%	11.92%	4.19%	0.53%	112.26M
131	Textile Manufacturing	2.00B	33.90	17.38	-	1.00	1.70	15.41	21.03	-6.98%	-	2.68%	0.79%	658.61K
132	Thermal Coal	10.87B	17.10	9.18	6.34	1.03	1.06	9.01	12.23	10.33%	2.70%	4.95%	-2.22%	10.64M
133	Tobacco	505.36B	24.01	15.14	2.88	5.26	7.48	37.06	18.46	-3.37%	8.35%	2.72%	0.75%	15.80M
134	Tools & Accessories	71.32B	23.57	17.49	2.58	1.84	2.69	23.78	22.53	7.76%	9.14%	11.16%	0.90%	7.00M
135	Travel Services	518.12B	28.94	19.48	1.63	3.37	10.46	8.68	19.85	1.02%	17.71%	9.57%	0.71%	50.65M
136	Trucking	84.54B	32.37	24.09	1.98	1.51	3.13	67.00	44.17	8.94%	16.32%	4.55%	2.95%	12.97M
137	Uranium	48.56B	99.25	63.55	2.24	15.05	5.50	22.25	69.54	7.21%	44.22%	11.96%	-5.56%	127.53M
138	Utilities - Diversified	98.74B	20.20	14.50	4.63	1.63	1.88	18.60	79.79	8.22%	4.37%	8.42%	1.13%	22.38M
139	Utilities - Independent Power Producers	121.03B	31.68	19.50	2.52	2.03	11.15	39.82	60.14	15.04%	12.58%	14.20%	-2.36%	7.83M
140	Utilities - Regulated Electric	1173.35B	19.28	15.70	2.24	2.48	1.94	36.63	135.20	3.53%	8.62%	3.81%	1.21%	120.38M
141	Utilities - Regulated Gas	90.89B	21.51	16.06	2.24	2.15	1.91	27.15	88.00	6.75%	9.60%	5.06%	0.78%	10.42M
142	Utilities - Regulated Water	66.61B	15.59	18.57	1.82	3.74	2.14	32.87	85.09	12.58%	8.56%	9.34%	0.20%	7.46M
143	Utilities - Renewable	155.55B	35.28	26.96	2.39	2.88	3.41	9.75	34.02	20.55%	14.73%	6.25%	-1.55%	16.96M
144	Waste Management	253.75B	43.30	31.24	3.75	3.81	6.28	128.15	39.84	9.41%	11.54%	9.78%	1.21%	11.36M

