
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
25	Coking Coal	7.39B	65.21	12.80	2.53	1.22	1.59	6.72	21.84	-7.68%	25.79%	7.64%	-0.17%	11.76M
26	Communication Equipment	541.78B	29.86	17.88	3.55	3.04	4.38	10.74	22.55	9.00%	8.40%	3.68%	0.28%	155.31M
27	Computer Hardware	444.95B	34.80	21.36	2.09	2.07	10.69	12.14	28.20	15.05%	16.64%	12.78%	0.38%	186.94M
28	Confectioners	120.03B	25.49	22.72	-	2.44	4.00	44.94	25.99	8.03%	-0.15%	7.05%	-0.56%	7.50M
29	Conglomerates	250.80B	23.64	18.91	3.09	2.05	6.46	11.29	31.74	0.82%	7.66%	-1.01%	-0.32%	14.59M
30	Consulting Services	95.26B	30.98	24.86	2.74	3.18	8.90	43.84	27.98	17.98%	11.29%	6.62%	-0.09%	4.19M
31	Consumer Electronics	3594.99B	34.13	28.38	4.11	6.99	27.87	52.72	31.20	14.99%	8.30%	8.20%	0.48%	47.19M
32	Copper	150.40B	25.32	18.03	1.62	3.67	4.55	15.49	27.25	17.52%	15.60%	10.38%	-1.34%	19.54M
33	Credit Services	1787.67B	28.51	21.34	1.93	5.39	6.26	11.76	18.52	10.38%	14.74%	10.46%	-0.14%	113.01M
34	Department Stores	14.18B	10.83	15.13	-	0.31	1.39	6.12	9.09	29.67%	-11.45%	-0.56%	5.79%	56.72M
35	Diagnostics & Research	671.58B	34.53	22.81	3.49	4.11	3.79	26.71	28.24	10.09%	9.90%	9.98%	-0.15%	34.98M
36	Discount Stores	1307.60B	37.39	32.83	3.98	1.12	9.15	41.68	46.74	9.46%	9.39%	7.14%	0.41%	32.59M
37	Drug Manufacturers - General	3140.48B	23.04	13.54	1.19	4.46	6.09	25.45	18.93	5.84%	19.40%	9.24%	-0.02%	96.41M
38	Drug Manufacturers - Specialty & Generic	307.32B	30.55	14.13	1.98	2.29	2.20	12.01	15.69	11.24%	15.46%	8.33%	0.34%	186.65M
39	Education & Training Services	56.84B	23.02	16.00	1.85	1.65	2.65	3.61	18.60	18.07%	12.42%	9.28%	0.37%	22.23M
40	Electrical Equipment & Parts	141.50B	38.22	24.43	1.56	3.45	5.74	20.22	34.32	23.43%	24.55%	10.76%	0.70%	79.90M
41	Electronic Components	383.88B	42.21	24.70	2.14	2.58	5.86	25.13	32.02	16.48%	19.72%	7.79%	0.24%	33.05M
42	Electronic Gaming & Multimedia	261.36B	39.83	21.22	1.97	6.95	7.66	8.66	27.18	-24.50%	20.22%	22.66%	-0.87%	14.43M
43	Electronics & Computer Distribution	30.76B	18.20	10.49	1.46	0.24	1.32	15.33	15.24	-0.51%	12.50%	8.88%	0.97%	2.73M
44	Engineering & Construction	331.87B	21.35	27.06	1.20	1.68	5.36	19.90	26.99	24.43%	17.86%	11.10%	-0.15%	26.10M
45	Entertainment	1069.48B	40.81	32.78	1.97	3.18	4.45	18.05	28.09	18.91%	20.70%	11.75%	-0.03%	116.66M
46	Farm & Heavy Construction Machinery	439.30B	22.29	19.48	10.95	2.19	5.06	14.77	22.87	16.20%	2.04%	4.28%	0.70%	17.97M
47	Farm Products	80.69B	15.30	13.69	2.61	0.39	1.30	4.75	11.89	14.20%	5.86%	7.65%	0.17%	20.73M
48	Financial Conglomerates	50.46B	15.87	3.11	1.14	1.52	1.37	4.41	32.25	4.95%	13.92%	14.76%	-0.50%	3.36M
49	Financial Data & Stock Exchanges	708.66B	35.62	27.16	3.84	9.32	5.38	30.61	27.38	8.93%	9.27%	17.36%	-0.39%	15.86M
50	Food Distribution	80.22B	27.90	16.36	1.81	0.32	4.85	41.75	21.24	34.95%	15.41%	11.04%	0.41%	8.54M
51	Footwear & Accessories	176.83B	35.44	28.25	3.26	2.22	6.93	12.25	29.48	10.75%	10.85%	11.41%	-0.01%	25.98M
52	Furnishings, Fixtures & Appliances	67.59B	29.30	16.43	2.48	0.94	2.51	16.81	22.91	3.90%	11.83%	7.19%	0.51%	16.40M
53	Gambling	131.12B	84.48	28.54	2.78	3.88	7.78	16.86	34.79	-20.95%	30.38%	43.23%	0.71%	46.41M
54	Gold	473.47B	21.38	13.69	0.81	5.12	2.89	17.95	24.93	10.78%	26.36%	13.16%	-0.28%	151.56M
55	Grocery Stores	77.31B	18.84	13.96	1.58	0.30	4.15	10.08	26.84	14.67%	11.96%	5.04%	-0.79%	23.86M
56	Health Information Services	125.68B	95.78	39.84	5.02	3.60	4.93	9.54	33.43	14.04%	19.08%	23.01%	1.16%	45.05M
57	Healthcare Plans	586.69B	14.56	12.76	10.36	0.36	1.90	40.40	13.13	-0.63%	1.41%	11.21%	0.61%	44.29M
58	Home Improvement Retail	560.79B	25.84	23.47	4.55	2.20	41.66	66.84	25.49	10.23%	5.67%	6.60%	0.16%	6.85M
59	Household & Personal Products	775.70B	25.93	20.15	3.74	2.99	7.21	29.43	24.73	3.78%	6.94%	3.46%	0.76%	136.25M
60	Industrial Distribution	254.21B	33.44	25.59	3.86	1.90	5.82	36.88	33.52	20.16%	8.66%	8.88%	0.44%	18.67M
61	Information Technology Services	887.73B	26.13	17.10	2.98	2.26	4.34	14.62	17.22	4.72%	8.77%	4.88%	0.87%	157.90M
62	Insurance - Diversified	2284.19B	20.11	25.58	13.24	2.63	1.93	3.32	57.14	4.71%	1.52%	8.20%	0.79%	14.53M
63	Insurance - Life	297.09B	15.29	8.81	1.82	1.08	1.53	3969.69	4.80	7.45%	8.38%	-4.47%	-0.14%	20.11M
64	Insurance - Property & Casualty	624.16B	12.70	12.60	1.54	1.42	2.13	424.26	7.42	13.34%	8.23%	10.56%	0.38%	30.46M
65	Insurance - Reinsurance	43.77B	11.49	6.70	0.80	0.75	1.06	-	3.00	4.20%	14.33%	15.95%	0.92%	3.10M
66	Insurance - Specialty	80.45B	14.14	11.14	0.91	2.00	1.57	466.14	6.85	4.77%	15.58%	8.47%	0.52%	9.22M
67	Insurance Brokers	359.41B	34.43	21.01	3.13	4.33	5.03	11.97	27.62	16.24%	11.00%	9.31%	-0.26%	10.94M
68	Integrated Freight & Logistics	203.84B	15.78	13.34	2.57	0.80	3.13	10.84	22.14	11.10%	6.14%	5.30%	0.42%	21.59M
69	Internet Content & Information	7270.56B	41.74	37.01	2.82	7.13	12.19	23.92	37.82	27.00%	14.81%	17.44%	-0.33%	210.58M
70	Internet Retail	3414.70B	30.36	24.40	1.20	2.83	5.71	11.01	93.54	32.59%	25.26%	23.87%	-0.25%	166.21M
71	Leisure	80.93B	42.86	22.21	1.80	1.94	4.31	15.14	28.36	-19.28%	23.84%	10.61%	0.03%	30.70M
72	Lodging	200.49B	32.52	25.36	2.70	3.37	44.02	34.96	29.57	17.27%	12.02%	4.59%	0.52%	8.30M
73	Lumber & Wood Production	23.34B	25.20	19.61	7.94	1.10	1.66	10.62	44.56	28.78%	3.17%	11.02%	-1.48%	1.12M
74	Luxury Goods	30.05B	157.20	16.03	16.10	1.42	8.57	14.92	18.45	-90.68%	9.76%	5.91%	1.00%	11.64M
75	Marine Shipping	33.19B	5.61	7.84	0.67	1.00	0.83	4.91	5.43	31.47%	8.40%	17.17%	0.32%	16.51M
76	Medical Care Facilities	223.44B	18.35	14.09	1.29	0.96	4.24	17.39	13.00	11.29%	14.24%	7.31%	0.45%	33.16M
77	Medical Devices	984.69B	31.34	22.90	2.54	4.21	4.05	21.04	33.08	8.87%	12.32%	8.61%	-0.16%	89.55M
78	Medical Distribution	187.05B	26.96	15.73	2.22	0.20	32.44	20.06	19.90	26.94%	12.16%	9.15%	0.50%	9.31M
79	Medical Instruments & Supplies	469.54B	44.87	23.12	4.01	4.09	3.40	22.43	36.05	10.88%	11.18%	9.40%	-0.24%	48.48M
80	Metal Fabrication	49.28B	26.14	18.48	1.69	2.14	4.10	19.74	25.62	70.05%	15.45%	4.32%	-0.05%	5.85M
81	Mortgage Finance	71.84B	60.46	30.33	1.22	3.78	2.76	8.06	785.23	12.92%	49.44%	1.24%	-1.15%	35.28M
82	Oil & Gas Drilling	18.64B	37.31	19.61	288.45	0.83	0.71	6.74	14.14	18.53%	0.13%	9.30%	2.47%	48.63M
83	Oil & Gas E&P	617.99B	13.42	11.95	1.09	2.14	1.50	24.35	14.12	18.61%	12.31%	11.99%	1.04%	135.30M
84	Oil & Gas Equipment & Services	212.49B	13.83	13.66	1.52	1.31	2.01	10.33	12.89	38.57%	9.09%	4.40%	1.22%	61.53M
85	Oil & Gas Integrated	1608.65B	14.65	11.68	1.89	0.94	1.49	8.71	10.12	19.53%	7.74%	4.00%	0.87%	94.72M
86	Oil & Gas Midstream	815.83B	17.58	15.77	2.50	1.75	2.95	39.99	16.65	10.05%	7.02%	7.45%	0.31%	90.49M
87	Oil & Gas Refining & Marketing	197.38B	35.82	14.05	1.92	0.34	2.02	10.32	19.97	6.04%	18.63%	5.13%	2.38%	22.17M
88	Other Industrial Metals & Mining	313.37B	14.05	12.11	224.90	2.00	1.99	9.31	18.24	-4.66%	0.06%	3.61%	0.26%	93.00M
89	Other Precious Metals & Mining	26.85B	33.46	15.19	0.85	2.91	2.26	10.57	61.71	-1.51%	39.35%	13.55%	-1.39%	42.90M
90	Packaged Foods	264.54B	20.18	13.34	5.55	1.14	1.89	14.98	14.99	4.63%	3.64%	4.50%	0.50%	84.07M
91	Packaging & Containers	163.63B	29.65	12.94	1.15	1.02	2.06	21.55	30.28	-1.55%	25.87%	4.04%	-0.42%	50.09M
92	Paper & Paper Products	14.94B	9.39	7.92	-	0.86	1.33	3.46	11.53	-14.29%	-3.06%	4.90%	0.71%	2.65M
93	Personal Services	58.41B	5.01	22.81	0.40	3.14	4.22	18.82	24.05	13.27%	12.46%	8.14%	0.75%	10.29M
94	Pharmaceutical Retailers	10.91B	-	7.96	-	0.07	1.45	11.67	18.40	43.75%	-16.53%	3.39%	0.49%	456.59M
95	Pollution & Treatment Controls	48.21B	35.77	28.81	2.98	4.86	7.57	21.11	32.76	-25.94%	12.00%	4.03%	0.73%	33.58M
96	Publishing	23.31B	22.19	18.40	1.99	1.71	2.64	17.09	11.38	16.19%	11.17%	2.38%	0.72%	3.35M
97	Railroads	421.72B	20.19	17.65	2.14	4.62	3.96	69.41	26.42	5.84%	9.45%	4.28%	-0.18%	38.18M
98	Real Estate - Development	8.58B	15.73	15.72	-	1.07	1.01	7.12	20.24	4.96%	-2.87%	18.57%	0.23%	1.22M
99	Real Estate - Diversified	7.59B	21.43	27.48	-	3.40	1.66	3.90	20.39	20.29%	-2.94%	13.47%	0.58%	545.25K
100	Real Estate Services	167.91B	53.53	25.72	2.45	1.25	3.29	8.57	36.81	2.31%	21.88%	11.22%	-0.95%	340.21M
101	Recreational Vehicles	26.42B	39.83	19.90	9.46	0.67	1.81	7.28	9.12	-0.18%	4.21%	3.95%	1.50%	5.72M
102	REIT - Diversified	62.55B	17.93	16.00	4.71	6.60	1.31	53.37	14.07	10.01%	3.80%	22.40%	1.04%	14.91M
103	REIT - Healthcare Facilities	206.77B	86.61	55.85	3.18	7.75	2.41	27.20	30.31	-5.02%	27.26%	10.83%	1.12%	28.82M
104	REIT - Hotel & Motel	32.94B	25.48	27.62	-	1.42	1.28	10.85	12.70	-5.19%	-2.95%	1.70%	2.71%	39.51M
105	REIT - Industrial	263.36B	32.58	36.22	-	8.34	2.30	70.48	22.89	9.63%	-1.43%	16.90%	1.30%	33.90M
106	REIT - Mortgage	64.80B	20.26	7.42	4.58	2.06	0.93	4.50	12.46	-4.55%	4.43%	17.17%	-0.26%	60.19M
107	REIT - Office	72.75B	52.25	76.56	0.98	3.80	1.18	12.92	12.85	-26.61%	53.48%	4.45%	2.02%	38.01M
108	REIT - Residential	194.05B	30.81	45.79	5.01	7.75	2.38	57.40	22.23	4.60%	6.15%	7.66%	1.19%	19.81M
109	REIT - Retail	243.11B	34.46	35.93	2.83	9.20	2.40	49.55	20.06	0.00%	12.17%	11.37%	0.94%	27.69M
110	REIT - Specialty	385.98B	57.91	36.26	3.56	6.85	6.11	28.04	41.82	4.38%	16.27%	6.94%	-0.45%	24.54M
111	Rental & Leasing Services	163.38B	19.28	17.43	2.29	1.79	2.92	16.96	97.93	5.38%	8.42%	10.63%	0.55%	14.47M
112	Residential Construction	195.48B	12.17	13.40	-	1.21	1.95	15.13	22.56	26.41%	-1.25%	12.09%	-0.21%	13.61M
113	Resorts & Casinos	105.86B	29.22	18.14	1.73	1.27	5.16	8.16	25.42	-1.15%	16.88%	3.16%	1.60%	26.94M
114	Restaurants	580.82B	29.83	24.59	3.32	3.39	22.55	33.74	31.92	10.03%	8.98%	7.85%	-0.09%	70.06M
115	Scientific & Technical Instruments	198.35B	36.04	20.89	3.14	3.87	3.34	15.85	25.59	7.94%	11.49%	8.32%	0.39%	21.10M
116	Security & Protection Services	46.51B	22.52	15.68	2.08	2.00	3.94	12.74	14.34	12.84%	10.80%	7.33%	0.96%	21.83M
117	Semiconductor Equipment & Materials	759.81B	26.85	22.48	1.87	6.39	9.40	21.10	28.04	25.28%	14.33%	15.57%	0.33%	37.47M
118	Semiconductors	8696.04B	50.98	27.26	1.68	14.29	11.92	34.22	53.85	56.87%	30.42%	40.99%	0.18%	491.37M
119	Shell Companies	40.69B	126.88	595.01	2.99	12.82	2.91	105.14	-	-	42.40%	-	0.21%	13.76M
120	Silver	9.92B	62.96	23.61	1.17	7.19	2.22	8.96	43.35	-1.47%	53.88%	10.67%	0.66%	22.71M
121	Software - Application	2836.67B	44.29	30.07	2.54	7.37	7.04	17.28	31.88	23.29%	17.41%	19.93%	1.08%	370.60M
122	Software - Infrastructure	6068.61B	44.04	29.76	2.38	7.51	11.08	25.73	53.49	16.15%	18.48%	17.15%	0.92%	428.27M
123	Solar	47.88B	23.69	12.10	1.05	1.45	1.88	3.54	43.98	-8.68%	22.65%	12.12%	-2.56%	38.90M
124	Specialty Business Services	402.81B	40.94	28.17	3.80	3.46	6.25	31.57	32.30	9.51%	10.76%	8.12%	0.03%	28.69M
125	Specialty Chemicals	687.61B	36.30	21.72	4.50	2.53	3.56	22.77	41.06	15.30%	8.06%	4.10%	0.38%	50.06M
126	Specialty Industrial Machinery	1087.67B	34.15	25.04	2.85	3.80	5.82	33.77	32.38	-2.23%	11.98%	5.58%	0.04%	210.06M
127	Specialty Retail	197.18B	23.40	19.38	3.18	1.02	5.76	12.24	24.58	16.68%	7.36%	7.49%	0.43%	57.37M
128	Staffing & Employment Services	19.35B	26.41	14.08	4.08	0.40	2.41	4.37	12.70	-0.95%	6.47%	7.18%	0.99%	4.88M
129	Steel	143.96B	19.34	11.71	0.95	0.58	0.85	4.45	50.29	12.66%	20.29%	6.37%	0.04%	106.70M
130	Telecom Services	1252.66B	14.78	12.55	1.23	1.42	1.98	10.88	9.91	4.44%	12.02%	4.49%	0.69%	148.64M
131	Textile Manufacturing	2.05B	34.64	16.34	-	1.03	1.71	15.01	21.49	-5.94%	-	2.79%	-0.34%	618.21K
132	Thermal Coal	11.09B	17.45	9.51	8.45	1.06	1.09	9.19	12.48	10.47%	2.06%	5.00%	-0.17%	5.09M
133	Tobacco	496.62B	23.59	14.86	2.82	5.16	7.35	36.68	18.14	-3.37%	8.36%	2.71%	-1.03%	16.56M
134	Tools & Accessories	72.65B	24.01	17.81	2.64	1.87	2.74	24.22	22.95	8.04%	9.08%	11.29%	0.50%	5.60M
135	Travel Services	536.46B	29.97	20.13	1.68	3.49	10.83	8.98	20.55	0.91%	17.84%	9.54%	0.23%	49.76M
136	Trucking	84.66B	32.42	24.15	1.96	1.51	3.14	67.09	44.24	8.86%	16.55%	4.53%	-1.02%	12.46M
137	Uranium	51.45B	105.17	67.24	2.44	15.95	5.83	23.58	73.69	6.90%	43.18%	12.70%	-2.29%	97.89M
138	Utilities - Diversified	99.68B	20.38	14.60	4.69	1.65	1.90	18.78	79.21	8.26%	4.35%	8.57%	0.57%	20.37M
139	Utilities - Independent Power Producers	121.64B	31.84	19.63	2.51	2.04	11.21	40.02	60.45	15.12%	12.66%	14.21%	0.14%	13.09M
140	Utilities - Regulated Electric	1163.23B	19.11	15.59	2.22	2.46	1.93	36.31	133.82	3.51%	8.62%	3.80%	0.08%	100.06M
141	Utilities - Regulated Gas	91.74B	21.72	18.63	2.24	2.17	1.93	27.40	88.83	6.72%	9.68%	5.08%	0.45%	9.40M
142	Utilities - Regulated Water	67.60B	15.82	18.64	1.81	3.79	2.17	33.36	86.35	12.63%	8.72%	9.38%	1.43%	6.93M
143	Utilities - Renewable	156.37B	35.38	27.14	2.44	2.90	3.42	9.80	34.20	20.18%	14.53%	6.29%	0.13%	11.83M
144	Waste Management	252.23B	43.04	31.04	3.74	3.79	6.22	126.19	39.60	9.41%	11.50%	9.80%	0.21%	8.88M

