
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
20	Building Materials	231.74B	27.96	23.20	2.85	2.97	2.93	27.35	40.97	22.48%	9.81%	6.63%	-0.17%	23.45M
21	Building Products & Equipment	364.20B	28.19	20.94	2.79	2.47	5.41	53.15	27.27	13.86%	10.09%	5.66%	-0.04%	31.92M
22	Business Equipment & Supplies	1.15B	13.97	11.81	-	0.52	0.71	2.26	7.09	1.31%	-	15.40%	0.69%	841.63K
23	Capital Markets	1085.65B	23.03	19.01	1.48	2.01	3.06	4.32	6.10	13.09%	15.56%	26.67%	-0.06%	689.88M
24	Chemicals	36.53B	65.84	24.89	-	0.39	1.01	4.50	17.41	17.76%	-4.38%	2.18%	-2.01%	33.02M
25	Coking Coal	7.90B	69.67	13.68	2.65	1.30	1.70	7.18	23.33	-7.74%	26.31%	7.67%	7.70%	10.05M
26	Communication Equipment	553.02B	30.82	17.91	3.09	3.07	4.42	12.41	22.61	10.21%	9.96%	3.80%	1.07%	159.07M
27	Computer Hardware	495.85B	37.92	23.58	2.19	2.24	11.91	13.33	28.91	14.24%	17.33%	12.58%	3.81%	240.96M
28	Confectioners	120.33B	25.56	22.76	-	2.45	4.01	45.05	26.05	8.08%	-0.09%	7.05%	-0.34%	7.88M
29	Conglomerates	240.96B	23.19	18.48	3.01	2.01	6.67	10.90	30.58	0.88%	7.71%	-0.79%	-0.11%	14.36M
30	Consulting Services	94.01B	30.61	24.56	2.67	3.14	8.79	43.27	27.62	18.00%	11.46%	6.71%	-1.13%	5.83M
31	Consumer Electronics	3696.70B	35.09	29.07	4.05	7.18	28.66	54.20	32.08	14.97%	8.66%	8.20%	1.09%	86.85M
32	Copper	165.44B	27.85	19.68	1.78	4.04	5.00	17.04	29.97	17.61%	15.66%	10.34%	2.88%	27.07M
33	Credit Services	1762.70B	28.22	21.22	1.90	5.33	6.18	11.51	18.31	10.35%	14.82%	10.51%	0.48%	131.45M
34	Department Stores	15.81B	14.38	17.79	-	0.35	1.60	7.14	8.52	28.81%	-13.34%	-0.59%	2.76%	12.94M
35	Diagnostics & Research	657.01B	33.68	22.33	3.38	4.02	3.70	26.10	27.74	9.98%	9.95%	10.12%	-0.16%	178.01M
36	Discount Stores	1363.67B	38.99	34.28	4.19	1.17	9.12	43.41	48.01	9.39%	9.31%	7.12%	-0.14%	33.39M
37	Drug Manufacturers - General	3124.75B	22.93	13.45	1.17	4.43	6.06	25.33	18.84	5.74%	19.60%	9.29%	-0.73%	130.99M
38	Drug Manufacturers - Specialty & Generic	308.44B	30.64	14.17	1.99	2.29	2.21	12.03	15.76	11.48%	15.36%	8.42%	-1.27%	146.95M
39	Education & Training Services	57.71B	23.37	16.48	1.99	1.67	2.69	3.67	22.47	14.62%	11.72%	9.09%	-2.33%	50.94M
40	Electrical Equipment & Parts	150.70B	40.71	26.01	1.54	3.62	6.12	21.03	36.55	23.84%	26.43%	11.10%	1.50%	125.06M
41	Electronic Components	414.45B	47.04	27.19	2.31	2.82	6.31	27.09	35.77	16.44%	20.35%	7.82%	0.87%	51.35M
42	Electronic Gaming & Multimedia	286.12B	46.79	23.16	2.27	7.68	8.46	9.52	29.94	-24.41%	20.59%	22.92%	1.36%	16.24M
43	Electronics & Computer Distribution	30.68B	18.16	10.47	1.45	0.24	1.32	15.29	15.20	-0.59%	12.50%	9.06%	-0.11%	2.31M
44	Engineering & Construction	339.25B	21.81	27.58	1.18	1.72	5.48	20.27	27.75	24.78%	18.52%	11.23%	0.71%	31.67M
45	Entertainment	1052.39B	40.16	32.29	1.85	3.13	4.38	17.76	27.64	20.23%	21.68%	11.84%	0.73%	192.22M
46	Farm & Heavy Construction Machinery	432.34B	21.93	19.32	9.64	2.15	4.93	14.53	22.46	16.20%	2.28%	4.29%	0.32%	22.78M
47	Farm Products	76.70B	14.62	13.08	2.55	0.37	1.23	4.51	11.36	13.85%	5.74%	7.56%	-1.66%	12.16M
48	Financial Conglomerates	51.28B	16.13	3.16	1.14	1.55	1.39	4.48	32.77	4.57%	14.17%	13.67%	0.10%	2.28M
49	Financial Data & Stock Exchanges	696.84B	35.02	27.20	3.81	9.47	5.42	30.47	27.40	8.67%	9.19%	17.85%	-0.70%	25.21M
50	Food Distribution	80.92B	28.07	16.49	1.77	0.33	4.89	41.88	21.52	34.62%	15.82%	11.09%	-1.35%	8.32M
51	Footwear & Accessories	167.34B	33.54	26.64	2.99	2.10	6.56	11.59	27.98	10.88%	11.22%	11.51%	-0.03%	28.45M
52	Furnishings, Fixtures & Appliances	66.95B	29.10	16.37	2.46	0.93	2.49	16.72	22.74	3.85%	11.81%	7.01%	0.64%	20.77M
53	Gambling	101.01B	65.21	22.46	2.25	2.97	5.93	12.92	26.80	-24.17%	29.03%	37.14%	-1.08%	43.12M
54	Gold	537.64B	23.94	15.17	0.83	5.78	3.26	20.20	28.21	10.88%	28.67%	13.25%	1.19%	293.06M
55	Grocery Stores	74.42B	18.12	13.55	1.56	0.29	3.91	9.58	25.84	14.49%	11.60%	5.00%	-2.13%	21.17M
56	Health Information Services	125.60B	91.98	39.49	4.83	3.59	4.83	9.26	31.91	14.03%	19.03%	23.45%	0.10%	43.27M
57	Healthcare Plans	627.02B	15.56	13.85	28.58	0.39	2.03	43.18	14.03	-0.51%	0.54%	11.23%	-1.49%	59.63M
58	Home Improvement Retail	583.83B	26.90	24.42	4.74	2.29	43.38	69.59	26.54	10.25%	5.67%	6.60%	0.06%	9.62M
59	Household & Personal Products	767.53B	25.66	19.92	3.66	2.96	7.14	29.13	24.47	3.93%	7.02%	3.53%	-0.86%	98.16M
60	Industrial Distribution	242.35B	31.80	24.49	3.70	1.81	5.53	35.00	31.63	20.02%	8.60%	8.78%	0.89%	26.29M
61	Information Technology Services	875.75B	25.74	16.89	2.95	2.23	4.28	14.42	16.99	4.27%	8.73%	4.69%	0.08%	265.06M
62	Insurance - Diversified	2263.32B	19.93	25.34	13.14	2.63	1.90	3.29	56.63	4.70%	1.52%	8.27%	-0.53%	16.35M
63	Insurance - Life	302.77B	14.74	8.99	1.74	1.08	1.56	4045.62	5.00	7.59%	8.48%	-4.77%	-0.20%	18.99M
64	Insurance - Property & Casualty	619.58B	12.64	12.60	1.55	1.41	2.12	-	7.44	13.58%	8.15%	10.49%	-1.15%	27.15M
65	Insurance - Reinsurance	43.24B	11.35	6.62	0.79	0.74	1.04	-	2.96	4.25%	14.34%	16.00%	-1.92%	3.29M
66	Insurance - Specialty	71.36B	12.54	9.89	0.82	1.77	1.39	413.45	6.07	4.87%	15.24%	6.29%	-1.35%	9.87M
67	Insurance Brokers	342.10B	32.78	20.00	2.99	4.12	4.79	11.40	26.29	16.21%	10.97%	8.96%	-2.45%	10.92M
68	Integrated Freight & Logistics	198.62B	15.36	13.04	2.56	0.78	3.05	10.57	21.57	11.10%	6.01%	5.32%	-0.48%	20.35M
69	Internet Content & Information	8398.43B	48.22	42.67	3.25	8.24	14.08	27.60	43.69	26.90%	14.83%	17.39%	3.06%	387.79M
70	Internet Retail	3545.10B	30.99	25.49	1.22	2.94	5.91	11.44	97.12	31.71%	25.45%	23.73%	1.24%	163.00M
71	Leisure	77.00B	40.79	21.12	1.70	1.85	4.10	14.49	26.63	-1.79%	23.98%	10.46%	0.21%	43.72M
72	Lodging	196.97B	32.04	24.94	2.63	3.32	43.25	34.35	29.05	17.49%	12.19%	4.68%	-1.01%	8.60M
73	Lumber & Wood Production	23.00B	24.83	19.78	27.65	1.08	1.64	10.47	43.90	29.14%	0.90%	11.03%	-0.03%	1.11M
74	Luxury Goods	32.48B	118.25	17.23	10.86	1.54	9.40	16.06	19.21	-82.99%	10.89%	6.05%	3.30%	13.89M
75	Marine Shipping	32.56B	5.81	8.84	0.89	1.02	0.87	4.77	5.80	31.88%	6.50%	18.31%	1.12%	23.10M
76	Medical Care Facilities	216.41B	17.89	13.72	1.25	0.94	4.20	17.29	12.75	11.97%	14.27%	7.33%	-1.20%	142.61M
77	Medical Devices	966.35B	30.76	22.47	2.50	4.14	3.98	20.66	32.49	9.23%	12.29%	8.55%	-1.40%	214.54M
78	Medical Distribution	190.01B	27.38	15.98	2.25	0.20	32.96	20.38	20.22	27.12%	12.16%	9.15%	-1.92%	9.18M
79	Medical Instruments & Supplies	441.85B	42.25	21.77	3.78	3.85	3.20	21.14	33.80	10.96%	11.19%	9.37%	-1.51%	61.89M
80	Metal Fabrication	49.06B	26.02	18.40	1.67	2.13	4.07	19.63	25.50	71.14%	15.56%	4.36%	0.44%	5.25M
81	Mortgage Finance	34.50B	29.03	14.54	0.89	1.82	1.30	3.82	377.07	12.45%	32.61%	4.45%	-0.23%	60.45M
82	Oil & Gas Drilling	18.53B	37.09	20.99	-	0.83	0.71	6.70	14.06	18.77%	-7.57%	9.19%	-0.58%	59.13M
83	Oil & Gas E&P	594.76B	12.92	11.55	1.00	2.06	1.45	23.44	13.72	18.53%	12.99%	11.58%	-0.38%	192.90M
84	Oil & Gas Equipment & Services	207.06B	13.48	13.27	1.60	1.28	1.96	10.07	12.56	40.06%	8.40%	4.25%	-1.11%	77.50M
85	Oil & Gas Integrated	1598.83B	14.51	11.65	1.87	0.94	1.48	8.66	10.22	19.49%	7.74%	4.02%	0.54%	89.04M
86	Oil & Gas Midstream	796.51B	17.34	15.36	2.74	1.71	2.88	38.89	16.41	10.39%	6.34%	6.88%	-0.36%	94.80M
87	Oil & Gas Refining & Marketing	199.94B	36.29	13.80	1.97	0.34	2.05	10.45	20.23	6.08%	18.47%	5.16%	0.30%	22.26M
88	Other Industrial Metals & Mining	319.94B	14.34	12.46	39.02	2.04	2.03	9.48	18.63	-4.52%	0.37%	3.39%	1.69%	102.07M
89	Other Precious Metals & Mining	31.48B	39.23	17.76	0.92	3.40	2.66	10.96	72.35	-0.18%	42.87%	12.95%	2.47%	54.32M
90	Packaged Foods	250.91B	19.55	13.10	6.25	1.08	1.82	14.18	14.31	4.02%	3.13%	4.43%	-1.85%	108.58M
91	Packaging & Containers	158.84B	28.89	12.56	1.12	1.00	2.00	20.83	29.19	-1.61%	25.70%	4.06%	-0.81%	52.86M
92	Paper & Paper Products	14.44B	9.08	7.74	-	0.83	1.28	3.35	11.14	-14.39%	-3.06%	4.87%	0.42%	2.76M
93	Personal Services	59.72B	5.12	23.32	0.41	3.22	1.72	19.21	24.58	13.46%	12.38%	7.53%	-1.95%	6.31M
94	Pharmaceutical Retailers	501.58M	-	57.02	-	0.63	2.20	5.31	40.19	51.51%	-	61.96%	2.80%	4.78M
95	Pollution & Treatment Controls	48.29B	35.83	28.84	2.98	4.86	7.59	21.15	32.81	-23.56%	12.01%	3.80%	-0.07%	13.57M
96	Publishing	22.86B	21.54	18.16	1.93	1.67	2.60	16.81	11.12	16.30%	11.18%	2.44%	-0.04%	3.92M
97	Railroads	416.65B	19.95	17.43	2.15	4.56	3.91	68.58	26.11	5.79%	9.30%	4.28%	0.80%	18.76M
98	Real Estate - Development	7.74B	14.18	14.28	-	1.03	0.91	7.31	18.32	10.05%	-3.49%	18.72%	-0.80%	43.90M
99	Real Estate - Diversified	8.03B	22.68	30.69	6.94	3.60	1.76	4.13	21.58	20.23%	3.27%	13.25%	0.32%	443.32K
100	Real Estate Services	175.51B	55.35	26.88	2.53	1.31	3.44	9.00	37.63	3.09%	21.91%	11.03%	0.70%	419.80M
101	Recreational Vehicles	26.46B	38.74	19.83	6.62	0.67	1.81	7.33	8.84	-0.83%	5.85%	3.88%	0.46%	5.17M
102	REIT - Diversified	62.22B	17.83	15.75	4.27	6.56	1.31	53.08	13.99	9.92%	4.17%	22.11%	-0.28%	13.44M
103	REIT - Healthcare Facilities	208.16B	87.19	56.76	3.24	7.80	2.43	27.38	30.51	-5.07%	26.91%	10.79%	-0.03%	36.14M
104	REIT - Hotel & Motel	32.95B	25.49	27.39	-	1.43	1.28	10.86	12.71	-5.18%	-3.16%	1.67%	-0.16%	57.17M
105	REIT - Industrial	258.75B	32.01	35.41	-	8.19	2.26	69.24	22.49	9.63%	-1.07%	16.96%	-1.18%	21.64M
106	REIT - Mortgage	66.22B	20.70	7.53	4.69	2.11	0.95	4.60	12.74	-4.57%	4.42%	17.30%	-0.07%	55.21M
107	REIT - Office	70.19B	50.41	71.83	0.92	3.67	1.14	12.46	12.40	-27.83%	54.90%	4.52%	-0.17%	26.60M
108	REIT - Residential	185.79B	29.50	43.97	4.98	7.42	2.28	54.96	21.29	4.63%	5.92%	7.63%	-1.30%	26.42M
109	REIT - Retail	221.89B	31.46	33.15	2.54	8.39	2.19	45.23	18.26	-0.73%	12.38%	12.20%	-0.03%	33.91M
110	REIT - Specialty	380.44B	57.08	35.75	3.54	6.75	6.02	27.64	41.22	4.13%	16.11%	7.03%	-0.18%	28.38M
111	Rental & Leasing Services	165.24B	19.50	17.67	2.30	1.81	2.96	17.15	99.04	5.14%	8.49%	10.78%	0.10%	19.60M
112	Residential Construction	199.25B	12.42	13.66	-	1.23	1.99	15.29	22.19	26.43%	-1.28%	12.10%	-2.08%	21.73M
113	Resorts & Casinos	97.31B	26.86	16.73	1.60	1.17	4.74	7.50	23.37	-0.83%	16.78%	3.24%	0.20%	30.74M
114	Restaurants	547.00B	28.16	23.25	3.24	3.20	20.87	30.83	30.07	9.99%	8.69%	7.49%	-0.38%	101.41M
115	Scientific & Technical Instruments	202.12B	36.70	21.28	3.13	3.94	3.40	15.23	26.09	7.83%	11.73%	8.47%	0.24%	19.42M
116	Security & Protection Services	47.28B	22.96	15.82	2.05	2.03	4.00	12.88	14.69	13.08%	11.21%	7.64%	0.10%	17.63M
117	Semiconductor Equipment & Materials	839.31B	29.67	24.77	2.04	7.06	10.39	23.31	30.98	25.31%	14.55%	15.64%	3.87%	42.37M
118	Semiconductors	9033.08B	48.45	27.22	1.47	14.36	11.94	34.89	55.09	54.22%	33.06%	39.59%	0.45%	591.99M
119	Shell Companies	42.39B	146.32	619.84	3.45	13.35	2.37	98.75	-	-	42.40%	-	-0.06%	13.62M
120	Silver	8.72B	158.97	27.15	1.63	6.32	2.27	9.33	59.84	-1.92%	97.31%	10.60%	2.89%	38.39M
121	Software - Application	2844.96B	44.33	30.08	2.54	7.33	7.05	17.47	31.88	23.31%	17.43%	20.53%	0.56%	543.85M
122	Software - Infrastructure	6381.68B	46.30	31.26	2.35	11.38	11.21	27.81	55.67	16.04%	19.72%	16.93%	1.36%	500.36M
123	Solar	50.08B	24.93	12.50	1.07	1.52	1.96	3.70	46.12	-15.50%	23.34%	12.18%	2.52%	40.57M
124	Specialty Business Services	391.35B	39.77	27.04	3.64	3.37	6.07	29.71	31.47	9.32%	10.92%	8.20%	-0.70%	29.57M
125	Specialty Chemicals	673.17B	35.54	21.28	4.44	2.47	3.48	22.29	40.19	15.45%	8.01%	4.08%	-0.89%	55.90M
126	Specialty Industrial Machinery	1069.17B	33.57	24.59	3.29	3.74	5.72	33.19	31.83	8.59%	10.21%	5.55%	0.79%	166.40M
127	Specialty Retail	197.54B	23.30	19.13	3.01	1.01	5.64	10.68	23.62	17.36%	7.74%	7.39%	0.79%	54.97M
128	Staffing & Employment Services	18.50B	25.18	13.54	3.91	0.38	2.32	4.52	12.35	-0.77%	6.45%	7.23%	-0.54%	5.92M
129	Steel	143.99B	19.35	11.51	0.92	0.58	0.85	4.45	50.38	12.72%	21.04%	6.50%	0.84%	42.60M
130	Telecom Services	1230.23B	14.54	12.30	1.21	1.40	1.96	10.69	9.73	4.10%	12.02%	4.46%	-0.30%	136.72M
131	Textile Manufacturing	1.86B	31.48	15.55	-	0.95	1.55	13.11	19.53	-5.76%	-	2.74%	0.25%	323.99K
132	Thermal Coal	11.82B	18.60	10.10	7.08	1.13	1.16	9.80	13.30	10.40%	2.63%	4.86%	4.57%	9.49M
133	Tobacco	488.75B	23.21	14.63	2.79	5.08	7.23	36.10	17.86	-3.32%	8.33%	2.71%	-2.23%	22.85M
134	Tools & Accessories	71.85B	24.26	17.71	2.67	1.85	2.72	23.76	22.43	7.65%	9.08%	11.05%	0.83%	5.80M
135	Travel Services	526.05B	29.15	19.62	1.64	3.42	10.51	8.75	20.16	0.55%	17.82%	9.38%	0.10%	67.29M
136	Trucking	82.86B	31.73	23.82	1.94	1.48	3.07	65.67	43.29	8.89%	16.33%	4.46%	1.13%	10.94M
137	Uranium	60.19B	123.05	80.66	2.84	18.52	6.82	27.32	84.23	6.81%	43.33%	12.86%	10.70%	192.19M
138	Utilities - Diversified	93.71B	19.16	13.82	4.47	1.55	1.78	17.65	74.46	8.11%	4.29%	7.37%	-0.16%	28.09M
139	Utilities - Independent Power Producers	132.50B	35.68	21.20	2.66	2.22	12.45	44.91	65.20	14.95%	13.41%	14.32%	1.25%	10.05M
140	Utilities - Regulated Electric	1158.08B	19.03	15.54	2.21	2.45	1.92	36.15	133.22	3.48%	8.62%	3.79%	0.12%	126.60M
141	Utilities - Regulated Gas	93.74B	21.12	18.22	2.24	2.09	1.86	27.52	84.07	6.24%	9.42%	4.26%	-0.38%	13.04M
142	Utilities - Regulated Water	65.90B	15.42	18.23	1.73	3.70	2.12	32.52	84.19	12.80%	8.91%	9.20%	-0.44%	6.27M
143	Utilities - Renewable	156.47B	35.40	26.80	2.32	2.90	3.42	9.81	34.22	20.39%	15.23%	5.94%	2.05%	16.65M
144	Waste Management	241.78B	41.26	29.75	3.59	3.63	5.96	120.96	37.96	9.49%	11.48%	9.78%	-0.57%	13.02M

