
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
26	Communication Equipment	564.90B	31.48	18.28	3.17	3.14	4.51	12.67	23.10	10.05%	9.94%	3.85%	-0.21%	253.68M
27	Computer Hardware	521.95B	39.92	24.68	2.29	2.36	12.54	14.03	30.43	13.38%	17.43%	12.48%	2.14%	731.43M
28	Confectioners	124.24B	26.39	23.46	379.15	2.53	4.14	46.51	26.90	8.06%	0.07%	7.05%	0.66%	21.99M
29	Conglomerates	240.51B	23.15	18.44	2.97	2.01	6.66	10.88	30.53	0.92%	7.80%	-0.81%	-0.16%	31.21M
30	Consulting Services	88.23B	31.08	25.04	2.68	3.36	10.03	43.68	26.46	19.11%	11.60%	6.63%	-0.28%	10.33M
31	Consumer Electronics	3827.76B	36.34	29.99	4.08	7.44	29.67	56.12	33.22	14.99%	8.90%	8.21%	2.93%	197.96M
32	Copper	164.57B	27.71	19.92	1.89	4.02	4.98	16.95	29.81	17.57%	14.68%	10.32%	1.54%	39.38M
33	Credit Services	1784.07B	31.81	21.50	2.16	5.34	6.15	11.65	18.58	10.35%	14.74%	10.54%	0.22%	218.51M
34	Department Stores	16.10B	14.65	17.90	-	0.36	1.63	7.27	8.67	28.68%	-12.90%	-0.61%	-0.50%	20.14M
35	Diagnostics & Research	668.34B	34.26	22.72	3.42	4.09	3.77	26.55	28.22	9.94%	10.02%	10.18%	-0.61%	90.04M
36	Discount Stores	1347.19B	38.52	33.85	4.08	1.16	9.01	42.89	47.43	9.40%	9.44%	7.12%	-0.98%	72.42M
37	Drug Manufacturers - General	3157.23B	23.17	13.60	1.19	4.48	6.13	25.59	19.03	5.70%	19.50%	9.33%	-0.10%	253.05M
38	Drug Manufacturers - Specialty & Generic	308.27B	6.95	14.15	0.45	2.29	2.21	12.00	15.75	11.37%	15.40%	8.48%	-0.31%	230.51M
39	Education & Training Services	58.11B	23.60	16.54	2.01	1.69	2.71	3.70	22.62	14.16%	11.77%	9.17%	-0.39%	52.46M
40	Electrical Equipment & Parts	160.04B	43.22	27.64	1.51	3.84	6.49	22.32	38.84	23.38%	28.68%	11.57%	1.18%	293.05M
41	Electronic Components	426.91B	48.45	27.99	2.37	2.91	6.50	27.90	36.85	16.48%	20.42%	7.91%	0.46%	88.15M
42	Electronic Gaming & Multimedia	282.42B	46.19	27.82	2.22	7.57	8.35	9.39	29.56	-24.64%	20.82%	22.89%	-0.20%	37.69M
43	Electronics & Computer Distribution	30.02B	17.77	10.24	1.42	0.24	1.29	14.96	14.87	-0.59%	12.47%	9.13%	-0.79%	8.71M
44	Engineering & Construction	348.71B	22.42	28.32	1.20	1.77	5.63	20.84	28.52	24.79%	18.63%	11.25%	-0.09%	79.73M
45	Entertainment	1092.52B	41.72	33.46	1.94	3.24	4.55	18.43	28.72	18.91%	21.48%	12.09%	0.89%	387.51M
46	Farm & Heavy Construction Machinery	445.11B	22.58	19.96	9.38	2.22	5.08	14.96	23.12	16.18%	2.41%	4.27%	-0.83%	56.05M
47	Farm Products	76.36B	14.55	13.02	2.55	0.37	1.22	4.49	11.31	12.86%	5.71%	7.42%	-0.30%	31.24M
48	Financial Conglomerates	51.80B	16.29	3.20	1.16	1.56	1.40	4.53	33.11	4.67%	14.03%	13.96%	0.61%	4.13M
49	Financial Data & Stock Exchanges	678.57B	33.99	26.47	3.76	9.21	5.28	29.68	26.64	8.70%	9.04%	18.28%	-0.21%	72.37M
50	Food Distribution	82.17B	28.50	16.74	1.80	0.33	4.97	42.52	21.85	35.10%	15.86%	11.08%	-0.46%	28.41M
51	Footwear & Accessories	167.27B	33.52	26.72	2.99	2.10	6.55	11.59	27.97	10.98%	11.21%	11.63%	-1.09%	60.89M
52	Furnishings, Fixtures & Appliances	65.93B	28.66	16.12	2.39	0.92	2.45	16.47	22.39	3.91%	11.97%	7.13%	-1.45%	30.89M
53	Gambling	121.80B	78.63	27.08	2.67	3.59	7.15	15.57	32.31	-21.26%	29.46%	43.03%	0.35%	54.52M
54	Gold	555.97B	24.75	15.43	0.84	5.97	3.37	20.88	29.17	10.65%	29.50%	13.21%	5.19%	684.15M
55	Grocery Stores	72.12B	16.82	13.11	1.46	0.28	3.79	9.29	21.61	14.41%	11.55%	5.00%	-1.24%	48.47M
56	Health Information Services	126.56B	92.68	39.78	4.89	3.62	4.86	9.33	32.16	13.69%	18.94%	23.59%	-0.73%	117.00M
57	Healthcare Plans	615.24B	15.27	13.59	21.85	0.38	2.00	42.37	13.76	-0.47%	0.70%	11.23%	-0.17%	96.38M
58	Home Improvement Retail	572.24B	26.37	23.90	4.62	2.24	42.51	68.21	26.01	10.24%	5.71%	6.59%	-0.61%	14.26M
59	Household & Personal Products	761.83B	25.47	19.77	3.61	2.93	7.08	28.91	24.29	3.88%	7.06%	3.51%	-0.67%	180.54M
60	Industrial Distribution	243.83B	30.95	31.03	3.39	1.81	5.57	34.62	30.79	20.72%	9.12%	9.30%	-0.48%	52.96M
61	Information Technology Services	888.28B	26.11	17.12	2.97	2.26	4.34	14.62	17.23	3.66%	8.79%	4.62%	-0.31%	502.23M
62	Insurance - Diversified	2270.47B	19.99	25.41	13.04	2.64	1.91	3.30	56.80	4.70%	1.53%	8.29%	0.49%	30.51M
63	Insurance - Life	300.55B	14.63	8.93	1.74	1.08	1.55	4015.88	4.97	7.64%	8.42%	-4.70%	0.31%	71.01M
64	Insurance - Property & Casualty	624.24B	12.74	12.68	1.53	1.42	2.13	-	7.49	13.26%	8.32%	10.57%	-0.07%	67.66M
65	Insurance - Reinsurance	42.78B	11.23	6.57	0.80	0.74	1.03	-	2.93	4.33%	14.10%	16.01%	-0.30%	9.26M
66	Insurance - Specialty	79.18B	13.92	10.94	0.90	1.97	1.54	458.79	6.74	4.74%	15.50%	8.17%	-0.43%	37.98M
67	Insurance Brokers	344.85B	33.04	20.13	2.97	4.16	4.83	11.49	26.50	16.20%	11.13%	9.26%	0.21%	24.43M
68	Integrated Freight & Logistics	198.73B	16.29	13.91	2.75	0.78	3.16	10.22	20.11	11.44%	5.91%	5.30%	-0.43%	53.37M
69	Internet Content & Information	8530.75B	48.98	43.31	3.30	8.37	14.30	28.04	44.38	26.93%	14.84%	17.40%	0.51%	487.42M
70	Internet Retail	3580.57B	31.30	25.71	1.23	2.96	5.96	11.51	98.09	31.49%	25.45%	23.89%	-0.14%	378.25M
71	Leisure	76.60B	40.58	20.96	1.67	1.84	4.08	14.41	26.49	-1.79%	24.35%	10.52%	-0.91%	65.07M
72	Lodging	198.17B	32.23	25.07	2.64	3.34	43.50	34.56	29.21	17.48%	12.20%	4.73%	1.27%	13.03M
73	Lumber & Wood Production	22.01B	23.76	19.17	109.03	1.03	1.57	10.02	42.01	29.06%	0.22%	11.05%	-1.95%	3.18M
74	Luxury Goods	33.29B	121.18	17.66	11.19	1.56	9.63	16.45	19.69	-80.92%	10.83%	6.15%	0.08%	19.25M
75	Marine Shipping	31.17B	5.56	8.43	0.80	0.97	0.80	4.58	5.55	31.82%	6.92%	18.19%	-1.38%	27.42M
76	Medical Care Facilities	216.79B	17.92	13.73	1.24	0.94	4.21	17.32	12.78	12.68%	14.40%	7.32%	-0.40%	133.09M
77	Medical Devices	967.24B	30.79	22.49	2.52	4.14	3.98	20.68	32.52	9.34%	12.23%	8.48%	-0.42%	238.13M
78	Medical Distribution	188.84B	27.21	15.88	2.23	0.20	32.78	20.28	20.09	27.11%	12.19%	9.15%	0.32%	35.52M
79	Medical Instruments & Supplies	450.02B	43.03	22.17	3.84	3.92	3.26	21.53	34.43	10.98%	11.20%	9.40%	-0.30%	100.99M
80	Metal Fabrication	49.46B	26.24	18.56	1.68	2.15	4.10	19.80	25.71	70.26%	15.58%	4.42%	-1.03%	16.91M
81	Mortgage Finance	81.27B	68.39	34.35	1.38	4.28	3.05	9.00	888.33	10.28%	49.64%	1.10%	-2.08%	66.27M
82	Oil & Gas Drilling	18.14B	36.30	20.64	-	0.81	0.69	6.56	13.76	19.00%	-6.81%	9.10%	-4.28%	101.22M
83	Oil & Gas E&P	593.28B	12.91	11.57	0.99	2.06	1.45	23.38	13.70	18.51%	13.03%	11.60%	-2.08%	297.14M
84	Oil & Gas Equipment & Services	211.81B	13.79	13.59	1.47	1.31	2.01	10.30	12.85	39.52%	9.40%	4.22%	-0.73%	189.11M
85	Oil & Gas Integrated	1586.64B	14.40	11.59	1.86	0.93	1.47	8.59	10.14	19.51%	7.72%	4.03%	-1.34%	153.64M
86	Oil & Gas Midstream	821.70B	17.89	15.86	2.57	1.76	2.97	40.12	16.93	9.99%	6.96%	7.34%	-0.97%	204.64M
87	Oil & Gas Refining & Marketing	204.47B	37.12	13.70	2.01	0.35	2.09	10.69	20.69	6.14%	18.43%	5.15%	-0.78%	55.30M
88	Other Industrial Metals & Mining	312.16B	13.99	12.10	18.90	1.99	1.98	9.24	18.17	-5.24%	0.74%	3.50%	0.31%	166.50M
89	Other Precious Metals & Mining	31.58B	39.35	17.17	0.88	3.41	2.67	10.99	72.58	0.13%	44.77%	12.87%	4.44%	191.29M
90	Packaged Foods	251.68B	18.72	13.15	6.01	1.09	1.83	13.76	14.51	3.99%	3.11%	4.42%	-0.58%	201.15M
91	Packaging & Containers	157.68B	28.68	12.47	1.11	0.99	1.99	20.68	28.98	-1.68%	25.80%	4.03%	-0.91%	131.57M
92	Paper & Paper Products	14.47B	9.10	7.77	-	0.84	1.28	3.35	11.16	-14.33%	-3.06%	4.89%	-1.01%	5.12M
93	Personal Services	57.48B	4.93	22.45	0.40	3.10	1.66	18.49	23.66	13.42%	12.37%	8.13%	-0.63%	12.48M
94	Pharmaceutical Retailers	509.48M	-	53.08	-	0.63	2.22	4.42	30.69	51.51%	-	62.54%	-3.75%	3.02M
95	Pollution & Treatment Controls	47.96B	35.59	28.65	2.96	4.83	7.54	21.01	32.59	-24.28%	12.02%	3.81%	-0.88%	18.16M
96	Publishing	22.53B	21.24	17.43	1.90	1.65	2.56	16.57	10.97	16.20%	11.18%	2.43%	-1.11%	10.63M
97	Railroads	420.08B	20.12	17.56	2.21	4.60	3.94	69.15	26.32	5.79%	9.12%	4.26%	-0.22%	46.37M
98	Real Estate - Development	8.34B	15.27	15.35	-	1.11	0.98	7.87	19.73	6.08%	-3.41%	18.34%	-0.72%	4.75M
99	Real Estate - Diversified	8.03B	22.66	30.66	6.93	3.59	1.75	4.12	21.56	20.18%	3.27%	13.00%	-1.64%	1.22M
100	Real Estate Services	174.42B	55.00	26.73	2.52	1.30	3.42	8.94	37.39	3.22%	21.83%	10.96%	-1.55%	292.09M
101	Recreational Vehicles	25.45B	37.26	19.12	6.39	0.64	1.74	7.04	8.50	-0.73%	5.83%	3.91%	-2.67%	13.29M
102	REIT - Diversified	60.70B	17.39	15.37	4.27	6.40	1.28	51.78	13.65	9.77%	4.07%	21.98%	-0.89%	36.04M
103	REIT - Healthcare Facilities	205.33B	86.01	56.06	3.25	7.70	2.39	27.01	30.09	-4.88%	26.49%	10.84%	-0.82%	117.99M
104	REIT - Hotel & Motel	32.71B	25.31	27.19	-	1.41	1.28	10.78	12.62	-5.37%	-3.04%	1.63%	-1.30%	80.76M
105	REIT - Industrial	259.77B	32.13	35.55	-	8.22	2.27	69.52	22.58	9.64%	-1.26%	17.00%	-1.52%	50.77M
106	REIT - Mortgage	64.91B	20.31	7.40	4.54	2.07	0.93	4.51	12.48	-4.57%	4.47%	17.26%	-0.93%	160.49M
107	REIT - Office	76.70B	55.09	78.24	0.99	4.01	1.25	13.62	13.55	-27.19%	55.48%	4.41%	-1.35%	73.99M
108	REIT - Residential	190.78B	30.29	45.19	5.56	7.61	2.34	56.43	21.86	4.44%	5.45%	7.65%	0.11%	51.00M
109	REIT - Retail	241.96B	34.30	36.14	2.96	9.15	2.39	49.32	19.91	-0.09%	11.61%	11.40%	-0.25%	70.75M
110	REIT - Specialty	378.28B	56.75	35.61	3.53	6.71	5.99	27.48	40.99	4.16%	16.10%	7.03%	0.18%	62.16M
111	Rental & Leasing Services	164.19B	19.37	17.59	2.25	1.80	2.94	17.04	98.41	5.25%	8.60%	10.83%	-0.52%	34.15M
112	Residential Construction	194.08B	12.10	13.32	-	1.20	1.94	14.89	21.61	26.46%	-1.38%	12.11%	-1.73%	53.14M
113	Resorts & Casinos	101.28B	27.95	17.40	1.65	1.22	4.94	7.81	24.32	-0.59%	16.90%	3.12%	0.03%	99.09M
114	Restaurants	553.61B	28.50	23.57	3.27	3.23	21.12	31.21	30.44	9.78%	8.71%	7.60%	0.09%	158.16M
115	Scientific & Technical Instruments	206.11B	37.43	21.70	3.15	4.02	3.47	15.53	26.60	7.81%	11.89%	8.51%	-0.07%	55.93M
116	Security & Protection Services	47.29B	22.97	15.82	2.06	2.02	4.00	12.86	14.69	12.95%	11.14%	7.55%	-0.36%	64.91M
117	Semiconductor Equipment & Materials	901.54B	31.87	26.59	2.19	7.58	11.16	25.04	33.28	25.31%	14.54%	15.65%	0.17%	104.08M
118	Semiconductors	8982.20B	48.18	27.01	1.45	14.28	11.87	34.69	54.78	54.38%	33.17%	39.49%	-0.41%	1.01B
119	Shell Companies	41.87B	144.53	612.25	3.41	13.19	2.30	97.35	-	-	42.40%	-	0.10%	27.17M
120	Silver	8.67B	158.08	26.99	1.59	6.28	2.26	9.27	59.51	-1.69%	99.70%	10.62%	6.59%	74.82M
121	Software - Application	2926.93B	44.54	30.92	2.53	7.54	7.24	17.88	32.80	23.04%	17.61%	20.49%	0.56%	756.07M
122	Software - Infrastructure	6520.27B	47.31	31.93	2.39	11.63	11.42	28.21	56.88	16.02%	19.81%	17.03%	2.01%	819.17M
123	Solar	51.70B	25.74	12.93	1.12	1.57	2.03	3.82	47.61	-15.64%	22.98%	12.08%	1.21%	105.44M
124	Specialty Business Services	387.94B	39.43	26.80	3.59	3.34	6.02	29.45	31.20	9.30%	10.97%	8.22%	0.10%	76.40M
125	Specialty Chemicals	668.74B	35.31	21.16	4.40	2.47	3.46	22.17	39.93	15.51%	8.02%	4.06%	-0.22%	117.86M
126	Specialty Industrial Machinery	1104.32B	34.68	25.38	2.75	3.86	5.91	34.28	32.87	-4.73%	12.61%	5.60%	0.33%	295.38M
127	Specialty Retail	199.26B	22.22	18.37	2.83	1.02	5.46	10.78	23.83	17.05%	7.84%	7.41%	-1.10%	125.43M
128	Staffing & Employment Services	18.37B	25.00	13.44	3.87	0.38	2.31	4.49	12.26	-0.63%	6.46%	7.68%	-1.03%	20.12M
129	Steel	142.69B	19.17	11.42	0.91	0.58	0.84	4.41	49.92	12.98%	20.99%	6.51%	-0.07%	59.87M
130	Telecom Services	1219.26B	14.41	12.19	1.19	1.39	1.94	10.60	9.64	4.31%	12.07%	4.55%	-0.34%	301.83M
131	Textile Manufacturing	1.80B	30.50	15.07	-	0.92	1.51	12.70	18.92	-5.70%	-	2.73%	-2.22%	734.74K
132	Thermal Coal	12.20B	19.20	10.50	9.07	1.16	1.19	10.11	13.73	10.07%	2.12%	4.68%	0.23%	9.41M
133	Tobacco	487.70B	23.16	14.60	2.75	5.07	7.22	36.02	17.82	-3.26%	8.41%	2.74%	0.60%	44.37M
134	Tools & Accessories	71.29B	24.07	17.57	2.66	1.84	2.70	23.57	22.26	7.71%	9.05%	11.02%	-1.56%	14.11M
135	Travel Services	527.78B	29.24	19.66	1.65	3.43	10.54	8.78	20.22	0.34%	17.72%	9.50%	0.09%	86.06M
136	Trucking	80.35B	30.77	23.10	1.90	1.44	2.98	63.68	41.98	8.94%	16.19%	4.46%	-1.54%	26.44M
137	Uranium	61.35B	125.40	82.48	3.00	18.88	6.95	27.84	85.85	6.53%	41.81%	13.12%	4.74%	233.10M
138	Utilities - Diversified	99.50B	20.34	14.66	4.76	1.65	1.89	18.75	79.06	8.17%	4.28%	8.49%	0.46%	34.44M
139	Utilities - Independent Power Producers	132.25B	35.61	21.18	2.67	2.22	12.43	44.83	65.08	14.98%	13.33%	14.30%	0.68%	18.43M
140	Utilities - Regulated Electric	1150.52B	18.90	15.43	2.20	2.43	1.91	35.92	132.35	3.47%	8.60%	3.79%	0.83%	251.34M
141	Utilities - Regulated Gas	93.17B	20.99	18.10	2.09	2.08	1.85	27.35	83.55	6.25%	10.05%	4.25%	0.19%	31.88M
142	Utilities - Regulated Water	66.26B	15.51	18.33	1.72	3.72	2.13	32.70	84.63	12.76%	9.03%	9.43%	-0.07%	17.71M
143	Utilities - Renewable	163.92B	37.09	27.92	2.48	3.04	3.58	10.28	35.85	19.91%	14.93%	6.37%	2.05%	36.33M
144	Waste Management	240.90B	41.11	29.68	3.60	3.62	5.94	120.24	37.83	9.59%	11.42%	9.76%	-0.11%	30.22M

