
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
32	Copper	154.20B	25.96	18.37	1.64	3.76	4.66	15.88	27.93	17.55%	15.81%	10.36%	0.01%	18.11K
33	Credit Services	1762.48B	28.22	21.17	1.91	5.33	6.18	11.51	18.30	10.38%	14.75%	10.48%	-0.31%	193.57K
34	Department Stores	15.50B	14.05	17.32	-	0.34	1.56	7.00	8.35	28.32%	-13.43%	-0.62%	-1.32%	1.47K
35	Diagnostics & Research	666.60B	34.17	22.65	3.42	4.08	3.76	26.45	28.14	9.93%	9.98%	10.13%	-0.33%	1.20M
36	Discount Stores	1356.57B	38.79	34.08	4.16	1.17	9.07	43.18	47.76	9.45%	9.32%	7.15%	-0.33%	5.30K
37	Drug Manufacturers - General	3146.75B	23.09	13.55	1.18	4.46	6.11	25.51	18.97	5.85%	19.52%	9.26%	-0.22%	221.29K
38	Drug Manufacturers - Specialty & Generic	315.38B	31.33	14.49	2.05	2.34	2.27	12.32	16.11	11.50%	15.32%	8.38%	0.96%	103.82K
39	Education & Training Services	58.26B	23.60	16.70	1.97	1.69	2.72	3.70	22.68	15.51%	11.95%	9.43%	1.18%	228.20K
40	Electrical Equipment & Parts	143.70B	38.82	24.84	1.52	3.45	5.84	20.05	34.83	23.73%	25.52%	10.89%	4.97%	282.22K
41	Electronic Components	406.72B	46.16	26.68	2.26	2.77	6.20	26.60	35.13	16.76%	20.41%	7.92%	1.03%	28.89K
42	Electronic Gaming & Multimedia	274.69B	44.92	22.26	2.15	7.38	8.12	9.14	28.75	-24.75%	20.90%	22.93%	0.24%	27.52K
43	Electronics & Computer Distribution	30.43B	18.01	10.38	1.44	0.24	1.31	15.16	15.07	-0.53%	12.48%	8.96%	0.40%	0.33K
44	Engineering & Construction	327.15B	21.03	26.60	1.15	1.66	5.28	19.55	26.76	24.80%	18.30%	11.13%	0.30%	8.06K
45	Entertainment	1155.91B	44.11	35.44	2.12	3.43	4.82	19.53	30.36	19.47%	20.80%	11.84%	-0.33%	87.24K
46	Farm & Heavy Construction Machinery	423.43B	21.48	18.91	9.47	2.11	4.83	14.23	22.00	16.22%	2.27%	4.28%	-0.04%	16.74K
47	Farm Products	78.96B	15.07	13.45	2.64	0.38	1.27	4.65	11.70	13.59%	5.71%	7.42%	-0.48%	0.56K
48	Financial Conglomerates	50.68B	15.94	3.14	1.16	1.53	1.37	4.43	32.39	4.66%	13.72%	13.96%	-0.53%	0.38K
49	Financial Data & Stock Exchanges	700.76B	35.22	27.36	3.81	9.52	5.45	30.64	27.56	8.64%	9.24%	17.69%	0.05%	36.64K
50	Food Distribution	80.95B	28.08	16.51	1.77	0.33	4.89	41.89	21.50	34.84%	15.84%	11.09%	-0.59%	0.06K
51	Footwear & Accessories	170.07B	34.09	27.12	3.13	2.13	6.65	11.79	28.37	10.83%	10.88%	11.59%	0.81%	31.05K
52	Furnishings, Fixtures & Appliances	66.84B	29.06	16.27	2.47	0.93	2.49	16.67	22.75	3.87%	11.79%	7.05%	0.05%	22.22M
53	Gambling	125.56B	81.06	27.35	2.73	3.70	7.38	16.05	33.31	-21.21%	29.70%	43.23%	-0.39%	66.39K
54	Gold	515.86B	23.06	14.81	0.84	5.45	3.09	18.85	27.07	10.78%	27.47%	13.20%	0.77%	99.40K
55	Grocery Stores	75.57B	18.41	13.79	1.57	0.29	4.05	9.86	26.20	14.57%	11.74%	5.02%	1.12%	7.91K
56	Health Information Services	126.75B	92.82	40.00	4.87	3.62	4.87	9.35	32.21	13.79%	19.05%	23.20%	-0.17%	34.57K
57	Healthcare Plans	628.48B	15.60	13.86	25.77	0.39	2.04	43.28	14.06	-0.45%	0.61%	11.27%	0.17%	92.50K
58	Home Improvement Retail	570.99B	26.31	23.89	4.64	2.24	42.42	68.06	25.95	10.28%	5.68%	6.58%	-0.60%	0.54K
59	Household & Personal Products	779.22B	26.05	20.23	3.76	3.00	7.25	29.57	24.84	3.85%	6.94%	3.51%	-0.24%	596.90K
60	Industrial Distribution	244.92B	32.14	24.72	3.72	1.83	5.59	35.38	31.95	19.95%	8.64%	8.77%	-0.06%	2.17K
61	Information Technology Services	891.59B	26.20	17.19	3.00	2.27	4.36	14.69	17.30	4.50%	8.74%	4.72%	0.08%	277.71K
62	Insurance - Diversified	2266.03B	19.95	25.37	13.20	2.63	1.90	3.29	56.69	4.70%	1.51%	8.23%	-0.08%	32.65K
63	Insurance - Life	296.63B	14.45	8.81	1.70	1.06	1.53	3963.56	4.91	7.58%	8.48%	-4.68%	0.31%	1.70K
64	Insurance - Property & Casualty	621.75B	12.69	12.64	1.53	1.42	2.12	-	7.46	13.33%	8.28%	10.56%	-0.27%	1.91K
65	Insurance - Reinsurance	43.11B	11.31	6.60	0.78	0.74	1.04	-	2.95	4.15%	14.45%	15.95%	0.00%	0.03K
66	Insurance - Specialty	78.86B	13.86	10.92	0.89	1.96	1.54	456.92	6.71	4.76%	15.56%	8.18%	0.00%	0.00K
67	Insurance Brokers	351.88B	33.73	20.57	3.05	4.25	4.95	11.76	27.05	16.21%	11.06%	9.28%	-0.09%	88.00K
68	Integrated Freight & Logistics	198.25B	15.33	12.98	2.50	0.78	3.04	10.55	21.53	11.07%	6.13%	5.33%	0.07%	592.98K
69	Internet Content & Information	8105.91B	46.53	41.20	3.14	7.95	13.59	26.66	42.16	26.95%	14.84%	17.39%	-0.04%	3.03M
70	Internet Retail	3572.14B	31.02	25.58	1.22	2.96	5.95	11.52	97.86	32.13%	25.36%	23.69%	-0.71%	474.34K
71	Leisure	77.47B	41.03	21.26	1.75	1.86	4.13	14.57	26.79	-2.14%	23.47%	10.32%	-0.43%	517.40K
72	Lodging	199.17B	32.30	25.15	2.66	3.35	43.74	34.74	29.37	17.46%	12.17%	4.67%	0.07%	1.67K
73	Lumber & Wood Production	23.05B	24.88	19.82	27.25	1.17	1.88	11.38	44.00	29.81%	0.91%	9.32%	0.00%	0.00K
74	Luxury Goods	31.05B	113.06	16.54	11.09	1.47	8.99	15.36	18.37	-94.46%	10.20%	6.00%	1.69%	0.33K
75	Marine Shipping	31.40B	5.56	8.57	0.84	0.98	0.79	4.51	5.57	31.63%	6.64%	18.08%	-0.50%	31.09K
76	Medical Care Facilities	223.28B	18.45	14.20	1.30	0.97	4.34	17.84	13.16	11.96%	14.24%	7.29%	-0.59%	74.79K
77	Medical Devices	995.59B	31.69	23.14	2.56	4.26	4.10	21.29	33.47	8.90%	12.36%	8.57%	0.03%	51.78K
78	Medical Distribution	191.51B	27.60	16.11	2.27	0.20	33.22	20.54	20.38	27.02%	12.17%	9.16%	-0.18%	1.17K
79	Medical Instruments & Supplies	464.58B	44.42	22.92	3.96	4.05	3.36	22.18	35.54	11.01%	11.22%	9.44%	-0.09%	15.85M
80	Metal Fabrication	48.65B	25.81	18.25	1.66	2.12	4.03	19.47	25.29	72.32%	15.57%	4.39%	0.11%	0.90K
81	Mortgage Finance	80.67B	67.89	34.02	1.36	4.25	3.03	8.94	881.79	12.86%	49.78%	1.11%	0.55%	34.23K
82	Oil & Gas Drilling	18.15B	36.33	19.69	-	0.81	0.69	6.56	13.77	18.84%	-5.96%	9.36%	2.86%	7.56K
83	Oil & Gas E&P	593.32B	12.91	11.55	1.02	2.06	1.45	23.40	13.70	18.50%	12.64%	11.73%	0.26%	27.00K
84	Oil & Gas Equipment & Services	211.35B	13.76	13.58	1.54	1.31	2.00	10.27	12.83	39.34%	8.94%	4.20%	0.04%	26.05K
85	Oil & Gas Integrated	1580.36B	14.34	11.49	1.83	0.93	1.46	8.56	10.10	19.47%	7.84%	3.98%	0.21%	28.72K
86	Oil & Gas Midstream	812.90B	17.57	15.70	2.55	1.74	2.94	39.78	16.63	10.04%	6.88%	7.36%	-0.09%	50.12K
87	Oil & Gas Refining & Marketing	204.35B	37.09	14.38	1.98	0.35	2.09	10.68	20.68	6.06%	18.74%	5.15%	-0.07%	0.20K
88	Other Industrial Metals & Mining	308.71B	13.84	11.99	43.59	1.96	1.95	9.13	17.97	-4.31%	0.32%	3.43%	0.16%	103.61K
89	Other Precious Metals & Mining	29.61B	36.90	16.95	0.88	3.20	2.50	10.31	68.05	-0.49%	41.73%	13.24%	0.71%	32.52K
90	Packaged Foods	257.98B	20.03	13.47	6.16	1.11	1.87	14.54	14.63	4.12%	3.25%	4.46%	-0.04%	45.49K
91	Packaging & Containers	159.57B	29.02	12.61	1.12	1.00	2.01	20.93	29.32	-1.64%	25.93%	4.07%	0.01%	51.34K
92	Paper & Paper Products	14.56B	9.15	7.72	-	0.84	1.29	3.37	11.23	-14.37%	-3.06%	4.89%	0.00%	0.00K
93	Personal Services	58.68B	5.03	22.92	0.40	3.16	4.21	18.90	24.15	13.38%	12.43%	8.16%	0.43%	15.55K
94	Pharmaceutical Retailers	10.84B	-	1400.33	-	0.07	1.46	11.73	18.30	51.52%	-	3.35%	0.00%	0.85K
95	Pollution & Treatment Controls	46.98B	34.86	28.06	2.91	4.73	7.39	20.58	31.92	-24.02%	11.98%	3.81%	-8.13%	142.18K
96	Publishing	22.76B	21.45	18.10	1.92	1.67	2.59	16.73	11.08	16.24%	11.17%	2.38%	0.00%	0.00K
97	Railroads	412.84B	19.77	17.27	2.11	4.52	3.87	67.95	25.87	5.82%	9.37%	4.28%	-0.04%	3.03K
98	Real Estate - Development	8.59B	15.75	15.74	-	1.07	0.99	7.13	20.27	5.94%	-2.88%	18.35%	1.89%	1.87K
99	Real Estate - Diversified	7.74B	21.84	29.56	6.68	3.46	1.69	3.97	20.78	20.25%	3.27%	13.34%	0.00%	0.00K
100	Real Estate Services	171.10B	54.25	26.35	2.50	1.27	3.37	8.77	36.69	2.31%	21.68%	11.17%	0.44%	982.01K
101	Recreational Vehicles	26.95B	39.44	20.18	6.68	0.68	1.84	7.47	9.00	-0.67%	5.90%	3.89%	-0.45%	5.52K
102	REIT - Diversified	62.30B	17.86	15.83	4.55	6.58	1.31	53.16	14.01	9.93%	3.92%	22.25%	0.10%	0.33K
103	REIT - Healthcare Facilities	208.41B	87.30	56.75	3.23	7.81	2.43	27.42	30.55	-5.04%	27.01%	10.84%	0.00%	0.00K
104	REIT - Hotel & Motel	32.71B	25.30	27.18	-	1.41	1.28	10.78	12.62	-5.18%	-3.05%	1.70%	-0.00%	3.55K
105	REIT - Industrial	262.46B	32.47	35.89	-	8.31	2.29	70.24	22.81	9.62%	-1.08%	16.95%	-0.07%	0.80K
106	REIT - Mortgage	67.21B	21.01	7.64	4.76	2.14	0.96	4.67	12.93	-4.54%	4.41%	17.31%	0.14%	8.76K
107	REIT - Office	74.82B	53.74	76.67	1.00	3.91	1.22	13.29	13.22	-26.80%	53.84%	4.41%	0.00%	0.01K
108	REIT - Residential	195.16B	30.99	46.13	5.22	7.79	2.40	57.73	22.36	4.40%	5.94%	7.67%	0.10%	0.44K
109	REIT - Retail	243.78B	34.56	36.45	2.98	9.22	2.41	49.69	20.06	-0.07%	11.59%	11.41%	-0.12%	3.73K
110	REIT - Specialty	376.08B	56.42	35.32	3.47	6.67	5.95	27.32	40.75	4.21%	16.25%	6.97%	0.23%	0.93K
111	Rental & Leasing Services	164.31B	19.39	17.57	2.28	1.80	2.94	17.05	98.49	5.25%	8.49%	10.71%	0.02%	4.71K
112	Residential Construction	202.93B	12.63	13.87	-	1.26	2.03	15.57	22.60	26.45%	-1.19%	12.13%	-0.03%	5.63K
113	Resorts & Casinos	101.07B	27.90	17.37	1.64	1.22	4.93	7.79	24.27	-0.94%	16.98%	3.16%	-0.07%	4.03K
114	Restaurants	567.32B	29.21	24.11	3.31	3.32	21.64	31.98	31.19	9.89%	8.81%	7.68%	-0.19%	21.43K
115	Scientific & Technical Instruments	199.61B	36.25	21.02	3.10	3.89	3.36	15.04	25.77	7.84%	11.69%	8.45%	0.45%	18.66K
116	Security & Protection Services	46.32B	22.49	15.49	2.01	1.98	3.92	12.61	14.39	13.13%	11.20%	7.67%	0.00%	7.61K
117	Semiconductor Equipment & Materials	779.64B	27.56	23.05	1.91	6.56	9.65	21.65	28.78	25.26%	14.40%	15.60%	0.09%	12.65K
118	Semiconductors	8784.89B	47.14	26.55	1.44	13.97	11.77	33.94	53.61	54.65%	32.74%	39.75%	1.85%	2.23M
119	Shell Companies	40.07B	138.33	585.97	3.26	12.62	2.24	93.35	-	-	42.40%	-	0.97%	7.46K
120	Silver	10.14B	64.31	25.25	1.31	7.34	2.27	9.16	44.28	-1.55%	49.11%	10.66%	1.20%	17.48K
121	Software - Application	2883.30B	44.99	30.49	2.57	7.45	7.13	17.75	32.31	23.34%	17.53%	20.28%	0.26%	621.88K
122	Software - Infrastructure	6250.53B	45.26	30.59	2.33	11.17	11.08	27.82	54.59	15.98%	19.44%	16.86%	3.05%	1.64M
123	Solar	48.84B	24.31	12.19	1.04	1.48	1.91	3.61	44.97	-15.53%	23.33%	12.09%	-0.02%	23.97K
124	Specialty Business Services	395.64B	42.20	27.34	3.87	3.46	6.47	30.45	33.26	9.17%	10.91%	8.06%	-0.26%	8.58K
125	Specialty Chemicals	671.12B	35.43	21.17	4.40	2.47	3.47	22.22	40.07	15.33%	8.06%	4.08%	-0.27%	161.13K
126	Specialty Industrial Machinery	1072.65B	33.68	24.67	2.77	3.75	5.74	33.30	31.93	-2.69%	12.14%	5.57%	0.52%	199.81K
127	Specialty Retail	199.47B	23.90	19.27	3.07	1.02	5.73	12.32	23.99	17.03%	7.79%	7.36%	0.67%	113.58K
128	Staffing & Employment Services	18.67B	25.42	13.67	3.95	0.39	2.34	4.56	12.46	-0.88%	6.43%	6.51%	0.68%	16.87K
129	Steel	141.66B	19.03	11.36	0.91	0.57	0.83	4.38	49.56	12.77%	20.90%	6.36%	0.70%	20.16K
130	Telecom Services	1237.00B	14.62	12.40	1.24	1.41	1.97	10.75	9.78	4.32%	11.82%	4.68%	-0.27%	34.14K
131	Textile Manufacturing	1.92B	32.48	16.05	-	0.97	1.60	14.07	20.15	-5.83%	-	2.76%	0.00%	0.00K
132	Thermal Coal	11.31B	17.78	9.65	6.68	1.08	1.11	9.37	12.72	10.48%	2.66%	4.92%	0.78%	1.71K
133	Tobacco	495.23B	23.52	14.83	2.82	5.15	7.32	36.58	18.09	-3.29%	8.33%	2.72%	-0.29%	1.25K
134	Tools & Accessories	70.35B	23.73	17.30	2.60	1.81	2.66	23.26	21.96	7.72%	9.13%	11.11%	-0.14%	0.11K
135	Travel Services	531.64B	29.46	19.84	1.65	3.45	10.62	8.84	20.37	0.60%	17.84%	9.46%	-0.02%	42.33K
136	Trucking	82.70B	31.67	23.75	1.93	1.48	3.06	65.54	43.21	8.17%	16.44%	3.86%	-0.14%	0.84K
137	Uranium	54.49B	111.37	70.90	2.59	16.89	6.18	24.97	78.03	6.62%	43.06%	13.03%	-0.12%	113.09K
138	Utilities - Diversified	97.11B	19.85	14.32	4.60	1.61	1.85	18.29	77.16	8.18%	4.32%	8.53%	0.00%	0.00K
139	Utilities - Independent Power Producers	124.58B	33.55	20.07	2.64	2.09	11.71	42.23	61.30	15.00%	12.71%	14.28%	2.06%	24.16K
140	Utilities - Regulated Electric	1135.79B	18.66	15.22	2.15	2.40	1.88	35.46	130.66	3.50%	8.69%	3.80%	-0.09%	53.83K
141	Utilities - Regulated Gas	93.06B	20.96	18.11	2.16	2.12	1.85	30.36	83.45	6.27%	9.69%	4.20%	-0.11%	0.77K
142	Utilities - Regulated Water	66.50B	15.56	18.45	1.81	3.73	2.14	32.81	84.94	12.67%	8.60%	9.36%	0.00%	0.00K
143	Utilities - Renewable	153.29B	34.68	26.71	2.40	2.84	3.35	9.61	33.52	20.28%	14.43%	6.01%	1.39%	27.84K
144	Waste Management	244.21B	41.67	30.06	3.63	3.67	6.02	122.17	38.35	9.45%	11.49%	9.78%	-0.15%	4.75M

