
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
57	Healthcare Plans	627.51B	15.57	13.85	24.05	0.39	2.04	43.21	14.04	-0.51%	0.65%	11.24%	-0.01%	90.74M
58	Home Improvement Retail	570.72B	26.30	23.88	4.64	2.24	42.40	68.03	25.94	10.26%	5.67%	6.59%	-0.64%	6.54M
59	Household & Personal Products	770.59B	25.76	20.01	3.71	2.97	7.16	29.25	24.57	3.86%	6.94%	3.50%	-1.34%	116.83M
60	Industrial Distribution	243.61B	31.97	24.58	3.68	1.82	5.56	35.20	31.78	19.93%	8.68%	8.77%	-0.57%	27.12M
61	Information Technology Services	876.10B	25.74	16.89	2.95	2.23	4.28	14.43	17.00	4.37%	8.71%	4.67%	-0.95%	385.66M
62	Insurance - Diversified	2260.49B	19.90	25.31	13.15	2.63	1.90	3.28	56.55	4.71%	1.51%	8.24%	-0.23%	19.84M
63	Insurance - Life	298.07B	14.53	8.85	1.71	1.07	1.53	3982.82	4.93	7.64%	8.48%	-4.74%	0.60%	17.78M
64	Insurance - Property & Casualty	622.87B	12.72	12.66	1.54	1.42	2.13	-	7.48	13.34%	8.25%	10.54%	0.00%	23.67M
65	Insurance - Reinsurance	43.11B	11.31	6.60	0.78	0.74	1.04	-	2.95	4.14%	14.43%	15.94%	0.02%	2.57M
66	Insurance - Specialty	78.34B	13.77	10.85	0.89	1.95	1.53	453.91	6.67	4.80%	15.48%	8.09%	-0.41%	10.12M
67	Insurance Brokers	347.66B	33.32	20.33	3.02	4.20	4.89	11.62	26.72	16.21%	11.05%	9.26%	-1.26%	13.78M
68	Integrated Freight & Logistics	197.44B	15.27	12.93	2.49	0.78	3.03	10.51	21.44	11.12%	6.14%	5.34%	-0.35%	23.61M
69	Internet Content & Information	8062.64B	46.29	40.96	3.12	7.91	13.52	26.51	41.94	26.90%	14.84%	17.41%	-0.79%	297.89M
70	Internet Retail	3497.62B	30.38	25.03	1.19	2.90	5.83	11.28	95.81	32.03%	25.55%	23.79%	-2.70%	211.30M
71	Leisure	76.81B	40.69	21.06	1.71	1.84	4.09	14.45	26.57	-2.03%	23.74%	10.37%	-0.94%	49.89M
72	Lodging	197.39B	32.01	24.92	2.63	3.32	43.35	34.43	29.11	17.43%	12.17%	4.67%	-0.84%	8.61M
73	Lumber & Wood Production	23.07B	24.91	19.84	27.95	1.18	1.88	11.39	44.04	29.81%	0.89%	9.33%	0.09%	1.06M
74	Luxury Goods	31.09B	113.21	16.55	11.13	1.47	9.00	15.38	18.39	-94.02%	10.17%	6.01%	0.28%	16.49M
75	Marine Shipping	31.12B	5.51	8.49	0.83	0.97	0.79	4.47	5.52	31.61%	6.63%	18.09%	-0.96%	13.01M
76	Medical Care Facilities	215.90B	17.84	13.73	1.25	0.94	4.19	17.25	12.72	11.87%	14.27%	7.26%	-3.71%	50.24M
77	Medical Devices	972.63B	30.96	22.61	2.51	4.16	4.00	20.79	32.70	8.88%	12.32%	8.55%	-2.29%	114.98M
78	Medical Distribution	190.90B	27.51	16.05	2.26	0.20	33.11	20.47	20.31	27.08%	12.17%	9.15%	-0.45%	8.65M
79	Medical Instruments & Supplies	454.54B	43.46	22.43	3.88	3.96	3.29	21.70	34.77	10.96%	11.20%	9.40%	-2.24%	110.46M
80	Metal Fabrication	49.27B	26.13	18.48	1.68	2.14	4.09	19.72	25.61	72.00%	15.55%	4.38%	1.31%	9.69M
81	Mortgage Finance	82.38B	69.32	34.71	1.39	4.34	3.10	9.13	900.38	12.98%	49.93%	1.07%	1.22%	71.43M
82	Oil & Gas Drilling	18.79B	37.60	20.38	-	0.84	0.72	6.79	14.25	18.96%	-5.96%	9.27%	4.30%	57.57M
83	Oil & Gas E&P	607.82B	13.21	11.82	1.04	2.11	1.48	23.97	14.02	18.55%	12.64%	11.76%	2.57%	150.59M
84	Oil & Gas Equipment & Services	215.80B	14.05	13.87	1.56	1.33	2.04	10.49	13.10	39.49%	9.00%	4.18%	2.05%	107.54M
85	Oil & Gas Integrated	1606.98B	14.58	11.69	1.89	0.94	1.49	8.70	10.27	19.46%	7.72%	4.00%	1.86%	126.47M
86	Oil & Gas Midstream	821.96B	17.76	15.87	2.59	1.76	2.97	40.23	16.82	10.04%	6.87%	7.37%	0.97%	101.75M
87	Oil & Gas Refining & Marketing	201.74B	36.62	14.05	1.94	0.35	2.07	10.55	20.41	6.13%	18.88%	5.15%	-1.29%	28.94M
88	Other Industrial Metals & Mining	310.01B	13.90	12.04	38.52	1.97	1.96	9.17	18.05	-4.10%	0.36%	3.38%	0.57%	93.80M
89	Other Precious Metals & Mining	30.25B	37.70	17.18	0.89	3.26	2.56	10.53	69.52	-0.35%	42.22%	13.03%	2.48%	58.10M
90	Packaged Foods	256.30B	19.90	13.37	6.19	1.10	1.86	14.45	14.54	4.12%	3.21%	4.42%	-0.67%	92.36M
91	Packaging & Containers	158.88B	28.90	12.55	1.11	1.00	2.00	20.84	29.20	-1.68%	25.96%	4.08%	-0.44%	51.21M
92	Paper & Paper Products	14.35B	9.02	7.61	-	0.83	1.27	3.33	11.07	-14.38%	-3.06%	4.89%	-1.41%	4.07M
93	Personal Services	57.50B	4.93	22.46	0.40	3.10	4.13	18.52	23.66	13.42%	12.42%	8.16%	-1.95%	7.02M
94	Pharmaceutical Retailers	10.82B	-	1396.94	-	0.07	1.46	11.70	18.26	51.52%	-	3.34%	-4.73%	1.75M
95	Pollution & Treatment Controls	47.38B	35.15	28.30	2.93	4.77	7.45	20.75	32.19	-23.13%	12.00%	3.84%	0.84%	9.00M
96	Publishing	22.50B	21.21	17.90	1.90	1.65	2.56	16.54	10.95	16.26%	11.17%	2.38%	-1.15%	3.40M
97	Railroads	411.14B	19.69	17.20	2.10	4.50	3.86	67.67	25.76	5.83%	9.36%	4.27%	-0.45%	20.71M
98	Real Estate - Development	8.51B	15.58	15.59	-	1.06	0.98	7.01	20.14	5.87%	-2.87%	18.36%	-0.20%	1.46M
99	Real Estate - Diversified	7.74B	21.86	29.58	6.68	3.47	1.69	3.98	20.79	20.23%	3.27%	13.25%	0.06%	413.20K
100	Real Estate Services	169.69B	53.81	26.12	2.49	1.26	3.34	8.70	36.38	2.35%	21.63%	11.14%	-0.50%	370.03M
101	Recreational Vehicles	26.51B	38.81	19.86	6.58	0.67	1.81	7.35	8.86	-0.69%	5.90%	3.90%	-1.80%	6.18M
102	REIT - Diversified	62.21B	17.84	15.81	4.55	6.57	1.31	53.09	13.99	9.94%	3.92%	22.22%	-0.06%	12.64M
103	REIT - Healthcare Facilities	208.15B	87.19	56.68	3.22	7.80	2.43	27.38	30.51	-5.13%	27.11%	10.84%	-0.13%	34.69M
104	REIT - Hotel & Motel	32.92B	25.47	27.36	-	1.42	1.28	10.85	12.70	-5.14%	-3.09%	1.72%	0.65%	26.81M
105	REIT - Industrial	261.14B	32.30	35.71	-	8.27	2.28	69.88	22.70	9.61%	-1.07%	16.94%	-0.53%	27.13M
106	REIT - Mortgage	66.82B	20.89	7.60	4.75	2.13	0.95	4.64	12.85	-4.56%	4.39%	17.25%	-0.50%	71.08M
107	REIT - Office	75.57B	54.28	77.29	1.00	3.95	1.23	13.42	13.35	-26.93%	54.23%	4.38%	1.01%	23.80M
108	REIT - Residential	191.87B	30.46	45.35	5.15	7.66	2.36	56.75	21.98	4.44%	5.92%	7.66%	-1.63%	24.85M
109	REIT - Retail	243.31B	34.49	36.37	2.98	9.20	2.41	49.59	20.02	-0.08%	11.57%	11.42%	-0.23%	31.10M
110	REIT - Specialty	378.50B	56.79	35.58	3.52	6.71	5.99	27.50	41.01	4.11%	16.15%	7.01%	0.79%	28.06M
111	Rental & Leasing Services	164.30B	19.39	17.57	2.28	1.80	2.94	17.05	98.48	5.37%	8.49%	10.75%	0.06%	19.92M
112	Residential Construction	201.61B	12.55	13.79	-	1.25	2.01	15.47	22.45	26.42%	-1.18%	12.11%	-0.65%	16.13M
113	Resorts & Casinos	101.34B	27.97	17.42	1.65	1.22	4.94	7.81	24.34	-0.87%	16.94%	3.11%	0.21%	24.02M
114	Restaurants	560.74B	28.87	23.83	3.27	3.28	21.39	31.61	30.83	9.86%	8.82%	7.68%	-1.33%	111.23M
115	Scientific & Technical Instruments	199.71B	36.27	21.03	3.09	3.89	3.36	15.05	25.78	7.82%	11.72%	8.45%	0.30%	24.80M
116	Security & Protection Services	46.16B	22.42	15.44	2.01	1.98	3.91	12.57	14.34	13.09%	11.15%	7.51%	-0.26%	19.23M
117	Semiconductor Equipment & Materials	778.56B	27.52	23.02	1.92	6.55	9.64	21.62	28.74	25.28%	14.36%	15.58%	-0.05%	44.34M
118	Semiconductors	9021.65B	48.41	27.26	1.47	14.34	12.09	34.85	55.05	54.27%	32.85%	39.58%	4.56%	639.71M
119	Shell Companies	40.02B	138.14	585.19	3.26	12.61	2.23	93.23	-	-	42.40%	-	-0.12%	13.26M
120	Silver	10.25B	65.03	25.53	1.33	7.42	2.30	9.26	44.78	-1.64%	48.93%	10.65%	2.21%	33.23M
121	Software - Application	2818.90B	44.02	29.81	2.51	7.28	6.97	17.36	31.58	23.20%	17.51%	20.36%	-2.00%	553.63M
122	Software - Infrastructure	6298.33B	45.61	30.87	2.32	11.25	11.18	28.04	55.01	15.81%	19.66%	16.79%	3.71%	716.61M
123	Solar	49.29B	24.54	12.30	1.06	1.49	1.93	3.64	45.38	-15.30%	23.21%	12.18%	0.87%	43.34M
124	Specialty Business Services	389.78B	41.58	26.93	3.82	3.41	6.38	30.00	32.77	9.23%	10.89%	8.13%	-1.72%	30.69M
125	Specialty Chemicals	668.98B	35.32	21.10	4.38	2.46	3.46	22.15	39.94	15.37%	8.06%	4.08%	-0.48%	51.81M
126	Specialty Industrial Machinery	1088.79B	34.19	25.04	2.82	3.81	5.83	33.80	32.41	-2.58%	12.11%	5.56%	1.89%	113.29M
127	Specialty Retail	198.82B	23.82	19.20	3.04	1.02	5.71	12.28	23.92	17.10%	7.83%	7.40%	-0.07%	84.91M
128	Staffing & Employment Services	18.41B	25.05	13.47	3.87	0.38	2.31	4.50	12.29	-0.75%	6.47%	7.09%	-1.35%	6.76M
129	Steel	142.90B	19.20	11.46	0.91	0.58	0.84	4.42	50.00	12.80%	21.05%	6.46%	1.07%	87.18M
130	Telecom Services	1230.48B	14.54	12.33	1.23	1.40	1.96	10.69	9.73	4.36%	11.78%	4.63%	-0.69%	153.57M
131	Textile Manufacturing	1.92B	32.45	16.04	-	0.97	1.60	14.06	20.13	-5.79%	-	2.74%	-0.10%	287.93K
132	Thermal Coal	11.32B	17.80	9.66	6.76	1.08	1.11	9.38	12.73	10.22%	2.63%	4.88%	0.57%	3.76M
133	Tobacco	497.17B	23.61	14.89	2.83	5.17	7.35	36.72	18.16	-3.29%	8.34%	2.72%	0.17%	18.44M
134	Tools & Accessories	70.81B	23.88	17.42	2.62	1.82	2.68	23.41	22.11	7.70%	9.12%	11.08%	0.57%	5.56M
135	Travel Services	526.15B	29.15	19.64	1.64	3.42	10.51	8.75	20.16	0.54%	17.83%	9.46%	-1.10%	57.46M
136	Trucking	82.03B	31.41	23.59	1.92	1.47	3.04	65.01	42.86	8.22%	16.33%	3.84%	-0.89%	11.38M
137	Uranium	55.76B	113.98	72.56	2.64	17.29	6.32	25.55	79.86	6.64%	43.23%	12.76%	2.23%	118.14M
138	Utilities - Diversified	98.27B	20.09	14.49	4.65	1.63	1.87	18.51	78.08	8.13%	4.32%	8.48%	1.27%	16.75M
139	Utilities - Independent Power Producers	130.14B	35.04	20.84	2.68	2.18	12.23	44.11	64.04	15.03%	13.09%	14.28%	6.45%	16.89M
140	Utilities - Regulated Electric	1143.02B	18.78	15.32	2.16	2.41	1.89	35.68	131.49	3.48%	8.69%	3.80%	0.74%	165.77M
141	Utilities - Regulated Gas	93.62B	21.09	18.21	2.16	2.13	1.86	30.54	92.02	6.24%	9.78%	4.19%	0.55%	13.35M
142	Utilities - Regulated Water	66.25B	15.50	18.38	1.79	3.72	2.13	32.69	84.62	12.69%	8.65%	9.38%	-0.39%	6.60M
143	Utilities - Renewable	157.89B	35.73	27.51	2.48	2.93	3.45	9.90	34.53	20.60%	14.39%	5.96%	4.35%	20.55M
144	Waste Management	243.01B	41.46	29.91	3.61	3.65	5.99	121.57	38.16	9.47%	11.48%	9.78%	-0.59%	23.61M

