No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
19	Broadcasting	15.48B	11.34	9.34	-	0.64	1.68	5.71	4.50	30.51%	-7.57%	32.24%	0.99%	22.59M
20	Building Materials	232.14B	28.01	23.22	2.84	2.97	2.94	27.40	41.04	22.41%	9.85%	6.62%	-1.52%	22.16M
21	Building Products & Equipment	364.35B	28.20	20.88	2.78	2.47	5.41	53.17	27.28	13.81%	10.15%	5.65%	-2.31%	27.44M
22	Business Equipment & Supplies	1.14B	13.87	11.73	-	0.52	0.70	2.24	7.04	1.31%	-	15.15%	-1.55%	1.06M
23	Capital Markets	1098.96B	23.31	19.24	1.49	2.04	3.10	4.38	6.17	13.48%	15.61%	26.56%	-0.40%	634.02M
24	Chemicals	37.28B	67.18	25.25	-	0.40	1.03	4.59	17.76	17.68%	-4.30%	2.15%	-0.93%	31.50M
25	Coking Coal	7.24B	63.82	12.53	2.53	1.19	1.56	6.57	21.37	-7.65%	25.20%	7.61%	-1.00%	4.70M
26	Communication Equipment	550.86B	30.70	17.82	3.10	3.06	4.40	12.36	22.52	9.92%	9.92%	3.85%	-1.56%	156.53M
27	Computer Hardware	478.81B	36.35	22.80	2.12	2.16	11.35	12.74	27.76	14.37%	17.18%	12.68%	-2.80%	369.55M
28	Confectioners	120.96B	25.69	22.89	-	2.46	4.03	45.28	26.19	8.06%	-0.20%	7.05%	-0.15%	5.85M
29	Conglomerates	242.05B	23.30	18.56	3.02	2.02	6.71	10.96	30.73	0.87%	7.72%	-0.81%	-1.54%	10.63M
30	Consulting Services	95.08B	30.95	24.84	2.71	3.18	8.89	43.76	27.93	18.02%	11.41%	6.67%	-0.98%	4.53M
31	Consumer Electronics	3656.76B	34.71	28.75	4.01	7.11	28.35	53.61	31.74	14.97%	8.66%	8.19%	1.67%	135.58M
32	Copper	160.82B	27.07	19.16	1.73	3.93	4.86	16.56	29.13	17.61%	15.67%	10.34%	-0.52%	27.77M
33	Credit Services	1770.57B	28.35	21.27	1.92	5.35	6.17	11.27	18.39	10.41%	14.79%	10.49%	-1.08%	129.20M
34	Department Stores	15.35B	13.89	17.15	-	0.34	1.55	6.93	8.27	29.13%	-13.30%	-0.58%	-2.70%	17.74M
35	Diagnostics & Research	658.04B	33.73	22.37	3.39	4.03	3.71	26.11	27.78	10.00%	9.94%	10.10%	-2.18%	112.70M
36	Discount Stores	1365.65B	39.04	34.33	4.19	1.17	9.14	43.47	48.08	9.41%	9.31%	7.13%	0.51%	27.93M
37	Drug Manufacturers - General	3147.73B	23.09	13.55	1.18	4.47	6.11	25.51	18.98	5.76%	19.59%	9.28%	-1.26%	156.10M
38	Drug Manufacturers - Specialty & Generic	312.39B	31.03	14.35	2.03	2.32	2.24	12.18	15.96	11.40%	15.27%	8.39%	-0.83%	145.49M
39	Education & Training Services	59.02B	23.90	16.87	2.02	1.71	2.75	3.75	22.98	15.22%	11.86%	9.21%	-0.44%	46.56M
40	Electrical Equipment & Parts	148.53B	40.12	25.65	1.52	3.57	6.03	20.73	36.03	23.95%	26.44%	11.09%	-0.83%	95.53M
41	Electronic Components	410.82B	46.63	26.94	2.29	2.80	6.26	26.85	35.45	16.41%	20.36%	7.84%	-0.55%	59.68M
42	Electronic Gaming & Multimedia	282.32B	46.17	22.83	2.24	7.55	8.32	9.39	29.48	-24.14%	20.65%	22.77%	0.94%	30.40M
43	Electronics & Computer Distribution	30.71B	18.18	10.48	1.45	0.24	1.32	15.31	15.22	-0.56%	12.51%	9.01%	-1.25%	2.65M
44	Engineering & Construction	336.82B	21.65	27.38	1.17	1.71	5.44	20.12	27.55	24.83%	18.48%	11.19%	-1.02%	25.10M
45	Entertainment	1145.77B	43.72	35.14	2.05	3.40	4.77	19.34	30.09	18.90%	21.36%	12.02%	-0.24%	504.55M
46	Farm & Heavy Construction Machinery	430.95B	21.86	19.26	9.64	2.15	4.91	14.48	22.39	16.20%	2.27%	4.29%	-0.44%	31.32M
47	Farm Products	78.01B	14.88	13.30	2.58	0.37	1.25	4.59	11.56	13.89%	5.76%	7.56%	-0.45%	10.04M
48	Financial Conglomerates	51.23B	16.11	3.15	1.14	1.55	1.39	4.48	32.74	4.56%	14.18%	13.67%	0.00%	2.31M
49	Financial Data & Stock Exchanges	701.75B	35.27	27.40	3.82	9.53	5.46	30.68	27.59	8.67%	9.23%	17.71%	-0.97%	20.20M
50	Food Distribution	82.03B	28.46	16.72	1.79	0.33	4.96	42.45	21.81	34.81%	15.87%	11.10%	-0.06%	9.87M
51	Footwear & Accessories	167.38B	33.55	26.69	3.09	2.10	6.56	11.60	27.99	10.87%	10.84%	11.53%	-1.50%	30.17M
52	Furnishings, Fixtures & Appliances	66.53B	28.92	16.27	2.49	0.93	2.48	16.62	22.64	3.84%	11.59%	7.00%	-2.12%	16.85M
53	Gambling	122.22B	78.90	26.67	2.68	3.60	7.18	15.63	32.43	-21.18%	29.44%	42.92%	-2.92%	53.53M
54	Gold	531.26B	23.31	14.98	0.81	5.61	3.22	19.95	27.51	10.78%	28.63%	13.27%	-0.39%	217.16M
55	Grocery Stores	76.03B	18.51	13.85	1.58	0.29	4.00	9.79	26.40	14.56%	11.69%	5.01%	0.65%	18.05M
56	Health Information Services	125.58B	91.97	39.49	4.84	3.59	4.83	9.26	31.91	13.61%	19.01%	23.45%	-1.34%	42.55M
57	Healthcare Plans	636.50B	15.79	14.06	27.29	0.39	2.07	43.83	14.24	-0.47%	0.58%	11.23%	-0.53%	62.33M
58	Home Improvement Retail	583.49B	26.88	24.41	4.74	2.29	43.35	69.55	26.52	10.25%	5.67%	6.59%	-0.21%	10.45M
59	Household & Personal Products	773.73B	25.87	20.08	3.72	2.98	7.19	29.36	24.67	3.86%	6.95%	3.50%	-0.63%	102.75M
60	Industrial Distribution	240.64B	31.58	24.32	3.67	1.80	5.49	34.75	31.40	20.03%	8.61%	8.80%	-2.07%	26.14M
61	Information Technology Services	875.82B	25.74	16.89	2.94	2.23	4.28	14.43	16.99	4.38%	8.74%	4.74%	-0.85%	259.75M
62	Insurance - Diversified	2273.59B	20.02	25.45	13.18	2.64	1.91	3.30	56.88	4.71%	1.52%	8.25%	-0.59%	14.00M
63	Insurance - Life	303.39B	14.78	9.01	1.75	1.09	1.56	4053.90	5.02	7.59%	8.47%	-4.70%	0.11%	17.29M
64	Insurance - Property & Casualty	629.93B	12.85	12.81	1.56	1.44	2.15	-	7.56	13.33%	8.25%	10.54%	-0.58%	22.31M
65	Insurance - Reinsurance	44.08B	11.57	6.75	0.80	0.76	1.07	-	3.02	4.25%	14.41%	16.01%	-0.03%	2.62M
66	Insurance - Specialty	79.34B	13.94	10.99	0.90	1.97	1.55	459.68	6.75	4.81%	15.56%	8.10%	-0.64%	8.05M
67	Insurance Brokers	354.10B	34.11	20.70	3.09	4.28	4.98	11.84	27.25	16.21%	11.05%	9.25%	-0.53%	22.74M
68	Integrated Freight & Logistics	199.58B	15.44	13.10	2.52	0.79	3.06	10.63	21.67	11.19%	6.12%	5.31%	-0.39%	18.12M
69	Internet Content & Information	8114.89B	46.59	41.23	3.14	7.96	13.60	26.67	42.21	26.92%	14.83%	17.39%	0.36%	231.25M
70	Internet Retail	3501.31B	30.61	25.17	1.20	2.90	5.84	11.30	95.92	31.72%	25.53%	23.80%	-0.68%	154.29M
71	Leisure	77.00B	40.79	21.12	1.72	1.85	4.10	14.49	26.63	-1.95%	23.71%	10.34%	-1.36%	39.32M
72	Lodging	199.05B	32.28	25.13	2.65	3.35	43.71	34.71	29.36	17.45%	12.16%	4.67%	-1.01%	24.39M
73	Lumber & Wood Production	23.00B	24.83	19.78	28.29	1.08	1.64	10.47	43.91	29.17%	0.88%	11.03%	-2.79%	823.13K
74	Luxury Goods	31.25B	113.76	16.58	10.42	1.48	9.04	15.45	18.48	-88.88%	10.92%	6.07%	-1.12%	11.23M
75	Marine Shipping	31.22B	5.53	8.51	0.86	0.97	0.79	4.49	5.54	31.58%	6.43%	18.11%	-0.72%	14.85M
76	Medical Care Facilities	219.11B	18.11	13.90	1.27	0.95	4.26	17.51	12.91	11.96%	14.28%	7.33%	-0.42%	51.76M
77	Medical Devices	980.10B	31.20	22.79	2.54	4.19	4.03	20.96	32.95	9.17%	12.30%	8.54%	-0.69%	105.38M
78	Medical Distribution	193.73B	27.92	16.29	2.30	0.21	33.60	20.78	20.62	27.00%	12.15%	9.16%	-0.62%	6.17M
79	Medical Instruments & Supplies	453.02B	43.32	22.32	3.87	3.95	3.28	21.67	34.66	10.93%	11.20%	9.40%	-1.95%	47.41M
80	Metal Fabrication	48.84B	25.91	18.32	1.67	2.13	4.05	19.55	25.39	71.11%	15.51%	4.38%	-0.83%	5.81M
81	Mortgage Finance	83.53B	70.29	35.20	1.41	4.40	3.14	9.26	913.03	12.76%	49.92%	1.06%	-0.03%	52.25M
82	Oil & Gas Drilling	18.73B	37.49	20.32	-	0.84	0.71	6.77	14.21	18.91%	-5.97%	9.20%	-0.36%	45.87M
83	Oil & Gas E&P	599.61B	13.03	11.59	0.99	2.08	1.46	23.63	13.83	18.40%	13.21%	11.69%	-1.04%	117.73M
84	Oil & Gas Equipment & Services	213.37B	13.89	13.68	1.52	1.32	2.02	10.37	12.95	39.51%	9.12%	4.23%	-1.18%	69.08M
85	Oil & Gas Integrated	1590.19B	14.43	11.56	1.87	0.93	1.47	8.61	10.16	19.54%	7.73%	4.02%	-0.51%	97.62M
86	Oil & Gas Midstream	825.38B	17.96	15.94	2.59	1.77	2.98	40.20	17.00	10.02%	6.93%	7.37%	-0.05%	82.16M
87	Oil & Gas Refining & Marketing	200.16B	36.33	13.73	1.91	0.34	2.05	10.47	20.25	6.13%	18.98%	5.16%	-1.06%	23.54M
88	Other Industrial Metals & Mining	314.64B	14.10	12.21	34.63	2.00	1.99	9.30	18.32	-4.64%	0.41%	3.37%	0.01%	86.19M
89	Other Precious Metals & Mining	30.72B	38.29	17.42	0.90	3.32	2.60	10.70	70.61	-0.41%	42.43%	13.10%	0.04%	54.70M
90	Packaged Foods	256.34B	19.90	13.38	6.18	1.10	1.86	14.45	14.54	4.09%	3.22%	4.47%	-0.99%	80.67M
91	Packaging & Containers	159.46B	29.00	12.60	1.13	1.00	2.01	20.91	29.30	-1.58%	25.64%	4.03%	-1.20%	57.87M
92	Paper & Paper Products	14.38B	9.04	7.70	-	0.83	1.28	3.33	11.09	-14.41%	-3.06%	4.88%	-1.30%	2.64M
93	Personal Services	58.72B	5.03	22.93	0.41	3.16	6.54	18.89	24.16	13.42%	12.41%	8.16%	-1.55%	6.27M
94	Pharmaceutical Retailers	10.86B	-	1234.63	-	0.07	1.47	11.75	18.33	51.51%	-	3.56%	0.43%	1.63M
95	Pollution & Treatment Controls	48.33B	35.86	28.86	3.00	4.87	7.60	21.17	32.84	-22.87%	11.95%	3.82%	-0.51%	9.88M
96	Publishing	22.86B	21.55	18.16	1.93	1.67	2.60	16.81	11.13	16.32%	11.17%	2.42%	-0.40%	3.41M
97	Railroads	413.33B	19.79	17.29	2.13	4.53	3.88	68.03	25.90	5.81%	9.29%	4.28%	-0.66%	22.33M
98	Real Estate - Development	8.49B	15.53	15.55	-	1.06	0.97	6.98	20.07	5.97%	-2.88%	18.34%	-2.03%	3.18M
99	Real Estate - Diversified	8.01B	22.61	30.59	6.91	3.59	1.75	4.11	21.51	20.23%	3.27%	13.24%	-0.61%	558.50K
100	Real Estate Services	174.71B	55.14	26.76	2.53	1.30	3.42	8.96	37.46	3.09%	21.78%	11.00%	-1.30%	611.34M
101	Recreational Vehicles	26.34B	38.56	19.72	6.49	0.66	1.80	7.30	8.80	-0.73%	5.94%	3.90%	-3.35%	5.65M
102	REIT - Diversified	62.66B	17.95	15.87	4.38	6.61	1.32	53.46	14.09	9.86%	4.10%	22.11%	0.03%	12.83M
103	REIT - Healthcare Facilities	209.43B	87.72	57.02	3.23	7.85	2.44	27.55	30.69	-5.14%	27.13%	10.79%	0.35%	40.93M
104	REIT - Hotel & Motel	33.10B	25.61	27.51	-	1.43	1.29	10.91	12.77	-5.22%	-3.06%	1.69%	-0.33%	25.96M
105	REIT - Industrial	267.45B	33.08	36.57	-	8.47	2.33	71.57	23.25	9.62%	-1.15%	16.97%	-0.24%	22.05M
106	REIT - Mortgage	66.16B	20.68	7.53	4.69	2.11	0.94	4.60	12.72	-4.49%	4.41%	17.29%	-0.72%	54.70M
107	REIT - Office	77.66B	55.78	79.48	1.00	4.06	1.26	13.79	13.72	-27.47%	55.57%	4.29%	0.80%	22.58M
108	REIT - Residential	193.45B	30.71	45.78	5.22	7.72	2.38	57.22	22.16	4.43%	5.88%	7.66%	-0.97%	20.72M
109	REIT - Retail	245.83B	34.85	36.73	3.01	9.30	2.43	50.10	20.23	-0.11%	11.56%	11.43%	-0.39%	27.23M
110	REIT - Specialty	381.13B	57.18	35.82	3.53	6.76	6.03	27.69	41.30	4.20%	16.18%	7.00%	-0.92%	22.92M
111	Rental & Leasing Services	164.53B	19.41	17.60	2.29	1.80	2.94	17.08	98.61	5.12%	8.49%	10.76%	-1.43%	21.71M
112	Residential Construction	203.25B	12.67	13.93	-	1.26	2.03	15.60	22.64	26.43%	-1.28%	12.12%	-1.80%	13.74M
113	Resorts & Casinos	100.02B	27.61	17.19	1.62	1.20	4.87	7.71	24.02	-0.79%	17.00%	3.11%	-2.22%	24.63M
114	Restaurants	559.82B	28.82	23.79	3.26	3.27	21.36	31.56	30.78	9.83%	8.84%	7.66%	-0.96%	161.39M
115	Scientific & Technical Instruments	201.62B	36.61	21.22	3.13	3.93	3.39	15.20	26.03	7.83%	11.68%	8.46%	-1.40%	21.95M
116	Security & Protection Services	47.24B	22.94	15.80	2.05	2.02	4.00	12.86	14.68	13.07%	11.21%	7.76%	-0.94%	17.12M
117	Semiconductor Equipment & Materials	808.05B	28.56	23.85	1.98	6.80	10.00	22.44	29.83	25.30%	14.45%	15.59%	0.55%	48.47M
118	Semiconductors	8999.55B	48.27	27.13	1.46	14.31	11.90	34.77	54.89	54.34%	33.16%	39.67%	0.21%	531.19M
119	Shell Companies	40.96B	141.40	598.97	3.33	12.90	2.29	95.43	-	-	42.40%	-	-0.22%	21.64M
120	Silver	11.01B	69.87	28.06	1.40	7.98	2.47	9.95	48.11	-2.05%	50.06%	10.58%	1.27%	50.64M
121	Software - Application	2827.35B	44.06	29.90	2.52	7.29	6.99	17.37	31.68	23.31%	17.49%	20.38%	-0.88%	461.02M
122	Software - Infrastructure	6296.11B	45.71	30.83	2.33	11.25	11.09	28.00	54.99	16.04%	19.60%	16.94%	0.40%	480.40M
123	Solar	48.88B	24.33	11.75	1.01	1.48	1.92	3.61	45.01	-15.59%	24.15%	12.20%	-0.46%	37.95M
124	Specialty Business Services	395.04B	40.15	27.29	3.68	3.40	6.13	29.99	31.77	9.34%	10.91%	8.23%	-0.60%	24.07M
125	Specialty Chemicals	679.23B	35.86	21.46	4.48	2.50	3.51	22.49	40.56	15.40%	8.01%	4.08%	-0.94%	45.48M
126	Specialty Industrial Machinery	1089.47B	34.21	25.06	2.82	3.81	5.83	33.82	32.43	-2.25%	12.12%	5.55%	-0.95%	118.19M
127	Specialty Retail	198.74B	23.44	19.25	3.02	1.02	5.68	10.75	23.76	17.07%	7.75%	7.42%	-1.64%	51.55M
128	Staffing & Employment Services	18.59B	25.30	13.60	3.93	0.38	2.33	4.54	12.40	-0.83%	6.44%	7.07%	-2.63%	9.55M
129	Steel	142.81B	19.19	11.45	0.91	0.58	0.84	4.42	49.97	12.78%	21.15%	6.49%	-1.49%	39.51M
130	Telecom Services	1238.34B	14.63	12.40	1.23	1.41	1.97	10.76	9.79	4.27%	11.89%	4.53%	-0.15%	134.71M
131	Textile Manufacturing	1.85B	31.40	15.52	-	0.94	1.55	13.07	19.48	-5.74%	-	2.73%	-3.34%	274.54K
132	Thermal Coal	11.31B	17.79	9.66	6.73	1.08	1.11	9.37	12.72	10.24%	2.64%	4.89%	0.50%	2.88M
133	Tobacco	499.89B	23.74	14.97	2.85	5.20	7.39	36.93	18.26	-3.29%	8.35%	2.72%	-0.78%	19.74M
134	Tools & Accessories	71.26B	24.06	17.55	2.65	1.84	2.70	23.56	22.25	7.70%	9.09%	11.05%	-1.37%	6.09M
135	Travel Services	526.62B	29.18	19.64	1.64	3.42	10.52	8.76	20.18	0.47%	17.83%	9.43%	-1.69%	44.45M
136	Trucking	81.95B	31.38	23.55	1.92	1.46	3.04	64.94	42.82	8.89%	16.33%	4.52%	-2.65%	9.51M
137	Uranium	54.38B	111.15	70.76	2.57	16.73	6.16	24.68	76.09	6.79%	43.31%	12.66%	-2.28%	96.12M
138	Utilities - Diversified	99.69B	20.38	14.71	4.72	1.65	1.90	18.78	79.22	8.11%	4.32%	8.45%	0.15%	21.91M
139	Utilities - Independent Power Producers	130.84B	35.23	20.94	2.63	2.19	12.30	44.35	64.38	14.83%	13.40%	14.35%	2.48%	7.32M
140	Utilities - Regulated Electric	1154.62B	18.97	15.48	2.19	2.44	1.91	36.04	132.82	3.48%	8.65%	3.80%	0.23%	106.87M
141	Utilities - Regulated Gas	94.40B	21.26	18.35	2.18	2.10	1.88	27.71	84.66	6.26%	9.78%	4.24%	-0.28%	9.51M
142	Utilities - Regulated Water	66.83B	15.64	18.54	1.80	3.75	2.15	32.98	85.37	12.70%	8.67%	9.40%	-0.25%	6.14M
143	Utilities - Renewable	159.68B	36.13	27.35	2.43	2.96	3.49	10.01	34.92	20.19%	14.85%	6.24%	1.28%	17.64M
144	Waste Management	243.16B	41.49	29.92	3.61	3.65	5.99	121.65	38.18	9.48%	11.49%	9.78%	-1.31%	9.92M

