
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
45	Entertainment	1152.72B	43.99	35.35	2.12	3.42	4.80	19.46	30.27	19.43%	20.71%	11.79%	1.70%	137.53M
46	Farm & Heavy Construction Machinery	425.19B	21.57	18.98	10.59	2.12	4.85	14.29	22.09	16.21%	2.04%	4.28%	1.38%	24.51M
47	Farm Products	78.74B	14.93	13.44	2.57	0.38	1.26	4.64	11.60	14.06%	5.82%	7.63%	0.18%	27.62M
48	Financial Conglomerates	50.96B	16.03	3.16	1.17	1.54	1.38	4.45	32.57	4.85%	13.74%	14.46%	0.89%	2.75M
49	Financial Data & Stock Exchanges	698.34B	35.10	26.78	3.79	9.19	5.30	30.17	26.98	8.92%	9.25%	17.40%	0.30%	19.91M
50	Food Distribution	82.14B	28.57	16.75	1.84	0.33	4.97	42.75	21.75	35.18%	15.50%	11.08%	1.57%	8.48M
51	Footwear & Accessories	174.00B	34.87	27.78	3.22	2.18	6.82	12.06	29.02	11.05%	10.84%	11.70%	1.09%	31.01M
52	Furnishings, Fixtures & Appliances	68.37B	29.64	16.64	2.49	0.95	2.55	17.06	23.20	3.90%	11.92%	7.22%	2.83%	21.37M
53	Gambling	126.95B	81.79	27.63	2.76	3.75	7.50	16.32	33.68	-20.79%	29.59%	43.71%	-0.18%	61.88M
54	Gold	494.31B	22.09	14.32	0.85	5.31	2.96	18.06	25.94	10.86%	26.09%	13.29%	-0.96%	207.51M
55	Grocery Stores	76.46B	18.63	13.94	1.57	0.29	4.10	9.97	26.55	14.62%	11.86%	5.02%	-0.21%	20.15M
56	Health Information Services	123.22B	90.24	38.69	4.70	3.52	4.74	9.09	31.36	13.67%	19.21%	23.23%	0.69%	40.48M
57	Healthcare Plans	597.39B	14.82	13.06	11.38	0.37	1.94	41.14	13.36	-0.69%	1.30%	11.24%	-0.04%	74.45M
58	Home Improvement Retail	567.81B	26.16	23.77	4.61	2.22	42.19	67.68	25.81	10.26%	5.67%	6.59%	1.18%	8.95M
59	Household & Personal Products	786.60B	26.30	20.44	3.81	3.03	7.31	29.85	25.08	3.82%	6.90%	3.48%	0.71%	117.40M
60	Industrial Distribution	254.79B	33.52	25.64	3.85	1.90	5.83	36.90	33.17	20.11%	8.71%	8.85%	2.04%	22.21M
61	Information Technology Services	875.06B	25.75	16.86	2.94	2.23	4.27	14.41	16.97	4.65%	8.76%	4.80%	-0.91%	165.10M
62	Insurance - Diversified	2330.17B	20.51	26.09	13.70	2.71	1.96	3.38	58.30	4.71%	1.50%	8.21%	0.96%	14.14M
63	Insurance - Life	300.57B	14.65	8.93	1.74	1.08	1.55	4016.14	4.97	7.50%	8.40%	-4.51%	1.32%	18.53M
64	Insurance - Property & Casualty	634.97B	12.96	12.92	1.57	1.45	2.17	-	7.62	13.36%	8.24%	10.54%	1.07%	22.45M
65	Insurance - Reinsurance	44.15B	11.59	6.76	0.81	0.76	1.07	-	3.02	4.14%	14.34%	15.92%	-0.31%	2.09M
66	Insurance - Specialty	80.14B	14.09	11.10	0.91	1.99	1.56	464.36	6.82	4.82%	15.47%	8.29%	1.21%	7.30M
67	Insurance Brokers	357.38B	34.24	20.89	3.10	4.31	5.00	11.91	27.47	16.23%	11.05%	9.29%	0.06%	11.91M
68	Integrated Freight & Logistics	198.55B	15.37	12.99	2.50	0.78	3.05	10.57	21.56	11.06%	6.15%	5.29%	-0.17%	23.38M
69	Internet Content & Information	7879.18B	45.23	40.08	3.05	7.73	13.21	25.92	40.99	26.95%	14.81%	17.40%	1.02%	252.44M
70	Internet Retail	3513.62B	30.51	25.18	1.21	2.91	5.86	11.33	96.25	32.46%	25.24%	23.73%	2.93%	173.15M
71	Leisure	79.11B	41.91	21.71	1.78	1.90	4.21	14.87	27.38	-2.33%	23.48%	10.34%	1.54%	82.75M
72	Lodging	200.73B	32.56	25.35	2.68	3.38	44.08	35.01	29.60	17.38%	12.15%	4.64%	0.98%	11.16M
73	Lumber & Wood Production	23.25B	25.10	19.53	27.52	1.18	1.90	11.48	44.38	28.83%	0.91%	11.03%	3.09%	1.06M
74	Luxury Goods	31.30B	113.76	16.63	11.14	1.48	8.96	15.48	18.51	-94.47%	10.21%	6.02%	1.87%	13.08M
75	Marine Shipping	30.87B	5.51	8.40	0.83	0.96	0.80	4.52	5.32	31.58%	6.64%	18.00%	0.25%	16.71M
76	Medical Care Facilities	221.30B	18.29	14.10	1.29	0.96	4.30	17.69	13.05	12.00%	14.21%	7.32%	0.70%	44.06M
77	Medical Devices	991.73B	31.57	23.06	2.55	4.24	4.08	21.19	33.34	8.99%	12.36%	8.58%	0.77%	240.41M
78	Medical Distribution	188.33B	27.14	15.84	2.23	0.20	32.67	20.20	20.04	26.99%	12.16%	9.15%	-0.35%	10.07M
79	Medical Instruments & Supplies	457.59B	43.75	22.54	3.91	3.99	3.31	21.85	35.00	10.96%	11.18%	9.39%	1.78%	49.72M
80	Metal Fabrication	49.21B	26.10	18.45	1.68	2.14	4.10	19.71	25.58	70.45%	15.51%	4.34%	1.60%	4.97M
81	Mortgage Finance	75.45B	63.49	31.79	1.28	3.97	2.90	8.47	824.67	13.08%	49.67%	1.20%	4.90%	38.81M
82	Oil & Gas Drilling	18.32B	36.67	19.73	-	0.82	0.70	6.62	13.90	18.56%	-6.29%	9.27%	2.77%	54.41M
83	Oil & Gas E&P	613.03B	13.34	11.90	1.06	2.13	1.50	24.17	14.15	18.63%	12.59%	11.81%	0.98%	125.78M
84	Oil & Gas Equipment & Services	215.74B	14.05	13.86	1.53	1.33	2.04	10.49	13.09	39.16%	9.16%	4.26%	2.88%	76.28M
85	Oil & Gas Integrated	1592.37B	14.50	11.56	1.86	0.93	1.47	8.62	10.02	19.52%	7.80%	4.00%	0.03%	96.40M
86	Oil & Gas Midstream	818.36B	17.69	15.83	2.54	1.75	2.96	40.12	16.75	10.06%	6.96%	7.44%	0.04%	80.79M
87	Oil & Gas Refining & Marketing	200.15B	36.33	14.14	1.95	0.34	2.05	10.47	20.25	6.05%	18.62%	5.16%	0.24%	22.77M
88	Other Industrial Metals & Mining	311.72B	13.97	12.15	-	1.98	1.97	9.25	18.15	-4.03%	-0.12%	3.54%	-0.55%	86.39M
89	Other Precious Metals & Mining	28.12B	35.05	16.25	0.91	3.04	2.38	9.79	64.64	-0.33%	38.39%	13.33%	-2.65%	45.54M
90	Packaged Foods	259.23B	19.55	13.13	6.04	1.12	1.85	14.75	14.75	4.06%	3.24%	4.46%	-0.08%	87.94M
91	Packaging & Containers	161.21B	29.32	12.74	1.12	1.01	2.03	21.14	29.53	-1.73%	26.16%	4.08%	0.15%	52.02M
92	Paper & Paper Products	14.57B	9.16	7.73	-	0.84	1.29	3.38	11.24	-14.37%	-3.06%	4.87%	0.15%	4.72M
93	Personal Services	58.30B	5.00	22.77	0.40	3.13	4.18	18.77	23.99	13.35%	12.45%	8.16%	0.87%	7.72M
94	Pharmaceutical Retailers	10.81B	-	9.00	-	0.07	1.46	11.70	18.25	51.52%	-	3.28%	-2.80%	1.26M
95	Pollution & Treatment Controls	47.45B	35.20	28.34	2.93	4.78	7.46	20.78	32.24	-23.04%	12.01%	3.85%	1.81%	7.29M
96	Publishing	22.72B	21.63	18.01	1.94	1.66	2.58	16.66	11.09	16.19%	11.18%	2.44%	0.49%	3.98M
97	Railroads	424.16B	20.31	17.71	2.16	4.65	3.98	69.82	26.58	5.82%	9.41%	4.26%	0.60%	23.55M
98	Real Estate - Development	8.65B	15.86	15.85	-	1.08	1.01	7.18	20.41	5.58%	-2.84%	18.54%	2.09%	2.39M
99	Real Estate - Diversified	7.68B	21.68	29.33	6.63	3.44	1.68	3.94	20.62	20.25%	3.27%	13.30%	1.90%	481.38K
100	Real Estate Services	169.09B	54.22	26.09	2.48	1.26	3.33	8.63	37.07	2.64%	21.83%	11.17%	1.95%	506.81M
101	Recreational Vehicles	27.07B	39.62	20.31	5.99	0.68	1.85	7.50	9.04	-0.59%	6.62%	3.94%	2.38%	4.99M
102	REIT - Diversified	62.48B	17.91	15.87	4.56	6.60	1.31	53.31	14.05	9.99%	3.93%	22.31%	0.23%	14.25M
103	REIT - Healthcare Facilities	206.62B	86.55	55.91	3.22	7.75	2.41	27.18	30.28	-5.01%	26.89%	10.84%	0.42%	27.94M
104	REIT - Hotel & Motel	33.32B	25.78	27.75	-	1.44	1.30	10.98	12.85	-5.20%	-3.01%	1.70%	1.82%	27.42M
105	REIT - Industrial	263.54B	32.60	36.19	-	8.34	2.30	70.53	22.91	9.62%	-1.33%	16.92%	0.94%	27.69M
106	REIT - Mortgage	66.73B	20.86	7.59	4.68	2.13	0.95	4.64	12.83	-4.56%	4.45%	17.19%	1.57%	89.58M
107	REIT - Office	75.32B	54.10	77.02	0.98	3.93	1.23	13.38	13.31	-27.01%	55.09%	4.37%	1.30%	29.00M
108	REIT - Residential	193.18B	30.67	45.89	5.35	7.71	2.37	57.14	22.13	4.44%	5.73%	7.67%	0.94%	24.67M
109	REIT - Retail	244.90B	34.72	36.51	2.98	9.27	2.42	49.92	20.21	-0.02%	11.64%	11.28%	0.83%	29.65M
110	REIT - Specialty	373.37B	56.02	35.06	3.45	6.62	5.91	27.13	40.46	4.30%	16.25%	6.94%	0.21%	27.89M
111	Rental & Leasing Services	164.89B	19.46	17.64	2.30	1.80	2.95	17.11	98.83	5.54%	8.47%	10.67%	1.33%	21.19M
112	Residential Construction	204.05B	12.70	13.95	-	1.26	2.04	15.66	22.73	26.40%	-1.02%	12.09%	3.07%	19.94M
113	Resorts & Casinos	103.34B	28.53	17.79	1.67	1.24	5.04	7.97	24.82	-1.04%	17.04%	3.14%	-0.43%	24.86M
114	Restaurants	579.81B	29.85	24.64	3.37	3.39	22.12	32.68	31.88	9.95%	8.85%	7.76%	-0.22%	79.85M
115	Scientific & Technical Instruments	197.98B	35.97	20.85	3.10	3.86	3.33	14.92	25.55	7.87%	11.60%	8.38%	1.37%	21.26M
116	Security & Protection Services	46.60B	22.57	15.60	2.04	2.00	3.95	12.77	14.37	12.84%	11.05%	7.11%	1.66%	156.31M
117	Semiconductor Equipment & Materials	740.75B	26.18	21.90	1.83	6.23	9.17	20.57	27.35	25.22%	14.32%	15.55%	2.25%	42.95M
118	Semiconductors	8400.62B	46.55	25.78	1.49	13.42	11.26	32.61	51.99	55.82%	31.26%	40.39%	0.95%	452.20M
119	Shell Companies	39.00B	135.07	570.32	3.19	12.29	2.18	91.17	-	-	42.40%	-	-0.28%	14.02M
120	Silver	10.12B	64.20	24.09	1.19	7.33	2.27	9.14	44.21	-1.24%	54.13%	10.71%	-4.11%	40.17M
121	Software - Application	2821.63B	43.52	29.84	2.49	7.29	6.99	17.37	31.56	23.14%	17.47%	20.12%	-0.67%	508.68M
122	Software - Infrastructure	6032.53B	43.75	29.49	2.29	10.81	11.01	25.53	52.85	16.63%	19.14%	17.14%	0.41%	461.38M
123	Solar	49.67B	24.57	12.35	1.07	1.50	1.95	3.67	45.62	-8.90%	23.03%	12.12%	0.89%	42.70M
124	Specialty Business Services	401.00B	43.28	27.65	4.00	3.52	6.56	31.88	34.02	9.51%	10.83%	8.16%	1.39%	30.77M
125	Specialty Chemicals	676.28B	35.71	21.29	4.41	2.49	3.50	22.39	40.38	15.31%	8.09%	4.09%	0.52%	91.51M
126	Specialty Industrial Machinery	1071.30B	33.64	24.65	2.82	3.74	5.74	33.26	31.89	-1.68%	11.94%	5.57%	2.01%	94.94M
127	Specialty Retail	196.78B	23.39	19.18	3.03	1.01	5.65	12.41	24.19	16.61%	7.72%	7.45%	1.71%	57.17M
128	Staffing & Employment Services	19.31B	26.36	14.07	4.12	0.40	2.41	4.36	12.68	-1.05%	6.40%	6.56%	0.74%	7.20M
129	Steel	142.45B	19.14	11.41	0.93	0.58	0.84	4.40	49.84	12.73%	20.65%	6.33%	1.07%	74.79M
130	Telecom Services	1248.31B	14.75	12.49	1.23	1.42	1.99	10.85	9.87	4.37%	11.98%	4.51%	0.55%	156.31M
131	Textile Manufacturing	1.98B	33.56	15.83	-	1.01	1.66	14.54	20.82	-5.90%	-	2.78%	2.97%	204.92K
132	Thermal Coal	11.05B	17.38	9.42	7.69	1.05	1.08	9.16	12.43	10.24%	2.26%	4.92%	0.06%	5.23M
133	Tobacco	489.41B	23.24	14.66	2.80	5.09	7.24	36.15	17.88	-3.31%	8.32%	2.70%	-0.50%	21.48M
134	Tools & Accessories	71.65B	23.68	17.63	2.61	1.85	2.71	23.89	22.63	8.00%	9.06%	11.23%	1.84%	7.90M
135	Travel Services	537.92B	29.80	20.09	1.67	3.49	10.75	8.95	20.61	0.62%	17.84%	9.46%	0.89%	47.33M
136	Trucking	83.40B	31.93	23.80	1.91	1.49	3.09	66.10	43.58	8.75%	16.70%	4.55%	1.62%	12.16M
137	Uranium	52.70B	107.73	68.98	2.51	16.34	5.97	24.15	75.48	6.69%	42.90%	12.52%	-1.54%	99.16M
138	Utilities - Diversified	98.39B	20.11	14.51	4.66	1.63	1.87	18.54	78.19	8.14%	4.32%	8.48%	-0.34%	25.49M
139	Utilities - Independent Power Producers	119.96B	32.30	19.29	2.55	2.01	11.27	40.66	59.03	14.88%	12.69%	14.25%	0.86%	6.88M
140	Utilities - Regulated Electric	1142.10B	18.76	15.31	2.17	2.41	1.89	35.65	131.38	3.46%	8.63%	3.80%	-0.12%	126.13M
141	Utilities - Regulated Gas	93.20B	20.99	18.15	2.17	2.13	1.85	30.40	83.58	6.21%	9.66%	4.25%	-0.78%	36.87M
142	Utilities - Regulated Water	66.80B	15.63	18.53	1.83	3.75	2.15	32.96	85.32	12.66%	8.55%	9.38%	0.88%	6.32M
143	Utilities - Renewable	154.05B	34.86	26.77	2.39	2.85	3.37	9.66	33.69	20.09%	14.61%	6.24%	0.45%	15.44M
144	Waste Management	250.05B	42.67	30.77	3.72	3.76	6.16	125.10	39.26	9.49%	11.47%	9.77%	0.33%	11.59M

