No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
23	Capital Markets	1131.59B	24.00	19.77	1.54	2.10	3.18	4.49	6.35	13.05%	15.62%	26.87%	1.64%	734.50M
24	Chemicals	36.55B	65.87	24.91	-	0.39	1.01	4.50	17.42	17.94%	-4.42%	2.20%	-0.34%	41.37M
25	Coking Coal	8.29B	73.08	14.35	2.64	1.37	1.78	7.53	24.48	-8.03%	27.63%	7.95%	4.32%	11.09M
26	Communication Equipment	565.58B	31.52	18.30	3.17	3.14	4.52	12.69	23.12	10.23%	9.94%	3.82%	1.30%	166.88M
27	Computer Hardware	511.97B	39.16	24.26	2.25	2.32	12.30	13.76	29.85	13.57%	17.39%	12.45%	2.52%	377.54M
28	Confectioners	123.44B	26.22	23.31	391.91	2.51	4.11	46.21	26.72	8.06%	0.07%	7.05%	0.20%	20.16M
29	Conglomerates	240.73B	23.17	18.46	2.97	2.01	6.66	10.89	30.56	0.90%	7.81%	-0.78%	-0.19%	16.08M
30	Consulting Services	93.75B	33.02	26.61	2.84	3.57	10.66	46.41	28.11	19.12%	11.63%	6.63%	-0.56%	7.17M
31	Consumer Electronics	3718.98B	35.31	29.19	4.05	7.23	28.83	54.52	32.28	14.96%	8.71%	8.19%	-0.29%	71.30M
32	Copper	162.07B	27.29	19.55	1.87	3.96	4.90	16.69	29.36	17.57%	14.62%	10.33%	0.05%	24.33M
33	Credit Services	1779.63B	31.73	21.44	2.15	5.33	6.14	11.62	18.54	10.34%	14.74%	10.52%	-0.91%	154.46M
34	Department Stores	16.19B	14.72	17.99	-	0.36	1.64	7.31	8.72	28.68%	-12.90%	-0.61%	1.06%	12.86M
35	Diagnostics & Research	672.44B	34.47	22.86	3.45	4.11	3.79	26.71	28.39	9.98%	10.00%	10.15%	1.60%	46.98M
36	Discount Stores	1360.49B	38.90	34.19	4.12	1.17	9.10	43.31	47.90	9.37%	9.44%	7.11%	-0.71%	35.94M
37	Drug Manufacturers - General	3160.40B	23.19	13.61	1.18	4.48	6.13	25.62	19.05	5.82%	19.63%	9.38%	0.38%	130.57M
38	Drug Manufacturers - Specialty & Generic	309.27B	6.98	14.20	0.45	2.30	2.22	12.04	15.80	11.44%	15.38%	8.50%	0.39%	165.13M
39	Education & Training Services	58.35B	23.71	16.62	2.03	1.70	2.72	3.71	22.72	14.03%	11.69%	9.16%	0.15%	34.14M
40	Electrical Equipment & Parts	158.17B	42.71	27.28	1.52	3.80	6.41	22.06	38.39	23.47%	28.19%	11.40%	3.00%	215.61M
41	Electronic Components	425.03B	48.24	27.88	2.37	2.89	6.47	27.78	36.69	16.42%	20.34%	7.87%	3.07%	63.18M
42	Electronic Gaming & Multimedia	282.98B	46.28	27.89	2.23	7.58	8.37	9.41	29.61	-24.60%	20.75%	22.89%	-1.48%	15.04M
43	Electronics & Computer Distribution	30.26B	17.91	10.32	1.44	0.24	1.30	15.08	14.99	-0.58%	12.45%	9.11%	1.87%	3.85M
44	Engineering & Construction	345.92B	22.24	28.11	1.19	1.75	5.59	20.67	28.29	24.79%	18.63%	11.25%	2.96%	36.27M
45	Entertainment	1083.55B	41.38	33.18	1.93	3.22	4.51	18.28	28.49	18.65%	21.40%	12.05%	-1.00%	152.48M
46	Farm & Heavy Construction Machinery	448.82B	22.77	20.12	9.52	2.23	5.12	15.08	23.31	16.19%	2.39%	4.27%	2.44%	29.74M
47	Farm Products	76.60B	14.60	13.06	2.54	0.37	1.23	4.51	11.35	13.36%	5.74%	7.49%	-0.15%	35.17M
48	Financial Conglomerates	51.49B	16.19	3.17	1.14	1.56	1.40	4.50	32.91	4.59%	14.18%	13.75%	-0.21%	2.94M
49	Financial Data & Stock Exchanges	680.02B	34.07	26.50	3.75	9.23	5.29	29.74	26.70	8.69%	9.08%	18.28%	-2.79%	50.36M
50	Food Distribution	82.55B	28.64	16.82	1.79	0.33	4.99	42.72	21.95	35.00%	16.00%	11.13%	-0.51%	10.91M
51	Footwear & Accessories	169.11B	33.89	27.04	3.07	2.12	6.63	11.72	28.28	10.95%	11.05%	11.52%	-0.24%	32.37M
52	Furnishings, Fixtures & Appliances	66.91B	29.09	16.36	2.43	0.93	2.49	16.67	22.73	3.91%	11.95%	7.12%	1.52%	20.21M
53	Gambling	121.34B	78.33	27.00	2.67	3.57	7.13	15.51	32.19	-21.18%	29.34%	42.95%	0.47%	54.94M
54	Gold	528.59B	23.53	14.92	0.83	5.68	3.21	19.85	27.74	10.72%	28.50%	13.25%	0.20%	233.49M
55	Grocery Stores	73.03B	17.03	13.28	1.47	0.28	3.84	9.40	21.88	14.43%	11.59%	5.01%	-0.85%	33.32M
56	Health Information Services	127.48B	93.36	40.07	4.92	3.64	4.90	9.40	32.39	13.75%	18.98%	23.53%	1.51%	48.60M
57	Healthcare Plans	616.31B	15.29	13.61	20.20	0.38	2.00	42.44	13.79	-0.49%	0.76%	11.25%	-0.76%	57.95M
58	Home Improvement Retail	575.78B	26.53	24.05	4.64	2.26	42.78	68.63	26.17	10.25%	5.71%	6.59%	0.05%	8.12M
59	Household & Personal Products	766.87B	25.64	19.90	3.64	2.95	7.13	29.10	24.45	3.90%	7.05%	3.53%	-1.20%	105.34M
60	Industrial Distribution	244.96B	31.09	31.29	3.41	1.82	5.59	34.78	30.93	20.76%	9.12%	9.31%	0.95%	26.97M
61	Information Technology Services	891.68B	26.21	17.19	2.99	2.27	4.35	14.68	17.30	3.85%	8.76%	4.64%	0.04%	260.95M
62	Insurance - Diversified	2259.27B	19.89	25.29	12.98	2.62	1.90	3.28	56.52	4.70%	1.53%	8.27%	-0.29%	20.29M
63	Insurance - Life	299.62B	14.58	8.90	1.72	1.07	1.54	4003.45	4.95	7.66%	8.48%	-4.78%	0.51%	23.52M
64	Insurance - Property & Casualty	624.76B	12.75	12.69	1.53	1.42	2.13	-	7.50	13.25%	8.32%	10.55%	0.76%	28.99M
65	Insurance - Reinsurance	42.91B	11.26	6.59	0.80	0.74	1.04	-	2.94	4.27%	14.09%	15.99%	0.88%	3.25M
66	Insurance - Specialty	79.47B	13.97	11.01	0.90	1.97	1.55	460.45	6.76	4.72%	15.55%	8.15%	1.70%	16.94M
67	Insurance Brokers	344.28B	32.99	20.12	2.98	4.15	4.82	11.47	26.46	16.20%	11.08%	9.29%	-0.22%	11.56M
68	Integrated Freight & Logistics	199.66B	16.40	13.87	2.76	0.79	3.16	10.63	21.68	11.06%	5.95%	5.31%	0.55%	26.47M
69	Internet Content & Information	8469.81B	48.63	43.03	3.28	8.31	14.20	27.84	44.06	26.92%	14.84%	17.40%	0.90%	385.89M
70	Internet Retail	3585.67B	31.34	25.75	1.23	2.97	5.97	11.52	98.23	31.49%	25.49%	23.96%	-0.21%	169.20M
71	Leisure	77.30B	40.95	21.20	1.70	1.85	4.12	14.54	26.74	-1.78%	24.13%	10.53%	1.46%	38.96M
72	Lodging	195.78B	31.85	24.78	2.61	3.30	42.98	34.15	28.86	17.46%	12.19%	4.72%	0.18%	7.36M
73	Lumber & Wood Production	22.44B	24.23	19.55	106.87	1.06	1.60	10.21	42.85	29.04%	0.23%	11.03%	0.94%	1.31M
74	Luxury Goods	33.30B	121.23	17.67	11.16	1.57	9.64	16.46	19.69	-82.21%	10.86%	6.11%	2.54%	12.05M
75	Marine Shipping	31.82B	5.67	8.61	0.89	0.99	0.81	4.67	5.66	31.96%	6.37%	18.25%	0.73%	17.72M
76	Medical Care Facilities	217.68B	17.99	13.79	1.25	0.94	4.23	17.39	12.83	12.67%	14.44%	7.32%	1.10%	81.68M
77	Medical Devices	971.36B	30.92	22.58	2.52	4.16	4.00	20.77	32.65	9.36%	12.29%	8.55%	0.39%	184.88M
78	Medical Distribution	188.25B	27.13	15.83	2.23	0.20	32.68	20.21	20.03	27.00%	12.18%	9.15%	0.32%	8.01M
79	Medical Instruments & Supplies	451.42B	43.17	22.25	3.86	3.93	3.27	21.59	34.53	10.97%	11.18%	9.37%	0.91%	49.82M
80	Metal Fabrication	49.98B	26.51	18.75	1.70	2.17	4.14	20.00	25.98	71.27%	15.61%	4.39%	1.67%	6.18M
81	Mortgage Finance	83.44B	70.22	35.21	1.41	4.39	3.13	9.24	912.02	10.99%	49.73%	1.06%	0.07%	58.28M
82	Oil & Gas Drilling	18.95B	37.92	21.56	-	0.85	0.72	6.85	14.37	18.89%	-6.79%	9.13%	-0.13%	45.68M
83	Oil & Gas E&P	606.11B	13.17	11.80	1.02	2.10	1.48	23.89	13.99	18.42%	12.94%	11.63%	-0.81%	160.83M
84	Oil & Gas Equipment & Services	213.42B	13.90	13.70	1.48	1.32	2.02	10.37	12.95	39.31%	9.41%	4.26%	0.79%	88.38M
85	Oil & Gas Integrated	1608.26B	14.59	11.74	1.89	0.94	1.49	8.71	10.28	19.53%	7.72%	4.04%	-0.65%	91.75M
86	Oil & Gas Midstream	831.14B	18.09	16.03	2.60	1.78	3.01	40.58	17.13	10.02%	6.97%	7.40%	0.34%	142.52M
87	Oil & Gas Refining & Marketing	206.08B	37.41	14.19	2.03	0.35	2.11	10.78	20.85	6.11%	18.46%	5.16%	-0.07%	24.65M
88	Other Industrial Metals & Mining	311.18B	13.95	12.12	23.10	1.98	1.97	9.21	18.12	-5.06%	0.60%	3.49%	-0.92%	106.80M
89	Other Precious Metals & Mining	30.24B	37.69	16.96	0.88	3.26	2.56	10.53	69.50	-0.12%	42.98%	13.04%	0.35%	45.30M
90	Packaged Foods	253.33B	18.85	13.24	6.03	1.10	1.84	13.85	14.61	3.97%	3.12%	4.45%	0.09%	102.95M
91	Packaging & Containers	159.13B	28.94	12.59	1.12	1.00	2.01	20.87	29.24	-1.68%	25.81%	4.02%	0.47%	56.70M
92	Paper & Paper Products	14.62B	9.19	7.84	-	0.84	1.30	3.39	11.28	-14.35%	-3.06%	4.86%	0.19%	2.45M
93	Personal Services	57.83B	4.96	22.58	0.40	3.12	1.67	18.61	23.80	13.38%	12.37%	8.13%	-0.10%	7.63M
94	Pharmaceutical Retailers	528.62M	-	55.07	-	0.65	2.31	4.59	31.84	51.51%	-	62.76%	7.35%	2.04M
95	Pollution & Treatment Controls	48.39B	35.90	28.90	2.97	4.87	7.61	21.20	32.88	-23.77%	12.10%	3.80%	1.19%	9.22M
96	Publishing	22.79B	21.48	17.63	1.92	1.67	2.59	16.76	11.09	16.33%	11.17%	2.41%	0.25%	4.86M
97	Railroads	421.02B	20.16	17.60	2.22	4.61	3.95	69.30	26.38	5.80%	9.09%	4.26%	1.12%	27.18M
98	Real Estate - Development	8.41B	15.39	15.47	-	1.12	0.98	7.94	19.89	6.17%	-3.38%	18.35%	0.20%	2.47M
99	Real Estate - Diversified	8.16B	23.04	31.17	7.05	3.65	1.78	4.19	21.91	20.20%	3.27%	13.12%	1.70%	520.67K
100	Real Estate Services	177.27B	55.90	27.15	2.55	1.32	3.47	9.09	38.01	3.21%	21.90%	10.98%	0.55%	326.77M
101	Recreational Vehicles	26.17B	38.32	19.66	6.55	0.66	1.79	7.24	8.75	-0.81%	5.85%	3.89%	0.08%	6.62M
102	REIT - Diversified	61.25B	17.55	15.51	4.33	6.46	1.29	52.25	13.78	9.75%	4.05%	21.97%	-0.78%	13.89M
103	REIT - Healthcare Facilities	207.02B	86.72	56.53	3.27	7.76	2.41	27.23	30.34	-4.90%	26.52%	10.85%	0.71%	31.41M
104	REIT - Hotel & Motel	33.14B	25.64	27.55	-	1.43	1.29	10.92	12.79	-5.34%	-3.06%	1.64%	1.31%	34.80M
105	REIT - Industrial	263.80B	32.63	36.10	-	8.35	2.30	70.60	22.93	9.63%	-1.24%	17.00%	0.42%	30.07M
106	REIT - Mortgage	65.51B	20.50	7.46	4.61	2.09	0.94	4.55	12.60	-4.55%	4.45%	17.29%	-0.38%	63.73M
107	REIT - Office	77.75B	55.84	79.36	1.01	4.06	1.26	13.81	13.73	-27.18%	55.50%	4.41%	1.87%	27.19M
108	REIT - Residential	190.55B	30.25	45.14	5.58	7.61	2.34	56.36	21.83	4.45%	5.42%	7.65%	0.34%	23.62M
109	REIT - Retail	242.52B	34.38	36.22	2.95	9.18	2.40	49.43	19.96	-0.09%	11.63%	11.40%	-0.21%	30.02M
110	REIT - Specialty	377.63B	56.66	35.55	3.52	6.70	5.98	27.44	40.92	4.19%	16.10%	7.02%	-0.59%	21.10M
111	Rental & Leasing Services	165.16B	19.49	17.66	2.23	1.81	2.96	17.14	98.99	5.28%	8.74%	10.83%	1.21%	20.33M
112	Residential Construction	197.64B	12.32	13.56	-	1.22	1.98	15.17	22.01	26.44%	-1.41%	12.10%	0.25%	18.85M
113	Resorts & Casinos	101.26B	27.95	17.40	1.65	1.22	4.93	7.81	24.32	-0.59%	16.95%	3.22%	1.67%	27.14M
114	Restaurants	553.00B	28.47	23.52	3.25	3.23	21.09	31.17	30.40	9.85%	8.75%	7.62%	-1.17%	103.35M
115	Scientific & Technical Instruments	205.94B	37.40	21.69	3.19	4.01	3.47	15.52	26.58	7.75%	11.72%	8.47%	2.67%	29.24M
116	Security & Protection Services	47.46B	23.05	15.88	2.07	2.03	4.02	12.92	14.74	12.96%	11.15%	7.53%	0.99%	26.96M
117	Semiconductor Equipment & Materials	900.02B	31.81	26.55	2.19	7.57	11.14	25.00	33.23	25.32%	14.53%	15.65%	5.74%	73.86M
118	Semiconductors	9019.37B	48.37	27.16	1.46	14.34	11.92	34.83	55.01	54.15%	33.21%	39.33%	2.49%	1.14B
119	Shell Companies	41.79B	144.24	611.04	3.40	13.16	2.33	97.41	-	-	42.40%	-	0.16%	15.11M
120	Silver	8.14B	148.30	25.32	1.53	5.89	2.12	8.70	55.83	-1.72%	97.22%	10.63%	-1.83%	35.32M
121	Software - Application	2902.00B	45.22	30.66	2.56	7.47	5.42	17.76	32.52	23.04%	17.65%	20.35%	1.67%	553.56M
122	Software - Infrastructure	6392.08B	46.38	31.31	2.34	11.40	11.22	27.85	55.77	16.04%	19.79%	17.09%	0.60%	659.74M
123	Solar	51.02B	25.40	12.76	1.11	1.55	2.00	3.77	46.98	-15.52%	22.95%	12.08%	0.30%	75.88M
124	Specialty Business Services	387.60B	39.39	26.77	3.59	3.33	6.01	29.43	31.17	9.27%	10.97%	8.20%	-1.13%	59.76M
125	Specialty Chemicals	670.35B	35.39	21.21	4.42	2.46	3.47	22.20	40.03	15.46%	8.01%	4.07%	0.01%	57.78M
126	Specialty Industrial Machinery	1096.80B	34.44	25.21	2.81	3.83	5.87	34.05	32.65	-3.08%	12.26%	5.60%	1.43%	285.02M
127	Specialty Retail	201.52B	22.48	18.58	2.86	1.03	5.53	10.90	24.10	16.96%	7.86%	7.41%	0.71%	54.47M
128	Staffing & Employment Services	18.55B	25.25	13.57	3.91	0.38	2.33	4.53	12.38	-0.78%	6.46%	6.77%	1.14%	4.95M
129	Steel	142.79B	19.19	11.43	0.92	0.58	0.84	4.42	49.95	12.95%	20.91%	6.49%	-0.99%	50.76M
130	Telecom Services	1223.20B	14.46	12.23	1.20	1.39	1.95	10.63	9.67	4.29%	12.08%	4.52%	-1.06%	171.47M
131	Textile Manufacturing	1.84B	31.19	15.41	-	0.94	1.54	12.99	19.35	-5.71%	-	2.73%	2.01%	310.59K
132	Thermal Coal	12.18B	19.16	10.40	7.47	1.16	1.19	10.09	13.70	10.20%	2.56%	4.77%	1.15%	6.97M
133	Tobacco	484.78B	23.03	14.52	2.75	5.04	7.17	35.81	17.71	-3.28%	8.36%	2.74%	-2.45%	22.79M
134	Tools & Accessories	72.42B	24.45	17.85	2.69	1.87	2.74	23.95	22.61	7.62%	9.09%	11.03%	1.96%	5.40M
135	Travel Services	527.18B	29.21	19.64	1.65	3.42	10.53	8.77	20.20	0.27%	17.75%	9.46%	-0.06%	50.65M
136	Trucking	81.63B	31.25	23.47	1.90	1.46	3.03	64.69	42.65	8.91%	16.42%	4.49%	0.85%	12.35M
137	Uranium	58.56B	119.71	78.48	2.82	18.02	6.64	26.58	81.95	6.55%	42.50%	13.05%	1.87%	128.17M
138	Utilities - Diversified	99.10B	20.26	14.60	4.75	1.64	1.89	18.67	78.75	8.17%	4.27%	8.53%	0.34%	22.02M
139	Utilities - Independent Power Producers	131.35B	35.37	21.08	2.65	2.20	12.34	44.52	64.64	14.93%	13.34%	14.32%	0.64%	9.82M
140	Utilities - Regulated Electric	1140.92B	18.74	15.30	2.17	2.41	1.89	35.62	131.25	3.48%	8.64%	3.79%	-0.09%	119.80M
141	Utilities - Regulated Gas	92.98B	20.94	18.06	2.08	2.07	1.85	27.30	83.39	6.24%	10.07%	4.28%	0.34%	19.32M
142	Utilities - Regulated Water	66.30B	15.52	18.34	1.72	3.72	2.13	32.72	84.70	12.75%	9.00%	9.43%	0.31%	6.97M
143	Utilities - Renewable	160.88B	36.40	27.55	2.44	2.98	3.52	10.09	35.18	19.81%	14.94%	6.26%	0.66%	24.63M
144	Waste Management	241.17B	41.15	29.70	3.60	3.62	5.94	120.65	37.87	9.50%	11.44%	9.77%	0.33%	20.94M

