
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
22	Business Equipment & Supplies	1.16B	14.11	11.93	-	0.52	0.72	2.28	7.16	1.31%	-	15.48%	1.09%	827.24K
23	Capital Markets	1061.76B	22.45	18.53	1.44	1.97	2.99	4.22	5.96	12.50%	15.54%	25.78%	-0.42%	535.10M
24	Chemicals	36.75B	66.26	24.37	-	0.39	1.02	4.52	17.51	17.75%	-2.62%	2.22%	0.36%	33.89M
25	Coking Coal	7.60B	67.01	13.15	2.60	1.25	1.63	6.90	22.44	-7.75%	25.76%	7.73%	2.79%	7.76M
26	Communication Equipment	546.35B	30.11	18.00	3.55	3.07	4.42	10.83	22.74	8.87%	8.48%	3.72%	-0.60%	150.84M
27	Computer Hardware	448.40B	29.14	18.25	1.73	2.03	10.80	12.11	26.14	15.05%	16.88%	12.91%	-2.59%	205.40M
28	Confectioners	119.99B	25.48	22.71	-	2.44	4.00	44.92	25.98	8.06%	-0.18%	7.05%	0.70%	7.17M
29	Conglomerates	249.02B	23.48	18.76	3.07	2.04	6.42	11.21	31.51	0.80%	7.65%	-1.01%	-0.99%	11.63M
30	Consulting Services	94.73B	30.84	24.73	2.73	3.17	8.86	43.60	27.83	17.99%	11.31%	6.61%	0.64%	3.21M
31	Consumer Electronics	3617.63B	34.34	28.55	4.14	7.03	28.04	53.05	31.40	14.99%	8.30%	8.21%	-0.25%	51.98M
32	Copper	151.23B	25.46	18.13	1.62	3.69	4.57	15.57	27.40	17.52%	15.67%	10.39%	-0.22%	17.64M
33	Credit Services	1804.31B	28.86	21.59	1.96	5.45	6.32	11.78	18.73	10.35%	14.74%	10.47%	0.59%	112.60M
34	Department Stores	13.72B	10.48	14.36	-	0.30	1.35	5.92	8.79	29.96%	-13.34%	-0.54%	-2.09%	14.26M
35	Diagnostics & Research	679.66B	34.84	23.10	3.52	4.16	3.83	26.98	28.70	10.05%	9.91%	10.02%	0.68%	46.05M
36	Discount Stores	1309.68B	37.40	32.84	3.97	1.12	9.14	41.24	46.93	9.45%	9.42%	7.14%	0.33%	35.20M
37	Drug Manufacturers - General	3136.87B	23.01	13.53	1.19	4.45	6.09	25.42	18.91	5.83%	19.39%	9.25%	0.47%	103.38M
38	Drug Manufacturers - Specialty & Generic	309.32B	30.73	14.21	1.99	2.30	2.22	12.08	15.80	11.53%	15.45%	8.32%	0.37%	242.10M
39	Education & Training Services	56.22B	22.77	16.07	1.89	1.63	2.62	3.57	21.83	15.84%	12.07%	9.44%	-0.59%	25.67M
40	Electrical Equipment & Parts	139.81B	37.76	24.15	1.52	3.37	5.67	19.53	33.91	23.71%	24.87%	10.71%	-3.30%	81.09M
41	Electronic Components	380.10B	43.14	24.95	2.16	2.59	5.80	24.88	32.85	16.40%	20.01%	7.77%	-2.74%	38.02M
42	Electronic Gaming & Multimedia	263.22B	43.12	21.37	2.14	7.05	7.76	8.75	27.49	-24.62%	20.12%	22.76%	-0.94%	170.28M
43	Electronics & Computer Distribution	30.56B	18.09	10.43	1.45	0.24	1.32	15.23	15.14	-0.49%	12.47%	8.87%	-0.54%	2.17M
44	Engineering & Construction	329.14B	21.18	26.84	1.18	1.67	5.32	19.75	26.77	24.46%	18.01%	11.10%	-1.69%	34.82M
45	Entertainment	1131.75B	43.19	34.71	2.10	3.36	4.71	19.10	29.72	19.11%	20.61%	11.74%	-1.00%	149.32M
46	Farm & Heavy Construction Machinery	426.42B	21.65	19.00	10.82	2.12	4.86	14.33	22.20	16.20%	2.00%	4.29%	-2.91%	29.13M
47	Farm Products	80.25B	15.21	13.61	2.61	0.39	1.29	4.73	11.83	14.15%	5.83%	7.64%	0.18%	14.22M
48	Financial Conglomerates	50.35B	15.84	3.11	1.14	1.52	1.37	4.40	32.18	4.86%	13.92%	14.51%	-1.05%	2.56M
49	Financial Data & Stock Exchanges	704.37B	35.40	27.01	3.81	9.27	5.34	30.43	27.22	8.92%	9.29%	17.32%	-0.19%	16.57M
50	Food Distribution	80.36B	27.95	16.39	1.80	0.33	4.86	41.82	21.28	34.96%	15.52%	11.03%	0.71%	6.71M
51	Footwear & Accessories	176.05B	35.28	28.11	3.25	2.21	6.90	12.20	29.36	10.84%	10.84%	11.46%	-0.23%	31.76M
52	Furnishings, Fixtures & Appliances	66.73B	28.93	16.22	2.45	0.93	2.48	16.64	22.62	3.86%	11.82%	7.14%	-0.16%	13.93M
53	Gambling	131.06B	84.44	28.90	2.84	3.87	7.74	16.85	34.77	-21.00%	29.71%	43.47%	-0.48%	35.97M
54	Gold	484.92B	21.90	14.05	0.86	5.24	2.96	18.39	25.54	10.86%	25.54%	13.20%	2.92%	214.15M
55	Grocery Stores	76.63B	18.68	13.98	1.57	0.30	4.11	10.00	26.61	14.62%	11.87%	5.02%	0.30%	17.61M
56	Health Information Services	121.83B	91.00	38.36	4.73	3.49	4.77	9.00	32.41	13.72%	19.25%	23.20%	-0.34%	40.30M
57	Healthcare Plans	596.99B	14.81	12.99	10.96	0.37	1.94	41.11	13.36	-0.60%	1.35%	11.20%	2.01%	49.07M
58	Home Improvement Retail	559.08B	25.76	23.40	4.54	2.19	41.54	66.64	25.41	10.23%	5.67%	6.60%	-0.10%	6.17M
59	Household & Personal Products	776.04B	25.94	20.16	3.75	2.99	7.22	29.45	24.74	3.78%	6.92%	3.46%	0.78%	72.03M
60	Industrial Distribution	250.58B	32.97	25.23	3.79	1.87	5.74	36.29	32.63	20.10%	8.71%	8.87%	-1.05%	19.49M
61	Information Technology Services	885.21B	26.05	17.05	2.96	2.26	4.33	14.58	17.17	4.76%	8.80%	4.90%	0.18%	175.57M
62	Insurance - Diversified	2315.14B	20.38	25.93	13.54	2.69	1.95	3.36	57.92	4.71%	1.51%	8.21%	0.67%	15.39M
63	Insurance - Life	298.82B	14.56	8.88	1.72	1.07	1.54	3992.82	4.94	7.46%	8.44%	-4.56%	0.65%	17.00M
64	Insurance - Property & Casualty	625.78B	12.78	12.74	1.55	1.43	2.14	-	7.51	13.35%	8.22%	10.57%	0.32%	21.47M
65	Insurance - Reinsurance	43.66B	11.46	6.69	0.80	0.75	1.05	-	2.99	4.16%	14.33%	15.94%	0.63%	2.95M
66	Insurance - Specialty	79.76B	14.02	11.05	0.90	1.98	1.55	462.16	6.79	4.80%	15.55%	8.43%	0.26%	8.59M
67	Insurance Brokers	357.64B	34.26	20.92	3.12	4.31	5.01	11.91	27.49	16.23%	11.00%	9.32%	0.21%	14.11M
68	Integrated Freight & Logistics	202.46B	16.64	13.97	2.71	0.80	3.21	10.78	21.99	11.10%	6.13%	5.28%	-0.06%	26.07M
69	Internet Content & Information	7380.82B	42.37	37.56	2.86	7.24	12.37	24.28	38.39	26.96%	14.82%	17.43%	-0.31%	244.79M
70	Internet Retail	3444.09B	30.62	24.65	1.22	2.86	5.76	11.11	94.35	32.26%	25.13%	23.76%	0.10%	192.36M
71	Leisure	79.45B	42.08	21.77	1.78	1.91	4.23	14.93	27.49	-2.91%	23.70%	10.50%	-1.56%	84.27M
72	Lodging	200.25B	32.48	25.32	2.69	3.37	43.97	34.92	29.53	17.37%	12.09%	4.65%	-0.48%	10.35M
73	Lumber & Wood Production	23.08B	24.92	19.39	28.00	1.09	1.64	10.51	44.07	28.91%	0.89%	11.03%	-0.63%	954.95K
74	Luxury Goods	29.99B	157.35	15.99	15.93	1.42	8.56	15.08	18.24	-93.60%	9.88%	6.02%	-1.01%	11.72M
75	Marine Shipping	32.72B	5.72	7.84	0.70	1.00	0.81	4.70	5.47	31.40%	8.22%	17.25%	-1.47%	15.34M
76	Medical Care Facilities	223.19B	18.33	14.07	1.29	0.96	4.24	17.37	12.99	11.27%	14.26%	7.27%	-0.26%	32.90M
77	Medical Devices	986.30B	31.39	22.94	2.55	4.22	4.06	21.07	33.16	8.94%	12.32%	8.59%	0.47%	187.48M
78	Medical Distribution	187.62B	27.04	15.78	2.22	0.20	32.54	20.12	19.97	26.94%	12.16%	9.14%	0.50%	9.96M
79	Medical Instruments & Supplies	466.67B	44.63	22.99	3.99	4.07	3.38	22.28	35.70	10.94%	11.19%	9.42%	0.39%	40.26M
80	Metal Fabrication	49.13B	26.06	18.42	1.68	2.14	4.09	19.68	25.54	70.64%	15.53%	4.32%	-0.99%	5.64M
81	Mortgage Finance	71.09B	59.82	30.02	1.21	3.74	2.73	7.98	777.04	12.47%	49.39%	1.27%	0.23%	28.03M
82	Oil & Gas Drilling	18.56B	37.15	19.54	470.37	0.83	0.71	6.71	14.08	18.53%	0.08%	9.31%	-0.02%	40.90M
83	Oil & Gas E&P	624.95B	13.57	12.10	1.10	2.16	1.52	24.63	14.27	18.62%	12.35%	11.96%	0.01%	106.01M
84	Oil & Gas Equipment & Services	215.62B	14.04	13.87	1.55	1.33	2.04	10.48	13.08	38.64%	9.07%	4.37%	0.14%	57.78M
85	Oil & Gas Integrated	1623.11B	14.78	11.77	1.90	0.95	1.50	8.79	10.21	19.53%	7.77%	3.99%	0.45%	86.35M
86	Oil & Gas Midstream	825.35B	17.79	15.95	2.56	1.77	2.98	40.53	16.85	10.04%	6.94%	7.44%	0.42%	97.87M
87	Oil & Gas Refining & Marketing	199.43B	36.20	14.20	1.94	0.34	2.04	10.43	20.18	6.06%	18.63%	5.14%	0.48%	23.85M
88	Other Industrial Metals & Mining	314.76B	14.11	12.20	-	2.00	2.00	9.36	18.32	-4.47%	-0.10%	3.59%	-0.32%	85.53M
89	Other Precious Metals & Mining	27.44B	34.20	15.53	0.89	2.97	2.31	10.80	63.08	-1.16%	38.60%	13.69%	3.26%	42.87M
90	Packaged Foods	262.20B	19.99	13.30	6.05	1.13	1.88	14.90	14.92	4.71%	3.30%	4.48%	0.95%	98.88M
91	Packaging & Containers	166.16B	30.22	13.13	1.16	1.04	2.09	21.79	30.05	-1.70%	26.13%	4.06%	0.87%	39.10M
92	Paper & Paper Products	14.90B	9.37	7.90	-	0.86	1.32	3.45	11.49	-14.29%	-3.06%	4.87%	-0.60%	2.74M
93	Personal Services	58.03B	4.98	22.66	0.40	3.12	4.20	18.70	23.89	13.30%	12.47%	8.15%	0.29%	8.16M
94	Pharmaceutical Retailers	10.84B	-	7.83	-	0.07	1.46	11.64	18.30	49.85%	-14.43%	3.50%	-1.25%	1.73M
95	Pollution & Treatment Controls	47.29B	35.09	28.26	2.93	4.76	7.42	20.71	32.13	-25.41%	11.97%	3.84%	-1.08%	6.11M
96	Publishing	23.17B	22.06	18.29	1.97	1.70	2.63	16.99	11.31	16.20%	11.18%	2.40%	-0.16%	3.64M
97	Railroads	423.65B	20.29	17.72	2.17	4.64	3.98	69.73	26.54	5.82%	9.37%	4.25%	0.23%	23.64M
98	Real Estate - Development	8.53B	15.64	15.63	-	1.06	1.00	7.08	20.13	5.12%	-2.86%	18.56%	-0.61%	1.17M
99	Real Estate - Diversified	7.61B	21.49	29.07	6.57	3.41	1.66	3.91	20.44	20.27%	3.27%	13.40%	0.43%	448.19K
100	Real Estate Services	166.97B	53.48	25.80	2.44	1.24	3.29	8.52	36.61	2.29%	21.94%	11.22%	0.01%	409.20M
101	Recreational Vehicles	26.42B	38.67	20.01	9.76	0.66	1.81	7.26	9.00	-0.63%	3.96%	3.96%	0.79%	5.58M
102	REIT - Diversified	62.79B	18.00	15.95	4.75	6.63	1.32	53.58	14.12	9.98%	3.79%	22.35%	0.86%	14.80M
103	REIT - Healthcare Facilities	207.19B	86.79	56.15	3.23	7.77	2.42	27.26	30.37	-5.04%	26.86%	10.84%	0.53%	27.89M
104	REIT - Hotel & Motel	32.65B	25.26	27.38	-	1.41	1.27	10.76	12.59	-5.19%	-2.93%	1.71%	-0.32%	24.43M
105	REIT - Industrial	265.37B	32.83	36.49	-	8.40	2.31	71.02	23.07	9.62%	-1.43%	16.90%	0.83%	22.72M
106	REIT - Mortgage	65.27B	20.41	7.47	4.55	2.08	0.93	4.54	12.55	-4.55%	4.49%	17.11%	0.73%	57.74M
107	REIT - Office	73.54B	52.82	77.39	0.98	3.84	1.20	13.06	12.99	-26.64%	53.80%	4.46%	0.77%	21.91M
108	REIT - Residential	195.85B	31.10	46.47	5.53	7.82	2.41	57.93	22.44	4.57%	5.62%	7.65%	1.02%	21.00M
109	REIT - Retail	244.56B	34.67	36.37	2.93	9.25	2.42	49.85	20.18	0.01%	11.84%	11.34%	0.68%	28.47M
110	REIT - Specialty	384.08B	57.62	36.07	3.54	6.81	6.08	27.90	41.62	4.34%	16.29%	6.94%	0.23%	22.26M
111	Rental & Leasing Services	164.06B	19.36	17.52	2.30	1.80	2.94	17.03	98.34	5.47%	8.41%	10.66%	-0.24%	14.85M
112	Residential Construction	196.41B	12.23	13.46	-	1.22	1.96	15.11	22.17	26.41%	-1.27%	12.09%	0.22%	11.99M
113	Resorts & Casinos	106.65B	29.44	18.24	1.76	1.28	5.20	8.22	25.61	-1.15%	16.68%	3.10%	-0.37%	23.47M
114	Restaurants	582.23B	29.90	24.67	3.35	3.40	22.58	33.77	32.01	9.97%	8.93%	7.81%	0.11%	66.33M
115	Scientific & Technical Instruments	197.86B	35.95	20.84	3.13	3.86	3.33	15.82	25.53	7.92%	11.49%	8.35%	-1.22%	20.33M
116	Security & Protection Services	46.06B	22.30	15.52	2.06	1.98	3.91	12.62	14.20	12.84%	10.81%	7.29%	-0.35%	17.30M
117	Semiconductor Equipment & Materials	739.42B	26.13	21.87	1.83	6.22	9.15	20.54	27.28	25.24%	14.24%	15.54%	-2.71%	51.06M
118	Semiconductors	8410.43B	46.62	25.90	1.50	13.44	11.27	32.65	52.05	56.32%	31.02%	40.67%	-3.24%	619.57M
119	Shell Companies	41.80B	131.55	611.18	3.10	13.17	2.34	97.70	-	-	42.40%	-	0.05%	7.59M
120	Silver	10.16B	64.46	24.18	1.18	7.36	2.28	9.18	44.38	-1.24%	54.62%	10.70%	3.11%	42.02M
121	Software - Application	2871.88B	44.70	30.43	2.54	7.44	7.15	17.46	32.18	23.41%	17.58%	20.19%	-0.28%	511.13M
122	Software - Infrastructure	6057.43B	43.90	29.65	2.30	10.84	11.06	25.69	53.28	16.32%	19.09%	17.22%	-1.24%	424.81M
123	Solar	48.45B	23.97	12.09	1.05	1.47	1.90	3.58	44.52	-8.80%	22.72%	12.10%	-0.34%	30.14M
124	Specialty Business Services	400.39B	41.15	28.00	3.83	3.45	6.21	31.39	32.48	9.51%	10.75%	8.14%	-0.07%	26.98M
125	Specialty Chemicals	683.47B	36.09	21.59	4.50	2.51	3.54	22.63	40.81	15.27%	8.01%	4.11%	-0.34%	41.02M
126	Specialty Industrial Machinery	1074.14B	33.73	24.71	2.81	3.75	5.75	33.34	31.98	-2.30%	11.99%	5.59%	-1.60%	115.72M
127	Specialty Retail	192.10B	22.88	18.77	2.98	0.99	5.56	12.13	23.28	16.63%	7.69%	7.50%	-1.34%	77.09M
128	Staffing & Employment Services	19.46B	26.56	14.17	4.15	0.40	2.43	4.39	12.77	-1.04%	6.40%	6.86%	1.14%	308.28M
129	Steel	143.22B	19.24	11.65	0.95	0.58	0.84	4.43	50.11	12.76%	20.33%	6.36%	-0.45%	33.12M
130	Telecom Services	1254.21B	14.82	12.55	1.23	1.43	1.98	10.88	9.92	4.34%	12.09%	4.49%	0.54%	121.91M
131	Textile Manufacturing	2.01B	34.02	16.04	-	1.02	1.68	14.74	21.10	-5.92%	-	2.78%	-0.56%	209.24K
132	Thermal Coal	11.25B	17.69	9.65	8.65	1.07	1.10	9.32	12.65	10.64%	2.04%	4.98%	1.13%	5.67M
133	Tobacco	502.98B	23.89	15.05	2.85	5.23	7.44	37.15	18.38	-3.32%	8.39%	2.72%	1.00%	23.56M
134	Tools & Accessories	71.28B	23.56	17.47	2.58	1.84	2.69	23.76	22.52	8.05%	9.11%	11.29%	-1.23%	6.26M
135	Travel Services	542.64B	30.10	20.29	1.69	3.52	10.84	9.03	20.79	0.61%	17.81%	9.51%	-0.84%	46.78M
136	Trucking	83.63B	32.02	23.86	1.92	1.49	3.04	66.25	43.70	8.83%	16.64%	4.57%	0.47%	9.55M
137	Uranium	53.17B	108.69	69.60	2.53	16.48	6.03	24.36	76.15	6.67%	42.89%	12.58%	-0.43%	138.05M
138	Utilities - Diversified	100.00B	20.44	14.78	4.72	1.65	1.90	18.84	79.46	8.30%	4.33%	8.56%	0.63%	17.87M
139	Utilities - Independent Power Producers	119.39B	32.15	19.30	2.55	2.00	11.22	40.47	58.75	15.02%	12.61%	14.21%	-3.03%	8.88M
140	Utilities - Regulated Electric	1150.36B	18.90	15.42	2.19	2.43	1.91	35.91	132.33	3.48%	8.62%	3.80%	-0.01%	110.85M
141	Utilities - Regulated Gas	91.65B	21.69	18.61	2.22	2.17	1.93	27.38	88.74	6.70%	9.76%	5.10%	0.39%	9.37M
142	Utilities - Regulated Water	67.54B	15.81	18.63	1.80	3.79	2.17	33.33	86.27	12.65%	8.78%	9.38%	0.38%	6.82M
143	Utilities - Renewable	154.39B	34.93	26.82	2.40	2.86	3.38	9.68	33.77	20.03%	14.56%	6.32%	-2.61%	19.36M
144	Waste Management	252.27B	43.05	31.05	3.74	3.79	6.22	126.21	39.61	9.39%	11.51%	9.80%	0.64%	9.81M

