No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
16	Beverages - Non-Alcoholic	662.87B	25.64	18.94	3.44	2.97	6.70	20.21	45.86	7.78%	7.46%	8.16%	-0.77%	66.51M
17	Beverages - Wineries & Distilleries	80.45B	25.17	16.50	7.18	2.72	4.78	20.68	19.92	5.36%	3.51%	6.06%	-1.64%	8.13M
18	Biotechnology	942.30B	53.66	36.16	2.50	9.46	4.23	5.54	48.60	-11.27%	21.44%	46.20%	1.30%	709.22M
19	Broadcasting	15.48B	11.34	9.40	-	0.64	1.68	5.71	4.50	30.45%	-7.62%	33.71%	-1.00%	20.93M
20	Building Materials	230.47B	27.81	23.14	2.84	2.95	3.04	27.71	40.75	22.31%	9.78%	6.61%	0.79%	26.32M
21	Building Products & Equipment	355.71B	27.75	20.84	2.71	2.50	5.40	52.23	27.32	13.59%	10.24%	5.57%	-0.09%	31.09M
22	Business Equipment & Supplies	1.16B	14.13	11.95	-	0.52	0.72	2.28	7.17	1.30%	-	14.99%	0.62%	848.38K
23	Capital Markets	1140.54B	24.19	19.92	1.55	2.12	3.21	4.52	6.40	12.97%	15.62%	27.18%	-0.05%	774.70M
24	Chemicals	35.35B	63.71	25.26	-	0.38	0.98	4.35	16.85	18.03%	-4.52%	2.22%	-0.89%	43.14M
25	Coking Coal	8.14B	71.76	14.07	2.64	1.34	1.75	7.39	24.03	-7.74%	27.15%	7.61%	-1.51%	8.00M
26	Communication Equipment	564.68B	31.47	18.27	3.16	3.14	4.51	12.66	23.09	9.93%	9.97%	3.88%	-0.12%	192.08M
27	Computer Hardware	523.48B	40.04	24.75	2.30	2.37	12.63	14.19	30.52	13.11%	17.42%	12.18%	0.06%	398.20M
28	Confectioners	124.44B	26.43	23.50	625.25	2.53	4.15	46.59	26.94	8.09%	0.04%	7.05%	0.05%	9.29M
29	Conglomerates	239.12B	23.02	18.34	2.95	2.00	6.62	10.82	30.35	0.91%	7.80%	-0.79%	-0.57%	14.66M
30	Consulting Services	88.84B	31.29	25.25	2.74	3.39	10.10	43.98	26.64	19.13%	11.41%	6.62%	0.60%	7.92M
31	Consumer Electronics	3987.33B	37.85	31.24	4.25	7.75	30.91	58.46	34.60	15.00%	8.91%	8.21%	4.17%	370.01M
32	Copper	166.23B	27.99	20.12	1.91	4.06	5.03	17.12	30.11	17.58%	14.66%	10.32%	1.01%	30.81M
33	Credit Services	1786.71B	31.86	21.53	2.16	5.35	6.16	11.67	18.61	10.41%	14.73%	10.54%	0.12%	143.12M
34	Department Stores	15.48B	14.08	17.19	-	0.34	1.57	6.99	8.34	28.49%	-12.93%	-0.62%	-3.81%	15.69M
35	Diagnostics & Research	663.40B	34.01	22.56	3.39	4.06	3.74	26.35	28.01	9.92%	10.04%	10.17%	-0.74%	48.40M
36	Discount Stores	1346.48B	38.50	33.83	4.09	1.16	9.01	42.86	47.40	9.38%	9.40%	7.11%	-0.05%	37.91M
37	Drug Manufacturers - General	3152.00B	23.13	13.57	1.18	4.47	6.12	25.55	19.00	5.76%	19.54%	9.36%	-0.17%	143.91M
38	Drug Manufacturers - Specialty & Generic	319.97B	7.19	14.58	0.45	2.34	2.29	11.92	16.25	11.59%	15.86%	8.50%	-0.40%	154.86M
39	Education & Training Services	59.09B	24.00	16.82	2.03	1.72	2.75	3.76	23.00	14.15%	11.80%	9.19%	1.71%	43.29M
40	Electrical Equipment & Parts	164.66B	44.46	28.39	1.52	3.95	6.67	22.96	39.96	23.03%	29.20%	11.71%	2.89%	300.58M
41	Electronic Components	429.22B	48.71	28.12	2.38	2.92	6.53	28.05	37.05	16.58%	20.45%	7.89%	0.54%	52.55M
42	Electronic Gaming & Multimedia	284.49B	46.52	27.99	2.22	7.53	8.33	9.42	29.57	-24.79%	20.99%	22.99%	0.62%	20.03M
43	Electronics & Computer Distribution	30.23B	17.89	10.31	1.44	0.24	1.30	15.06	14.97	-0.59%	12.45%	9.17%	0.69%	2.67M
44	Engineering & Construction	354.89B	22.81	28.82	1.22	1.80	5.73	21.20	29.03	24.79%	18.76%	11.28%	1.77%	40.29M
45	Entertainment	1092.37B	41.72	33.49	1.94	3.24	4.55	18.43	28.72	19.03%	21.50%	12.10%	-0.10%	157.13M
46	Farm & Heavy Construction Machinery	446.48B	22.65	20.02	9.27	2.22	5.09	15.00	23.19	16.20%	2.44%	4.26%	0.31%	30.50M
47	Farm Products	75.13B	14.32	12.81	2.48	0.36	1.20	4.42	11.13	12.88%	5.78%	7.44%	-1.68%	137.44M
48	Financial Conglomerates	51.54B	16.21	3.19	1.16	1.55	1.40	4.50	32.94	4.62%	14.03%	13.86%	-0.50%	2.45M
49	Financial Data & Stock Exchanges	677.78B	33.96	26.44	3.73	9.20	5.28	29.64	26.61	8.73%	9.10%	18.06%	-0.05%	27.38M
50	Food Distribution	80.79B	28.03	16.47	1.78	0.33	4.88	41.81	21.48	35.18%	15.79%	11.06%	-1.69%	8.58M
51	Footwear & Accessories	167.28B	33.53	26.71	2.98	2.10	6.55	11.59	27.98	10.91%	11.26%	11.65%	-0.08%	31.82M
52	Furnishings, Fixtures & Appliances	64.62B	28.09	15.80	2.35	0.90	2.41	16.15	21.95	3.87%	11.94%	7.03%	-1.98%	18.55M
53	Gambling	123.00B	79.41	27.25	2.66	3.62	7.23	15.73	32.63	-21.35%	29.87%	43.00%	0.96%	42.67M
54	Gold	568.59B	25.31	15.80	0.86	6.11	3.45	21.35	29.84	10.42%	29.53%	13.15%	2.27%	354.85M
55	Grocery Stores	71.07B	16.56	12.91	1.43	0.27	3.74	9.15	21.30	14.43%	11.58%	4.99%	-1.46%	26.36M
56	Health Information Services	127.44B	93.33	40.02	4.92	3.64	4.90	9.42	32.38	13.69%	18.96%	23.44%	0.74%	64.42M
57	Healthcare Plans	621.62B	15.43	13.73	25.22	0.38	2.02	42.81	13.91	-0.44%	0.61%	11.23%	1.04%	56.61M
58	Home Improvement Retail	565.62B	26.06	23.62	4.57	2.22	42.02	67.42	25.71	10.23%	5.71%	6.60%	-1.16%	7.68M
59	Household & Personal Products	734.26B	24.69	19.14	3.65	2.85	6.86	29.13	23.50	3.66%	6.76%	3.51%	-1.96%	118.11M
60	Industrial Distribution	243.32B	30.89	30.96	3.39	1.81	5.55	34.55	30.72	20.72%	9.11%	9.30%	-0.19%	27.67M
61	Information Technology Services	895.93B	26.33	17.27	3.00	2.28	4.38	14.75	17.38	3.47%	8.78%	4.58%	1.59%	333.20M
62	Insurance - Diversified	2275.01B	20.03	25.46	13.08	2.64	1.91	3.30	56.92	4.70%	1.53%	8.30%	0.21%	17.75M
63	Insurance - Life	301.43B	14.67	8.95	1.74	1.08	1.55	4027.64	4.98	7.61%	8.45%	-4.72%	0.33%	30.31M
64	Insurance - Property & Casualty	623.33B	12.72	12.66	1.53	1.42	2.13	-	7.48	13.25%	8.33%	10.54%	-0.13%	25.90M
65	Insurance - Reinsurance	42.74B	11.21	6.56	0.80	0.73	1.03	-	2.93	4.32%	14.10%	16.00%	-0.11%	2.67M
66	Insurance - Specialty	79.05B	13.89	10.89	0.89	1.96	1.54	458.04	6.73	4.76%	15.61%	8.24%	-0.30%	12.08M
67	Insurance Brokers	346.26B	33.18	20.22	2.98	4.17	4.85	11.53	26.61	16.20%	11.14%	9.27%	0.39%	114.36M
68	Integrated Freight & Logistics	198.03B	16.23	13.88	2.75	0.78	3.15	10.17	20.03	11.43%	5.90%	5.31%	-0.38%	36.08M
69	Internet Content & Information	8441.50B	48.47	42.83	3.25	8.27	14.13	27.63	43.91	26.92%	14.90%	17.41%	-1.16%	391.95M
70	Internet Retail	3532.55B	30.86	25.37	1.21	2.92	5.89	11.39	96.77	31.46%	25.44%	23.86%	-1.22%	154.87M
71	Leisure	75.68B	40.09	20.65	1.65	1.82	4.03	14.23	26.18	-2.10%	24.28%	10.32%	-1.25%	50.31M
72	Lodging	195.61B	31.82	24.75	2.60	3.29	42.94	34.12	28.83	17.48%	12.22%	4.74%	-1.24%	7.80M
73	Lumber & Wood Production	21.78B	23.51	18.97	108.91	1.02	1.55	9.91	41.57	28.96%	0.22%	11.04%	-1.03%	1.47M
74	Luxury Goods	33.13B	120.62	17.58	11.09	1.56	9.59	16.38	19.59	-80.38%	10.88%	6.18%	-0.44%	11.06M
75	Marine Shipping	31.33B	5.59	8.48	0.78	0.98	0.80	4.60	5.58	31.81%	7.17%	18.15%	0.51%	13.57M
76	Medical Care Facilities	220.31B	18.21	13.95	1.26	0.96	4.28	17.60	12.98	12.68%	14.42%	7.32%	1.62%	66.53M
77	Medical Devices	969.14B	30.85	22.53	2.52	4.15	4.00	20.72	32.58	9.46%	12.26%	8.52%	0.20%	155.56M
78	Medical Distribution	187.98B	27.09	15.80	2.22	0.20	32.48	20.18	20.00	27.12%	12.19%	9.15%	-0.47%	12.94M
79	Medical Instruments & Supplies	451.73B	43.20	22.23	3.82	3.94	3.27	21.61	34.56	10.98%	11.31%	9.43%	0.49%	49.16M
80	Metal Fabrication	49.72B	26.37	18.65	1.70	2.16	4.12	19.90	25.84	70.75%	15.54%	4.45%	0.52%	5.97M
81	Mortgage Finance	79.61B	66.99	33.65	1.36	4.19	2.99	8.82	870.15	6.35%	49.42%	1.14%	-0.95%	71.43M
82	Oil & Gas Drilling	18.34B	36.70	20.85	-	0.82	0.70	6.63	13.91	19.05%	-6.91%	9.01%	1.07%	47.39M
83	Oil & Gas E&P	595.13B	12.93	11.76	0.99	2.06	1.45	23.46	13.73	18.45%	13.10%	11.62%	0.30%	164.20M
84	Oil & Gas Equipment & Services	211.71B	13.80	13.60	1.45	1.31	2.01	10.29	12.85	39.36%	9.50%	4.25%	-0.10%	88.68M
85	Oil & Gas Integrated	1589.15B	14.42	11.65	1.87	0.93	1.47	8.60	10.16	19.48%	7.73%	4.02%	0.16%	104.77M
86	Oil & Gas Midstream	821.24B	17.88	15.85	2.58	1.76	2.97	40.10	16.92	10.01%	6.92%	7.36%	-0.30%	127.75M
87	Oil & Gas Refining & Marketing	205.75B	37.35	13.58	2.02	0.35	2.11	10.76	20.82	6.16%	18.46%	5.11%	0.64%	35.13M
88	Other Industrial Metals & Mining	316.61B	14.19	12.28	22.42	2.02	2.01	9.37	18.43	-4.97%	0.63%	3.51%	1.41%	108.99M
89	Other Precious Metals & Mining	32.59B	40.61	17.70	0.90	3.52	2.76	11.35	74.90	0.09%	45.18%	12.74%	3.22%	68.76M
90	Packaged Foods	249.68B	18.57	13.05	5.94	1.08	1.81	13.65	14.40	4.01%	3.12%	4.42%	-0.80%	90.17M
91	Packaging & Containers	157.36B	28.62	12.44	1.11	0.99	1.98	20.64	28.92	-1.64%	25.73%	4.02%	-0.21%	52.37M
92	Paper & Paper Products	14.34B	9.02	7.93	-	0.83	1.27	3.32	11.06	-14.45%	-3.06%	4.88%	-0.90%	2.95M
93	Personal Services	57.86B	4.96	22.60	0.40	3.12	1.67	18.61	23.81	13.40%	12.35%	8.12%	0.63%	6.18M
94	Pharmaceutical Retailers	473.21M	-	49.30	-	0.58	2.07	4.11	28.51	51.51%	-	62.52%	-6.53%	2.30M
95	Pollution & Treatment Controls	47.84B	35.50	28.58	2.94	4.82	7.52	20.96	32.51	-24.36%	12.08%	3.82%	-0.25%	9.81M
96	Publishing	22.51B	21.49	17.61	1.92	1.65	2.61	16.93	11.12	16.23%	11.17%	2.39%	-0.05%	4.17M
97	Railroads	425.04B	20.35	17.79	2.23	4.66	3.99	69.96	26.63	5.87%	9.11%	4.22%	1.18%	39.15M
98	Real Estate - Development	8.20B	15.01	15.03	-	1.09	0.96	7.74	19.40	5.65%	-3.45%	18.28%	-1.67%	1.70M
99	Real Estate - Diversified	7.89B	22.28	30.15	6.81	3.53	1.72	4.05	21.19	20.20%	3.27%	13.04%	-1.69%	602.61K
100	Real Estate Services	171.46B	54.07	26.25	2.47	1.28	3.36	8.79	36.76	2.90%	21.89%	10.94%	-1.69%	357.70M
101	Recreational Vehicles	25.55B	37.39	19.19	6.42	0.64	1.74	7.06	8.54	-0.81%	5.83%	3.90%	0.31%	6.45M
102	REIT - Diversified	60.20B	17.25	15.24	4.15	6.35	1.26	51.35	13.54	9.75%	4.16%	21.90%	-0.82%	16.15M
103	REIT - Healthcare Facilities	206.39B	86.45	55.57	3.11	7.74	2.41	27.15	30.25	-4.91%	27.78%	10.84%	0.52%	36.21M
104	REIT - Hotel & Motel	32.12B	24.85	26.70	-	1.39	1.25	10.58	12.39	-5.36%	-3.04%	1.64%	-1.80%	25.11M
105	REIT - Industrial	260.29B	32.20	35.62	-	8.24	2.27	69.66	22.63	9.64%	-1.26%	16.99%	0.20%	24.23M
106	REIT - Mortgage	63.65B	19.92	7.25	4.43	2.03	0.91	4.42	12.24	-4.63%	4.49%	17.22%	-1.94%	97.30M
107	REIT - Office	76.51B	54.95	78.04	1.00	4.00	1.24	13.59	13.52	-27.15%	55.17%	4.41%	-0.19%	24.95M
108	REIT - Residential	190.82B	30.30	45.20	5.55	7.62	2.34	56.44	21.86	4.43%	5.46%	7.65%	0.02%	24.88M
109	REIT - Retail	241.63B	34.25	36.09	2.96	9.14	2.39	49.25	19.89	-0.07%	11.58%	11.39%	-0.20%	31.54M
110	REIT - Specialty	381.24B	57.20	35.89	3.55	6.76	6.04	27.70	41.31	4.07%	16.10%	7.04%	0.79%	27.01M
111	Rental & Leasing Services	165.29B	19.50	17.73	2.36	1.81	2.96	17.16	99.07	5.34%	8.25%	10.85%	0.76%	16.09M
112	Residential Construction	189.27B	11.80	13.11	-	1.17	1.89	14.52	21.08	26.48%	-1.69%	12.12%	-2.45%	22.11M
113	Resorts & Casinos	99.66B	27.51	17.22	1.62	1.20	4.86	7.68	23.93	-0.57%	17.00%	3.17%	-1.64%	30.86M
114	Restaurants	558.31B	28.74	23.77	3.30	3.26	21.30	31.47	30.70	9.83%	8.70%	7.58%	0.61%	97.17M
115	Scientific & Technical Instruments	206.82B	37.56	21.77	3.15	4.03	3.48	15.59	26.70	7.79%	11.94%	8.52%	0.50%	23.40M
116	Security & Protection Services	47.46B	23.05	15.88	2.06	2.03	4.01	12.90	14.74	13.13%	11.20%	7.68%	0.35%	25.60M
117	Semiconductor Equipment & Materials	935.06B	33.05	27.52	2.25	7.86	11.57	25.97	34.52	25.27%	14.67%	15.61%	3.72%	70.94M
118	Semiconductors	9174.84B	49.21	27.56	1.48	14.59	12.23	35.43	55.96	55.03%	33.24%	39.90%	2.15%	736.43M
119	Shell Companies	42.39B	146.32	619.84	3.45	13.35	2.33	98.54	-	-	42.40%	-	0.06%	16.65M
120	Silver	9.94B	181.22	30.94	1.83	7.20	2.59	10.63	68.22	-1.61%	99.29%	10.64%	14.64%	76.22M
121	Software - Application	2934.44B	44.34	30.99	2.52	7.56	7.24	17.95	32.88	23.17%	17.59%	20.53%	0.54%	571.78M
122	Software - Infrastructure	6561.14B	47.60	32.13	2.40	11.70	11.50	28.28	57.24	15.89%	19.81%	16.90%	0.46%	610.40M
123	Solar	53.50B	26.63	13.38	1.16	1.62	2.10	3.95	49.26	-16.24%	22.95%	12.03%	3.47%	50.78M
124	Specialty Business Services	388.44B	39.48	26.83	3.60	3.34	6.03	29.50	31.24	9.31%	10.97%	8.17%	0.20%	37.32M
125	Specialty Chemicals	666.07B	35.17	21.13	4.39	2.45	3.45	22.06	39.77	15.53%	8.02%	4.05%	-0.41%	57.99M
126	Specialty Industrial Machinery	1114.53B	35.00	25.62	2.75	3.90	5.97	34.60	33.18	-5.64%	12.74%	5.61%	0.82%	185.33M
127	Specialty Retail	198.20B	22.11	18.09	2.58	1.02	5.44	10.72	23.70	16.94%	8.57%	7.34%	-0.54%	69.34M
128	Staffing & Employment Services	18.53B	25.22	13.56	4.09	0.38	2.33	4.53	12.36	-0.69%	6.17%	7.91%	0.88%	6.85M
129	Steel	143.01B	19.22	11.45	0.91	0.58	0.84	4.42	50.03	12.97%	21.04%	6.50%	0.23%	42.51M
130	Telecom Services	1218.25B	14.40	12.19	1.19	1.39	1.94	10.59	9.63	4.35%	12.09%	4.58%	-0.10%	169.21M
131	Textile Manufacturing	1.80B	30.40	15.02	-	0.91	1.50	12.66	18.86	-5.69%	-	2.73%	-0.30%	366.46K
132	Thermal Coal	12.12B	19.07	10.42	9.10	1.15	1.19	10.04	13.64	10.08%	2.10%	4.64%	-0.68%	6.43M
133	Tobacco	482.50B	22.92	14.45	2.72	5.02	7.14	35.64	17.63	-3.23%	8.43%	2.75%	-1.07%	21.22M
134	Tools & Accessories	71.05B	23.99	17.51	2.65	1.83	2.69	23.49	22.18	7.78%	9.04%	11.02%	-0.35%	5.92M
135	Travel Services	527.57B	29.23	19.65	1.65	3.43	10.54	8.78	20.22	0.37%	17.76%	9.48%	0.00%	48.36M
136	Trucking	79.63B	30.49	22.89	1.88	1.42	2.95	63.11	41.61	8.89%	16.26%	4.41%	-0.88%	13.59M
137	Uranium	62.62B	127.99	83.62	3.06	19.27	7.10	28.42	87.62	6.36%	41.83%	13.23%	2.05%	176.29M
138	Utilities - Diversified	99.19B	20.28	14.60	4.75	1.64	1.89	18.69	78.82	8.21%	4.27%	8.55%	-0.40%	19.75M
139	Utilities - Independent Power Producers	136.45B	36.74	21.85	2.78	2.29	12.82	46.25	67.15	14.87%	13.20%	14.31%	3.18%	11.33M
140	Utilities - Regulated Electric	1156.22B	19.00	15.49	2.20	2.44	1.91	36.09	133.01	3.49%	8.63%	3.80%	0.49%	144.96M
141	Utilities - Regulated Gas	93.60B	21.08	18.18	2.09	2.09	1.86	27.48	83.94	6.28%	10.10%	4.22%	0.45%	21.75M
142	Utilities - Regulated Water	66.03B	15.45	18.25	1.71	3.70	2.12	32.59	84.35	12.74%	9.02%	9.44%	-0.35%	6.21M
143	Utilities - Renewable	169.34B	38.31	28.76	2.53	3.14	3.70	10.62	37.04	20.11%	15.16%	6.44%	3.37%	30.69M
144	Waste Management	240.92B	41.11	29.68	3.60	3.62	5.94	120.25	37.83	9.60%	11.42%	9.76%	-0.02%	21.91M

