
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
80	Metal Fabrication	-8.08%	-5.05%	13.76%	20.07%	31.12%	26.29%	1.58	6.61M	1.09	-0.10%	7.18M
81	Mortgage Finance	7.84%	8.32%	22.15%	20.74%	19.33%	25.93%	2.57	28.25M	1.02	2.28%	28.89M
82	Oil & Gas Drilling	-8.61%	-1.55%	11.28%	-24.98%	-45.63%	-25.02%	1.96	64.43M	0.63	0.10%	40.30M
83	Oil & Gas E&P	-3.75%	-3.41%	2.52%	-7.40%	-13.82%	-6.40%	1.75	199.18M	0.74	-0.05%	148.02M
84	Oil & Gas Equipment & Services	-6.98%	-1.79%	5.62%	-12.21%	-19.05%	-8.84%	1.77	85.03M	0.83	0.38%	70.71M
85	Oil & Gas Integrated	-2.29%	-1.08%	7.00%	2.94%	-6.12%	5.92%	1.99	102.90M	0.88	-0.48%	90.57M
86	Oil & Gas Midstream	2.23%	0.66%	1.72%	-1.94%	14.65%	1.33%	2.01	108.48M	0.84	0.81%	91.26M
87	Oil & Gas Refining & Marketing	-4.70%	-5.02%	14.10%	5.64%	-15.24%	11.48%	2.07	27.55M	0.81	1.46%	22.21M
88	Other Industrial Metals & Mining	-1.84%	1.50%	6.67%	4.99%	-5.32%	7.32%	2.52	120.55M	1.33	1.54%	160.41M
89	Other Precious Metals & Mining	-0.05%	6.19%	34.44%	50.21%	45.06%	65.71%	2.13	46.03M	0.65	5.24%	29.86M
90	Packaged Foods	-1.62%	-2.43%	-6.38%	-10.02%	-12.05%	-12.25%	2.50	103.10M	0.79	0.25%	81.29M
91	Packaging & Containers	-7.04%	-6.42%	2.27%	-8.97%	-8.41%	-8.21%	2.08	53.54M	0.79	0.43%	42.22M
92	Paper & Paper Products	-3.86%	-6.49%	-3.81%	-22.13%	-14.03%	-17.82%	1.31	4.04M	1.01	-0.90%	4.06M
93	Personal Services	2.88%	1.90%	2.86%	9.99%	14.07%	15.81%	2.15	6.23M	1.07	1.01%	6.69M
94	Pharmaceutical Retailers	0.10%	1.57%	5.92%	11.87%	-1.79%	22.39%	2.97	10.78M	0.79	0.20%	8.49M
95	Pollution & Treatment Controls	6.75%	7.36%	22.62%	11.07%	12.37%	13.00%	1.99	8.82M	0.93	1.47%	8.24M
96	Publishing	3.90%	-2.32%	-1.84%	-5.48%	1.69%	-3.50%	2.13	5.06M	1.26	1.32%	6.39M
97	Railroads	-2.48%	-4.71%	5.22%	-5.00%	-5.87%	1.75%	1.95	28.99M	0.98	1.23%	28.36M
98	Real Estate - Development	1.40%	2.24%	6.28%	-7.62%	-23.65%	-5.70%	1.77	3.93M	0.79	1.89%	3.12M
99	Real Estate - Diversified	-0.65%	-0.06%	6.91%	-4.26%	-11.64%	-2.19%	1.86	826.44K	0.55	1.19%	458.35K
100	Real Estate Services	2.57%	10.52%	13.58%	8.02%	20.68%	13.97%	1.79	215.93M	1.40	1.57%	302.98M
101	Recreational Vehicles	-1.33%	-1.14%	20.79%	-9.01%	-28.09%	-10.74%	2.50	8.64M	0.79	1.86%	6.79M
102	REIT - Diversified	3.29%	0.75%	5.13%	9.26%	2.72%	9.91%	1.87	16.21M	1.11	2.13%	18.00M
103	REIT - Healthcare Facilities	5.23%	7.41%	8.08%	15.31%	30.30%	20.76%	1.55	37.33M	1.07	1.36%	40.07M
104	REIT - Hotel & Motel	-5.18%	-4.96%	3.51%	-14.43%	-15.28%	-16.54%	2.00	32.16M	0.97	1.04%	31.22M
105	REIT - Industrial	-2.29%	-4.56%	-3.54%	-10.92%	-18.30%	-5.45%	2.17	25.92M	1.05	0.36%	27.27M
106	REIT - Mortgage	-0.45%	0.49%	4.14%	-2.98%	-6.22%	1.76%	1.84	73.31M	0.89	1.66%	65.23M
107	REIT - Office	-2.21%	-2.18%	4.28%	-12.07%	-13.71%	-12.78%	2.54	30.41M	0.94	1.46%	28.70M
108	REIT - Residential	-3.76%	-6.08%	-11.34%	-7.42%	-6.37%	-8.84%	2.17	21.97M	1.45	-0.06%	31.95M
109	REIT - Retail	-0.08%	-1.18%	0.17%	-2.64%	1.10%	-3.02%	2.14	32.33M	1.10	1.65%	35.55M
110	REIT - Specialty	-2.30%	-1.56%	-2.98%	1.98%	-0.95%	0.35%	1.72	22.76M	1.04	0.69%	23.77M
111	Rental & Leasing Services	-3.98%	1.28%	17.49%	5.96%	7.92%	6.87%	2.04	22.43M	0.93	0.70%	20.92M
112	Residential Construction	2.56%	7.93%	11.56%	-2.00%	-17.86%	0.21%	2.34	18.97M	0.83	2.13%	15.83M
113	Resorts & Casinos	-3.88%	1.33%	23.98%	6.10%	8.48%	2.68%	1.88	30.48M	0.90	-0.28%	27.45M
114	Restaurants	-0.66%	-4.13%	-1.46%	-5.45%	8.96%	-2.00%	2.15	80.88M	2.60	1.16%	210.27M
115	Scientific & Technical Instruments	-2.32%	1.40%	15.98%	0.45%	15.38%	6.25%	2.15	32.17M	0.92	2.23%	29.44M
116	Security & Protection Services	-0.35%	1.73%	5.25%	6.15%	7.94%	9.49%	1.97	28.96M	0.79	1.27%	22.94M
117	Semiconductor Equipment & Materials	-2.79%	-5.94%	14.66%	2.57%	-13.98%	11.83%	1.83	44.40M	0.90	1.86%	39.88M
118	Semiconductors	0.15%	7.29%	44.66%	31.43%	40.65%	25.81%	1.48	644.38M	0.77	2.86%	494.63M
119	Shell Companies	-0.92%	0.94%	-5.15%	2.39%	1.33%	-1.00%	1.82	16.96M	0.70	0.01%	11.79M
120	Silver	-2.68%	-2.21%	40.81%	38.68%	32.12%	49.30%	2.12	45.10M	0.34	4.19%	15.55M
121	Software - Application	-3.48%	-4.85%	1.27%	-3.17%	16.16%	0.81%	1.75	423.15M	1.05	0.89%	443.19M
122	Software - Infrastructure	2.40%	5.32%	24.62%	26.91%	38.67%	28.73%	1.56	474.53M	0.84	2.46%	396.25M
123	Solar	-6.27%	-8.47%	26.01%	-0.94%	-28.60%	-1.33%	1.95	72.91M	0.54	-0.14%	39.45M
124	Specialty Business Services	0.38%	-0.50%	0.10%	5.33%	9.75%	11.54%	2.34	30.97M	1.11	1.13%	34.36M
125	Specialty Chemicals	-2.37%	-3.53%	1.14%	-4.89%	-6.75%	-0.06%	1.92	62.59M	0.97	1.35%	60.61M
126	Specialty Industrial Machinery	-1.22%	4.72%	22.98%	11.73%	26.97%	16.87%	2.08	100.23M	0.94	1.09%	93.74M
127	Specialty Retail	-0.69%	2.95%	11.51%	-2.89%	7.32%	-2.05%	2.31	67.55M	0.71	2.97%	47.76M
128	Staffing & Employment Services	-11.19%	-13.32%	-12.78%	-29.90%	-37.04%	-30.87%	2.47	6.89M	0.91	0.69%	6.28M
129	Steel	-6.65%	-6.03%	2.55%	5.44%	-10.07%	12.60%	1.92	64.82M	0.71	-0.85%	46.30M
130	Telecom Services	-0.28%	-3.98%	-1.02%	7.48%	10.66%	8.42%	2.15	149.94M	0.95	0.55%	143.16M
131	Textile Manufacturing	-18.28%	-19.39%	-8.90%	-28.41%	-37.25%	-27.89%	3.17	766.57K	1.27	4.22%	976.80K
132	Thermal Coal	1.06%	5.34%	6.32%	-6.61%	-7.83%	-13.28%	1.46	7.03M	1.10	2.96%	7.77M
133	Tobacco	4.72%	-1.08%	4.17%	26.82%	40.94%	34.79%	2.29	25.31M	0.76	0.61%	19.28M
134	Tools & Accessories	-0.49%	1.99%	12.67%	-3.29%	-2.77%	4.23%	2.41	7.53M	0.92	1.21%	6.94M
135	Travel Services	-4.63%	-1.99%	15.10%	8.19%	44.71%	10.49%	1.89	63.85M	0.80	1.81%	50.82M
136	Trucking	-9.85%	-11.03%	0.30%	-24.98%	-28.42%	-22.28%	2.27	12.38M	0.93	1.67%	11.52M
137	Uranium	-5.09%	7.55%	62.98%	45.36%	55.55%	43.69%	1.31	168.54M	0.51	3.70%	86.06M
138	Utilities - Diversified	2.06%	5.85%	8.59%	2.72%	-1.47%	-1.34%	2.05	36.37M	0.55	1.95%	19.85M
139	Utilities - Independent Power Producers	8.49%	13.34%	51.89%	38.63%	152.39%	59.56%	1.69	13.67M	0.79	2.92%	10.82M
140	Utilities - Regulated Electric	3.36%	4.96%	4.65%	11.13%	12.56%	11.74%	2.24	139.35M	1.14	1.35%	158.77M
141	Utilities - Regulated Gas	2.48%	3.86%	1.93%	8.34%	19.92%	12.09%	2.04	11.98M	1.05	1.88%	12.53M
142	Utilities - Regulated Water	4.44%	-0.14%	-2.64%	12.90%	2.21%	14.75%	2.16	6.60M	1.00	0.73%	6.62M
143	Utilities - Renewable	5.19%	8.32%	29.17%	15.51%	49.15%	40.06%	1.71	22.85M	0.57	3.27%	13.02M
144	Waste Management	-0.48%	0.12%	-3.67%	5.05%	12.77%	12.22%	1.90	12.44M	1.13	0.57%	14.11M

