
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
103	REIT - Healthcare Facilities	205.80B	86.33	55.42	3.13	7.72	2.40	27.07	30.16	-5.22%	27.61%	10.80%	0.56%	27.58M
104	REIT - Hotel & Motel	30.79B	23.82	25.83	-	1.33	1.20	10.15	11.88	-5.13%	-2.91%	1.71%	-0.07%	24.70M
105	REIT - Industrial	254.71B	31.51	34.85	-	8.06	2.22	68.16	22.14	9.61%	-1.28%	16.86%	-0.88%	20.45M
106	REIT - Mortgage	63.37B	19.81	7.25	4.54	2.02	0.91	4.40	12.19	-4.55%	4.37%	17.19%	-1.44%	59.26M
107	REIT - Office	69.24B	49.73	71.53	0.92	3.62	1.13	12.30	12.23	-26.50%	53.91%	4.44%	-0.28%	19.89M
108	REIT - Residential	190.92B	30.31	44.87	4.82	7.62	2.35	56.47	21.87	4.58%	6.28%	7.68%	-0.16%	17.39M
109	REIT - Retail	239.34B	33.93	35.32	2.80	9.05	2.37	48.78	19.75	-0.04%	12.12%	11.61%	-0.40%	23.07M
110	REIT - Specialty	386.16B	57.94	36.12	3.53	6.85	6.11	28.05	41.84	4.57%	16.41%	6.89%	-0.43%	16.80M
111	Rental & Leasing Services	155.79B	18.38	16.67	2.18	1.71	2.79	16.17	93.38	4.95%	8.44%	10.63%	0.06%	24.02M
112	Residential Construction	189.00B	11.74	12.90	-	1.17	1.89	14.68	21.81	26.38%	-1.33%	12.08%	-0.77%	16.70M
113	Resorts & Casinos	99.01B	27.33	16.98	1.64	1.19	4.83	7.63	23.78	-1.19%	16.64%	3.12%	-0.12%	22.59M
114	Restaurants	581.65B	29.89	24.62	3.38	3.40	22.58	33.79	31.97	10.05%	8.84%	7.73%	-0.35%	66.97M
115	Scientific & Technical Instruments	193.04B	35.08	20.33	3.06	3.76	3.25	15.43	24.91	8.00%	11.46%	8.31%	0.01%	19.62M
116	Security & Protection Services	45.20B	21.88	15.22	2.05	1.94	3.84	12.43	13.94	12.30%	10.69%	7.13%	-0.64%	16.39M
117	Semiconductor Equipment & Materials	730.25B	25.76	21.57	1.80	6.14	9.10	20.29	26.92	25.33%	14.28%	15.56%	-1.03%	38.75M
118	Semiconductors	8365.77B	49.05	26.37	1.63	13.75	11.46	32.88	51.82	56.87%	30.12%	41.02%	-0.32%	410.77M
119	Shell Companies	47.11B	145.79	676.34	3.27	14.84	3.24	121.06	-	-	44.63%	-	0.02%	10.70M
120	Silver	9.54B	60.51	22.69	1.14	6.91	2.14	8.62	41.66	-1.53%	53.12%	10.66%	2.45%	25.97M
121	Software - Application	2815.54B	43.37	30.06	2.48	7.30	6.84	16.66	31.72	23.17%	17.46%	19.76%	-0.38%	343.12M
122	Software - Infrastructure	6001.29B	43.52	29.40	2.36	7.43	10.96	25.44	52.99	16.21%	18.48%	17.07%	-0.35%	379.74M
123	Solar	46.36B	22.93	11.55	0.97	1.40	1.82	3.50	42.58	-8.74%	23.70%	11.99%	-5.40%	53.88M
124	Specialty Business Services	403.38B	41.00	28.21	3.82	3.46	6.26	31.62	32.35	9.52%	10.74%	8.09%	-0.32%	21.37M
125	Specialty Chemicals	679.03B	36.45	21.48	4.42	2.49	3.53	22.76	39.69	15.31%	8.24%	4.09%	-0.23%	44.70M
126	Specialty Industrial Machinery	1056.56B	33.14	24.33	2.80	3.69	5.67	32.80	31.49	-1.49%	11.84%	5.53%	-0.44%	66.42M
127	Specialty Retail	193.71B	22.95	19.08	3.19	1.00	5.67	12.06	24.14	16.88%	7.18%	7.48%	0.04%	39.82M
128	Staffing & Employment Services	18.66B	25.60	13.64	3.93	0.39	2.34	4.21	12.25	-1.04%	6.52%	6.98%	-0.95%	9.60M
129	Steel	140.27B	18.85	11.45	0.92	0.57	0.83	4.34	49.00	12.40%	20.54%	6.19%	-0.13%	32.68M
130	Telecom Services	1254.55B	14.90	12.59	1.24	1.43	1.98	10.87	9.91	4.42%	11.98%	4.16%	0.08%	117.94M
131	Textile Manufacturing	2.00B	33.83	15.95	-	1.01	1.70	14.66	20.98	-5.93%	-	2.79%	1.44%	529.30K
132	Thermal Coal	10.79B	16.97	9.25	8.22	1.03	1.06	8.94	12.14	10.23%	2.07%	4.99%	0.14%	5.53M
133	Tobacco	520.15B	24.71	15.58	2.96	5.41	7.69	38.14	19.00	-3.38%	8.36%	2.73%	0.64%	19.36M
134	Tools & Accessories	69.94B	23.11	17.15	2.54	1.80	2.64	23.31	22.09	7.85%	9.09%	11.14%	-0.51%	4.79M
135	Travel Services	518.56B	28.97	19.47	1.63	3.37	10.47	8.68	19.87	1.17%	17.73%	9.59%	0.35%	44.62M
136	Trucking	82.02B	31.40	23.40	1.92	1.47	3.04	65.00	42.85	8.87%	16.39%	4.53%	0.41%	9.90M
137	Uranium	47.87B	97.85	62.53	2.24	14.84	5.43	21.94	68.56	7.12%	43.69%	12.31%	1.88%	76.74M
138	Utilities - Diversified	97.50B	19.95	14.30	4.54	1.61	1.86	18.37	78.79	8.19%	4.40%	8.47%	-1.28%	17.83M
139	Utilities - Independent Power Producers	118.97B	31.14	19.19	2.46	1.99	10.96	39.14	59.12	15.04%	12.64%	14.19%	-1.18%	6.65M
140	Utilities - Regulated Electric	1171.16B	19.24	15.69	2.23	2.47	1.94	36.56	134.95	3.53%	8.65%	3.81%	-0.59%	116.37M
141	Utilities - Regulated Gas	91.11B	21.57	16.09	2.23	2.16	1.91	27.21	88.21	6.75%	9.67%	5.06%	0.01%	10.57M
142	Utilities - Regulated Water	66.95B	15.67	18.66	1.82	3.75	2.15	33.04	85.52	12.58%	8.62%	9.34%	0.32%	5.29M
143	Utilities - Renewable	153.67B	34.86	26.65	2.37	2.85	3.37	9.64	33.61	20.36%	14.69%	6.12%	-0.44%	14.98M
144	Waste Management	255.04B	43.52	31.39	3.78	3.83	6.30	127.76	40.05	9.37%	11.50%	9.79%	-0.13%	9.54M
