
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
40	Electrical Equipment & Parts	140.25B	37.61	24.32	1.58	3.38	5.57	19.32	34.26	22.91%	23.75%	10.61%	-1.94%	360.24M
41	Electronic Components	380.20B	43.23	24.69	2.21	2.55	6.10	25.21	32.76	16.28%	19.59%	7.74%	-0.65%	14.79M
42	Electronic Gaming & Multimedia	264.20B	44.75	21.52	2.24	7.07	8.00	9.10	29.27	-25.13%	20.00%	22.82%	-0.77%	7.70M
43	Electronics & Computer Distribution	30.79B	18.26	10.55	1.46	0.24	1.34	15.19	14.90	-0.14%	12.46%	8.96%	-1.72%	433.68K
44	Engineering & Construction	329.47B	21.46	26.99	1.20	1.67	5.30	19.81	26.95	24.46%	17.96%	11.00%	-0.83%	7.71M
45	Entertainment	1149.77B	43.85	34.27	2.15	3.15	4.50	18.45	29.79	19.48%	20.41%	11.64%	1.24%	53.06M
46	Farm & Heavy Construction Machinery	422.88B	21.01	18.57	9.65	2.09	4.58	14.58	21.75	16.18%	2.18%	4.28%	-3.13%	36.71M
47	Farm Products	77.70B	14.65	13.17	2.52	0.37	1.24	4.57	11.39	13.56%	5.82%	7.47%	-1.31%	4.95M
48	Financial Conglomerates	50.00B	15.72	3.08	1.13	1.50	1.36	4.38	31.96	5.03%	13.89%	15.07%	0.59%	1.43M
49	Financial Data & Stock Exchanges	722.31B	36.30	27.69	3.94	9.50	5.48	31.20	27.91	8.90%	9.22%	17.47%	-0.24%	17.20M
50	Food Distribution	80.75B	27.79	16.32	1.86	0.33	4.91	42.15	20.42	35.23%	14.94%	11.00%	-1.34%	2.01M
51	Footwear & Accessories	170.67B	34.62	27.24	3.22	2.14	6.71	11.87	28.35	10.55%	10.74%	11.44%	-2.08%	18.25M
52	Furnishings, Fixtures & Appliances	65.28B	28.12	15.73	2.32	0.91	2.43	16.43	22.02	3.86%	12.12%	7.27%	-1.95%	5.36M
53	Gambling	123.58B	78.45	26.83	2.60	3.65	7.62	15.82	32.89	-21.05%	30.16%	42.58%	-0.58%	32.71M
54	Gold	445.70B	20.37	12.91	0.78	4.90	2.73	17.21	24.91	11.40%	26.28%	13.19%	-0.59%	88.97M
55	Grocery Stores	78.11B	19.06	14.11	1.59	0.30	4.19	10.14	27.12	14.65%	11.99%	5.03%	-0.67%	5.97M
56	Health Information Services	119.17B	88.84	38.02	4.82	3.40	4.70	9.22	31.65	15.00%	18.42%	23.14%	-0.73%	27.93M
57	Healthcare Plans	539.06B	13.38	11.70	7.82	0.33	1.75	37.12	12.06	-0.69%	1.71%	11.18%	0.06%	23.13M
58	Home Improvement Retail	552.58B	25.52	23.11	4.48	2.19	51.40	107.91	25.17	10.21%	5.70%	6.61%	-1.11%	2.74M
59	Household & Personal Products	767.80B	25.67	20.01	4.52	2.95	7.12	29.48	24.20	2.40%	5.68%	3.47%	-1.48%	29.85M
60	Industrial Distribution	234.53B	30.87	24.46	3.62	1.78	6.74	51.26	31.03	15.76%	8.52%	8.84%	-0.95%	3.84M
61	Information Technology Services	862.01B	25.25	16.61	2.81	2.20	4.21	14.35	16.81	4.56%	8.98%	4.89%	-1.00%	91.75M
62	Insurance - Diversified	2195.45B	19.47	24.50	12.58	2.55	1.84	3.19	55.07	4.72%	1.55%	8.10%	-0.11%	4.59M
63	Insurance - Life	294.23B	15.13	8.72	1.80	1.07	1.52	3931.43	4.75	7.55%	8.40%	-4.68%	0.05%	4.64M
64	Insurance - Property & Casualty	624.43B	10.58	12.62	1.30	1.42	2.09	662.74	7.48	13.33%	8.15%	10.63%	-0.21%	8.45M
65	Insurance - Reinsurance	43.01B	11.29	6.56	0.78	0.74	1.04	-	2.94	4.24%	14.53%	15.99%	-0.47%	514.16K
66	Insurance - Specialty	80.52B	14.15	11.16	0.92	2.00	1.57	466.53	6.85	4.79%	15.36%	8.70%	-0.81%	2.09M
67	Insurance Brokers	357.54B	34.26	20.89	3.13	4.31	5.02	11.90	27.40	16.25%	10.94%	9.32%	-1.20%	3.90M
68	Integrated Freight & Logistics	203.36B	15.67	13.25	2.49	0.80	3.14	11.14	22.11	11.13%	6.29%	5.34%	-0.04%	8.17M
69	Internet Content & Information	7292.34B	41.97	37.15	2.85	7.16	12.25	23.85	37.94	26.97%	14.70%	17.48%	0.82%	95.16M
70	Internet Retail	3404.10B	30.01	24.33	1.19	2.85	5.74	11.23	93.25	32.58%	25.17%	23.80%	0.96%	82.37M
71	Leisure	78.76B	42.19	21.80	1.88	1.90	4.26	14.43	27.34	-17.00%	22.49%	10.34%	-1.83%	15.39M
72	Lodging	197.54B	32.48	25.02	2.72	3.33	45.94	36.49	29.53	17.17%	11.93%	4.51%	-0.55%	2.22M
73	Lumber & Wood Production	23.35B	25.21	18.93	7.79	1.10	1.66	10.63	44.58	28.93%	3.24%	11.03%	-1.97%	342.81K
74	Luxury Goods	28.59B	33.68	15.07	2.99	1.36	6.90	14.65	20.03	-8.75%	11.28%	2.29%	-11.21%	10.91M
75	Marine Shipping	32.71B	5.12	7.99	0.54	0.95	0.85	4.53	5.08	30.89%	9.45%	16.95%	-1.24%	7.43M
76	Medical Care Facilities	213.92B	17.57	13.54	1.26	0.91	4.09	16.49	12.45	11.10%	13.90%	7.43%	-0.24%	15.61M
77	Medical Devices	960.15B	30.57	22.39	2.50	4.12	3.95	20.16	32.40	8.89%	12.25%	8.62%	-0.80%	242.54M
78	Medical Distribution	183.59B	26.44	15.41	2.16	0.20	31.84	19.87	19.54	26.73%	12.25%	8.98%	-0.11%	2.41M
79	Medical Instruments & Supplies	472.27B	44.92	23.20	3.99	4.12	3.42	22.54	36.16	10.88%	11.25%	9.42%	-1.19%	16.93M
80	Metal Fabrication	48.49B	25.72	18.19	1.65	2.11	4.04	19.42	25.20	73.26%	15.63%	4.30%	-1.13%	1.54M
81	Mortgage Finance	38.11B	32.07	16.56	0.87	2.01	1.83	4.27	462.09	14.54%	36.68%	4.58%	-2.91%	17.28M
82	Oil & Gas Drilling	17.56B	35.41	18.47	11.50	0.78	0.67	6.30	13.32	18.44%	3.08%	9.37%	-1.51%	15.61M
83	Oil & Gas E&P	601.46B	12.90	11.49	1.01	2.08	1.47	24.60	13.54	18.55%	12.73%	12.01%	-0.34%	44.08M
84	Oil & Gas Equipment & Services	200.50B	13.05	12.88	1.36	1.24	1.90	9.77	12.20	38.99%	9.57%	4.44%	-1.32%	23.67M
85	Oil & Gas Integrated	1556.37B	14.05	11.30	1.78	0.91	1.44	8.40	9.79	19.51%	7.88%	3.93%	-0.62%	32.10M
86	Oil & Gas Midstream	811.89B	17.43	15.62	2.36	1.74	2.94	40.24	16.52	9.84%	7.39%	7.37%	0.12%	31.39M
87	Oil & Gas Refining & Marketing	180.70B	33.47	12.75	1.80	0.31	1.85	9.48	17.95	6.23%	18.56%	5.12%	-0.63%	6.81M
88	Other Industrial Metals & Mining	305.23B	12.39	11.48	-	1.92	1.96	9.79	16.37	-6.64%	-4.59%	4.19%	-1.88%	47.05M
89	Other Precious Metals & Mining	26.25B	33.16	15.45	0.88	2.86	2.29	12.47	61.90	-1.82%	37.68%	13.22%	-1.16%	14.67M
90	Packaged Foods	253.55B	20.73	13.43	5.90	1.21	1.90	17.81	14.08	5.10%	3.52%	4.49%	-1.16%	28.91M
91	Packaging & Containers	161.73B	27.08	12.71	1.06	1.02	2.19	18.38	30.32	-0.02%	25.65%	4.46%	-3.65%	40.89M
92	Paper & Paper Products	15.19B	9.55	7.70	-	0.88	1.35	3.52	11.72	-14.29%	-3.06%	4.92%	-0.47%	834.33K
93	Personal Services	58.51B	5.02	22.85	0.40	3.15	6.83	19.68	24.09	13.35%	12.47%	8.20%	-1.41%	42.97M
94	Pharmaceutical Retailers	10.64B	-	7.79	-	0.07	1.42	11.51	17.95	43.06%	-16.53%	2.83%	0.28%	3.94M
95	Pollution & Treatment Controls	47.75B	35.43	28.55	2.99	4.81	7.49	20.91	32.45	-22.27%	11.85%	4.07%	-1.61%	1.78M
96	Publishing	23.22B	22.11	18.34	2.01	1.70	2.63	17.02	11.34	16.23%	11.01%	2.44%	-0.30%	1.13M
97	Railroads	423.85B	20.30	17.73	2.18	4.64	3.98	69.76	26.56	5.82%	9.32%	4.22%	-1.06%	13.11M
98	Real Estate - Development	8.61B	15.47	15.63	-	1.07	1.01	7.05	20.42	4.56%	-2.14%	18.49%	-0.97%	363.26K
99	Real Estate - Diversified	7.43B	20.97	29.03	-	3.32	1.62	3.81	19.94	20.32%	-2.94%	13.67%	-1.70%	165.53K
100	Real Estate Services	163.76B	51.01	24.70	2.31	1.22	3.23	8.33	35.91	1.79%	22.07%	11.24%	0.12%	175.46M
101	Recreational Vehicles	25.65B	38.67	19.26	10.09	0.65	1.76	7.07	8.87	-0.17%	3.83%	3.96%	-1.44%	1.80M
102	REIT - Diversified	60.30B	17.29	15.41	4.52	6.41	1.27	51.38	13.57	10.03%	3.82%	22.46%	-1.02%	2.91M
103	REIT - Healthcare Facilities	198.97B	84.34	53.34	2.86	7.46	2.33	26.17	29.16	-5.25%	29.50%	10.80%	-0.55%	10.39M
104	REIT - Hotel & Motel	30.61B	23.61	25.33	-	1.32	1.19	10.09	11.81	-5.12%	-2.89%	1.74%	-1.68%	6.75M
105	REIT - Industrial	248.39B	30.73	33.87	-	7.86	2.17	66.47	21.59	9.61%	-1.21%	16.85%	-1.24%	4.95M
106	REIT - Mortgage	64.04B	19.87	7.31	4.38	2.04	0.91	4.45	12.30	-4.49%	4.54%	17.13%	-0.72%	17.15M
107	REIT - Office	69.05B	49.60	69.26	0.89	3.61	1.12	12.26	12.20	-26.72%	55.54%	4.23%	-1.69%	4.75M
108	REIT - Residential	188.12B	29.87	44.52	4.84	7.51	2.31	55.55	21.57	4.51%	6.18%	7.68%	-1.17%	4.45M
109	REIT - Retail	235.10B	33.33	34.49	2.96	8.89	2.32	47.92	19.40	-0.00%	11.24%	11.52%	-0.90%	7.29M
110	REIT - Specialty	380.73B	57.12	35.55	3.47	6.75	6.03	27.66	41.26	4.51%	16.47%	6.92%	-1.66%	5.67M
111	Rental & Leasing Services	158.10B	18.66	16.84	2.53	1.73	2.83	16.41	94.74	5.13%	7.37%	10.63%	-1.31%	5.08M
112	Residential Construction	191.59B	11.91	13.06	-	1.19	1.92	14.99	22.11	26.39%	-1.25%	12.07%	-1.61%	6.28M
113	Resorts & Casinos	99.16B	27.37	17.06	1.67	1.19	4.83	7.65	23.82	-1.18%	16.37%	3.14%	-0.93%	6.18M
114	Restaurants	579.90B	29.80	24.55	3.37	3.39	22.60	33.66	31.87	9.98%	8.85%	7.77%	-1.04%	34.68M
115	Scientific & Technical Instruments	197.24B	34.62	20.79	3.08	3.85	3.35	15.19	25.67	8.06%	11.26%	8.28%	-3.35%	20.44M
116	Security & Protection Services	45.25B	21.90	15.24	2.17	1.95	3.83	12.44	13.96	12.28%	10.09%	6.71%	-0.94%	6.00M
117	Semiconductor Equipment & Materials	783.67B	27.78	22.82	1.93	6.62	9.77	21.94	28.85	25.40%	14.43%	15.47%	-0.36%	12.27M
118	Semiconductors	8746.74B	51.32	27.77	1.72	14.39	12.28	34.54	54.31	56.65%	29.89%	40.99%	-0.04%	202.73M
119	Shell Companies	39.34B	149.68	567.60	3.96	12.39	3.39	102.43	-	-	37.76%	-	-0.04%	5.96M
120	Silver	9.56B	60.67	23.28	1.18	7.64	2.19	9.18	62.17	-1.74%	51.57%	10.63%	-0.48%	19.50M
121	Software - Application	2816.45B	43.40	29.92	2.47	7.34	6.87	16.48	31.62	22.58%	17.59%	19.66%	-1.21%	155.90M
122	Software - Infrastructure	6231.39B	45.40	30.58	2.43	11.25	11.46	26.43	55.15	16.26%	18.65%	17.11%	-0.13%	196.97M
123	Solar	40.79B	20.50	10.24	0.84	1.24	1.61	3.08	37.47	-9.93%	24.50%	11.81%	-4.26%	17.83M
124	Specialty Business Services	404.45B	41.10	28.28	3.83	3.47	6.43	32.21	32.47	9.53%	10.74%	8.13%	-0.56%	13.44M
125	Specialty Chemicals	674.61B	36.21	21.32	4.36	2.47	3.50	22.60	39.43	15.33%	8.31%	4.11%	-0.65%	27.35M
126	Specialty Industrial Machinery	1086.35B	34.09	25.05	2.84	3.80	5.83	33.84	32.45	-3.40%	11.99%	5.54%	-1.28%	31.85M
127	Specialty Retail	193.34B	22.90	19.05	3.18	1.00	5.65	12.04	24.10	17.04%	7.20%	7.43%	-1.59%	13.23M
128	Staffing & Employment Services	18.58B	25.51	13.54	3.92	0.38	2.33	4.19	12.15	-0.97%	6.51%	6.84%	-1.69%	1.39M
129	Steel	141.47B	18.45	11.55	0.89	0.57	0.85	4.37	49.41	12.38%	20.63%	6.20%	-1.92%	17.39M
130	Telecom Services	1222.79B	14.53	12.28	1.20	1.39	1.94	10.69	9.68	4.41%	12.14%	4.15%	-0.31%	33.84M
131	Textile Manufacturing	2.06B	34.90	17.90	-	1.03	1.75	15.87	21.65	-6.98%	-	2.69%	-1.60%	137.88K
132	Thermal Coal	11.56B	18.18	9.48	6.03	1.10	1.13	9.58	13.00	9.98%	3.01%	4.92%	-1.42%	1.47M
133	Tobacco	498.12B	23.67	14.99	2.85	5.18	7.37	36.53	18.20	-3.42%	8.29%	2.71%	-0.03%	5.06M
134	Tools & Accessories	71.60B	23.66	17.56	2.60	1.84	2.70	23.87	22.62	7.83%	9.09%	11.12%	-1.57%	1.99M
135	Travel Services	507.75B	28.81	19.10	1.63	3.31	10.25	8.48	19.14	1.06%	17.65%	9.56%	-0.04%	18.69M
136	Trucking	82.48B	31.58	23.51	1.92	1.47	3.06	65.36	43.10	8.91%	16.43%	4.55%	-2.43%	2.51M
137	Uranium	50.81B	103.86	66.47	2.33	15.75	5.76	23.28	72.77	7.15%	44.49%	12.31%	0.71%	52.05M
138	Utilities - Diversified	98.27B	19.80	14.41	4.63	1.63	1.88	17.60	74.40	8.09%	4.28%	8.44%	-0.56%	6.85M
139	Utilities - Independent Power Producers	128.12B	33.54	20.58	2.74	2.15	11.81	42.20	63.67	15.20%	12.23%	14.19%	0.79%	2.92M
140	Utilities - Regulated Electric	1170.13B	19.47	15.65	2.26	2.47	1.95	36.09	152.47	3.45%	8.62%	3.78%	-0.49%	30.25M
141	Utilities - Regulated Gas	92.06B	21.79	16.27	2.26	2.18	1.93	27.50	89.13	6.70%	9.66%	5.05%	-0.43%	2.30M
142	Utilities - Regulated Water	67.14B	15.71	18.70	1.80	3.77	2.16	33.00	85.76	12.62%	8.72%	9.35%	-0.32%	1.67M
143	Utilities - Renewable	160.14B	36.32	27.27	2.35	2.97	3.51	10.04	35.02	20.63%	15.43%	6.04%	0.70%	5.07M
144	Waste Management	252.26B	43.04	31.06	3.72	3.79	6.23	128.93	39.61	9.42%	11.56%	9.79%	-0.70%	7.65M
