No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
18	Biotechnology	876.33B	55.91	34.85	3.08	8.99	3.85	5.01	56.65	-9.72%	18.16%	46.73%	-0.24%	681.23M
19	Broadcasting	13.56B	8.94	8.11	-	0.55	1.45	4.96	4.60	31.12%	-6.38%	32.73%	-2.54%	27.31M
20	Building Materials	214.38B	25.53	20.68	2.24	2.77	3.00	29.78	39.00	22.18%	11.42%	6.70%	-0.36%	32.72M
21	Building Products & Equipment	372.93B	28.09	21.02	2.64	2.52	5.57	53.93	27.26	13.23%	10.64%	5.64%	0.03%	41.89M
22	Business Equipment & Supplies	1.09B	28.13	11.27	-	0.49	0.69	2.36	7.02	1.32%	-	16.71%	-3.91%	2.00M
23	Capital Markets	1015.15B	21.23	17.50	1.23	1.92	2.91	3.73	9.45	13.63%	17.22%	31.41%	-2.80%	486.00M
24	Chemicals	32.42B	55.40	19.31	-	0.34	0.89	3.92	14.88	17.17%	-3.52%	2.42%	-5.14%	62.15M
25	Coking Coal	5.89B	28.72	11.23	1.45	0.92	1.26	5.03	13.72	-7.06%	19.86%	7.19%	-1.77%	10.26M
26	Communication Equipment	510.77B	29.74	17.84	3.39	2.90	4.18	10.18	21.65	7.97%	8.76%	2.05%	-1.53%	146.50M
27	Computer Hardware	434.66B	31.54	20.97	2.19	1.97	10.84	12.13	28.58	16.58%	14.39%	11.91%	-3.89%	198.52M
28	Confectioners	124.17B	26.38	23.45	-	2.53	4.14	46.38	26.89	8.04%	-0.03%	7.05%	-0.51%	12.95M
29	Conglomerates	240.44B	22.56	17.91	2.92	1.87	6.23	10.92	32.92	0.84%	7.72%	-0.96%	-2.37%	17.96M
30	Consulting Services	93.82B	30.40	24.41	2.66	3.14	8.81	44.29	27.20	18.00%	11.43%	6.55%	-0.86%	8.00M
31	Consumer Electronics	3175.64B	30.77	25.19	3.90	6.26	25.06	43.73	27.31	15.00%	7.88%	8.21%	-2.38%	111.43M
32	Copper	139.40B	24.47	16.67	1.66	3.41	4.32	14.30	25.70	17.42%	14.76%	10.34%	-1.69%	30.40M
33	Credit Services	1692.83B	26.19	19.51	1.79	5.12	5.84	11.09	17.50	10.28%	14.65%	10.48%	-1.89%	179.67M
34	Department Stores	11.87B	11.00	14.25	-	0.26	1.24	5.29	12.04	30.83%	-12.05%	-0.48%	-0.66%	13.47M
35	Diagnostics & Research	628.39B	35.09	21.41	3.69	3.86	3.57	24.71	26.53	10.07%	9.50%	9.74%	-0.66%	64.76M
36	Discount Stores	1330.85B	40.74	33.45	4.43	1.15	9.33	44.65	46.98	9.45%	9.19%	7.12%	0.85%	36.41M
37	Drug Manufacturers - General	3018.79B	23.43	12.99	1.16	4.34	5.94	22.72	18.06	5.81%	20.21%	9.31%	2.02%	172.17M
38	Drug Manufacturers - Specialty & Generic	287.09B	30.59	13.13	1.94	2.16	2.10	11.47	14.89	11.75%	15.81%	8.28%	1.31%	122.84M
39	Education & Training Services	51.71B	21.02	16.45	1.42	1.51	2.31	3.44	21.97	11.55%	14.80%	8.84%	-0.63%	30.07M
40	Electrical Equipment & Parts	138.43B	38.03	24.20	1.73	3.36	5.43	15.99	32.10	22.78%	21.93%	10.47%	-1.40%	153.01M
41	Electronic Components	365.70B	41.52	23.86	2.19	2.45	5.86	24.22	31.34	16.53%	18.97%	7.60%	-2.05%	48.17M
42	Electronic Gaming & Multimedia	250.32B	42.03	20.73	2.07	6.74	7.82	8.81	27.83	-25.35%	20.31%	23.18%	-3.73%	23.64M
43	Electronics & Computer Distribution	28.73B	16.27	10.12	1.40	0.23	1.24	14.18	12.80	5.14%	11.60%	8.87%	-1.59%	3.92M
44	Engineering & Construction	318.95B	24.79	26.48	1.49	1.62	5.40	19.98	25.76	24.34%	16.70%	11.12%	-2.71%	69.09M
45	Entertainment	1012.30B	45.36	31.54	2.25	3.04	4.40	17.69	27.54	17.41%	20.14%	11.69%	-1.00%	165.96M
46	Farm & Heavy Construction Machinery	435.83B	20.97	19.13	11.14	2.15	5.07	16.65	23.08	16.22%	1.88%	4.27%	-2.92%	38.67M
47	Farm Products	71.99B	12.57	12.31	2.52	0.35	1.17	5.11	24.33	13.81%	4.99%	7.46%	-1.08%	13.56M
48	Financial Conglomerates	46.28B	15.28	2.82	1.08	1.43	1.32	3.04	26.64	5.79%	14.10%	17.14%	-0.24%	3.43M
49	Financial Data & Stock Exchanges	717.14B	38.27	27.45	4.12	9.66	5.50	30.71	27.45	8.92%	9.29%	17.32%	-2.53%	51.56M
50	Food Distribution	82.00B	28.01	17.31	1.95	0.34	5.01	46.61	20.67	29.84%	14.37%	11.70%	-0.08%	8.17M
51	Footwear & Accessories	169.24B	29.82	26.76	2.89	2.14	6.60	12.26	27.40	11.02%	10.33%	11.92%	-0.96%	42.21M
52	Furnishings, Fixtures & Appliances	59.54B	28.18	14.52	2.41	0.84	2.27	14.63	20.73	4.08%	11.71%	7.43%	-1.02%	117.93M
53	Gambling	123.93B	71.33	26.94	2.49	3.77	8.00	16.20	34.56	-21.15%	28.68%	43.13%	-1.56%	48.68M
54	Gold	405.83B	19.74	11.89	0.79	4.59	2.53	16.01	23.05	11.62%	24.85%	13.23%	1.55%	219.90M
55	Grocery Stores	79.96B	19.42	14.48	1.65	0.31	4.17	10.23	27.56	14.71%	11.78%	4.98%	1.67%	24.15M
56	Health Information Services	112.77B	68.74	35.77	4.01	3.29	4.47	8.42	29.92	15.46%	17.13%	22.03%	-3.06%	71.72M
57	Healthcare Plans	486.92B	12.05	10.28	3.85	0.30	1.58	33.65	10.89	-0.77%	3.13%	11.21%	-2.88%	111.70M
58	Home Improvement Retail	507.76B	23.45	21.20	4.11	2.01	47.48	98.99	23.03	10.14%	5.70%	6.65%	1.58%	10.48M
59	Household & Personal Products	761.33B	25.73	19.72	4.28	2.91	7.10	28.66	22.82	2.42%	6.01%	3.47%	0.67%	129.86M
60	Industrial Distribution	224.03B	29.35	23.48	3.46	1.71	6.37	50.27	29.62	15.86%	8.47%	8.86%	-3.50%	19.90M
61	Information Technology Services	887.15B	25.42	17.13	2.82	2.27	4.33	14.80	17.20	4.84%	9.01%	4.76%	-2.32%	286.27M
62	Insurance - Diversified	2178.04B	24.12	36.18	17.81	2.53	2.91	3.13	47.05	4.72%	1.35%	8.09%	-0.32%	20.92M
63	Insurance - Life	281.04B	13.85	8.24	1.65	1.03	1.46	6422.23	4.63	7.34%	8.41%	-4.63%	-2.13%	33.68M
64	Insurance - Property & Casualty	600.47B	10.55	12.32	1.32	1.38	2.05	637.31	7.26	13.47%	7.97%	10.60%	-0.69%	28.86M
65	Insurance - Reinsurance	42.10B	11.01	6.38	0.74	0.73	1.03	-	2.82	4.37%	14.82%	16.14%	-3.08%	3.97M
66	Insurance - Specialty	76.50B	13.31	10.47	0.87	1.93	1.50	375.83	6.87	4.91%	15.38%	8.70%	-0.37%	16.51M
67	Insurance Brokers	345.25B	33.23	20.20	3.04	4.20	4.89	10.71	25.58	16.22%	10.91%	9.39%	-0.74%	18.01M
68	Integrated Freight & Logistics	193.68B	14.92	12.53	2.28	0.77	3.00	10.54	20.96	11.06%	6.53%	5.34%	-2.00%	30.91M
69	Internet Content & Information	6811.76B	39.23	34.98	2.72	6.69	11.47	22.30	35.53	27.10%	14.42%	17.48%	-1.98%	230.01M
70	Internet Retail	3201.43B	29.69	23.09	1.18	2.74	5.65	10.71	74.11	32.48%	25.14%	23.85%	-6.55%	220.20M
71	Leisure	76.03B	39.69	20.80	1.76	1.85	4.17	16.38	25.18	-18.06%	22.54%	11.21%	-2.39%	54.58M
72	Lodging	189.32B	30.99	23.81	2.63	3.23	44.49	28.97	27.29	17.20%	11.80%	4.51%	-2.53%	10.81M
73	Lumber & Wood Production	22.07B	22.61	17.13	5.25	1.03	1.58	9.69	34.40	28.95%	4.31%	11.00%	-0.03%	1.46M
74	Luxury Goods	29.36B	34.65	16.74	2.80	1.38	6.51	14.36	19.79	-7.07%	12.38%	2.24%	-2.34%	13.62M
75	Marine Shipping	33.15B	5.11	8.02	0.31	0.96	0.88	4.72	5.06	31.14%	16.55%	17.02%	-0.20%	24.50M
76	Medical Care Facilities	200.75B	16.20	12.44	1.22	0.85	3.80	17.65	11.62	10.77%	13.29%	7.19%	-0.71%	43.64M
77	Medical Devices	949.02B	30.56	22.17	2.52	4.10	3.94	19.52	33.42	8.68%	12.15%	8.74%	-0.44%	371.64M
78	Medical Distribution	189.89B	27.80	16.33	2.34	0.21	36.26	16.08	15.65	20.71%	11.89%	9.26%	0.67%	9.68M
79	Medical Instruments & Supplies	463.78B	44.74	22.62	3.92	4.07	3.38	21.96	34.63	11.00%	11.40%	9.51%	-0.05%	134.61M
80	Metal Fabrication	48.63B	25.19	18.32	1.59	2.10	4.09	19.22	24.20	73.50%	15.88%	4.30%	-0.30%	9.74M
81	Mortgage Finance	63.53B	54.32	27.80	1.12	3.42	4.57	12.43	688.04	15.37%	48.39%	1.18%	7.14%	72.72M
82	Oil & Gas Drilling	16.63B	14.20	17.09	2.61	0.76	0.61	6.16	14.25	18.33%	5.44%	9.44%	-4.36%	53.82M
83	Oil & Gas E&P	648.88B	12.71	11.70	0.93	2.16	1.55	21.20	13.43	22.12%	13.73%	12.18%	-2.69%	194.71M
84	Oil & Gas Equipment & Services	199.96B	13.33	12.82	1.38	1.24	1.89	9.87	12.20	39.34%	9.67%	4.41%	-3.05%	91.08M
85	Oil & Gas Integrated	1559.38B	14.19	11.21	1.75	0.90	1.46	8.46	9.44	19.59%	8.11%	4.00%	-0.93%	103.32M
86	Oil & Gas Midstream	817.64B	18.00	15.73	2.41	1.79	2.99	34.59	16.19	9.96%	7.48%	7.40%	-0.33%	108.98M
87	Oil & Gas Refining & Marketing	180.25B	29.86	12.59	1.60	0.31	1.84	8.33	16.49	6.47%	18.71%	5.13%	-3.04%	25.40M
88	Other Industrial Metals & Mining	289.83B	11.43	10.90	-	1.81	1.92	10.02	16.24	-6.35%	-4.43%	4.05%	0.23%	179.20M
89	Other Precious Metals & Mining	23.26B	39.35	13.85	1.05	2.56	2.09	13.33	80.45	-1.86%	37.42%	13.34%	-0.19%	38.05M
90	Packaged Foods	254.25B	20.91	13.47	5.93	1.21	1.92	19.10	13.94	4.95%	3.53%	4.64%	-0.11%	87.81M
91	Packaging & Containers	161.02B	27.19	12.76	1.04	1.02	2.20	17.82	31.04	-0.09%	26.05%	4.52%	-1.01%	62.31M
92	Paper & Paper Products	14.36B	51.67	7.07	20.34	0.83	1.44	4.06	9.31	-14.33%	2.54%	4.83%	-0.39%	7.33M
93	Personal Services	62.52B	30.02	25.15	2.48	3.39	11.68	23.24	25.12	13.43%	12.12%	6.71%	1.93%	8.38M
94	Pharmaceutical Retailers	10.37B	-	7.65	-	0.07	1.38	11.10	17.49	37.46%	-16.95%	2.62%	0.00%	5.07M
95	Pollution & Treatment Controls	46.24B	34.37	27.75	2.84	4.66	7.08	22.81	31.35	-22.52%	12.11%	4.00%	-0.72%	11.56M
96	Publishing	22.07B	21.71	17.77	2.15	1.62	2.48	14.33	11.99	16.12%	10.08%	2.10%	2.78%	7.52M
97	Railroads	418.56B	20.00	17.50	2.15	4.58	3.91	69.00	26.17	5.79%	9.32%	4.24%	-1.20%	35.34M
98	Real Estate - Development	8.19B	14.67	14.89	-	1.02	0.96	6.61	19.42	4.38%	-2.93%	18.78%	0.64%	2.17M
99	Real Estate - Diversified	6.42B	18.59	41.81	7.12	2.81	1.73	6.84	15.81	20.60%	2.61%	14.71%	-1.43%	686.17K
100	Real Estate Services	159.49B	52.28	23.75	2.34	1.20	3.15	8.20	42.41	-0.11%	22.30%	11.32%	-1.06%	224.46M
101	Recreational Vehicles	22.50B	33.81	16.78	10.43	0.57	1.56	6.13	7.57	-0.25%	3.24%	3.98%	-1.97%	8.44M
102	REIT - Diversified	60.26B	17.43	15.45	4.59	6.30	1.27	51.12	13.30	10.19%	3.80%	22.63%	1.06%	19.07M
103	REIT - Healthcare Facilities	199.42B	88.81	54.17	3.17	7.52	2.35	25.97	30.36	-5.36%	27.98%	10.57%	0.88%	47.51M
104	REIT - Hotel & Motel	29.75B	21.47	23.88	-	1.29	1.16	10.13	11.04	-5.16%	-1.44%	1.72%	-1.95%	41.49M
105	REIT - Industrial	248.91B	30.86	33.69	-	7.89	2.18	64.78	21.49	9.60%	-0.72%	16.83%	0.02%	35.12M
106	REIT - Mortgage	62.03B	19.12	7.12	4.09	1.98	0.88	4.37	12.71	-4.72%	4.67%	17.23%	0.37%	81.53M
107	REIT - Office	68.94B	95.14	67.21	1.69	3.60	1.06	15.00	13.82	-27.08%	56.39%	4.22%	-1.31%	35.38M
108	REIT - Residential	187.62B	29.97	43.97	4.16	7.52	2.30	60.80	21.11	4.56%	7.20%	7.70%	-0.73%	35.83M
109	REIT - Retail	214.95B	30.02	31.78	2.64	8.15	2.12	48.41	18.08	-0.52%	11.39%	11.98%	-0.77%	44.80M
110	REIT - Specialty	391.23B	57.24	36.14	3.50	6.96	6.22	29.38	39.70	4.44%	16.34%	6.90%	-0.21%	28.73M
111	Rental & Leasing Services	150.93B	18.56	16.00	2.17	1.65	2.73	16.53	93.74	4.59%	8.55%	10.63%	-2.29%	28.63M
112	Residential Construction	174.84B	10.81	11.84	-	1.09	1.75	13.66	19.76	26.33%	-1.28%	12.04%	3.80%	26.51M
113	Resorts & Casinos	98.09B	27.03	16.97	1.78	1.18	4.74	7.54	23.09	-1.29%	15.19%	3.24%	-0.89%	36.64M
114	Restaurants	578.39B	30.03	24.50	3.20	3.41	22.71	34.54	32.95	9.23%	9.38%	7.70%	-0.49%	90.82M
115	Scientific & Technical Instruments	193.13B	28.16	20.85	2.12	3.77	3.30	14.82	24.64	8.31%	13.27%	9.10%	-1.89%	32.23M
116	Security & Protection Services	43.90B	21.87	14.79	2.32	1.90	3.77	13.10	14.76	10.65%	9.44%	6.59%	-1.19%	31.99M
117	Semiconductor Equipment & Materials	727.14B	26.05	21.04	1.80	6.18	9.17	20.58	26.81	25.34%	14.46%	15.49%	-0.03%	55.17M
118	Semiconductors	8311.33B	48.82	26.48	1.66	13.72	11.70	32.68	52.04	56.96%	29.45%	41.14%	-2.15%	649.35M
119	Shell Companies	36.49B	159.43	449.52	3.17	11.30	3.31	89.55	-	-	50.37%	-	-0.05%	17.23M
120	Silver	8.56B	55.45	19.88	0.90	7.06	1.99	8.30	98.77	-1.53%	61.40%	10.68%	-1.29%	29.93M
121	Software - Application	2846.67B	46.88	30.24	2.50	7.48	7.19	16.73	32.12	22.81%	18.78%	19.51%	-2.76%	449.32M
122	Software - Infrastructure	6163.43B	45.48	30.61	2.50	11.31	11.44	27.06	55.99	16.46%	18.18%	17.11%	-2.23%	453.67M
123	Solar	41.96B	21.04	11.39	0.79	1.28	1.70	3.26	37.63	-9.33%	26.57%	11.83%	0.72%	44.02M
124	Specialty Business Services	418.54B	40.39	29.35	3.76	3.66	6.75	31.27	33.19	9.43%	10.74%	7.78%	-0.58%	34.39M
125	Specialty Chemicals	640.50B	31.96	19.93	3.80	2.32	3.36	21.05	35.82	15.24%	8.42%	4.10%	-0.72%	75.96M
126	Specialty Industrial Machinery	1084.37B	34.36	25.34	2.88	3.82	5.88	32.62	34.65	-4.55%	11.92%	5.31%	-2.13%	134.89M
127	Specialty Retail	183.05B	21.81	18.05	3.05	0.95	5.43	11.25	22.87	17.00%	7.16%	7.49%	-0.67%	54.86M
128	Staffing & Employment Services	17.52B	24.13	12.47	3.47	0.36	2.18	3.87	11.59	-1.00%	6.95%	4.91%	-6.55%	8.29M
129	Steel	135.81B	19.06	10.88	0.91	0.55	0.84	4.20	39.05	12.43%	21.04%	6.30%	-3.22%	47.01M
130	Telecom Services	1182.69B	14.12	11.85	1.17	1.34	1.85	10.58	9.38	4.48%	12.11%	4.20%	-0.27%	201.16M
131	Textile Manufacturing	1.82B	30.02	14.95	-	0.91	1.52	13.99	19.09	-6.91%	-	2.62%	2.61%	1.15M
132	Thermal Coal	11.55B	14.85	9.11	3.59	1.17	1.12	9.81	13.91	9.89%	4.14%	5.05%	-0.71%	8.47M
133	Tobacco	481.23B	22.86	14.49	2.75	5.01	7.12	35.11	17.49	-3.33%	8.31%	2.76%	-0.12%	24.92M
134	Tools & Accessories	68.88B	22.69	17.03	2.76	1.78	2.62	24.06	21.54	7.53%	8.24%	10.99%	-0.57%	7.98M
135	Travel Services	499.59B	28.33	18.81	1.61	3.27	10.01	8.44	18.58	0.87%	17.57%	9.69%	-2.15%	71.44M
136	Trucking	78.55B	29.93	22.14	1.78	1.42	2.90	61.86	38.14	8.91%	16.83%	4.63%	-3.38%	17.21M
137	Uranium	48.15B	98.91	61.52	2.35	14.77	5.61	24.11	73.51	7.22%	42.15%	11.89%	-2.53%	109.00M
138	Utilities - Diversified	98.35B	17.71	14.51	3.91	1.63	1.87	12.83	64.62	8.24%	4.53%	8.60%	-0.43%	32.92M
139	Utilities - Independent Power Producers	130.82B	26.35	21.17	2.37	2.23	11.57	32.24	36.96	14.43%	11.11%	14.39%	-0.09%	12.48M
140	Utilities - Regulated Electric	1157.21B	19.14	15.39	2.24	2.47	1.94	33.10	148.90	3.48%	8.55%	3.77%	0.28%	139.70M
141	Utilities - Regulated Gas	88.79B	20.72	16.25	2.42	2.13	1.87	27.31	65.04	6.67%	8.57%	4.99%	-0.22%	10.63M
142	Utilities - Regulated Water	63.95B	15.73	18.00	1.87	3.67	2.15	32.24	47.90	12.58%	8.40%	9.26%	2.76%	9.58M
143	Utilities - Renewable	161.96B	33.35	26.92	2.07	3.10	3.50	9.80	42.93	20.49%	16.09%	6.13%	-2.12%	15.39M
144	Waste Management	252.06B	42.98	31.00	3.83	3.80	6.24	124.99	39.74	9.33%	11.21%	9.77%	-0.29%	15.13M
