
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
27	Computer Hardware	422.55B	33.43	22.22	2.25	1.97	10.83	13.22	30.47	17.15%	14.85%	12.30%	2.17%	117.20M
28	Confectioners	124.23B	26.39	23.48	-	2.53	4.14	46.40	26.90	8.05%	-0.07%	7.05%	-0.02%	3.29M
29	Conglomerates	243.89B	22.89	18.17	2.98	1.98	6.32	7.45	33.39	0.82%	7.69%	-0.98%	1.48%	5.64M
30	Consulting Services	94.09B	30.69	24.50	2.69	3.15	8.83	43.50	27.56	17.99%	11.42%	6.59%	0.32%	2.00M
31	Consumer Electronics	3203.98B	30.31	25.26	3.76	6.21	25.41	40.31	28.11	14.99%	8.06%	8.21%	0.89%	39.01M
32	Copper	141.15B	24.29	16.77	1.58	3.45	4.36	14.49	26.02	17.40%	15.34%	10.34%	1.26%	10.23M
33	Credit Services	1718.15B	27.55	20.51	1.87	5.20	6.03	11.30	17.77	10.27%	14.70%	10.51%	1.44%	67.74M
34	Department Stores	11.96B	11.08	14.36	-	0.26	1.24	5.33	12.13	30.99%	-12.04%	-0.47%	0.61%	7.56M
35	Diagnostics & Research	644.07B	33.70	21.95	3.50	3.96	3.64	25.60	27.04	10.23%	9.62%	9.73%	2.50%	24.75M
36	Discount Stores	1337.69B	40.95	33.61	4.43	1.16	9.38	44.88	47.22	9.43%	9.24%	7.11%	0.51%	13.64M
37	Drug Manufacturers - General	3045.55B	23.64	13.11	1.17	4.37	5.99	22.92	18.06	5.80%	20.17%	9.30%	0.89%	68.80M
38	Drug Manufacturers - Specialty & Generic	289.67B	30.87	13.27	1.96	2.18	2.12	11.57	15.02	11.58%	15.77%	8.27%	0.88%	51.98M
39	Education & Training Services	52.42B	21.29	16.89	1.46	1.53	2.45	3.39	17.66	13.68%	14.54%	8.69%	1.37%	16.07M
40	Electrical Equipment & Parts	139.12B	38.22	24.15	1.69	3.36	5.46	19.29	33.67	22.37%	22.60%	10.60%	0.43%	61.60M
41	Electronic Components	374.79B	42.64	24.40	2.21	2.51	6.02	24.93	32.33	16.57%	19.32%	7.66%	2.49%	17.47M
42	Electronic Gaming & Multimedia	259.84B	43.64	21.54	2.16	7.00	8.19	9.15	28.88	-25.91%	20.16%	23.51%	3.01%	12.09M
43	Electronics & Computer Distribution	28.75B	16.33	10.18	1.41	0.23	1.25	14.21	12.86	5.13%	11.60%	8.94%	0.46%	983.76K
44	Engineering & Construction	320.76B	21.16	25.95	1.26	1.62	5.21	20.50	27.10	24.27%	16.83%	11.11%	0.50%	14.12M
45	Entertainment	1094.53B	48.94	34.07	2.43	3.28	4.75	19.03	29.56	17.65%	20.14%	11.70%	1.46%	70.24M
46	Farm & Heavy Construction Machinery	443.61B	21.54	19.46	11.32	2.19	5.16	16.38	22.70	16.23%	1.90%	4.27%	1.76%	10.06M
47	Farm Products	73.24B	12.79	12.61	2.52	0.35	1.19	5.19	24.75	13.14%	5.09%	7.40%	1.62%	6.42M
48	Financial Conglomerates	47.25B	15.60	2.89	1.11	1.46	1.34	3.10	26.69	5.91%	14.11%	17.47%	2.09%	1.14M
49	Financial Data & Stock Exchanges	729.83B	36.67	27.94	3.94	9.60	5.54	31.56	28.27	8.91%	9.30%	17.37%	1.78%	15.07M
50	Food Distribution	82.19B	28.07	17.35	1.96	0.34	5.02	46.72	20.72	29.80%	14.33%	11.71%	0.21%	2.40M
51	Footwear & Accessories	170.22B	30.00	26.89	2.90	2.15	6.63	12.33	27.56	11.09%	10.33%	11.96%	0.64%	13.26M
52	Furnishings, Fixtures & Appliances	61.47B	27.18	15.02	2.32	0.87	2.34	15.18	21.35	3.88%	11.73%	7.37%	3.08%	21.34M
53	Gambling	125.87B	72.66	27.38	2.53	3.83	8.12	16.46	35.05	-21.13%	28.76%	43.23%	1.39%	38.31M
54	Gold	423.41B	20.52	12.39	0.82	4.78	2.63	16.32	24.08	11.75%	25.10%	13.24%	4.35%	89.06M
55	Grocery Stores	80.15B	19.47	14.50	1.65	0.31	4.18	10.26	27.63	14.74%	11.79%	4.98%	0.24%	9.40M
56	Health Information Services	114.73B	69.81	36.15	4.05	3.31	4.54	8.55	30.06	15.24%	17.22%	22.06%	1.71%	27.89M
57	Healthcare Plans	492.53B	12.19	10.44	4.16	0.30	1.60	34.03	11.02	-0.77%	2.93%	11.24%	1.12%	36.12M
58	Home Improvement Retail	519.69B	24.00	21.70	4.21	2.06	48.27	101.52	23.67	10.16%	5.70%	6.64%	2.35%	4.04M
59	Household & Personal Products	762.44B	25.86	19.77	4.29	2.93	7.08	30.25	24.05	2.38%	6.03%	3.45%	0.13%	51.74M
60	Industrial Distribution	225.36B	29.47	23.69	3.52	1.71	6.37	51.36	30.33	15.90%	8.37%	8.87%	0.61%	4.62M
61	Information Technology Services	895.46B	25.68	17.29	2.84	2.29	4.37	14.94	17.37	4.68%	9.04%	4.77%	0.93%	158.00M
62	Insurance - Diversified	2117.88B	18.87	23.57	11.99	2.46	1.79	3.08	54.85	4.73%	1.57%	8.10%	-2.86%	12.21M
63	Insurance - Life	283.85B	14.01	8.33	1.66	1.03	1.48	6486.61	4.51	7.42%	8.42%	-4.62%	0.83%	9.32M
64	Insurance - Property & Casualty	606.37B	10.65	12.33	1.32	1.39	2.07	643.57	7.33	13.42%	8.08%	10.59%	0.96%	8.11M
65	Insurance - Reinsurance	41.87B	11.02	6.36	0.75	0.72	1.01	-	2.89	4.44%	14.73%	16.13%	-0.57%	1.38M
66	Insurance - Specialty	77.20B	13.48	10.59	0.87	1.94	1.51	447.31	6.90	4.89%	15.45%	8.71%	0.96%	3.40M
67	Insurance Brokers	347.26B	33.31	20.30	3.04	4.20	4.87	11.61	26.83	16.23%	10.95%	9.38%	0.59%	4.67M
68	Integrated Freight & Logistics	195.99B	15.09	12.69	2.32	0.78	3.03	10.63	21.27	11.02%	6.52%	5.35%	1.20%	9.66M
69	Internet Content & Information	7006.59B	40.34	35.88	2.78	6.88	11.76	22.77	36.53	27.08%	14.53%	17.49%	2.95%	100.12M
70	Internet Retail	3195.56B	28.38	23.01	1.12	2.69	5.38	10.74	88.52	32.43%	25.23%	23.98%	-0.19%	94.11M
71	Leisure	78.18B	40.83	21.43	1.78	1.90	4.28	16.61	25.90	-17.56%	22.89%	11.28%	2.73%	18.97M
72	Lodging	190.34B	31.16	23.94	2.64	3.25	44.73	29.13	27.44	17.26%	11.80%	4.53%	0.54%	3.75M
73	Lumber & Wood Production	22.22B	22.77	17.25	5.26	1.04	1.59	9.75	34.64	28.95%	4.33%	11.01%	0.68%	337.56K
74	Luxury Goods	30.48B	35.97	17.30	2.84	1.43	6.76	14.91	20.54	-5.78%	12.68%	2.24%	3.83%	5.59M
75	Marine Shipping	32.55B	5.03	7.88	0.50	0.94	0.86	4.68	5.14	31.08%	10.08%	16.68%	2.24%	7.73M
76	Medical Care Facilities	203.89B	16.61	12.68	1.25	0.87	3.88	17.92	11.92	10.80%	13.32%	7.23%	1.62%	15.71M
77	Medical Devices	956.95B	30.50	22.36	2.50	4.12	3.96	19.86	32.61	8.69%	12.18%	8.77%	0.85%	71.09M
78	Medical Distribution	192.66B	28.21	16.56	2.37	0.21	36.79	16.32	15.88	20.67%	11.89%	9.26%	1.46%	7.56M
79	Medical Instruments & Supplies	466.98B	44.49	22.83	3.93	4.09	3.40	21.62	34.98	11.02%	11.31%	9.51%	0.72%	30.43M
80	Metal Fabrication	48.39B	25.07	18.12	1.60	2.09	4.07	19.13	24.08	72.62%	15.71%	4.31%	0.01%	2.41M
81	Mortgage Finance	64.72B	55.33	28.37	1.15	3.46	4.65	7.36	700.93	15.35%	48.17%	1.16%	1.58%	15.29M
82	Oil & Gas Drilling	16.67B	14.24	17.15	2.66	0.77	0.61	6.18	14.28	18.41%	5.35%	9.49%	0.20%	16.78M
83	Oil & Gas E&P	601.10B	12.32	11.35	0.97	2.09	1.47	20.46	12.77	18.86%	12.67%	12.00%	-0.26%	64.95M
84	Oil & Gas Equipment & Services	200.32B	13.16	12.84	1.32	1.24	1.90	9.85	12.22	39.04%	9.94%	4.41%	-0.06%	26.13M
85	Oil & Gas Integrated	1550.43B	14.68	11.12	1.80	0.90	1.44	8.56	9.21	19.52%	8.15%	3.98%	-0.57%	43.34M
86	Oil & Gas Midstream	821.81B	18.03	15.83	2.43	1.79	3.01	35.42	16.28	10.01%	7.43%	7.41%	0.53%	41.93M
87	Oil & Gas Refining & Marketing	181.60B	30.15	12.65	1.56	0.31	1.86	8.41	16.28	6.44%	19.29%	5.14%	0.78%	8.81M
88	Other Industrial Metals & Mining	294.77B	11.93	11.08	-	1.85	1.91	9.62	15.73	-6.06%	-4.50%	4.09%	1.49%	106.53M
89	Other Precious Metals & Mining	24.13B	40.82	14.36	1.08	2.66	2.16	13.83	83.45	-1.68%	37.62%	13.29%	3.72%	17.83M
90	Packaged Foods	254.89B	20.87	13.51	5.82	1.21	1.92	19.13	14.11	4.95%	3.59%	4.68%	0.22%	34.57M
91	Packaging & Containers	161.82B	27.33	12.82	1.05	1.02	2.21	17.91	31.20	-0.03%	25.95%	4.51%	0.50%	17.88M
92	Paper & Paper Products	14.17B	50.98	6.98	20.07	0.82	1.42	4.05	9.37	-14.37%	2.54%	4.80%	-1.34%	1.77M
93	Personal Services	62.91B	30.21	25.26	2.54	3.41	11.76	23.39	25.55	13.49%	11.89%	6.72%	0.82%	2.43M
94	Pharmaceutical Retailers	10.39B	-	7.66	-	0.07	1.38	11.13	17.53	37.43%	-16.95%	2.63%	0.25%	6.11M
95	Pollution & Treatment Controls	46.62B	34.65	27.97	2.85	4.70	7.14	23.00	31.61	-23.06%	12.16%	4.06%	0.83%	3.29M
96	Publishing	22.37B	21.65	17.95	2.08	1.64	2.55	16.74	11.09	16.19%	10.42%	2.16%	1.32%	2.98M
97	Railroads	424.69B	20.34	17.78	2.19	4.65	3.99	70.01	26.55	5.77%	9.27%	4.26%	1.47%	13.37M
98	Real Estate - Development	8.29B	14.85	15.09	-	1.03	0.97	6.69	19.65	4.43%	-3.01%	18.75%	1.57%	2.19M
99	Real Estate - Diversified	6.49B	18.78	42.25	7.19	2.84	1.75	6.91	15.97	20.60%	2.61%	14.72%	1.04%	126.80K
100	Real Estate Services	162.10B	53.13	24.13	2.37	1.22	3.20	8.33	43.52	0.08%	22.39%	11.31%	1.63%	206.04M
101	Recreational Vehicles	22.94B	34.47	17.07	10.15	0.58	1.59	6.25	7.72	-0.24%	3.40%	4.01%	1.98%	2.56M
102	REIT - Diversified	61.44B	17.77	15.76	4.69	6.42	1.30	52.12	13.60	10.22%	3.79%	22.69%	1.97%	6.17M
103	REIT - Healthcare Facilities	201.48B	89.42	54.63	3.19	7.59	2.37	25.04	29.84	-5.40%	28.04%	10.58%	0.93%	15.72M
104	REIT - Hotel & Motel	30.16B	22.16	24.45	-	1.31	1.18	9.75	11.35	-5.19%	-1.47%	1.71%	1.37%	14.23M
105	REIT - Industrial	250.75B	31.13	33.94	-	7.94	2.19	65.28	21.71	9.60%	-0.75%	16.83%	0.74%	10.15M
106	REIT - Mortgage	62.85B	19.55	7.24	4.16	2.01	0.90	4.39	11.02	-4.73%	4.70%	17.22%	1.33%	30.71M
107	REIT - Office	69.94B	95.69	68.63	1.69	3.64	1.07	14.06	13.90	-27.15%	56.76%	4.22%	1.46%	10.36M
108	REIT - Residential	188.20B	30.12	44.16	4.21	7.52	2.31	56.34	21.48	4.60%	7.16%	7.69%	0.48%	11.36M
109	REIT - Retail	230.90B	32.29	34.14	2.89	8.75	2.28	52.03	19.34	0.03%	11.18%	11.64%	1.31%	12.86M
110	REIT - Specialty	394.51B	57.96	36.40	3.54	7.01	6.27	29.25	39.88	4.45%	16.38%	6.90%	0.83%	9.20M
111	Rental & Leasing Services	152.08B	18.49	16.19	2.22	1.66	2.75	16.65	93.87	4.65%	8.34%	10.63%	0.79%	7.80M
112	Residential Construction	178.19B	11.02	12.08	-	1.11	1.79	13.95	20.13	26.33%	-1.27%	12.04%	1.91%	6.08M
113	Resorts & Casinos	98.11B	27.04	17.00	1.69	1.18	4.74	7.54	23.09	-1.30%	15.96%	3.19%	0.19%	10.13M
114	Restaurants	585.79B	30.40	24.81	3.24	3.45	23.00	34.97	33.46	9.18%	9.38%	7.69%	1.26%	154.23M
115	Scientific & Technical Instruments	195.70B	28.53	21.18	2.14	3.85	3.35	15.14	24.99	8.20%	13.32%	9.17%	1.80%	14.59M
116	Security & Protection Services	44.30B	22.07	14.92	2.34	1.92	3.80	13.22	14.90	10.86%	9.44%	6.68%	0.92%	9.39M
117	Semiconductor Equipment & Materials	738.94B	26.12	21.45	1.80	6.25	9.31	20.64	27.25	25.37%	14.47%	15.49%	1.62%	14.59M
118	Semiconductors	8522.19B	50.09	27.17	1.70	14.06	12.00	33.50	53.36	57.13%	29.52%	41.28%	2.53%	254.48M
119	Shell Companies	37.45B	162.59	461.35	3.23	11.60	3.38	91.98	-	-	50.37%	-	0.09%	6.23M
120	Silver	8.80B	57.03	20.45	0.93	7.26	2.05	8.54	101.59	-1.53%	61.43%	10.67%	2.85%	9.07M
121	Software - Application	3009.48B	47.49	32.34	2.50	7.94	7.41	17.70	34.28	23.08%	19.03%	19.69%	1.02%	239.62M
122	Software - Infrastructure	6342.26B	46.41	31.26	2.57	11.50	11.75	27.19	56.95	16.40%	18.06%	17.10%	2.54%	195.52M
123	Solar	42.02B	21.14	11.40	0.79	1.28	1.67	3.19	37.68	-9.28%	26.78%	11.80%	0.18%	18.65M
124	Specialty Business Services	421.84B	40.68	29.60	3.79	3.68	6.80	31.50	33.32	9.43%	10.74%	7.78%	0.78%	14.19M
125	Specialty Chemicals	647.91B	33.80	20.34	4.10	2.37	3.40	21.75	38.51	15.30%	8.23%	4.10%	1.17%	26.23M
126	Specialty Industrial Machinery	1097.73B	35.14	25.63	2.91	3.86	5.97	33.13	35.30	-5.77%	12.06%	5.32%	1.11%	46.82M
127	Specialty Retail	187.31B	22.29	18.47	3.09	0.97	5.54	11.48	23.42	16.92%	7.21%	7.46%	2.43%	21.67M
128	Staffing & Employment Services	17.63B	25.04	12.73	3.78	0.36	2.20	3.99	11.71	-0.98%	6.63%	4.95%	0.60%	2.09M
129	Steel	135.56B	19.06	10.92	0.92	0.55	0.81	4.15	47.25	12.39%	20.74%	6.30%	-0.19%	21.58M
130	Telecom Services	1184.99B	14.23	11.89	1.17	1.35	1.85	10.31	9.42	4.47%	12.19%	4.17%	0.33%	57.56M
131	Textile Manufacturing	1.88B	31.87	15.84	-	0.94	1.60	14.49	19.77	-6.93%	-	2.63%	3.57%	367.16K
132	Thermal Coal	11.81B	15.19	9.29	3.65	1.19	1.14	10.03	14.22	9.98%	4.17%	5.06%	2.24%	3.42M
133	Tobacco	483.31B	22.98	14.55	2.74	5.03	7.15	35.26	17.57	-3.38%	8.37%	2.74%	0.43%	9.15M
134	Tools & Accessories	69.62B	22.91	17.18	2.67	1.79	2.64	23.53	21.67	7.51%	8.57%	11.05%	1.30%	2.31M
135	Travel Services	505.80B	28.69	19.04	1.63	3.31	10.13	8.54	18.81	0.81%	17.58%	9.68%	1.23%	25.85M
136	Trucking	80.21B	30.55	22.63	1.80	1.45	2.96	63.17	40.63	8.98%	17.02%	4.68%	2.11%	4.34M
137	Uranium	49.09B	100.84	62.81	2.36	15.06	5.69	24.15	74.93	7.13%	42.64%	11.99%	1.96%	46.36M
138	Utilities - Diversified	100.15B	19.04	14.69	4.18	1.66	1.91	13.86	65.80	8.20%	4.55%	8.56%	1.89%	8.91M
139	Utilities - Independent Power Producers	134.44B	27.07	21.75	2.43	2.29	11.98	33.13	37.71	14.39%	11.15%	14.42%	2.76%	5.45M
140	Utilities - Regulated Electric	1170.92B	19.61	15.69	2.29	2.49	1.96	36.10	151.41	3.47%	8.57%	3.77%	1.08%	66.32M
141	Utilities - Regulated Gas	90.34B	21.08	16.53	2.46	2.16	1.90	27.77	66.17	6.67%	8.56%	5.00%	1.73%	4.30M
142	Utilities - Regulated Water	64.20B	15.67	18.06	1.87	3.67	2.15	32.37	48.09	12.58%	8.39%	9.27%	0.39%	2.91M
143	Utilities - Renewable	167.08B	34.40	27.78	2.16	3.17	3.75	10.20	44.29	21.35%	15.94%	6.13%	3.34%	6.07M
144	Waste Management	252.34B	43.05	31.06	3.87	3.80	6.24	128.21	39.82	9.31%	11.13%	9.78%	0.10%	7.74M

