
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
64	Home Improvement Retail	545.55B	25.19	22.81	4.42	2.16	50.75	106.54	24.85	10.21%	5.70%	6.61%	-0.76%	3.79M
65	Security & Protection Services	45.15B	21.85	15.21	2.05	1.94	3.83	12.42	13.93	12.23%	10.65%	7.01%	-0.18%	14.75M
66	Railroads	425.26B	20.36	17.79	2.17	4.66	3.99	70.00	26.64	5.80%	9.36%	4.23%	0.05%	11.23M
67	Steel	142.10B	18.53	11.60	0.90	0.58	0.85	4.39	49.64	12.39%	20.55%	6.28%	-0.06%	19.77M
68	Beverages - Non-Alcoholic	708.44B	27.41	20.33	3.77	3.17	7.17	21.64	49.02	7.66%	7.26%	8.20%	0.78%	18.39M
69	Luxury Goods	29.19B	152.67	15.56	16.08	1.38	8.32	14.49	17.92	-98.95%	9.49%	5.97%	2.75%	6.44M
70	Medical Instruments & Supplies	476.06B	45.28	23.38	4.02	4.15	3.45	22.72	36.45	10.87%	11.25%	9.42%	0.38%	27.51M
71	Oil & Gas Drilling	17.55B	35.12	18.72	25.15	0.78	0.67	6.48	13.31	18.43%	1.40%	9.32%	-1.64%	14.90M
72	Oil & Gas Midstream	808.35B	17.48	15.55	2.35	1.73	2.93	39.81	16.49	9.91%	7.43%	7.40%	-0.28%	40.25M
73	Banks - Diversified	3220.46B	13.73	11.36	1.14	1.79	1.49	1058.67	14.71	10.27%	12.04%	12.23%	-0.80%	48.86M
74	Drug Manufacturers - General	3090.22B	22.67	13.31	1.17	4.38	6.00	25.05	18.63	5.51%	19.45%	9.15%	1.28%	58.75M
75	REIT - Hotel & Motel	30.40B	23.46	25.46	-	1.31	1.19	10.02	11.73	-5.10%	-2.89%	1.74%	-1.04%	11.93M
76	Auto & Truck Dealerships	151.40B	28.10	21.53	0.66	0.69	3.95	24.47	30.14	16.38%	42.38%	18.76%	0.62%	6.12M
77	Consumer Electronics	3610.02B	34.27	28.53	4.14	7.02	27.98	52.94	31.33	14.98%	8.29%	8.20%	-0.50%	32.48M
78	Insurance - Reinsurance	42.69B	11.20	6.51	0.77	0.73	1.03	-	2.92	4.23%	14.53%	15.97%	-0.91%	780.55K
79	Lumber & Wood Production	23.19B	25.04	18.80	7.88	1.09	1.65	10.56	44.28	29.01%	3.18%	11.02%	-0.69%	636.47K
80	Oil & Gas Integrated	1568.93B	14.22	11.40	1.82	0.92	1.45	8.47	9.87	19.62%	7.83%	3.95%	0.37%	47.77M
81	Asset Management	1381.02B	31.01	18.41	2.17	3.84	3.25	12.00	21.96	4.88%	14.26%	18.30%	-1.22%	48.09M
82	Financial Data & Stock Exchanges	717.81B	36.08	27.52	3.92	9.44	5.45	31.01	27.74	8.91%	9.21%	17.43%	-0.85%	9.64M
83	Agricultural Inputs	119.03B	21.52	14.55	1.77	1.51	1.48	16.13	16.99	3.20%	12.18%	4.38%	0.33%	4.86M
84	Pollution & Treatment Controls	47.31B	35.10	28.29	2.96	4.77	7.42	20.72	32.15	-23.20%	11.84%	4.04%	-0.81%	2.56M
85	Rental & Leasing Services	157.35B	18.57	16.76	2.52	1.72	2.82	16.33	94.30	5.04%	7.38%	10.64%	-0.61%	5.81M
86	Conglomerates	244.54B	23.05	18.17	3.03	2.00	6.30	11.00	30.95	0.84%	7.60%	-1.02%	-1.33%	7.89M
87	Apparel Manufacturing	64.69B	25.07	18.03	1.99	0.98	3.64	8.39	18.12	11.54%	12.59%	1.72%	1.01%	44.26M
88	Insurance - Specialty	79.85B	14.03	11.07	0.91	1.98	1.56	462.63	6.79	4.80%	15.37%	8.72%	-1.03%	2.97M
89	Oil & Gas Refining & Marketing	183.20B	33.93	12.93	1.82	0.31	1.88	9.62	18.20	6.17%	18.60%	5.12%	0.77%	9.69M
90	Other Precious Metals & Mining	26.26B	32.73	15.45	0.87	2.84	2.22	10.40	60.36	-1.93%	37.48%	13.36%	-0.33%	26.70M
91	Capital Markets	1053.07B	22.00	18.26	1.28	1.91	2.98	4.24	5.83	13.54%	17.18%	31.17%	-1.13%	326.49M
92	Specialty Industrial Machinery	1073.00B	33.67	24.74	2.79	3.75	5.76	33.43	32.05	-3.77%	12.05%	5.54%	-1.05%	39.49M
93	Grocery Stores	77.89B	19.00	14.06	1.58	0.30	4.18	10.11	27.04	14.66%	11.99%	5.02%	0.48%	6.05M
94	Publishing	23.14B	22.03	18.28	1.99	1.69	2.63	16.97	11.30	16.23%	11.06%	2.45%	-0.14%	1.53M
95	Information Technology Services	867.36B	25.41	16.71	2.83	2.21	4.23	14.44	16.92	4.55%	8.99%	4.87%	0.42%	98.26M
96	Specialty Business Services	401.56B	40.81	28.08	3.80	3.45	6.39	31.99	32.24	9.52%	10.75%	8.10%	0.06%	14.55M
97	Household & Personal Products	770.13B	25.74	20.07	4.54	2.96	7.14	29.57	24.27	2.38%	5.67%	3.46%	0.26%	44.55M
98	Utilities - Regulated Gas	91.15B	21.58	16.11	2.24	2.16	1.92	27.23	88.25	6.71%	9.64%	5.05%	-0.80%	4.29M
99	Silver	9.72B	61.67	23.64	1.17	7.76	2.22	9.19	63.19	-1.61%	52.70%	10.65%	1.61%	19.83M
100	Telecom Services	1241.84B	14.79	12.48	1.24	1.41	1.97	10.84	9.81	4.47%	11.97%	4.19%	1.22%	60.71M
101	Packaging & Containers	160.33B	29.05	12.63	1.14	1.00	2.18	21.15	29.67	-1.34%	25.43%	3.97%	-1.22%	43.66M
102	Utilities - Diversified	98.14B	19.77	14.39	4.59	1.63	1.88	17.58	74.30	8.26%	4.31%	8.40%	0.04%	10.62M
103	Personal Services	58.57B	5.03	22.88	0.40	3.15	4.26	18.87	24.12	13.29%	12.48%	8.17%	0.28%	2.66M
104	Restaurants	584.72B	30.05	24.76	3.38	3.42	22.81	33.99	32.14	10.11%	8.89%	7.79%	-0.11%	33.80M
105	REIT - Retail	236.57B	33.54	34.75	2.99	8.95	2.34	48.22	19.52	-0.02%	11.22%	11.55%	0.40%	10.33M
106	Communication Equipment	517.70B	28.79	17.16	3.32	2.91	4.20	10.26	21.44	8.76%	8.67%	3.26%	-2.57%	84.37M
107	REIT - Residential	189.75B	30.13	44.57	4.72	7.57	2.33	56.13	21.74	4.53%	6.38%	7.67%	0.50%	7.62M
108	Consulting Services	94.74B	30.82	24.64	2.70	3.17	8.85	43.55	27.83	17.99%	11.40%	6.62%	-0.06%	2.49M
109	Utilities - Regulated Water	66.83B	15.64	18.63	1.82	3.75	2.15	32.98	85.36	12.61%	8.59%	9.38%	0.20%	2.23M
110	Footwear & Accessories	172.11B	34.49	27.49	3.19	2.16	6.74	11.93	28.70	10.53%	10.81%	11.36%	0.69%	18.98M
111	REIT - Industrial	251.40B	31.10	34.30	-	7.96	2.19	67.28	21.85	9.61%	-1.23%	16.84%	0.72%	6.71M
112	Integrated Freight & Logistics	203.07B	15.64	13.24	2.52	0.80	3.13	11.12	22.08	11.11%	6.21%	5.35%	-0.04%	9.25M
113	Scientific & Technical Instruments	196.40B	34.47	20.69	2.99	3.84	3.33	15.13	25.56	8.05%	11.51%	8.35%	-0.60%	13.30M
114	Confectioners	119.22B	25.32	22.56	-	2.43	3.97	44.63	25.81	7.98%	-0.06%	7.05%	0.10%	2.87M
115	Building Products & Equipment	373.42B	28.81	21.27	2.76	2.53	5.52	54.40	27.94	13.27%	10.45%	5.69%	-0.59%	11.72M
116	Insurance - Life	292.59B	15.06	8.68	1.79	1.07	1.51	3909.53	4.73	7.57%	8.42%	-4.68%	-0.50%	7.73M
117	Trucking	82.90B	31.74	23.63	1.95	1.48	3.07	65.69	43.32	8.96%	16.31%	4.55%	0.02%	3.32M
118	Utilities - Regulated Electric	1166.92B	19.41	15.61	2.25	2.47	1.94	35.99	152.05	3.49%	8.63%	3.80%	-0.14%	62.98M
119	Farm & Heavy Construction Machinery	425.88B	21.61	18.86	11.24	2.12	4.61	14.33	22.17	16.22%	1.92%	4.28%	-0.25%	9.62M
120	Specialty Retail	193.24B	22.89	19.03	3.17	1.00	5.65	12.03	24.08	17.01%	7.22%	7.43%	-0.14%	15.86M
121	Insurance - Diversified	2195.34B	19.47	24.50	12.59	2.55	1.84	3.19	55.07	4.72%	1.55%	8.10%	-0.55%	8.71M
122	Tobacco	499.67B	23.74	15.02	2.85	5.20	7.39	36.64	18.25	-3.41%	8.33%	2.71%	0.33%	8.19M
123	Insurance Brokers	359.36B	34.43	21.00	3.15	4.33	5.04	11.95	27.53	16.25%	10.94%	9.32%	0.34%	4.50M
124	Lodging	196.35B	32.29	24.85	2.70	3.31	45.66	36.28	29.35	17.20%	11.96%	4.52%	-0.09%	2.77M
125	Residential Construction	193.97B	12.06	13.23	-	1.20	1.94	15.17	22.38	26.37%	-1.27%	12.07%	0.78%	10.61M
126	Insurance - Property & Casualty	623.11B	10.56	12.60	1.28	1.42	2.09	661.33	7.42	13.35%	8.23%	10.61%	-0.55%	9.84M
127	Mortgage Finance	37.97B	31.95	16.50	0.87	2.00	1.82	4.26	460.35	14.59%	36.66%	4.56%	-0.36%	12.42M
128	Electronics & Computer Distribution	30.16B	17.88	10.33	1.43	0.24	1.31	14.88	14.59	-0.16%	12.49%	8.91%	-2.20%	700.10K
129	Auto Manufacturers	1664.19B	33.63	25.97	3.44	1.43	2.63	6.15	85.17	21.65%	9.78%	27.99%	-0.72%	226.70M
130	Tools & Accessories	70.89B	23.43	17.38	2.57	1.83	2.68	23.63	22.39	7.86%	9.12%	11.17%	-0.71%	2.41M
131	Beverages - Wineries & Distilleries	91.56B	28.42	18.77	7.73	3.09	5.70	23.86	24.53	5.40%	3.68%	5.99%	0.10%	6.68M
132	Industrial Distribution	233.29B	30.69	24.33	3.59	1.77	6.71	50.59	30.76	18.08%	8.55%	8.91%	-0.22%	5.73M
133	Staffing & Employment Services	18.50B	25.40	13.48	3.89	0.38	2.32	4.18	12.10	-0.98%	6.53%	7.42%	-0.63%	1.62M
134	Farm Products	78.09B	14.73	13.19	2.33	0.37	1.25	4.59	11.45	13.60%	6.33%	7.46%	0.50%	4.59M
135	Recreational Vehicles	25.81B	38.90	19.38	10.03	0.65	1.77	7.11	8.92	-0.20%	3.88%	3.96%	-0.55%	2.02M
136	Chemicals	33.98B	60.77	21.96	-	0.36	0.94	4.18	16.20	17.75%	-3.05%	2.14%	0.00%	14.80M
137	REIT - Office	68.60B	49.27	68.81	0.89	3.58	1.12	12.18	12.12	-26.64%	55.25%	4.38%	-0.00%	12.29M
138	Other Industrial Metals & Mining	305.73B	12.41	11.50	-	1.92	1.97	9.81	16.40	-6.65%	-4.59%	4.19%	-0.33%	62.88M
139	Packaged Foods	253.30B	20.71	13.41	5.90	1.20	1.90	17.81	14.07	5.09%	3.51%	4.50%	-0.06%	32.83M
140	Copper	147.91B	24.90	17.78	1.64	3.61	4.46	15.13	26.77	17.45%	15.18%	10.35%	-0.28%	9.05M
141	Airports & Air Services	43.92B	32.34	21.64	2.66	5.63	7.42	12.60	34.90	19.21%	12.14%	13.39%	0.32%	26.26M
142	Pharmaceutical Retailers	10.77B	-	7.87	-	0.07	1.43	11.56	18.17	41.48%	-16.53%	2.84%	0.30%	6.29M
143	Textile Manufacturing	2.03B	34.45	17.67	-	1.02	1.73	15.66	21.37	-6.98%	-	2.68%	-0.38%	189.53K
144	Department Stores	13.11B	12.14	15.54	-	0.29	1.36	5.84	13.29	30.32%	-11.45%	-0.52%	0.98%	6.60M

