
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
82	Oil & Gas Drilling	8.94%	2.68%	18.17%	-3.57%	-27.45%	-16.52%	2.04	58.60M	0.83	2.47%	48.63M
83	Oil & Gas E&P	4.26%	-1.81%	5.05%	-2.86%	-9.24%	-3.47%	1.76	193.66M	0.70	1.04%	135.30M
84	Oil & Gas Equipment & Services	5.44%	-1.62%	12.33%	-4.65%	-6.46%	-3.93%	1.76	84.11M	0.73	1.22%	61.53M
85	Oil & Gas Integrated	3.12%	0.58%	12.23%	4.53%	-0.29%	10.34%	2.05	102.27M	0.93	0.87%	94.72M
86	Oil & Gas Midstream	0.70%	-0.54%	0.11%	-1.35%	11.50%	0.12%	2.01	107.99M	0.84	0.31%	90.49M
87	Oil & Gas Refining & Marketing	6.61%	2.60%	15.29%	13.68%	-3.16%	20.55%	2.09	26.55M	0.83	2.38%	22.17M
88	Other Industrial Metals & Mining	4.13%	4.17%	12.34%	8.78%	-5.75%	11.15%	2.53	130.09M	0.71	0.26%	93.00M
89	Other Precious Metals & Mining	3.95%	8.06%	30.31%	70.13%	57.11%	77.93%	2.07	46.16M	0.93	-1.39%	42.90M
90	Packaged Foods	0.87%	-0.97%	-1.72%	-8.38%	-16.29%	-11.39%	2.44	104.43M	0.81	0.50%	84.07M
91	Packaging & Containers	2.15%	-5.20%	1.16%	-7.22%	-8.93%	-7.02%	2.10	53.09M	0.94	-0.42%	50.09M
92	Paper & Paper Products	2.33%	1.52%	3.59%	-10.57%	-13.72%	-13.42%	1.29	3.97M	0.67	0.71%	2.65M
93	Personal Services	-1.79%	-0.32%	0.25%	4.21%	4.25%	11.96%	2.14	9.57M	1.08	0.75%	10.29M
94	Pharmaceutical Retailers	-0.87%	4.41%	7.32%	7.65%	14.97%	24.69%	2.95	24.09M	18.95	0.49%	456.59M
95	Pollution & Treatment Controls	1.08%	8.83%	17.89%	22.50%	13.38%	16.25%	2.07	9.34M	3.60	0.73%	33.58M
96	Publishing	0.26%	8.48%	0.21%	3.77%	4.33%	0.62%	2.12	5.27M	0.64	0.72%	3.35M
97	Railroads	-1.66%	-1.32%	-0.18%	-1.83%	-5.19%	1.49%	1.98	32.75M	1.17	-0.18%	38.18M
98	Real Estate - Development	1.04%	4.84%	9.15%	2.64%	-19.59%	-2.30%	1.74	4.23M	0.29	0.23%	1.22M
99	Real Estate - Diversified	3.02%	3.48%	12.57%	4.89%	-6.82%	3.45%	1.76	694.45K	0.79	0.58%	545.25K
100	Real Estate Services	2.23%	2.88%	24.22%	8.65%	21.32%	18.05%	1.81	278.53M	1.22	-0.95%	340.21M
101	Recreational Vehicles	4.77%	11.25%	30.93%	10.41%	-17.12%	3.46%	2.49	7.36M	0.78	1.50%	5.72M
102	REIT - Diversified	2.05%	3.49%	6.48%	2.35%	0.06%	11.40%	1.84	16.90M	0.88	1.04%	14.91M
103	REIT - Healthcare Facilities	0.99%	3.05%	10.24%	9.00%	23.78%	22.38%	1.56	37.44M	0.77	1.12%	28.82M
104	REIT - Hotel & Motel	6.89%	5.46%	11.00%	1.07%	-6.42%	-7.81%	2.00	32.27M	1.22	2.71%	39.51M
105	REIT - Industrial	2.49%	0.65%	1.02%	-7.74%	-18.28%	-0.34%	2.10	26.22M	1.29	1.30%	33.90M
106	REIT - Mortgage	0.79%	0.89%	6.70%	-5.67%	-4.77%	3.64%	1.84	70.13M	0.86	-0.26%	60.19M
107	REIT - Office	5.03%	2.05%	9.41%	-3.40%	-11.08%	-7.82%	2.53	31.91M	1.19	2.02%	38.01M
108	REIT - Residential	1.47%	-2.48%	-3.25%	-7.50%	-9.13%	-5.63%	2.14	23.35M	0.85	1.19%	19.81M
109	REIT - Retail	1.10%	3.10%	6.19%	-0.59%	-0.05%	1.63%	2.14	32.60M	0.85	0.94%	27.69M
110	REIT - Specialty	-0.50%	-4.49%	-3.58%	-2.00%	-6.38%	-2.06%	1.72	23.40M	1.05	-0.45%	24.54M
111	Rental & Leasing Services	5.18%	5.27%	18.32%	19.60%	16.77%	15.41%	1.99	21.06M	0.69	0.55%	14.47M
112	Residential Construction	2.65%	12.68%	30.88%	17.36%	-13.36%	10.14%	2.34	19.69M	0.69	-0.21%	13.61M
113	Resorts & Casinos	6.84%	5.99%	27.12%	17.97%	21.90%	11.66%	1.88	30.15M	0.89	1.60%	26.94M
114	Restaurants	-0.54%	-1.22%	-3.23%	-7.73%	-3.42%	-4.04%	2.14	84.97M	0.82	-0.09%	70.06M
115	Scientific & Technical Instruments	2.53%	-2.05%	9.58%	3.70%	10.41%	5.67%	2.23	34.79M	0.61	0.39%	21.10M
116	Security & Protection Services	2.23%	4.72%	11.57%	17.33%	14.00%	14.54%	1.90	26.35M	0.83	0.96%	21.83M
117	Semiconductor Equipment & Materials	3.08%	0.87%	9.81%	7.32%	-8.26%	15.10%	1.84	46.00M	0.81	0.33%	37.47M
118	Semiconductors	3.63%	2.07%	28.34%	30.88%	36.30%	27.99%	1.49	624.73M	0.79	0.18%	491.37M
119	Shell Companies	0.22%	-1.01%	-3.08%	-10.19%	-6.09%	-3.89%	1.27	15.34M	0.90	0.21%	13.76M
120	Silver	6.57%	8.19%	38.55%	50.88%	59.01%	65.55%	2.21	41.66M	0.55	0.66%	22.71M
121	Software - Application	0.82%	-5.22%	-4.31%	-1.89%	10.87%	-1.13%	1.76	421.36M	0.88	1.08%	370.60M
122	Software - Infrastructure	0.74%	-2.12%	12.92%	24.80%	31.31%	23.04%	1.53	486.27M	0.88	0.92%	428.27M
123	Solar	-2.29%	8.90%	26.45%	16.05%	-20.37%	12.65%	1.90	76.03M	0.51	-2.56%	38.90M
124	Specialty Business Services	-0.40%	-4.73%	-6.30%	0.04%	2.94%	6.08%	2.14	32.88M	0.87	0.03%	28.69M
125	Specialty Chemicals	1.03%	4.11%	6.89%	0.16%	-2.54%	6.02%	1.96	69.23M	0.72	0.38%	50.06M
126	Specialty Industrial Machinery	2.44%	-0.70%	12.93%	17.06%	28.69%	16.60%	2.10	104.73M	2.01	0.04%	210.06M
127	Specialty Retail	1.84%	4.77%	14.87%	6.20%	12.49%	2.41%	2.28	60.96M	0.94	0.43%	57.37M
128	Staffing & Employment Services	2.70%	-0.64%	-5.37%	-16.02%	-28.35%	-24.28%	2.46	7.80M	0.63	0.99%	4.88M
129	Steel	2.50%	1.89%	16.70%	7.31%	2.51%	21.10%	1.96	61.15M	1.74	0.04%	106.70M
130	Telecom Services	-0.43%	5.11%	3.83%	4.64%	13.26%	13.89%	2.15	147.44M	1.01	0.69%	148.64M
131	Textile Manufacturing	3.89%	-10.49%	-4.86%	-20.48%	-31.35%	-22.09%	3.18	888.74K	0.70	-0.34%	618.21K
132	Thermal Coal	2.92%	-6.04%	0.80%	0.31%	-10.89%	-18.43%	1.60	6.69M	0.76	-0.17%	5.09M
133	Tobacco	-3.90%	4.93%	3.19%	17.48%	38.23%	38.28%	2.35	24.23M	0.68	-1.03%	16.56M
134	Tools & Accessories	3.35%	5.66%	12.47%	1.79%	4.48%	8.88%	2.35	7.44M	0.75	0.50%	5.60M
135	Travel Services	3.82%	3.45%	15.52%	15.59%	55.13%	17.12%	1.90	61.88M	0.80	0.23%	49.76M
136	Trucking	3.61%	-2.83%	2.55%	-9.22%	-22.41%	-17.34%	2.26	12.28M	1.01	-1.02%	12.46M
137	Uranium	9.48%	-1.13%	30.77%	68.24%	71.75%	47.35%	1.39	165.01M	0.59	-2.29%	97.89M
138	Utilities - Diversified	0.78%	0.83%	5.87%	9.38%	-3.55%	-2.02%	2.15	30.95M	0.66	0.57%	20.37M
139	Utilities - Independent Power Producers	1.05%	-2.71%	15.25%	33.39%	107.05%	44.53%	1.77	12.52M	1.05	0.14%	13.09M
140	Utilities - Regulated Electric	-1.24%	1.18%	5.31%	5.44%	8.11%	10.67%	2.30	137.30M	0.73	0.08%	100.06M
141	Utilities - Regulated Gas	0.66%	2.75%	6.06%	5.22%	19.82%	13.17%	2.13	11.92M	0.79	0.45%	9.40M
142	Utilities - Regulated Water	1.30%	6.41%	3.45%	10.36%	5.18%	18.40%	2.25	7.02M	0.99	1.43%	6.93M
143	Utilities - Renewable	1.16%	-1.76%	3.73%	15.87%	35.08%	31.17%	1.73	23.91M	0.49	0.13%	11.83M
144	Waste Management	-1.10%	-3.53%	-4.94%	1.00%	6.66%	11.42%	1.89	12.82M	0.69	0.21%	8.88M

