No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
18	Biotechnology	887.48B	56.75	35.09	3.16	9.13	3.90	5.14	54.71	-10.25%	17.93%	46.15%	1.61%	789.72M
19	Broadcasting	13.78B	9.08	8.24	-	0.56	1.48	5.04	4.68	31.08%	-6.36%	33.55%	1.77%	21.71M
20	Building Materials	219.09B	26.09	21.13	2.27	2.83	3.06	30.44	39.82	22.06%	11.47%	6.70%	2.20%	37.48M
21	Building Products & Equipment	371.84B	28.09	21.00	2.64	2.51	5.54	54.96	27.41	13.25%	10.64%	5.63%	-0.22%	30.03M
22	Business Equipment & Supplies	1.12B	13.57	11.51	-	0.51	0.69	2.42	7.97	1.33%	-	16.99%	2.29%	1.06M
23	Capital Markets	1039.02B	21.79	17.98	1.27	1.94	2.94	3.95	8.54	13.69%	17.13%	31.44%	2.21%	346.31M
24	Chemicals	32.30B	55.91	19.54	-	0.34	0.89	3.87	14.60	17.22%	-3.37%	2.42%	-0.39%	47.37M
25	Coking Coal	6.15B	30.01	11.74	1.38	0.96	1.32	5.32	15.50	-7.45%	21.68%	7.53%	4.26%	6.21M
26	Communication Equipment	521.73B	30.38	18.24	3.44	2.96	4.27	10.40	22.12	7.65%	8.84%	2.03%	2.19%	217.83M
27	Computer Hardware	423.42B	33.50	22.27	2.26	1.98	10.85	13.25	30.53	17.05%	14.85%	12.25%	2.37%	191.18M
28	Confectioners	124.00B	26.34	23.44	-	2.52	4.13	46.32	26.85	8.07%	-0.09%	7.05%	-0.25%	9.77M
29	Conglomerates	244.68B	22.96	18.23	2.98	1.99	6.34	7.47	33.50	0.82%	7.69%	-0.98%	1.83%	14.00M
30	Consulting Services	93.99B	30.66	24.48	2.69	3.15	8.82	43.45	27.54	17.98%	11.41%	6.61%	0.21%	5.59M
31	Consumer Electronics	3192.66B	30.20	25.10	3.60	6.19	25.32	40.17	28.01	14.99%	8.39%	8.21%	0.54%	85.01M
32	Copper	141.23B	24.30	16.78	1.59	3.45	4.37	14.50	26.04	17.41%	15.33%	10.34%	1.31%	21.52M
33	Credit Services	1717.28B	27.54	20.50	1.87	5.20	6.03	11.30	17.76	10.26%	14.71%	10.53%	1.40%	129.41M
34	Department Stores	11.82B	10.95	14.19	-	0.26	1.23	5.27	11.99	30.77%	-12.04%	-0.49%	-0.53%	16.45M
35	Diagnostics & Research	644.77B	33.74	21.97	3.50	3.96	3.64	25.63	27.07	10.23%	9.64%	9.74%	2.61%	54.50M
36	Discount Stores	1341.53B	41.07	33.71	4.44	1.16	9.41	45.01	47.36	9.43%	9.24%	7.11%	0.80%	36.62M
37	Drug Manufacturers - General	3058.27B	23.74	13.17	1.18	4.39	6.02	23.02	18.13	5.81%	20.18%	9.29%	1.31%	156.27M
38	Drug Manufacturers - Specialty & Generic	290.45B	30.95	13.31	1.96	2.18	2.13	11.60	15.06	11.56%	15.80%	8.31%	1.17%	104.90M
39	Education & Training Services	52.32B	21.25	16.86	1.46	1.53	2.45	3.38	17.63	13.73%	14.56%	8.68%	1.17%	27.61M
40	Electrical Equipment & Parts	139.51B	38.33	24.22	1.69	3.37	5.48	19.34	33.76	22.46%	22.65%	10.58%	0.71%	101.27M
41	Electronic Components	375.93B	42.77	24.48	2.21	2.52	6.03	25.00	32.43	16.57%	19.33%	7.66%	2.80%	37.77M
42	Electronic Gaming & Multimedia	259.79B	43.63	21.54	2.16	7.00	8.19	9.15	28.88	-26.01%	20.18%	23.56%	2.97%	23.33M
43	Electronics & Computer Distribution	28.83B	16.38	10.21	1.41	0.23	1.25	14.23	12.90	5.15%	11.61%	8.91%	0.70%	2.90M
44	Engineering & Construction	321.67B	21.22	26.04	1.26	1.63	5.22	20.56	27.17	24.28%	16.78%	11.11%	0.78%	32.02M
45	Entertainment	1094.21B	48.93	34.06	2.43	3.28	4.75	19.02	29.55	17.65%	20.15%	11.69%	1.49%	146.62M
46	Farm & Heavy Construction Machinery	441.71B	21.44	19.37	11.28	2.18	5.13	16.31	22.61	16.23%	1.90%	4.27%	1.32%	24.49M
47	Farm Products	73.04B	12.76	12.57	2.55	0.35	1.19	5.18	24.68	13.17%	5.00%	7.39%	1.41%	16.01M
48	Financial Conglomerates	47.33B	15.63	2.90	1.11	1.46	1.34	3.10	26.74	5.85%	14.11%	17.31%	2.26%	3.03M
49	Financial Data & Stock Exchanges	733.97B	36.88	28.09	3.96	9.65	5.57	31.74	28.43	8.91%	9.32%	17.31%	2.38%	31.27M
50	Food Distribution	81.69B	27.90	17.24	1.95	0.33	4.99	46.44	20.59	29.79%	14.33%	11.69%	-0.38%	9.25M
51	Footwear & Accessories	170.59B	30.06	26.95	2.91	2.16	6.65	12.35	27.62	11.09%	10.34%	11.97%	0.87%	30.09M
52	Furnishings, Fixtures & Appliances	61.57B	27.23	15.04	2.31	0.87	2.34	15.21	21.39	3.89%	11.81%	7.38%	3.23%	42.93M
53	Gambling	126.08B	72.78	27.43	2.53	3.84	8.13	16.49	35.11	-21.17%	28.78%	43.31%	1.53%	57.10M
54	Gold	426.17B	20.65	12.47	0.82	4.81	2.65	16.42	24.24	11.77%	25.14%	13.24%	5.03%	156.53M
55	Grocery Stores	79.87B	19.40	14.45	1.65	0.31	4.17	10.22	27.53	14.71%	11.76%	4.98%	-0.11%	20.60M
56	Health Information Services	114.90B	69.92	36.21	4.06	3.31	4.54	8.55	30.11	15.20%	17.22%	22.08%	1.78%	52.61M
57	Healthcare Plans	490.55B	12.14	10.39	4.18	0.30	1.59	33.90	10.98	-0.77%	2.90%	11.23%	0.71%	73.42M
58	Home Improvement Retail	519.40B	23.98	21.69	4.20	2.06	48.24	101.46	23.66	10.17%	5.71%	6.64%	2.29%	9.09M
59	Household & Personal Products	763.18B	25.89	19.79	4.31	2.93	7.08	30.28	24.07	2.38%	6.01%	3.45%	0.22%	125.76M
60	Industrial Distribution	225.36B	29.47	23.70	3.53	1.71	6.37	51.36	30.33	15.90%	8.35%	8.87%	0.61%	14.21M
61	Information Technology Services	897.21B	25.73	17.33	2.85	2.30	4.38	14.97	17.41	4.72%	9.04%	4.77%	1.12%	283.78M
62	Insurance - Diversified	2126.46B	18.94	23.67	12.04	2.47	1.79	3.09	55.08	4.73%	1.57%	8.10%	-2.46%	23.87M
63	Insurance - Life	284.60B	14.05	8.36	1.67	1.03	1.48	6503.63	4.52	7.42%	8.42%	-4.61%	1.09%	23.18M
64	Insurance - Property & Casualty	607.52B	10.67	12.35	1.32	1.39	2.07	644.78	7.35	13.42%	8.09%	10.58%	1.15%	23.70M
65	Insurance - Reinsurance	41.66B	10.97	6.33	0.75	0.72	1.01	-	2.87	4.40%	14.71%	16.11%	-1.08%	4.05M
66	Insurance - Specialty	77.33B	13.50	10.61	0.87	1.94	1.51	448.08	6.92	4.88%	15.45%	8.67%	1.22%	10.40M
67	Insurance Brokers	348.76B	33.45	20.40	3.05	4.21	4.89	11.66	26.94	16.22%	10.96%	9.39%	1.00%	13.53M
68	Integrated Freight & Logistics	195.18B	15.03	12.64	2.30	0.77	3.02	10.59	21.18	11.03%	6.52%	5.35%	0.79%	22.01M
69	Internet Content & Information	7034.22B	40.50	36.01	2.79	6.91	11.81	22.86	36.68	27.08%	14.52%	17.48%	3.34%	214.02M
70	Internet Retail	3183.43B	28.28	22.89	1.11	2.68	5.36	10.70	88.18	32.41%	25.46%	24.02%	-0.57%	170.17M
71	Leisure	78.87B	41.19	21.62	1.79	1.92	4.32	16.76	26.13	-17.46%	22.98%	11.31%	3.65%	44.98M
72	Lodging	191.12B	31.29	24.03	2.65	3.26	44.91	29.25	27.55	17.27%	11.80%	4.52%	0.96%	8.69M
73	Lumber & Wood Production	22.18B	22.73	17.22	5.24	1.04	1.59	9.74	34.58	28.91%	4.33%	11.01%	0.50%	1.19M
74	Luxury Goods	30.80B	36.34	17.48	2.86	1.45	6.83	15.06	20.76	-6.42%	12.71%	2.24%	4.91%	13.66M
75	Marine Shipping	32.62B	5.04	7.90	0.50	0.95	0.87	4.69	5.15	31.06%	10.13%	16.74%	2.46%	14.28M
76	Medical Care Facilities	203.50B	16.57	12.64	1.24	0.87	3.87	17.89	11.90	10.77%	13.33%	7.24%	1.42%	37.92M
77	Medical Devices	959.33B	30.58	22.41	2.51	4.13	3.97	19.90	32.69	8.69%	12.17%	8.75%	1.10%	137.74M
78	Medical Distribution	193.35B	28.31	16.62	2.38	0.21	36.93	16.38	15.93	20.69%	11.89%	9.26%	1.82%	13.77M
79	Medical Instruments & Supplies	467.37B	44.53	22.85	3.93	4.10	3.40	21.64	35.01	11.03%	11.32%	9.51%	0.80%	71.65M
80	Metal Fabrication	48.34B	25.05	18.10	1.60	2.09	4.07	19.11	24.05	73.02%	15.70%	4.32%	-0.10%	7.18M
81	Mortgage Finance	64.94B	55.52	28.47	1.15	3.47	4.67	7.38	703.31	15.33%	48.12%	1.17%	2.28%	28.89M
82	Oil & Gas Drilling	16.65B	14.22	17.13	2.64	0.76	0.61	6.17	14.27	18.36%	5.39%	9.47%	0.10%	40.30M
83	Oil & Gas E&P	602.32B	12.34	11.37	0.97	2.09	1.48	20.50	12.80	18.92%	12.72%	12.00%	-0.05%	148.02M
84	Oil & Gas Equipment & Services	201.27B	13.22	12.91	1.32	1.25	1.91	9.90	12.28	38.96%	10.00%	4.41%	0.38%	70.71M
85	Oil & Gas Integrated	1551.80B	14.69	11.13	1.79	0.90	1.44	8.56	9.21	19.50%	8.20%	3.98%	-0.48%	90.57M
86	Oil & Gas Midstream	823.95B	18.08	15.87	2.43	1.79	3.01	35.51	16.32	10.02%	7.43%	7.41%	0.81%	91.26M
87	Oil & Gas Refining & Marketing	182.83B	30.35	12.72	1.57	0.31	1.88	8.47	16.39	6.45%	19.32%	5.14%	1.46%	22.21M
88	Other Industrial Metals & Mining	294.29B	11.92	11.06	-	1.85	1.90	9.61	15.70	-6.19%	-4.48%	4.06%	1.54%	160.41M
89	Other Precious Metals & Mining	24.48B	41.41	14.57	1.10	2.70	2.19	14.03	84.66	-1.58%	37.78%	13.23%	5.24%	29.86M
90	Packaged Foods	254.97B	20.88	13.52	5.83	1.21	1.92	19.13	14.11	4.95%	3.58%	4.68%	0.25%	81.29M
91	Packaging & Containers	161.71B	27.31	12.81	1.05	1.02	2.21	17.90	31.18	-0.00%	25.90%	4.52%	0.43%	42.22M
92	Paper & Paper Products	14.23B	51.21	7.01	20.16	0.82	1.42	4.07	9.41	-14.36%	2.54%	4.81%	-0.90%	4.06M
93	Personal Services	63.03B	30.27	25.31	2.54	3.42	11.78	23.43	25.60	13.49%	11.90%	6.69%	1.01%	6.69M
94	Pharmaceutical Retailers	10.39B	-	7.66	-	0.07	1.38	11.13	17.52	37.35%	-16.95%	2.63%	0.20%	8.49M
95	Pollution & Treatment Controls	46.92B	34.87	28.15	2.87	4.73	7.19	23.15	31.81	-23.40%	12.17%	4.07%	1.47%	8.24M
96	Publishing	22.36B	21.64	17.95	2.08	1.64	2.55	16.73	11.08	16.17%	10.42%	2.16%	1.32%	6.39M
97	Railroads	423.71B	20.29	17.74	2.19	4.64	3.98	69.84	26.49	5.77%	9.27%	4.26%	1.23%	28.36M
98	Real Estate - Development	8.40B	15.04	15.29	-	1.05	0.99	6.78	19.91	4.48%	-3.00%	18.69%	1.89%	3.12M
99	Real Estate - Diversified	6.50B	18.81	42.31	7.21	2.84	1.75	6.92	16.00	20.60%	2.61%	14.69%	1.19%	458.35K
100	Real Estate Services	162.00B	53.10	24.12	2.37	1.22	3.20	8.33	43.50	0.02%	22.40%	11.32%	1.57%	302.98M
101	Recreational Vehicles	22.92B	34.44	17.05	10.17	0.58	1.59	6.25	7.71	-0.29%	3.39%	4.01%	1.86%	6.79M
102	REIT - Diversified	61.54B	17.80	15.80	4.69	6.43	1.30	52.21	13.62	10.23%	3.79%	22.68%	2.13%	18.00M
103	REIT - Healthcare Facilities	202.35B	89.81	54.87	3.20	7.62	2.38	25.15	29.97	-5.41%	28.05%	10.59%	1.36%	40.07M
104	REIT - Hotel & Motel	30.06B	22.09	24.37	-	1.30	1.17	9.72	11.31	-5.21%	-1.49%	1.71%	1.04%	31.22M
105	REIT - Industrial	249.77B	31.01	33.81	-	7.91	2.19	65.02	21.62	9.61%	-0.76%	16.82%	0.36%	27.27M
106	REIT - Mortgage	63.06B	19.61	7.26	4.18	2.02	0.90	4.40	11.05	-4.71%	4.69%	17.23%	1.66%	65.23M
107	REIT - Office	69.94B	95.68	68.63	1.69	3.64	1.07	14.06	13.90	-27.11%	56.55%	4.23%	1.46%	28.70M
108	REIT - Residential	187.17B	29.96	43.92	4.18	7.48	2.30	56.03	21.36	4.61%	7.17%	7.69%	-0.06%	31.95M
109	REIT - Retail	231.75B	32.41	34.27	2.91	8.78	2.29	52.22	19.41	0.04%	11.16%	11.63%	1.65%	35.55M
110	REIT - Specialty	393.97B	57.88	36.35	3.53	7.00	6.26	29.21	39.82	4.45%	16.38%	6.90%	0.69%	23.77M
111	Rental & Leasing Services	151.85B	18.46	16.17	2.22	1.66	2.74	16.63	93.73	4.79%	8.32%	10.66%	0.70%	20.92M
112	Residential Construction	178.57B	11.05	12.12	-	1.11	1.79	13.98	20.18	26.33%	-1.28%	12.04%	2.13%	15.83M
113	Resorts & Casinos	97.66B	26.91	16.92	1.69	1.18	4.72	7.51	22.98	-1.29%	15.97%	3.19%	-0.28%	27.45M
114	Restaurants	585.22B	30.37	24.79	3.24	3.45	22.98	34.94	33.43	9.17%	9.39%	7.70%	1.16%	210.27M
115	Scientific & Technical Instruments	196.54B	28.66	21.28	2.15	3.87	3.37	15.21	25.10	8.20%	13.33%	9.18%	2.23%	29.44M
116	Security & Protection Services	44.44B	22.14	14.97	2.34	1.92	3.82	13.28	14.94	10.82%	9.46%	6.64%	1.27%	22.94M
117	Semiconductor Equipment & Materials	740.66B	26.18	21.50	1.81	6.26	9.33	20.69	27.31	25.38%	14.47%	15.49%	1.86%	39.88M
118	Semiconductors	8549.74B	50.25	27.26	1.70	14.11	12.04	33.61	53.54	57.22%	29.52%	41.34%	2.86%	494.63M
119	Shell Companies	37.41B	162.44	460.93	3.22	11.59	3.38	91.90	-	-	50.37%	-	0.01%	11.79M
120	Silver	8.92B	57.77	20.72	0.93	7.35	2.08	8.65	102.91	-1.52%	62.05%	10.67%	4.19%	15.55M
121	Software - Application	3007.01B	47.45	32.31	2.50	7.93	7.40	17.69	34.25	23.08%	19.02%	19.68%	0.89%	443.19M
122	Software - Infrastructure	6337.38B	46.37	31.21	2.58	11.49	11.74	27.17	56.90	16.36%	18.00%	17.11%	2.46%	396.25M
123	Solar	41.88B	21.07	11.36	0.79	1.28	1.67	3.18	37.55	-9.18%	26.66%	11.83%	-0.14%	39.45M
124	Specialty Business Services	423.34B	40.82	29.68	3.80	3.70	6.81	31.55	33.44	9.43%	10.74%	7.78%	1.13%	34.36M
125	Specialty Chemicals	649.03B	33.86	20.38	4.11	2.37	3.40	21.79	38.58	15.33%	8.23%	4.10%	1.35%	60.61M
126	Specialty Industrial Machinery	1097.93B	35.14	25.63	2.90	3.86	5.97	33.14	35.30	-5.92%	12.10%	5.32%	1.09%	93.74M
127	Specialty Retail	188.31B	22.41	18.57	3.12	0.97	5.57	11.54	23.55	16.97%	7.19%	7.47%	2.97%	47.76M
128	Staffing & Employment Services	17.64B	25.07	12.75	3.79	0.37	2.20	3.99	11.72	-0.98%	6.61%	4.98%	0.69%	6.28M
129	Steel	134.66B	18.93	10.85	0.91	0.54	0.80	4.12	46.94	12.37%	20.74%	6.24%	-0.85%	46.30M
130	Telecom Services	1187.46B	14.26	11.91	1.17	1.35	1.86	10.33	9.44	4.51%	12.19%	4.18%	0.55%	143.16M
131	Textile Manufacturing	1.89B	32.07	15.94	-	0.95	1.61	14.58	19.89	-6.92%	-	2.63%	4.22%	976.80K
132	Thermal Coal	11.90B	15.30	9.36	3.66	1.20	1.15	10.10	14.32	10.06%	4.18%	5.08%	2.96%	7.77M
133	Tobacco	484.17B	23.02	14.57	2.75	5.04	7.16	35.32	17.60	-3.38%	8.38%	2.74%	0.61%	19.28M
134	Tools & Accessories	69.56B	22.89	17.17	2.68	1.79	2.63	23.50	21.65	7.54%	8.55%	11.05%	1.21%	6.94M
135	Travel Services	508.73B	28.85	19.15	1.64	3.33	10.19	8.59	18.92	0.85%	17.57%	9.69%	1.81%	50.82M
136	Trucking	79.85B	30.41	22.52	1.79	1.44	2.94	62.89	40.45	8.98%	17.00%	4.68%	1.67%	11.52M
137	Uranium	49.93B	102.57	63.90	2.41	15.31	5.78	24.56	76.22	7.15%	42.53%	12.04%	3.70%	86.06M
138	Utilities - Diversified	100.24B	19.06	14.71	4.19	1.66	1.91	13.87	65.87	8.22%	4.55%	8.58%	1.95%	19.85M
139	Utilities - Independent Power Producers	134.64B	27.12	21.76	2.41	2.30	12.00	33.18	37.76	14.35%	11.24%	14.42%	2.92%	10.82M
140	Utilities - Regulated Electric	1174.11B	19.66	15.73	2.29	2.49	1.97	36.20	151.83	3.47%	8.57%	3.77%	1.35%	158.77M
141	Utilities - Regulated Gas	90.48B	21.11	16.55	2.47	2.17	1.91	27.82	66.27	6.67%	8.55%	5.00%	1.88%	12.53M
142	Utilities - Regulated Water	64.41B	15.72	18.12	1.87	3.68	2.16	32.47	48.25	12.58%	8.39%	9.26%	0.73%	6.62M
143	Utilities - Renewable	166.95B	34.37	27.76	2.16	3.17	3.74	10.20	44.25	21.35%	15.95%	6.14%	3.27%	13.02M
144	Waste Management	253.51B	43.25	31.20	3.89	3.81	6.27	128.80	40.00	9.33%	11.13%	9.77%	0.57%	14.11M

