
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
71	Leisure	-0.84%	-3.64%	3.87%	10.17%	21.96%	7.56%	1.68	60.56M	0.64	-0.74%	38.90M
72	Lodging	-1.06%	-0.46%	5.46%	9.73%	16.91%	-0.72%	2.32	10.79M	1.46	-1.85%	15.74M
73	Lumber & Wood Production	-3.64%	-2.94%	5.98%	-3.36%	-18.16%	-11.07%	2.06	1.56M	1.01	-2.06%	1.58M
74	Luxury Goods	4.07%	10.33%	30.76%	50.72%	73.49%	45.45%	1.95	14.91M	0.85	0.69%	12.66M
75	Marine Shipping	1.25%	1.82%	2.15%	-7.89%	-10.96%	-24.84%	1.77	18.77M	1.40	-0.07%	26.26M
76	Medical Care Facilities	-0.16%	-0.20%	1.11%	11.17%	-6.31%	17.18%	1.98	53.61M	1.70	0.17%	91.23M
77	Medical Devices	-0.53%	-0.28%	2.35%	1.67%	4.90%	6.97%	1.78	147.48M	0.91	-0.02%	134.69M
78	Medical Distribution	-1.71%	1.21%	-4.51%	6.98%	26.01%	22.47%	1.66	9.43M	1.15	-0.22%	10.82M
79	Medical Instruments & Supplies	-1.60%	-6.05%	-5.16%	-8.94%	-17.34%	-14.25%	1.97	61.96M	0.91	-0.10%	56.50M
80	Metal Fabrication	-0.22%	2.85%	4.17%	28.71%	38.58%	28.24%	1.49	7.34M	0.80	-0.03%	5.88M
81	Mortgage Finance	2.13%	17.57%	48.59%	52.21%	33.86%	58.11%	2.46	45.36M	1.99	1.79%	90.24M
82	Oil & Gas Drilling	0.97%	8.19%	6.28%	2.74%	-18.30%	-15.10%	2.17	52.37M	1.09	-1.50%	56.84M
83	Oil & Gas E&P	0.47%	3.30%	-5.94%	-4.38%	-1.77%	-4.39%	1.80	170.33M	1.07	-0.43%	182.28M
84	Oil & Gas Equipment & Services	-1.88%	4.89%	2.05%	-3.68%	2.70%	-4.20%	1.78	84.12M	1.00	-1.21%	84.06M
85	Oil & Gas Integrated	0.73%	4.20%	1.91%	1.67%	5.97%	11.03%	2.03	99.82M	0.94	-0.20%	93.79M
86	Oil & Gas Midstream	0.88%	3.59%	0.95%	-1.82%	12.14%	1.60%	2.02	106.76M	2.13	0.69%	227.15M
87	Oil & Gas Refining & Marketing	2.24%	13.19%	10.31%	17.48%	9.68%	26.05%	2.11	26.35M	1.01	0.45%	26.52M
88	Other Industrial Metals & Mining	1.31%	3.95%	13.91%	6.72%	5.00%	14.38%	2.61	129.43M	1.00	-1.03%	128.94M
89	Other Precious Metals & Mining	-0.46%	14.10%	32.11%	62.79%	72.08%	99.46%	2.11	47.11M	1.09	-1.51%	51.17M
90	Packaged Foods	-1.25%	-2.69%	-4.66%	-11.45%	-20.65%	-15.32%	2.43	111.17M	0.92	-0.76%	101.85M
91	Packaging & Containers	-0.32%	-0.46%	-1.02%	-4.88%	-12.12%	-9.97%	2.05	58.41M	0.92	-0.26%	53.97M
92	Paper & Paper Products	1.68%	-1.49%	-2.92%	-9.48%	-11.33%	-15.46%	1.29	3.82M	0.76	-0.28%	2.89M
93	Personal Services	0.38%	-0.92%	-0.08%	4.75%	0.38%	9.78%	2.14	10.11M	0.74	1.15%	7.50M
94	Pharmaceutical Retailers	5.73%	23.48%	29.04%	-13.51%	-5.15%	-30.93%	1.62	4.04M	0.72	-2.18%	2.91M
95	Pollution & Treatment Controls	0.89%	1.20%	16.07%	24.93%	13.60%	15.24%	2.06	9.75M	1.17	-0.28%	11.37M
96	Publishing	1.04%	-1.37%	4.39%	1.15%	2.63%	-1.93%	2.08	5.35M	2.82	-0.03%	15.09M
97	Railroads	1.27%	-1.49%	-1.44%	0.51%	-7.93%	0.20%	1.97	32.72M	0.76	-0.12%	24.74M
98	Real Estate - Development	-1.02%	-0.20%	14.34%	7.55%	-18.38%	-2.10%	1.74	5.13M	0.61	-0.06%	3.11M
99	Real Estate - Diversified	3.64%	8.87%	15.67%	10.27%	-1.18%	9.34%	1.75	661.47K	0.90	0.10%	594.88K
100	Real Estate Services	3.32%	7.71%	23.71%	19.41%	26.88%	23.77%	1.84	397.99M	2.02	1.23%	802.38M
101	Recreational Vehicles	-1.37%	1.64%	22.95%	22.01%	-16.16%	1.06%	2.47	8.93M	0.82	-1.37%	7.32M
102	REIT - Diversified	-0.80%	3.13%	3.02%	1.43%	-4.87%	9.68%	1.80	17.53M	2.42	-0.19%	42.46M
103	REIT - Healthcare Facilities	-1.25%	2.75%	9.76%	6.97%	13.78%	21.66%	1.52	37.62M	1.03	0.05%	38.84M
104	REIT - Hotel & Motel	-0.63%	7.43%	9.98%	6.04%	-5.31%	-8.42%	2.03	31.45M	1.74	-0.95%	54.77M
105	REIT - Industrial	0.62%	5.72%	2.13%	-4.20%	-19.41%	-0.58%	2.07	26.79M	1.09	-0.45%	29.12M
106	REIT - Mortgage	-1.43%	3.75%	8.04%	-3.61%	-4.95%	5.38%	1.85	70.53M	1.10	0.66%	77.26M
107	REIT - Office	1.14%	11.39%	8.15%	4.42%	-10.24%	-3.23%	2.50	31.65M	2.82	-2.13%	89.18M
108	REIT - Residential	-1.02%	1.09%	-5.52%	-8.93%	-16.15%	-7.63%	2.16	24.26M	1.25	-0.07%	30.21M
109	REIT - Retail	-0.03%	3.53%	6.10%	3.99%	-2.20%	1.79%	2.19	33.27M	1.06	-0.23%	35.19M
110	REIT - Specialty	0.36%	-0.37%	-6.29%	-3.66%	-12.19%	-3.61%	1.71	24.97M	1.20	0.05%	29.92M
111	Rental & Leasing Services	-0.59%	4.11%	19.65%	31.44%	18.77%	15.49%	2.00	25.51M	0.87	-1.47%	22.16M
112	Residential Construction	-2.21%	2.46%	31.71%	21.40%	-13.34%	11.25%	2.33	19.78M	1.16	-0.73%	23.04M
113	Resorts & Casinos	-1.70%	1.54%	18.57%	19.21%	15.70%	5.04%	1.85	29.62M	0.91	0.80%	27.10M
114	Restaurants	-0.22%	-4.57%	-5.21%	-6.27%	-5.73%	-6.16%	2.13	91.32M	1.00	-0.07%	91.23M
115	Scientific & Technical Instruments	0.44%	2.34%	11.00%	12.85%	17.90%	8.44%	2.20	29.46M	1.00	-0.67%	29.47M
116	Security & Protection Services	1.86%	3.77%	16.32%	21.39%	18.38%	16.11%	1.86	26.44M	0.77	-0.41%	20.28M
117	Semiconductor Equipment & Materials	9.40%	15.06%	15.50%	26.96%	12.64%	29.03%	1.90	48.04M	1.09	0.33%	52.46M
118	Semiconductors	-2.53%	0.86%	21.23%	48.17%	44.48%	29.57%	1.45	607.75M	1.00	-1.84%	609.77M
119	Shell Companies	1.18%	0.70%	-0.87%	-5.53%	2.48%	-2.76%	1.66	15.33M	1.12	0.05%	17.13M
120	Silver	6.79%	14.75%	19.98%	34.71%	57.87%	78.73%	1.94	36.74M	1.25	-0.97%	46.07M
121	Software - Application	1.08%	0.03%	-1.87%	6.84%	12.06%	-0.48%	1.76	445.19M	1.62	0.71%	720.66M
122	Software - Infrastructure	0.36%	1.81%	9.89%	38.25%	32.16%	28.12%	1.53	522.36M	1.38	-0.14%	718.38M
123	Solar	3.39%	0.93%	39.33%	41.07%	-9.35%	20.27%	1.91	72.38M	0.91	1.60%	66.15M
124	Specialty Business Services	0.42%	-2.30%	-6.48%	0.71%	-0.93%	2.89%	2.03	33.70M	0.97	0.35%	32.71M
125	Specialty Chemicals	0.20%	-0.41%	5.29%	0.95%	-5.54%	3.34%	1.92	70.47M	1.00	0.59%	70.60M
126	Specialty Industrial Machinery	-0.84%	0.65%	11.80%	22.70%	27.04%	15.71%	2.08	106.93M	1.41	-0.62%	150.97M
127	Specialty Retail	0.56%	1.99%	15.75%	20.67%	11.02%	2.95%	2.30	56.37M	1.00	0.00%	56.62M
128	Staffing & Employment Services	0.15%	-1.22%	-5.69%	-21.53%	-31.85%	-27.95%	2.44	13.22M	0.44	-1.07%	5.82M
129	Steel	1.16%	2.06%	11.07%	7.01%	5.40%	21.75%	1.97	53.85M	0.93	-0.63%	50.19M
130	Telecom Services	0.51%	-0.82%	5.20%	2.67%	8.26%	12.56%	2.16	148.46M	1.00	0.76%	147.95M
131	Textile Manufacturing	-5.78%	-7.41%	-15.50%	-22.97%	-33.42%	-29.13%	2.94	373.96K	0.80	-2.46%	300.90K
132	Thermal Coal	6.39%	8.25%	8.16%	8.75%	-2.15%	-11.45%	1.59	6.78M	1.53	0.52%	10.34M
133	Tobacco	-0.03%	-0.90%	0.19%	15.06%	32.91%	38.39%	2.25	23.70M	0.82	1.41%	19.40M
134	Tools & Accessories	0.32%	0.57%	12.03%	6.40%	5.85%	6.57%	2.29	7.23M	0.98	-0.25%	7.08M
135	Travel Services	0.20%	2.63%	14.09%	28.53%	48.46%	15.11%	1.88	61.16M	0.94	0.78%	57.23M
136	Trucking	-1.26%	-1.28%	-0.44%	-4.53%	-21.94%	-20.80%	2.28	12.15M	1.15	-3.67%	13.97M
137	Uranium	3.07%	11.68%	28.37%	99.57%	103.62%	64.55%	1.35	132.96M	0.89	1.49%	118.30M
138	Utilities - Diversified	0.47%	0.91%	6.70%	10.15%	-6.02%	-2.88%	2.23	27.17M	1.02	-0.14%	27.78M
139	Utilities - Independent Power Producers	0.28%	5.29%	16.47%	66.29%	118.93%	55.06%	1.66	11.79M	0.75	-0.39%	8.88M
140	Utilities - Regulated Electric	-0.10%	-1.49%	4.21%	2.73%	1.72%	8.64%	2.27	130.19M	0.89	0.45%	115.97M
141	Utilities - Regulated Gas	-1.03%	-0.92%	3.02%	3.44%	12.64%	9.33%	2.21	14.06M	1.15	0.39%	16.20M
142	Utilities - Regulated Water	-0.23%	-0.60%	1.07%	1.90%	0.48%	15.73%	2.16	7.13M	1.02	0.17%	7.27M
143	Utilities - Renewable	1.33%	1.62%	7.55%	38.45%	36.96%	34.72%	1.71	23.92M	0.79	-0.28%	19.01M
144	Waste Management	-1.07%	-4.07%	-7.66%	-3.32%	2.86%	6.26%	1.90	13.88M	0.90	0.40%	12.55M

