No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
135	Travel Services	535.37B	29.66	19.98	1.66	3.48	10.70	8.91	20.51	0.42%	17.89%	9.42%	1.86%	65.57M
136	Trucking	84.18B	32.23	24.22	1.97	1.50	3.12	66.72	43.98	8.19%	16.37%	3.82%	2.62%	10.18M
137	Uranium	55.64B	113.75	72.41	2.63	17.25	6.31	25.50	79.69	6.75%	43.31%	12.74%	-0.20%	106.99M
138	Utilities - Diversified	99.62B	20.36	14.69	4.72	1.65	1.90	18.77	79.16	8.12%	4.32%	8.47%	1.38%	23.01M
139	Utilities - Independent Power Producers	127.67B	34.38	20.43	2.57	2.14	12.01	43.31	62.83	14.99%	13.35%	14.28%	-1.89%	9.70M
140	Utilities - Regulated Electric	1151.95B	18.90	15.42	2.18	2.43	1.91	35.96	132.52	3.48%	8.66%	3.80%	0.78%	144.26M
141	Utilities - Regulated Gas	94.68B	21.33	18.42	2.18	2.11	1.88	27.79	93.07	6.26%	9.78%	4.20%	1.14%	13.81M
142	Utilities - Regulated Water	67.00B	15.68	18.59	1.81	3.76	2.16	33.06	85.58	12.70%	8.67%	9.38%	1.15%	8.10M
143	Utilities - Renewable	157.80B	35.70	27.00	2.40	2.92	3.45	9.89	34.51	20.40%	14.85%	5.98%	-0.14%	15.76M
144	Waste Management	246.40B	42.04	30.32	3.66	3.70	6.07	123.27	38.69	9.47%	11.49%	9.78%	1.40%	13.36M
