
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
17	Beverages - Wineries & Distilleries	80.66B	25.23	16.54	7.18	2.73	4.79	20.74	19.97	5.39%	3.51%	6.07%	0.32%	13.13M
18	Biotechnology	931.93B	53.07	35.79	2.46	9.35	4.19	5.49	48.06	-11.44%	21.60%	46.30%	-0.86%	689.08M
19	Broadcasting	15.52B	11.37	9.43	-	0.64	1.69	5.73	4.51	30.53%	-7.60%	33.13%	0.07%	25.81M
20	Building Materials	229.13B	27.65	23.00	2.83	2.94	3.02	27.55	40.51	22.30%	9.78%	6.61%	-0.60%	27.60M
21	Building Products & Equipment	354.14B	27.62	20.75	2.70	2.49	5.37	51.99	27.20	13.61%	10.23%	5.58%	-0.59%	30.62M
22	Business Equipment & Supplies	1.15B	13.52	11.85	-	0.52	0.71	2.27	7.12	1.30%	-	14.91%	-0.80%	822.26K
23	Capital Markets	1138.09B	24.14	19.88	1.54	2.11	3.20	4.51	6.39	12.97%	15.65%	27.17%	-0.21%	755.92M
24	Chemicals	34.81B	62.74	24.88	-	0.37	0.96	4.28	16.59	18.08%	-4.53%	2.21%	-1.52%	37.50M
25	Coking Coal	8.25B	72.73	14.26	2.59	1.36	1.77	7.49	24.36	-8.08%	28.10%	7.95%	1.09%	8.53M
26	Communication Equipment	566.92B	31.59	18.34	3.16	3.15	4.53	12.72	23.18	9.75%	9.99%	3.92%	0.29%	223.15M
27	Computer Hardware	523.58B	40.05	24.76	2.30	2.37	12.63	14.19	30.52	12.82%	17.42%	12.20%	0.11%	387.41M
28	Confectioners	124.53B	26.45	23.52	392.86	2.53	4.15	46.62	26.96	8.06%	0.07%	7.05%	0.16%	7.87M
29	Conglomerates	240.45B	23.14	18.44	2.96	2.01	6.66	10.88	30.52	0.90%	7.81%	-0.81%	0.60%	15.99M
30	Consulting Services	87.91B	30.97	24.99	2.71	3.35	9.99	43.52	26.36	19.14%	11.43%	6.63%	-1.01%	6.29M
31	Consumer Electronics	3962.93B	37.62	31.04	4.22	7.70	30.72	58.10	34.39	14.99%	8.91%	8.21%	-0.61%	104.45M
32	Copper	165.32B	27.83	19.99	1.89	4.04	5.00	17.02	29.95	17.53%	14.76%	10.32%	-0.55%	37.77M
33	Credit Services	1758.93B	31.36	21.20	2.13	5.27	6.07	11.49	18.32	10.42%	14.71%	10.53%	-1.55%	126.42M
34	Department Stores	16.14B	14.68	17.88	-	0.36	1.64	7.29	8.69	29.09%	-12.82%	-0.58%	3.93%	11.97M
35	Diagnostics & Research	659.09B	33.78	22.41	3.38	4.03	3.71	26.18	27.83	9.90%	10.01%	10.13%	-0.65%	44.79M
36	Discount Stores	1344.81B	38.45	33.79	4.09	1.16	9.00	42.81	47.35	9.38%	9.39%	7.11%	-0.12%	33.21M
37	Drug Manufacturers - General	3141.30B	23.05	13.52	1.18	4.46	6.10	25.46	18.94	5.61%	19.52%	9.31%	-0.34%	120.68M
38	Drug Manufacturers - Specialty & Generic	319.76B	7.18	14.58	0.45	2.34	2.28	11.91	16.24	11.57%	15.86%	8.48%	-0.16%	191.89M
39	Education & Training Services	58.34B	23.69	16.62	2.02	1.69	2.72	3.71	22.71	14.30%	11.75%	9.23%	-1.33%	51.30M
40	Electrical Equipment & Parts	157.95B	42.65	27.24	1.50	3.80	6.40	21.96	38.33	22.74%	28.49%	11.67%	-4.09%	493.23M
41	Electronic Components	433.57B	49.21	28.39	2.39	2.95	6.60	28.34	37.42	16.49%	20.55%	7.87%	1.01%	53.33M
42	Electronic Gaming & Multimedia	281.58B	46.05	27.71	2.19	7.46	8.25	9.32	29.27	-24.23%	21.02%	22.70%	-0.96%	18.60M
43	Electronics & Computer Distribution	30.12B	17.83	10.27	1.43	0.24	1.30	15.01	14.92	-0.59%	12.44%	9.23%	-0.35%	3.21M
44	Engineering & Construction	349.09B	22.44	28.35	1.19	1.77	5.64	20.86	28.55	24.79%	18.78%	11.28%	-1.63%	35.17M
45	Entertainment	1088.64B	41.58	33.39	1.93	3.23	4.53	18.37	28.62	18.95%	21.49%	12.09%	-0.43%	144.11M
46	Farm & Heavy Construction Machinery	446.79B	22.67	20.03	9.36	2.22	5.10	15.02	23.21	16.20%	2.42%	4.27%	0.07%	25.99M
47	Farm Products	75.66B	14.42	12.90	2.51	0.36	1.21	4.45	11.21	12.52%	5.74%	7.38%	0.72%	15.55M
48	Financial Conglomerates	51.60B	16.23	3.19	1.16	1.56	1.40	4.51	32.98	4.74%	14.03%	14.20%	0.12%	1.87M
49	Financial Data & Stock Exchanges	668.62B	33.50	26.08	3.67	9.08	5.20	29.24	26.25	8.75%	9.13%	17.90%	-1.31%	26.27M
50	Food Distribution	81.60B	28.31	16.63	1.79	0.33	4.93	42.23	21.70	35.21%	15.82%	11.07%	1.01%	7.58M
51	Footwear & Accessories	166.94B	33.46	26.66	2.98	2.10	6.54	11.56	27.92	10.93%	11.23%	11.67%	-0.19%	50.56M
52	Furnishings, Fixtures & Appliances	64.46B	28.02	15.76	2.34	0.90	2.40	16.06	21.89	3.93%	11.96%	7.04%	-0.25%	18.98M
53	Gambling	122.69B	79.21	27.32	2.66	3.61	7.21	15.69	32.55	-21.39%	29.77%	42.68%	-0.30%	34.42M
54	Gold	569.84B	25.37	15.83	0.86	6.12	3.46	21.40	29.90	10.42%	29.53%	13.19%	0.18%	343.24M
55	Grocery Stores	71.60B	16.69	13.00	1.45	0.28	3.76	9.22	21.46	14.41%	11.53%	4.97%	0.61%	22.16M
56	Health Information Services	127.16B	93.12	39.93	4.90	3.63	4.89	9.40	32.31	14.09%	19.02%	23.47%	-0.35%	53.21M
57	Healthcare Plans	630.84B	15.65	13.93	29.35	0.39	2.05	43.44	14.11	-0.47%	0.53%	11.19%	1.48%	65.97M
58	Home Improvement Retail	564.32B	26.00	23.57	4.56	2.21	41.93	67.26	25.65	10.23%	5.71%	6.60%	-0.23%	7.32M
59	Household & Personal Products	734.30B	24.69	19.14	3.66	2.85	6.86	29.14	23.50	3.65%	6.75%	3.51%	-0.00%	116.88M
60	Industrial Distribution	244.28B	31.01	31.09	3.41	1.82	5.58	34.69	30.84	20.66%	9.10%	9.30%	0.40%	27.38M
61	Information Technology Services	888.91B	26.12	17.14	2.97	2.27	4.34	14.63	17.24	3.15%	8.79%	4.54%	0.03%	416.93M
62	Insurance - Diversified	2271.60B	20.00	25.42	13.02	2.64	1.91	3.30	56.83	4.70%	1.54%	8.29%	-0.17%	16.92M
63	Insurance - Life	300.55B	14.63	8.93	1.73	1.08	1.55	4015.84	4.97	7.64%	8.44%	-4.66%	-0.29%	26.64M
64	Insurance - Property & Casualty	623.96B	12.73	12.67	1.53	1.42	2.13	-	7.49	13.27%	8.32%	10.52%	0.10%	26.78M
65	Insurance - Reinsurance	43.06B	11.30	6.61	0.80	0.74	1.04	-	2.95	4.35%	14.10%	16.01%	0.76%	2.35M
66	Insurance - Specialty	79.33B	13.94	10.93	0.89	1.97	1.55	459.67	6.75	4.78%	15.60%	8.28%	0.28%	13.19M
67	Insurance Brokers	347.22B	33.27	20.28	2.99	4.19	4.86	11.57	26.69	16.19%	11.15%	9.24%	0.31%	11.83M
68	Integrated Freight & Logistics	199.34B	16.34	13.97	2.78	0.78	3.17	10.24	20.17	11.48%	5.87%	5.30%	0.68%	23.61M
69	Internet Content & Information	8385.61B	48.15	42.54	3.23	8.21	14.04	27.45	43.62	26.94%	14.90%	17.41%	-0.84%	374.83M
70	Internet Retail	3453.43B	30.17	24.80	1.18	2.86	5.75	11.13	94.61	31.35%	25.61%	24.00%	-2.26%	171.99M
71	Leisure	74.79B	39.62	20.41	1.64	1.79	3.98	14.07	25.87	-2.20%	24.21%	10.25%	-1.20%	41.29M
72	Lodging	193.99B	31.55	24.54	2.59	3.27	42.59	33.83	28.59	17.37%	12.20%	4.69%	-0.83%	8.93M
73	Lumber & Wood Production	21.61B	23.33	18.83	110.15	1.02	1.54	9.84	41.26	28.93%	0.21%	11.04%	-0.76%	1.06M
74	Luxury Goods	33.56B	122.20	17.81	11.31	1.58	9.71	16.59	19.85	-81.37%	10.80%	6.15%	1.31%	9.75M
75	Marine Shipping	31.63B	5.64	8.57	0.76	0.99	0.81	4.64	5.63	31.79%	7.41%	18.15%	0.82%	16.34M
76	Medical Care Facilities	220.63B	18.24	13.97	1.26	0.96	4.29	17.63	13.00	12.68%	14.50%	7.34%	0.14%	58.59M
77	Medical Devices	965.00B	30.72	22.44	2.51	4.13	3.97	20.63	32.44	9.33%	12.24%	8.49%	-0.43%	247.62M
78	Medical Distribution	197.99B	28.53	16.64	2.34	0.21	34.21	21.26	21.07	27.27%	12.20%	9.15%	5.32%	12.72M
79	Medical Instruments & Supplies	450.40B	43.07	22.16	3.81	3.92	3.26	21.54	34.45	11.00%	11.31%	9.45%	-0.23%	48.27M
80	Metal Fabrication	49.23B	26.11	18.47	1.69	2.14	4.08	19.70	25.59	70.62%	15.49%	4.48%	-0.99%	6.26M
81	Mortgage Finance	79.53B	66.92	33.57	1.36	4.19	2.98	8.81	869.24	2.01%	49.36%	1.18%	0.38%	53.54M
82	Oil & Gas Drilling	18.76B	37.55	21.33	-	0.84	0.71	6.78	14.24	18.99%	-6.85%	8.92%	2.29%	81.10M
83	Oil & Gas E&P	604.85B	13.14	11.96	1.00	2.09	1.48	23.84	13.96	18.49%	13.17%	11.62%	1.63%	186.04M
84	Oil & Gas Equipment & Services	217.70B	14.19	13.99	1.50	1.35	2.06	10.58	13.21	39.43%	9.49%	4.23%	2.77%	134.30M
85	Oil & Gas Integrated	1611.37B	14.62	11.81	1.88	0.95	1.49	8.73	10.30	19.43%	7.79%	4.04%	1.40%	137.86M
86	Oil & Gas Midstream	831.78B	18.11	16.07	2.62	1.78	3.01	40.61	17.14	10.06%	6.91%	7.38%	1.19%	116.16M
87	Oil & Gas Refining & Marketing	209.86B	38.09	13.83	2.06	0.36	2.15	10.97	21.23	6.19%	18.52%	5.11%	2.00%	34.33M
88	Other Industrial Metals & Mining	318.24B	14.27	12.32	18.75	2.03	2.02	9.42	18.53	-5.24%	0.76%	3.51%	0.39%	197.81M
89	Other Precious Metals & Mining	32.83B	40.92	17.83	0.90	3.54	2.78	11.43	75.47	0.14%	45.23%	12.67%	0.76%	66.70M
90	Packaged Foods	249.38B	18.55	12.97	5.71	1.08	1.81	13.64	14.38	4.02%	3.25%	4.42%	0.04%	88.64M
91	Packaging & Containers	157.09B	28.57	12.41	1.10	0.98	1.98	20.60	28.87	-1.68%	25.91%	4.03%	-0.18%	64.40M
92	Paper & Paper Products	14.44B	9.08	7.98	-	0.83	1.28	3.35	11.14	-14.36%	-3.06%	4.89%	0.70%	2.84M
93	Personal Services	57.57B	4.94	22.49	0.40	3.10	1.66	18.52	23.69	13.41%	12.35%	8.13%	-0.62%	7.32M
94	Pharmaceutical Retailers	462.09M	-	48.14	-	0.57	2.02	4.01	27.84	51.51%	-	62.24%	-2.09%	1.48M
95	Pollution & Treatment Controls	47.67B	35.37	28.46	2.92	4.80	7.49	20.88	32.39	-24.45%	12.10%	3.81%	-0.40%	8.12M
96	Publishing	21.89B	20.89	17.12	1.87	1.60	2.54	16.45	10.81	16.33%	11.19%	2.52%	-0.44%	4.42M
97	Railroads	427.32B	20.46	17.89	2.25	4.68	4.01	70.34	26.77	5.84%	9.10%	4.20%	0.54%	41.46M
98	Real Estate - Development	8.26B	15.12	15.14	-	1.10	0.97	7.80	19.54	5.15%	-3.45%	18.37%	0.74%	2.14M
99	Real Estate - Diversified	7.86B	22.18	30.02	6.78	3.52	1.72	4.03	21.10	20.20%	3.27%	13.06%	-0.43%	570.51K
100	Real Estate Services	169.25B	53.37	25.93	2.45	1.26	3.32	8.68	36.29	2.74%	21.82%	10.97%	-1.30%	358.67M
101	Recreational Vehicles	25.38B	37.15	19.15	6.21	0.64	1.73	7.02	8.48	-0.75%	5.98%	3.89%	-0.49%	7.21M
102	REIT - Diversified	60.90B	17.45	15.42	4.18	6.42	1.28	51.95	13.70	9.78%	4.17%	21.96%	1.17%	18.02M
103	REIT - Healthcare Facilities	211.33B	88.52	56.51	3.19	7.92	2.46	27.80	30.97	-4.93%	27.72%	10.83%	2.39%	41.52M
104	REIT - Hotel & Motel	32.32B	25.01	26.87	-	1.40	1.26	10.65	12.47	-5.34%	-3.08%	1.64%	0.64%	22.92M
105	REIT - Industrial	260.84B	32.27	35.76	-	8.26	2.27	69.80	22.67	9.63%	-1.27%	16.99%	0.21%	31.36M
106	REIT - Mortgage	63.86B	19.98	7.28	4.47	2.03	0.91	4.44	12.28	-4.63%	4.47%	17.25%	0.32%	74.95M
107	REIT - Office	76.57B	55.00	78.11	0.99	4.00	1.25	13.60	13.53	-27.20%	55.31%	4.43%	0.16%	20.97M
108	REIT - Residential	191.42B	30.39	45.35	5.60	7.64	2.35	56.62	21.93	4.43%	5.43%	7.65%	0.33%	21.76M
109	REIT - Retail	243.84B	34.57	36.42	3.00	9.23	2.41	49.70	20.07	-0.07%	11.53%	11.37%	0.88%	27.75M
110	REIT - Specialty	382.48B	57.39	36.00	3.56	6.78	6.06	27.79	41.45	4.10%	16.10%	7.04%	0.33%	21.52M
111	Rental & Leasing Services	166.49B	19.64	17.83	2.25	1.82	2.98	17.28	99.79	5.23%	8.73%	10.84%	0.60%	19.33M
112	Residential Construction	190.66B	11.89	13.21	-	1.18	1.91	14.63	21.23	26.47%	-1.69%	12.12%	0.74%	16.41M
113	Resorts & Casinos	100.56B	27.76	17.37	1.64	1.21	4.90	7.75	24.15	-0.49%	16.96%	3.21%	0.88%	32.31M
114	Restaurants	557.61B	28.72	23.73	3.31	3.26	21.28	31.38	30.60	9.87%	8.69%	7.57%	-0.11%	85.22M
115	Scientific & Technical Instruments	205.99B	37.41	21.69	3.15	4.01	3.47	15.52	26.59	7.78%	11.88%	8.49%	-0.40%	30.76M
116	Security & Protection Services	47.28B	22.96	15.82	2.05	2.02	4.00	12.85	14.68	13.17%	11.21%	7.77%	-0.35%	21.36M
117	Semiconductor Equipment & Materials	937.39B	33.14	27.59	2.26	7.88	11.60	26.03	34.61	25.31%	14.69%	15.62%	0.25%	62.34M
118	Semiconductors	9101.63B	48.82	27.31	1.46	14.47	12.14	35.15	55.51	54.31%	33.32%	39.44%	-0.80%	632.33M
119	Shell Companies	42.54B	146.85	622.07	3.46	13.40	2.34	98.89	-	-	42.40%	-	-0.30%	26.39M
120	Silver	9.72B	177.15	30.24	1.79	7.04	2.53	10.39	66.68	-1.54%	98.71%	10.66%	-2.25%	54.78M
121	Software - Application	2891.26B	43.66	30.54	2.48	7.45	7.14	17.68	32.40	23.09%	17.60%	20.44%	-1.46%	531.34M
122	Software - Infrastructure	6464.31B	46.90	31.66	2.36	11.53	11.33	27.86	56.40	15.92%	19.85%	16.94%	-1.47%	503.71M
123	Solar	51.56B	25.67	12.89	1.11	1.56	2.02	3.81	47.48	-16.69%	23.16%	11.96%	-3.63%	45.07M
124	Specialty Business Services	384.55B	39.08	26.57	3.56	3.31	5.97	29.20	30.92	9.31%	10.98%	8.17%	-1.13%	39.33M
125	Specialty Chemicals	661.34B	34.92	20.98	4.34	2.43	3.42	21.90	39.49	15.58%	8.04%	4.05%	-0.71%	61.53M
126	Specialty Industrial Machinery	1099.34B	34.52	25.27	2.78	3.84	5.89	34.12	32.73	-4.00%	12.42%	5.59%	-1.08%	180.44M
127	Specialty Retail	200.54B	22.37	18.30	2.58	1.03	5.50	10.85	23.98	17.09%	8.66%	7.34%	1.19%	57.79M
128	Staffing & Employment Services	18.22B	24.80	13.33	4.03	0.38	2.29	4.45	12.16	-0.65%	6.16%	7.72%	-1.75%	49.23M
129	Steel	142.35B	19.13	11.40	0.91	0.58	0.84	4.40	49.80	13.00%	21.07%	6.45%	-0.46%	57.44M
130	Telecom Services	1223.41B	14.46	12.25	1.19	1.39	1.95	10.63	9.67	4.31%	12.15%	4.62%	0.42%	160.65M
131	Textile Manufacturing	1.78B	30.16	14.90	-	0.91	1.49	12.56	18.71	-5.66%	-	2.72%	-0.79%	306.45K
132	Thermal Coal	12.39B	19.50	10.66	9.31	1.18	1.21	10.27	13.94	10.34%	2.09%	4.64%	2.26%	9.47M
133	Tobacco	485.62B	23.06	14.54	2.73	5.05	7.18	35.87	17.74	-3.18%	8.45%	2.76%	0.64%	23.11M
134	Tools & Accessories	71.04B	23.99	17.51	2.65	1.83	2.69	23.49	22.18	7.74%	9.03%	11.00%	-0.00%	5.46M
135	Travel Services	526.41B	29.17	19.60	1.64	3.42	10.52	8.76	20.17	0.44%	17.77%	9.46%	-0.15%	51.44M
136	Trucking	79.86B	30.58	22.97	1.89	1.43	2.96	63.29	41.73	8.88%	16.19%	4.36%	0.30%	11.97M
137	Uranium	63.39B	129.57	84.95	3.07	19.51	7.18	28.77	88.70	6.28%	42.14%	13.46%	1.24%	205.78M
138	Utilities - Diversified	101.92B	20.83	15.02	4.87	1.69	1.94	19.20	80.99	8.11%	4.28%	8.47%	2.87%	24.01M
139	Utilities - Independent Power Producers	130.82B	35.22	20.95	2.66	2.19	12.29	44.34	64.37	14.42%	13.24%	14.40%	-4.13%	11.66M
140	Utilities - Regulated Electric	1169.73B	19.22	15.67	2.23	2.47	1.94	36.52	134.56	3.46%	8.62%	3.79%	1.17%	119.43M
141	Utilities - Regulated Gas	95.02B	21.40	18.46	2.12	2.12	1.89	27.89	85.21	6.28%	10.10%	4.23%	1.52%	19.80M
142	Utilities - Regulated Water	67.24B	15.74	18.58	1.73	3.77	2.16	33.18	85.89	12.75%	9.07%	9.45%	1.84%	7.60M
143	Utilities - Renewable	166.53B	37.68	28.28	2.48	3.08	3.64	10.44	36.42	19.85%	15.22%	6.43%	-1.76%	34.47M
144	Waste Management	241.53B	41.21	29.76	3.61	3.63	5.95	120.56	37.93	9.61%	11.40%	9.75%	0.26%	26.38M
