No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
49	Financial Data & Stock Exchanges	731.77B	39.52	27.86	4.39	9.93	5.64	31.48	28.15	8.90%	9.00%	18.34%	0.36%	27.15M
50	Food Distribution	82.73B	28.30	17.49	1.96	0.34	5.06	46.51	20.81	29.74%	14.41%	11.72%	2.22%	11.80M
51	Footwear & Accessories	175.56B	30.53	27.71	2.91	2.22	6.84	12.68	27.93	11.15%	10.48%	12.17%	-1.79%	36.74M
52	Furnishings, Fixtures & Appliances	60.83B	28.46	14.80	2.46	0.86	2.32	14.46	20.91	3.81%	11.57%	7.47%	-1.55%	19.02M
53	Gambling	126.68B	73.63	27.61	2.65	3.86	8.18	16.59	35.32	-20.90%	27.81%	43.07%	0.70%	68.82M
54	Gold	399.34B	20.41	11.70	0.83	4.58	2.51	16.37	24.24	11.51%	24.69%	13.26%	-2.80%	203.70M
55	Grocery Stores	78.98B	19.36	14.35	1.73	0.30	4.14	10.07	27.38	14.80%	11.22%	5.01%	-0.01%	25.06M
56	Health Information Services	114.10B	72.33	36.31	4.19	3.34	4.53	8.59	30.79	15.25%	17.25%	22.90%	0.14%	51.98M
57	Healthcare Plans	528.40B	12.80	10.77	3.67	0.33	1.72	40.72	11.04	-0.68%	3.49%	11.18%	2.71%	103.24M
58	Home Improvement Retail	506.78B	23.41	21.15	4.04	2.01	47.49	98.72	22.98	10.16%	5.80%	6.64%	-1.32%	7.96M
59	Household & Personal Products	767.08B	25.93	19.84	4.18	2.93	7.16	28.87	22.99	2.08%	6.20%	3.52%	-1.43%	121.86M
60	Industrial Distribution	233.86B	30.59	24.45	3.57	1.79	6.62	50.77	32.02	15.97%	8.58%	8.85%	-0.43%	22.11M
61	Information Technology Services	924.76B	26.57	17.86	2.95	2.37	4.54	15.40	17.90	4.93%	9.00%	4.79%	-1.38%	196.32M
62	Insurance - Diversified	2193.67B	24.30	36.44	18.00	2.54	2.93	3.15	47.39	4.71%	1.35%	8.10%	-0.21%	18.79M
63	Insurance - Life	283.02B	13.43	8.34	1.60	1.02	1.50	6467.60	4.78	7.26%	8.38%	-4.57%	-2.85%	34.86M
64	Insurance - Property & Casualty	601.35B	10.99	12.34	1.39	1.38	2.07	638.24	7.23	13.47%	7.90%	10.60%	-0.47%	27.78M
65	Insurance - Reinsurance	43.18B	11.22	6.53	0.76	0.76	1.09	-	2.89	4.20%	14.78%	16.01%	-0.59%	3.10M
66	Insurance - Specialty	77.26B	13.38	10.54	0.84	1.95	1.51	379.54	6.93	4.94%	15.97%	8.85%	-1.31%	12.52M
67	Insurance Brokers	346.07B	26.77	20.25	2.46	4.21	4.79	10.88	25.51	16.24%	10.86%	9.46%	-0.45%	23.68M
68	Integrated Freight & Logistics	196.03B	15.19	12.67	2.32	0.78	3.04	10.66	21.41	11.24%	6.54%	5.35%	-3.41%	39.72M
69	Internet Content & Information	6852.78B	40.43	35.53	2.88	6.79	11.71	20.87	35.35	27.12%	14.05%	17.41%	0.13%	200.41M
70	Internet Retail	3369.59B	31.29	24.59	1.28	2.88	5.95	11.26	76.61	32.77%	24.43%	23.66%	-0.53%	139.35M
71	Leisure	79.42B	41.55	21.75	1.82	1.93	4.15	17.15	26.30	-17.79%	22.78%	11.37%	0.72%	75.05M
72	Lodging	198.43B	32.49	24.94	2.75	3.38	46.63	30.37	28.61	17.18%	11.79%	4.48%	-0.60%	7.28M
73	Lumber & Wood Production	22.40B	22.96	17.40	5.33	1.05	1.61	9.84	34.93	28.83%	4.31%	11.01%	-1.55%	1.78M
74	Luxury Goods	30.14B	35.56	17.18	2.89	1.42	6.68	14.74	20.31	-6.23%	12.32%	2.21%	-0.16%	9.73M
75	Marine Shipping	34.74B	5.33	8.44	0.33	1.00	0.91	4.67	5.36	30.25%	16.17%	16.47%	-1.48%	18.85M
76	Medical Care Facilities	204.37B	16.49	12.67	1.24	0.87	3.85	17.95	11.76	10.71%	13.35%	7.22%	1.16%	39.88M
77	Medical Devices	972.98B	31.48	22.84	2.61	4.21	4.08	20.87	34.61	8.81%	12.07%	8.75%	-0.32%	138.88M
78	Medical Distribution	193.28B	28.30	16.62	2.38	0.21	36.77	16.36	15.93	20.77%	11.89%	9.26%	0.39%	6.53M
79	Medical Instruments & Supplies	483.57B	47.00	23.76	4.01	4.21	3.54	23.19	35.78	11.08%	11.71%	9.52%	-0.59%	58.05M
80	Metal Fabrication	52.95B	27.94	20.71	1.44	2.29	4.46	21.04	27.81	12.71%	19.34%	3.51%	0.90%	8.21M
81	Mortgage Finance	58.09B	49.66	25.37	1.03	3.13	4.18	11.36	629.05	14.62%	48.06%	1.35%	-2.26%	29.47M
82	Oil & Gas Drilling	17.52B	14.91	18.20	4.06	0.80	0.65	6.53	14.65	17.85%	3.67%	9.48%	-2.32%	44.83M
83	Oil & Gas E&P	671.94B	13.21	12.05	0.97	2.24	1.60	21.94	14.05	22.04%	13.64%	12.23%	-1.11%	172.91M
84	Oil & Gas Equipment & Services	209.93B	13.94	13.37	1.44	1.30	1.98	10.27	12.68	38.96%	9.70%	4.49%	-2.45%	126.04M
85	Oil & Gas Integrated	1580.75B	14.36	11.28	1.85	0.91	1.48	8.49	9.49	19.59%	7.76%	4.03%	-1.67%	104.05M
86	Oil & Gas Midstream	818.81B	17.99	15.75	2.41	1.79	3.01	33.70	16.36	9.93%	7.47%	7.47%	-0.22%	97.13M
87	Oil & Gas Refining & Marketing	187.48B	30.99	13.08	1.65	0.32	1.91	8.80	17.16	6.35%	18.75%	5.13%	-2.79%	30.57M
88	Other Industrial Metals & Mining	288.93B	10.98	10.88	-	1.81	1.95	10.13	15.46	-6.23%	-4.42%	4.01%	-3.59%	153.97M
89	Other Precious Metals & Mining	23.53B	39.80	14.00	1.15	2.59	2.11	13.49	81.38	-1.78%	34.60%	13.24%	-4.17%	47.21M
90	Packaged Foods	258.09B	17.44	13.64	4.84	1.23	1.85	17.51	14.00	4.93%	3.60%	4.67%	-1.01%	89.54M
91	Packaging & Containers	169.45B	24.73	13.22	0.90	1.12	2.34	18.61	31.63	-0.43%	27.51%	4.44%	-2.03%	77.40M
92	Paper & Paper Products	14.65B	52.73	7.21	20.76	0.84	1.47	4.15	9.50	-14.57%	2.54%	4.80%	-0.76%	8.94M
93	Personal Services	58.13B	27.89	23.33	2.31	3.16	10.68	21.89	23.27	13.64%	12.06%	7.78%	0.57%	7.30M
94	Pharmaceutical Retailers	10.36B	-	7.64	-	0.07	1.38	11.09	17.47	37.23%	-16.95%	2.59%	0.02%	8.23M
95	Pollution & Treatment Controls	46.50B	34.82	28.47	3.09	4.72	7.19	23.02	32.13	-24.33%	11.26%	4.09%	4.87%	14.44M
96	Publishing	21.39B	21.61	17.15	2.08	1.57	2.43	13.81	11.57	16.11%	10.41%	2.14%	-0.58%	8.69M
97	Railroads	428.08B	20.64	17.81	2.20	4.67	4.03	72.76	26.92	5.79%	9.40%	4.27%	-0.12%	37.96M
98	Real Estate - Development	8.16B	14.61	14.77	-	1.02	0.96	6.59	19.34	3.61%	-3.07%	18.93%	-1.43%	42.80M
99	Real Estate - Diversified	6.63B	19.19	43.17	7.35	2.90	1.78	7.06	16.32	20.60%	2.61%	14.67%	-1.02%	851.59K
100	Real Estate Services	162.38B	52.88	24.37	2.41	1.23	3.22	8.38	42.29	-0.14%	21.92%	11.32%	-0.55%	161.86M
101	Recreational Vehicles	23.55B	29.66	17.00	9.38	0.59	1.63	5.91	7.94	-0.38%	3.16%	3.94%	-1.47%	20.49M
102	REIT - Diversified	59.12B	17.60	15.14	4.64	6.22	1.26	46.72	13.74	10.11%	3.80%	22.52%	-1.46%	17.98M
103	REIT - Healthcare Facilities	196.00B	89.32	53.71	3.27	7.44	2.31	26.46	29.83	-5.21%	27.34%	10.57%	-0.23%	38.18M
104	REIT - Hotel & Motel	30.89B	21.97	24.77	-	1.34	1.20	11.04	11.51	-5.11%	-0.50%	1.74%	-1.86%	39.03M
105	REIT - Industrial	258.11B	31.77	34.95	-	8.19	2.24	85.47	22.58	9.57%	-0.71%	16.85%	-1.34%	25.14M
106	REIT - Mortgage	61.46B	19.10	7.08	3.97	1.99	0.88	4.24	11.78	-4.65%	4.82%	17.09%	-1.64%	81.75M
107	REIT - Office	69.71B	90.46	63.09	1.60	3.63	1.07	15.31	13.92	-27.21%	56.69%	4.31%	-2.56%	39.46M
108	REIT - Residential	192.77B	41.29	45.27	6.34	7.79	2.38	110.33	21.71	4.70%	6.51%	7.56%	-3.10%	34.88M
109	REIT - Retail	219.70B	31.69	32.56	2.76	8.34	2.17	52.30	18.51	-0.50%	11.50%	11.84%	-1.07%	41.94M
110	REIT - Specialty	395.65B	58.64	36.55	3.59	7.05	6.31	31.74	38.97	4.36%	16.32%	6.94%	-1.70%	27.37M
111	Rental & Leasing Services	155.75B	21.47	16.44	2.45	1.70	2.85	20.47	96.74	4.57%	8.77%	10.66%	0.02%	29.70M
112	Residential Construction	169.57B	10.46	11.45	-	1.05	1.70	13.17	19.32	26.36%	-1.27%	12.04%	-2.71%	19.54M
113	Resorts & Casinos	101.07B	26.97	17.50	1.82	1.22	4.89	7.66	24.00	-1.30%	14.84%	3.49%	0.68%	39.57M
114	Restaurants	593.12B	30.81	25.12	3.28	3.50	23.34	35.48	33.83	9.12%	9.40%	7.76%	0.74%	122.70M
115	Scientific & Technical Instruments	198.64B	29.47	21.48	2.27	3.91	3.41	16.53	25.38	8.48%	12.99%	9.10%	-1.91%	36.73M
116	Security & Protection Services	44.35B	22.09	14.94	2.34	1.92	3.81	13.25	14.91	10.68%	9.45%	6.47%	-0.16%	22.39M
117	Semiconductor Equipment & Materials	759.53B	27.90	23.26	1.67	6.52	9.64	22.08	29.71	22.76%	16.68%	14.95%	0.48%	65.83M
118	Semiconductors	8652.46B	50.93	27.57	1.73	14.32	12.19	33.91	54.44	56.56%	29.42%	40.89%	1.52%	553.84M
119	Shell Companies	36.70B	164.84	438.60	3.20	11.37	3.33	90.01	-	-	51.59%	-	-0.35%	14.45M
120	Silver	8.82B	57.11	20.48	0.91	7.27	2.05	8.55	101.73	-1.46%	62.94%	10.68%	-3.96%	30.78M
121	Software - Application	2973.20B	49.21	31.60	2.62	7.83	7.52	18.53	33.66	22.91%	18.79%	19.57%	-0.26%	330.52M
122	Software - Infrastructure	6160.42B	47.31	34.41	2.81	11.56	11.91	29.11	57.19	16.11%	16.82%	17.13%	-0.08%	606.89M
123	Solar	42.45B	21.29	11.55	0.82	1.30	1.72	3.30	38.06	-9.50%	26.05%	12.04%	-3.29%	93.58M
124	Specialty Business Services	421.96B	40.03	29.58	3.84	3.70	6.79	32.99	33.69	9.55%	10.41%	7.79%	-0.20%	31.28M
125	Specialty Chemicals	650.62B	32.43	20.21	3.84	2.36	3.44	22.22	36.49	15.14%	8.45%	4.08%	-1.66%	127.10M
126	Specialty Industrial Machinery	1102.80B	35.01	25.83	2.95	3.89	6.02	33.45	35.21	-4.80%	11.87%	5.33%	0.01%	107.03M
127	Specialty Retail	187.62B	22.35	18.42	3.10	0.97	5.54	11.50	23.43	17.13%	7.20%	7.48%	-0.26%	49.27M
128	Staffing & Employment Services	19.06B	26.25	13.57	3.81	0.39	2.37	4.21	12.58	-1.25%	6.88%	4.99%	-1.92%	6.84M
129	Steel	141.51B	24.06	11.27	1.14	0.57	0.88	4.46	46.72	12.32%	21.13%	6.26%	-0.42%	50.76M
130	Telecom Services	1191.17B	15.60	11.88	1.29	1.35	1.90	10.77	9.69	4.70%	12.10%	4.43%	0.08%	152.45M
131	Textile Manufacturing	2.32B	30.91	18.91	-	1.15	1.96	16.27	16.45	-7.00%	-	2.72%	-0.70%	646.74K
132	Thermal Coal	11.51B	11.78	9.05	2.90	1.15	1.11	8.94	16.61	9.99%	4.06%	5.12%	-3.21%	6.66M
133	Tobacco	477.31B	21.51	14.37	2.58	4.97	7.29	26.95	16.90	-3.27%	8.32%	2.77%	0.76%	38.25M
134	Tools & Accessories	68.02B	22.60	16.86	2.85	1.76	2.61	23.31	21.03	7.42%	7.92%	10.99%	-1.32%	11.50M
135	Travel Services	519.78B	29.26	19.59	1.67	3.40	10.44	8.78	19.33	0.97%	17.52%	9.72%	-0.42%	63.50M
136	Trucking	82.19B	30.08	22.73	1.74	1.48	3.05	66.38	39.52	8.79%	17.25%	4.39%	-6.04%	20.82M
137	Uranium	50.95B	181.13	65.46	4.31	16.63	6.25	29.56	100.38	7.33%	42.05%	11.88%	-1.31%	116.47M
138	Utilities - Diversified	98.43B	17.80	14.54	3.93	1.63	1.87	14.50	72.43	8.20%	4.53%	8.60%	-0.34%	26.35M
139	Utilities - Independent Power Producers	130.33B	26.25	21.09	2.37	2.22	11.53	32.11	36.82	14.43%	11.09%	14.38%	3.93%	12.95M
140	Utilities - Regulated Electric	1147.29B	19.70	15.40	2.30	2.45	1.94	31.44	151.55	3.47%	8.57%	3.78%	0.02%	149.64M
141	Utilities - Regulated Gas	89.13B	20.82	16.31	2.43	2.14	1.88	38.14	70.41	6.67%	8.58%	5.05%	0.23%	11.76M
142	Utilities - Regulated Water	62.28B	15.37	17.54	1.81	3.61	2.10	31.26	46.66	12.59%	8.48%	9.32%	-0.22%	7.85M
143	Utilities - Renewable	164.43B	33.73	27.28	2.26	3.15	3.53	9.95	43.59	20.35%	14.94%	6.16%	3.15%	16.38M
144	Waste Management	253.80B	43.25	31.23	3.95	3.81	6.30	116.22	40.00	9.32%	10.95%	9.74%	-2.84%	16.92M

