
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
106	REIT - Mortgage	1.71%	6.54%	6.94%	0.67%	-1.46%	6.87%	1.84	70.20M	1.01	-0.50%	71.08M
107	REIT - Office	1.80%	14.81%	5.46%	5.39%	-5.51%	-4.33%	2.55	32.35M	0.74	1.01%	23.80M
108	REIT - Residential	0.26%	3.17%	-6.02%	-7.80%	-11.44%	-6.68%	2.15	23.71M	1.05	-1.63%	24.85M
109	REIT - Retail	0.29%	5.35%	4.42%	4.30%	-0.60%	1.82%	2.15	32.93M	0.94	-0.23%	31.10M
110	REIT - Specialty	1.59%	-1.61%	-7.70%	-2.03%	-8.93%	-3.96%	1.71	24.28M	1.16	0.79%	28.06M
111	Rental & Leasing Services	1.00%	9.11%	17.15%	33.14%	26.70%	16.17%	2.06	24.31M	0.82	0.06%	19.92M
112	Residential Construction	1.82%	12.02%	26.10%	20.78%	-6.47%	13.76%	2.34	19.77M	0.82	-0.65%	16.13M
113	Resorts & Casinos	-2.39%	5.14%	19.20%	19.23%	20.07%	6.84%	1.85	29.67M	0.81	0.21%	24.02M
114	Restaurants	-3.51%	-2.91%	-6.16%	-7.02%	-1.85%	-5.95%	2.13	88.34M	1.26	-1.33%	111.23M
115	Scientific & Technical Instruments	2.25%	1.55%	7.00%	13.04%	20.57%	7.97%	2.21	29.57M	0.84	0.30%	24.80M
116	Security & Protection Services	0.74%	4.59%	10.76%	21.45%	21.00%	13.99%	1.86	27.04M	0.71	-0.26%	19.23M
117	Semiconductor Equipment & Materials	7.46%	3.67%	4.94%	22.42%	10.60%	17.94%	1.87	47.46M	0.93	-0.05%	44.34M
118	Semiconductors	8.32%	4.31%	24.84%	58.62%	68.59%	32.93%	1.47	609.07M	1.05	4.56%	639.73M
119	Shell Companies	0.14%	-0.23%	-3.42%	-7.65%	15.03%	-4.26%	1.65	15.09M	0.88	-0.12%	13.26M
120	Silver	-2.45%	8.45%	14.43%	43.36%	90.13%	67.36%	2.21	36.79M	0.90	2.21%	33.23M
121	Software - Application	-0.79%	0.68%	-5.37%	7.48%	14.98%	-1.53%	1.76	435.76M	1.27	-2.00%	553.64M
122	Software - Infrastructure	4.77%	0.74%	12.47%	40.10%	41.21%	27.58%	1.53	480.55M	1.49	3.71%	716.63M
123	Solar	0.16%	17.95%	19.34%	32.35%	-6.66%	16.04%	1.90	73.97M	0.59	0.87%	43.34M
124	Specialty Business Services	-1.58%	-3.88%	-7.69%	1.15%	1.38%	2.47%	2.05	33.20M	0.92	-1.72%	30.69M
125	Specialty Chemicals	-0.57%	2.09%	0.65%	0.27%	-2.81%	3.14%	1.93	69.77M	0.74	-0.48%	51.81M
126	Specialty Industrial Machinery	3.58%	1.59%	11.80%	25.39%	34.52%	16.69%	2.09	104.95M	1.08	1.89%	113.29M
127	Specialty Retail	1.62%	4.85%	11.17%	18.72%	15.32%	2.49%	2.30	60.54M	1.40	-0.07%	84.92M
128	Staffing & Employment Services	-4.23%	3.28%	-10.23%	-20.35%	-29.23%	-28.05%	2.44	13.08M	0.52	-1.35%	6.76M
129	Steel	1.50%	4.01%	7.80%	8.46%	8.87%	20.39%	1.97	55.29M	1.58	1.07%	87.18M
130	Telecom Services	-1.05%	1.71%	1.08%	3.51%	11.36%	11.98%	2.17	148.22M	1.04	-0.69%	153.57M
131	Textile Manufacturing	-0.44%	-1.42%	-11.59%	-18.85%	-28.72%	-24.79%	2.94	379.27K	0.76	-0.10%	287.93K
132	Thermal Coal	2.48%	-2.99%	6.40%	4.43%	-4.01%	-16.77%	1.60	6.72M	0.56	0.57%	3.76M
133	Tobacco	1.08%	-2.15%	2.37%	16.00%	32.85%	38.43%	2.15	24.03M	0.77	0.17%	18.44M
134	Tools & Accessories	0.73%	2.55%	7.09%	3.68%	8.67%	6.22%	2.31	7.27M	0.76	0.57%	5.56M
135	Travel Services	-1.37%	7.50%	9.69%	30.63%	55.42%	14.88%	1.89	61.56M	0.93	-1.10%	57.47M
136	Trucking	-0.00%	5.49%	-4.10%	-4.46%	-17.43%	-19.79%	2.29	12.01M	0.95	-0.89%	11.38M
137	Uranium	4.15%	7.61%	36.15%	100.56%	117.66%	59.64%	1.40	145.28M	0.81	2.23%	118.14M
138	Utilities - Diversified	-0.51%	0.79%	3.98%	13.14%	-2.99%	-3.34%	2.21	27.92M	0.60	1.27%	16.75M
139	Utilities - Independent Power Producers	9.42%	4.83%	23.49%	79.36%	143.99%	54.63%	1.72	12.07M	1.40	6.45%	16.89M
140	Utilities - Regulated Electric	0.10%	-2.24%	3.03%	4.07%	4.34%	8.74%	2.28	133.42M	1.24	0.74%	165.77M
141	Utilities - Regulated Gas	-0.34%	-0.99%	3.01%	5.63%	18.27%	10.47%	2.21	13.98M	0.95	0.55%	13.35M
142	Utilities - Regulated Water	0.04%	0.15%	0.86%	3.34%	2.87%	15.99%	2.17	7.05M	0.94	-0.39%	6.60M
143	Utilities - Renewable	3.22%	-1.49%	7.35%	39.11%	48.19%	32.95%	1.72	24.41M	0.84	4.35%	20.55M
144	Waste Management	-2.50%	-6.12%	-6.70%	-1.26%	5.85%	7.40%	1.90	14.98M	1.58	-0.59%	23.61M
