No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
117	Semiconductor Equipment & Materials	-2.51%	2.36%	6.73%	8.26%	-9.54%	12.22%	1.88	47.67M	0.90	2.25%	42.96M
118	Semiconductors	-3.20%	-0.29%	18.14%	38.38%	37.47%	23.89%	1.48	610.09M	0.74	0.95%	452.42M
119	Shell Companies	-0.45%	0.02%	-6.21%	-11.08%	2.63%	-4.43%	1.63	15.01M	0.93	-0.28%	14.02M
120	Silver	0.87%	9.96%	24.62%	50.70%	66.47%	66.98%	2.20	40.91M	0.98	-4.11%	40.18M
121	Software - Application	-0.46%	-1.24%	-5.03%	-0.99%	10.73%	-1.40%	1.76	418.14M	1.22	-0.67%	508.84M
122	Software - Infrastructure	-0.59%	-4.48%	9.87%	25.43%	29.93%	22.31%	1.52	481.85M	0.96	0.41%	461.49M
123	Solar	3.75%	17.55%	25.58%	38.61%	-14.92%	16.87%	1.90	73.63M	0.58	0.89%	42.71M
124	Specialty Business Services	-0.48%	-4.02%	-6.24%	0.50%	0.95%	5.57%	2.11	32.87M	0.94	1.39%	30.77M
125	Specialty Chemicals	-1.65%	3.09%	3.24%	-1.52%	-6.04%	4.27%	1.94	68.34M	1.34	0.52%	91.52M
126	Specialty Industrial Machinery	-1.44%	-0.75%	10.87%	18.78%	24.86%	14.93%	2.09	103.95M	0.91	2.01%	94.99M
127	Specialty Retail	0.17%	4.37%	14.33%	12.68%	13.59%	2.57%	2.28	60.40M	0.95	1.71%	57.17M
128	Staffing & Employment Services	-0.16%	7.99%	-5.64%	-15.71%	-28.58%	-24.40%	2.46	13.33M	0.54	0.74%	7.21M
129	Steel	-0.91%	4.70%	10.08%	5.35%	1.20%	19.89%	1.94	56.33M	1.33	1.07%	74.87M
130	Telecom Services	-0.08%	5.06%	4.14%	4.54%	13.47%	13.79%	2.16	146.30M	1.07	0.55%	156.31M
131	Textile Manufacturing	-1.90%	3.70%	-5.78%	-15.05%	-33.19%	-22.21%	3.18	378.47K	0.54	2.97%	204.92K
132	Thermal Coal	-0.38%	-7.59%	3.40%	5.53%	-14.13%	-18.74%	1.60	6.72M	0.78	0.06%	5.23M
133	Tobacco	-1.45%	0.40%	0.60%	15.47%	32.90%	36.27%	2.32	24.09M	0.89	-0.50%	21.48M
134	Tools & Accessories	-1.38%	1.83%	9.91%	3.73%	2.52%	7.38%	2.33	7.31M	1.08	1.84%	7.90M
135	Travel Services	0.47%	7.42%	13.16%	18.99%	53.06%	17.51%	1.89	61.27M	0.77	0.89%	47.34M
136	Trucking	-1.44%	3.47%	1.40%	-8.16%	-19.64%	-18.49%	2.28	12.02M	1.01	1.62%	12.16M
137	Uranium	2.43%	4.30%	34.12%	82.22%	82.71%	50.92%	1.38	153.74M	0.65	-1.54%	99.29M
138	Utilities - Diversified	-1.18%	-0.67%	4.62%	10.16%	-4.16%	-3.18%	2.21	29.06M	0.88	-0.34%	25.49M
139	Utilities - Independent Power Producers	-1.38%	-9.13%	9.40%	49.96%	102.72%	42.54%	1.72	12.16M	0.57	0.86%	6.88M
140	Utilities - Regulated Electric	-1.96%	-2.57%	3.05%	5.04%	5.00%	8.51%	2.28	134.77M	0.94	-0.12%	126.13M
141	Utilities - Regulated Gas	-1.99%	-0.52%	3.50%	3.82%	16.49%	9.98%	2.15	13.64M	2.70	-0.78%	36.87M
142	Utilities - Regulated Water	-1.21%	4.10%	4.03%	7.38%	3.71%	16.97%	2.21	6.98M	0.91	0.88%	6.32M
143	Utilities - Renewable	-1.36%	-4.96%	4.26%	28.37%	33.42%	29.39%	1.68	24.20M	0.64	0.45%	15.44M
144	Waste Management	-0.79%	-1.23%	-5.49%	-1.03%	5.16%	10.54%	1.89	13.05M	0.89	0.33%	11.63M

