
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
19	Broadcasting	14.95B	10.95	8.95	-	0.62	1.62	5.52	4.34	30.65%	-7.61%	28.05%	-1.29%	30.00M
20	Building Materials	223.15B	26.93	22.02	2.48	2.86	2.82	26.34	39.45	22.22%	10.87%	6.59%	-4.18%	95.10M
21	Building Products & Equipment	373.71B	28.83	21.29	2.74	2.53	5.53	54.41	27.96	13.16%	10.51%	5.65%	-0.93%	32.93M
22	Business Equipment & Supplies	1.13B	13.68	11.57	-	0.51	0.69	2.21	6.95	1.30%	-	15.12%	-0.69%	794.70K
23	Capital Markets	1038.14B	21.72	18.01	1.25	1.88	2.93	4.16	5.74	13.48%	17.39%	30.85%	0.11%	469.35M
24	Chemicals	34.57B	61.82	22.89	-	0.37	0.96	4.25	16.49	17.76%	-2.85%	2.20%	1.03%	32.88M
25	Coking Coal	6.91B	60.94	11.96	2.48	1.14	1.49	6.28	20.41	-7.68%	24.56%	7.77%	0.38%	8.07M
26	Communication Equipment	518.70B	28.85	17.19	3.29	2.92	4.20	10.28	21.49	9.18%	8.76%	3.26%	0.16%	132.49M
27	Computer Hardware	429.56B	33.60	20.65	2.05	2.00	10.32	11.72	27.23	15.38%	16.38%	12.90%	-1.45%	174.88M
28	Confectioners	121.76B	25.86	23.05	-	2.48	4.06	45.58	26.36	7.98%	-0.10%	7.05%	0.71%	8.27M
29	Conglomerates	245.94B	23.20	18.56	3.06	2.01	6.34	11.08	31.14	0.82%	7.59%	-1.04%	0.04%	15.73M
30	Consulting Services	95.51B	31.04	24.91	2.72	3.19	8.92	43.85	28.05	18.00%	11.40%	6.60%	-0.36%	5.01M
31	Consumer Electronics	3529.82B	33.51	27.86	4.03	6.86	27.36	51.76	30.63	14.98%	8.31%	8.20%	-1.90%	55.94M
32	Copper	144.33B	24.30	17.33	1.60	3.52	4.36	14.76	26.12	17.49%	15.18%	10.35%	-0.43%	18.02M
33	Credit Services	1750.45B	27.94	20.88	1.90	5.28	6.12	11.51	18.14	10.47%	14.70%	10.42%	0.59%	156.87M
34	Department Stores	12.90B	10.53	13.76	-	0.28	1.26	5.61	11.34	30.00%	-11.46%	-0.53%	-3.11%	9.61M
35	Diagnostics & Research	679.57B	34.94	23.08	3.57	4.16	3.83	27.03	28.57	10.15%	9.78%	9.90%	-0.19%	48.54M
36	Discount Stores	1382.16B	42.32	34.70	4.45	1.19	9.69	46.37	48.79	9.45%	9.50%	7.13%	1.04%	63.06M
37	Drug Manufacturers - General	3132.41B	22.98	13.50	1.20	4.44	6.08	25.39	18.88	5.57%	19.21%	9.16%	0.59%	112.79M
38	Drug Manufacturers - Specialty & Generic	307.58B	30.46	14.12	1.95	2.29	2.20	12.07	15.71	11.51%	15.64%	8.21%	0.61%	137.38M
39	Education & Training Services	55.76B	22.59	17.17	1.86	1.62	2.59	3.57	18.24	17.96%	12.13%	9.21%	-0.07%	18.26M
40	Electrical Equipment & Parts	135.93B	36.72	23.53	1.53	3.27	5.52	18.95	33.21	23.16%	24.02%	10.52%	-0.77%	105.65M
41	Electronic Components	368.99B	40.62	23.80	2.06	2.48	5.64	24.19	30.86	16.26%	19.72%	7.80%	-0.99%	41.23M
42	Electronic Gaming & Multimedia	254.30B	38.75	20.72	1.92	6.81	7.50	8.45	26.56	-24.44%	20.19%	22.56%	0.69%	28.85M
43	Electronics & Computer Distribution	30.05B	17.82	10.30	1.44	0.24	1.29	14.83	14.54	-0.15%	12.40%	8.84%	-0.78%	2.50M
44	Engineering & Construction	323.33B	21.06	26.43	1.18	1.64	5.26	19.39	26.47	24.70%	17.80%	11.01%	-0.51%	30.71M
45	Entertainment	1070.76B	40.84	31.88	2.01	2.93	4.19	17.24	27.75	19.00%	20.33%	11.58%	0.10%	146.41M
46	Farm & Heavy Construction Machinery	430.70B	21.85	19.10	10.31	2.15	4.96	14.48	22.42	16.21%	2.12%	4.28%	0.41%	20.11M
47	Farm Products	78.93B	14.96	13.39	2.55	0.38	1.26	4.65	11.63	14.13%	5.86%	7.52%	1.60%	46.87M
48	Financial Conglomerates	50.08B	15.75	3.09	1.13	1.51	1.36	4.38	32.01	4.99%	13.92%	14.85%	-0.03%	2.50M
49	Financial Data & Stock Exchanges	715.91B	35.98	27.44	3.88	9.42	5.43	30.92	27.66	8.94%	9.27%	17.21%	0.95%	23.92M
50	Food Distribution	81.18B	27.97	16.45	1.84	0.33	4.90	42.25	20.53	35.08%	15.23%	11.00%	1.83%	9.07M
51	Footwear & Accessories	171.36B	34.34	27.39	3.18	2.15	6.72	11.87	28.57	10.57%	10.81%	11.47%	-0.61%	24.66M
52	Furnishings, Fixtures & Appliances	64.98B	28.01	15.68	2.29	0.90	2.42	16.24	22.01	3.92%	12.22%	7.35%	-1.38%	20.85M
53	Gambling	125.88B	80.94	27.40	2.68	3.72	7.47	16.12	33.40	-20.98%	30.24%	43.00%	1.01%	54.32M
54	Gold	449.44B	20.90	13.02	0.79	4.93	2.76	17.20	25.05	11.23%	26.41%	13.19%	2.65%	180.36M
55	Grocery Stores	80.51B	19.64	14.51	1.65	0.31	4.32	10.45	27.95	14.68%	11.94%	5.02%	1.59%	19.64M
56	Health Information Services	121.31B	92.45	38.55	4.83	3.47	4.76	9.21	32.27	13.75%	19.14%	23.00%	-0.23%	59.00M
57	Healthcare Plans	581.37B	14.43	12.65	10.70	0.36	1.89	40.04	13.01	-0.57%	1.35%	11.16%	-0.69%	70.04M
58	Home Improvement Retail	553.36B	25.58	23.16	4.46	2.17	51.48	84.41	26.36	10.25%	5.74%	6.59%	-0.95%	13.21M
59	Household & Personal Products	786.65B	26.30	20.24	3.80	3.03	7.19	29.87	25.01	3.65%	6.92%	3.43%	0.80%	123.02M
60	Industrial Distribution	235.08B	30.93	24.51	3.62	1.78	6.75	50.98	30.99	18.04%	8.55%	8.90%	-0.82%	15.11M
61	Information Technology Services	880.32B	25.90	16.95	2.90	2.25	4.30	14.67	17.12	4.66%	8.94%	4.90%	0.37%	229.12M
62	Insurance - Diversified	2252.74B	19.98	25.22	13.00	2.62	1.90	3.27	57.53	4.72%	1.54%	8.20%	0.76%	16.62M
63	Insurance - Life	294.90B	15.18	8.74	1.81	1.07	1.52	3940.45	4.77	7.58%	8.38%	-4.62%	0.39%	19.83M
64	Insurance - Property & Casualty	634.45B	12.91	12.82	1.58	1.44	2.16	431.24	7.54	13.39%	8.17%	10.61%	1.39%	27.36M
65	Insurance - Reinsurance	43.80B	11.49	6.71	0.81	0.75	1.06	-	3.00	4.28%	14.27%	16.00%	1.79%	3.70M
66	Insurance - Specialty	79.97B	14.05	11.08	0.92	1.99	1.56	463.33	6.80	4.82%	15.34%	8.68%	0.18%	10.10M
67	Insurance Brokers	365.59B	35.02	21.35	3.17	4.41	5.12	12.16	28.01	16.24%	11.04%	9.32%	0.27%	11.67M
68	Integrated Freight & Logistics	200.03B	16.44	13.80	2.67	0.79	3.19	10.64	21.72	11.12%	6.16%	5.34%	-1.85%	22.97M
69	Internet Content & Information	7075.57B	40.69	36.01	2.75	6.94	11.88	23.13	36.81	26.99%	14.81%	17.46%	-0.93%	213.52M
70	Internet Retail	3346.24B	29.70	23.94	1.17	2.78	5.64	10.93	91.67	32.55%	25.32%	23.95%	-1.48%	125.76M
71	Leisure	78.07B	41.33	21.52	1.81	1.87	4.16	14.62	27.36	-17.62%	22.86%	10.38%	0.52%	42.74M
72	Lodging	195.58B	32.16	24.75	2.68	3.30	45.48	36.13	29.23	17.09%	12.01%	4.56%	-0.69%	13.11M
73	Lumber & Wood Production	22.73B	24.54	18.42	7.70	1.07	1.62	10.34	43.39	28.90%	3.19%	11.03%	-2.60%	1.51M
74	Luxury Goods	28.90B	151.16	15.36	15.32	1.37	8.24	14.35	17.74	-96.59%	9.87%	6.03%	0.71%	10.57M
75	Marine Shipping	32.48B	5.09	7.84	0.58	0.94	0.85	4.42	5.05	30.89%	8.78%	17.17%	0.95%	32.45M
76	Medical Care Facilities	221.52B	18.19	13.97	1.29	0.94	4.24	17.08	12.89	11.21%	14.12%	7.29%	1.18%	42.54M
77	Medical Devices	987.08B	31.42	22.97	2.57	4.22	4.06	20.71	33.16	8.99%	12.24%	8.61%	1.37%	188.87M
78	Medical Distribution	192.32B	27.72	16.16	2.28	0.20	34.02	20.63	20.46	26.87%	12.18%	9.13%	3.20%	8.68M
79	Medical Instruments & Supplies	475.01B	45.39	23.34	4.04	4.14	3.44	22.69	36.47	10.88%	11.23%	9.43%	-0.65%	56.11M
80	Metal Fabrication	47.38B	25.13	17.77	1.62	2.06	3.95	18.98	24.63	72.52%	15.53%	4.35%	-0.68%	5.40M
81	Mortgage Finance	70.18B	59.06	30.55	1.19	3.70	3.35	7.88	767.08	13.81%	49.50%	1.23%	-2.21%	29.83M
82	Oil & Gas Drilling	17.10B	34.23	17.46	22.48	0.76	0.65	6.18	12.98	18.67%	1.52%	9.30%	-0.17%	40.15M
83	Oil & Gas E&P	593.76B	12.91	11.43	1.01	2.05	1.45	23.40	13.57	18.35%	12.75%	12.00%	0.84%	126.73M
84	Oil & Gas Equipment & Services	201.71B	13.13	12.99	1.42	1.25	1.91	9.83	12.27	38.87%	9.26%	4.47%	0.06%	59.42M
85	Oil & Gas Integrated	1561.51B	14.22	11.33	1.83	0.91	1.45	8.46	9.82	19.50%	7.75%	3.94%	0.93%	85.61M
86	Oil & Gas Midstream	806.71B	17.43	15.55	2.37	1.73	2.92	39.55	16.46	9.86%	7.35%	7.35%	1.08%	91.29M
87	Oil & Gas Refining & Marketing	185.19B	33.61	13.14	1.82	0.32	1.90	9.68	18.74	6.10%	18.50%	5.12%	1.44%	28.36M
88	Other Industrial Metals & Mining	299.95B	13.45	11.57	-	1.91	1.90	8.93	17.46	-4.18%	-0.01%	3.62%	-0.20%	86.07M
89	Other Precious Metals & Mining	25.83B	32.19	14.65	0.81	2.80	2.18	10.17	59.37	-1.78%	39.85%	13.39%	1.76%	38.25M
90	Packaged Foods	253.92B	19.37	12.80	5.77	1.10	1.82	14.38	14.32	5.06%	3.36%	4.50%	0.08%	82.63M
91	Packaging & Containers	160.22B	29.03	12.67	1.15	1.00	2.02	21.14	29.65	-1.27%	25.28%	3.92%	-0.43%	44.14M
92	Paper & Paper Products	14.60B	9.18	7.71	-	0.84	1.29	3.38	11.26	-14.30%	-3.06%	4.92%	-0.47%	2.55M
93	Personal Services	59.45B	5.10	23.22	0.41	3.20	4.30	19.16	24.48	13.31%	12.49%	8.18%	0.04%	8.36M
94	Pharmaceutical Retailers	10.92B	-	7.97	-	0.07	1.45	11.69	18.42	42.35%	-16.53%	3.08%	0.98%	16.70M
95	Pollution & Treatment Controls	47.69B	35.39	28.52	3.00	4.80	7.48	20.89	32.41	-21.71%	11.81%	4.04%	0.65%	6.73M
96	Publishing	23.25B	22.13	18.36	2.00	1.70	2.64	17.04	11.35	16.16%	11.05%	2.39%	0.26%	4.34M
97	Railroads	428.83B	20.53	17.93	2.18	4.70	4.02	70.58	26.87	5.82%	9.40%	4.21%	-0.16%	27.73M
98	Real Estate - Development	8.49B	15.56	15.55	-	1.06	0.99	7.04	20.03	4.91%	-2.90%	18.51%	-1.53%	1.42M
99	Real Estate - Diversified	7.37B	20.81	26.67	-	3.30	1.61	3.78	19.79	20.29%	-2.94%	13.46%	-1.15%	519.11K
100	Real Estate Services	164.18B	51.14	24.87	2.32	1.23	3.24	8.37	36.00	1.81%	22.07%	11.16%	-0.26%	265.98M
101	Recreational Vehicles	25.30B	38.14	19.00	9.73	0.64	1.73	6.97	8.73	-0.20%	3.92%	3.96%	-2.23%	7.36M
102	REIT - Diversified	61.19B	17.55	15.67	4.70	6.46	1.29	52.22	13.76	9.98%	3.74%	22.35%	1.25%	19.26M
103	REIT - Healthcare Facilities	204.66B	85.86	55.12	3.11	7.67	2.39	26.92	29.99	-5.23%	27.65%	10.77%	1.45%	42.81M
104	REIT - Hotel & Motel	30.82B	23.84	25.84	-	1.33	1.20	10.16	11.89	-5.12%	-2.92%	1.72%	-0.37%	25.47M
105	REIT - Industrial	256.99B	31.79	35.12	-	8.14	2.24	68.77	22.34	9.61%	-1.31%	16.88%	-0.41%	23.78M
106	REIT - Mortgage	64.29B	20.10	7.35	4.49	2.05	0.92	4.47	12.37	-4.58%	4.47%	17.14%	0.62%	54.09M
107	REIT - Office	69.37B	49.82	71.66	0.92	3.62	1.13	12.32	12.25	-26.60%	54.09%	4.43%	-0.79%	23.02M
108	REIT - Residential	191.24B	30.36	44.95	4.81	7.63	2.35	56.57	21.91	4.55%	6.31%	7.68%	-0.05%	21.13M
109	REIT - Retail	240.33B	34.07	35.39	2.80	9.09	2.38	48.98	19.83	-0.04%	12.15%	11.61%	0.30%	30.61M
110	REIT - Specialty	387.84B	58.19	36.27	3.55	6.88	6.14	28.17	42.03	4.58%	16.41%	6.90%	0.45%	27.46M
111	Rental & Leasing Services	155.72B	18.37	16.66	2.18	1.70	2.79	16.16	93.34	5.00%	8.41%	10.59%	-1.20%	54.70M
112	Residential Construction	190.50B	11.83	13.00	-	1.18	1.90	14.79	21.98	26.38%	-1.32%	12.08%	-2.64%	22.00M
113	Resorts & Casinos	99.11B	27.36	17.02	1.64	1.19	4.83	7.64	23.80	-1.18%	16.67%	3.13%	-0.28%	23.91M
114	Restaurants	583.64B	29.99	24.71	3.39	3.41	22.64	33.84	32.08	10.05%	8.84%	7.74%	-0.51%	71.80M
115	Scientific & Technical Instruments	193.02B	35.07	20.33	3.06	3.76	3.25	15.43	24.91	8.01%	11.46%	8.32%	-1.32%	29.11M
116	Security & Protection Services	45.49B	22.01	15.32	2.06	1.95	3.86	12.51	14.03	12.14%	10.68%	7.15%	-0.66%	21.46M
117	Semiconductor Equipment & Materials	737.84B	26.02	21.77	1.82	6.21	9.20	20.50	27.20	25.35%	14.32%	15.58%	-0.12%	50.47M
118	Semiconductors	8392.90B	49.24	26.50	1.64	13.80	11.48	33.12	52.12	56.84%	30.09%	40.99%	-0.63%	668.39M
119	Shell Companies	44.49B	149.78	638.75	3.36	14.02	3.06	114.33	-	-	44.63%	-	-0.01%	18.05M
120	Silver	9.31B	59.06	22.21	1.11	6.74	2.09	8.41	40.67	-1.62%	53.31%	10.65%	1.90%	24.88M
121	Software - Application	2825.87B	43.53	30.17	2.49	7.33	6.87	16.77	31.83	23.12%	17.46%	19.70%	-0.29%	446.27M
122	Software - Infrastructure	6021.98B	43.67	29.50	2.37	7.45	11.00	25.53	53.17	16.21%	18.46%	17.07%	-0.59%	596.39M
123	Solar	48.98B	24.62	12.21	1.02	1.48	1.93	3.70	45.00	-8.93%	24.02%	11.89%	-1.12%	52.39M
124	Specialty Business Services	404.86B	41.15	28.32	3.83	3.47	6.44	32.18	32.47	9.50%	10.74%	8.07%	0.55%	36.55M
125	Specialty Chemicals	680.62B	36.53	21.53	4.45	2.49	3.53	22.81	39.78	15.32%	8.21%	4.09%	0.24%	52.08M
126	Specialty Industrial Machinery	1061.50B	33.31	24.45	2.81	3.71	5.69	32.97	31.72	-1.56%	11.85%	5.54%	-0.68%	93.01M
127	Specialty Retail	193.65B	22.94	19.08	3.21	1.00	5.66	12.06	24.14	16.91%	7.15%	7.46%	-1.11%	40.33M
128	Staffing & Employment Services	18.80B	25.80	13.74	3.96	0.39	2.35	4.24	12.34	-1.11%	6.51%	6.96%	-0.27%	8.91M
129	Steel	140.45B	18.87	11.47	0.92	0.57	0.83	4.34	49.06	12.46%	20.61%	6.20%	-1.40%	31.29M
130	Telecom Services	1250.80B	14.86	12.56	1.24	1.42	1.98	10.83	9.88	4.46%	11.96%	4.19%	0.21%	142.73M
131	Textile Manufacturing	1.97B	33.34	17.10	-	0.98	1.68	15.16	20.68	-6.97%	-	2.67%	-1.62%	536.56K
132	Thermal Coal	10.77B	16.95	9.24	8.23	1.03	1.05	8.93	12.12	10.20%	2.06%	4.98%	-0.91%	6.96M
133	Tobacco	516.83B	24.56	15.48	2.94	5.38	7.64	37.89	18.88	-3.40%	8.35%	2.73%	2.27%	22.38M
134	Tools & Accessories	70.30B	23.23	17.24	2.55	1.81	2.65	23.43	22.21	7.80%	9.11%	11.12%	-1.44%	5.82M
135	Travel Services	516.64B	28.86	19.41	1.63	3.36	10.43	8.65	19.80	1.14%	17.76%	9.57%	-0.27%	47.35M
136	Trucking	81.67B	31.27	23.28	1.92	1.46	3.03	64.73	42.67	8.93%	16.30%	4.55%	-3.41%	9.13M
137	Uranium	46.98B	96.03	61.48	2.20	14.56	5.32	21.53	67.28	7.17%	43.72%	12.07%	-3.27%	113.08M
138	Utilities - Diversified	98.72B	20.20	14.48	4.62	1.63	1.88	18.60	79.78	8.21%	4.38%	8.43%	-0.11%	19.12M
139	Utilities - Independent Power Producers	120.38B	31.51	19.39	2.50	2.02	11.09	39.61	59.82	15.02%	12.59%	14.20%	-0.53%	10.27M
140	Utilities - Regulated Electric	1178.08B	19.35	15.79	2.24	2.49	1.95	36.78	135.74	3.52%	8.64%	3.81%	0.41%	125.18M
141	Utilities - Regulated Gas	91.12B	21.57	16.10	2.25	2.16	1.91	27.22	88.23	6.76%	9.59%	5.05%	0.25%	11.96M
142	Utilities - Regulated Water	66.73B	15.62	18.61	1.83	3.74	2.15	32.93	85.24	12.57%	8.55%	9.33%	0.19%	6.20M
143	Utilities - Renewable	154.57B	35.06	26.81	2.39	2.86	3.39	9.69	33.81	20.34%	14.67%	6.22%	-0.64%	17.10M
144	Waste Management	255.01B	43.51	31.40	3.77	3.83	6.30	128.79	40.04	9.39%	11.55%	9.78%	0.49%	11.71M

