
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
46	Farm & Heavy Construction Machinery	431.72B	21.45	18.90	9.29	2.14	4.67	14.89	22.21	16.24%	2.31%	4.28%	0.81%	27.48M
47	Farm Products	77.14B	14.55	13.08	2.49	0.37	1.23	4.54	11.32	13.47%	5.83%	7.52%	0.36%	19.06M
48	Financial Conglomerates	49.83B	15.67	3.07	1.12	1.50	1.35	4.37	31.85	5.26%	14.01%	15.69%	1.72%	2.77M
49	Financial Data & Stock Exchanges	720.67B	36.22	27.61	3.94	9.48	5.47	31.13	27.85	8.91%	9.20%	17.52%	-0.51%	29.28M
50	Food Distribution	80.66B	27.52	16.93	1.92	0.33	4.92	43.59	21.24	30.61%	14.32%	11.68%	1.15%	10.41M
51	Footwear & Accessories	170.14B	34.01	27.25	3.15	2.14	6.72	11.92	28.29	10.55%	10.81%	11.99%	2.32%	40.16M
52	Furnishings, Fixtures & Appliances	64.05B	27.82	15.47	2.26	0.90	2.40	16.11	21.59	3.87%	12.33%	7.27%	3.25%	21.05M
53	Gambling	120.85B	76.72	26.27	2.55	3.57	7.52	15.47	32.17	-21.08%	30.06%	43.15%	1.44%	90.85M
54	Gold	451.46B	20.62	13.23	0.79	4.97	2.77	17.42	25.23	11.61%	26.01%	13.16%	0.70%	191.74M
55	Grocery Stores	81.14B	19.80	14.66	1.72	0.31	4.35	10.53	28.17	14.62%	11.52%	4.98%	-0.48%	21.11M
56	Health Information Services	117.20B	87.38	37.34	4.75	3.35	4.63	9.08	31.12	15.28%	18.41%	22.98%	1.26%	60.32M
57	Healthcare Plans	525.46B	13.04	11.42	7.12	0.32	1.70	36.19	11.76	-0.69%	1.83%	11.21%	2.33%	64.10M
58	Home Improvement Retail	540.96B	24.98	22.61	4.37	2.14	50.32	105.64	24.64	10.18%	5.72%	6.63%	2.24%	8.80M
59	Household & Personal Products	772.09B	25.81	20.06	4.44	2.97	7.16	29.65	24.34	2.36%	5.81%	3.46%	0.44%	93.40M
60	Industrial Distribution	231.85B	30.52	24.28	3.57	1.76	6.66	50.67	30.67	15.84%	8.55%	8.86%	2.30%	15.74M
61	Information Technology Services	850.57B	24.92	16.39	2.78	2.17	4.14	14.16	16.59	4.73%	8.97%	4.88%	0.31%	412.76M
62	Insurance - Diversified	2165.13B	19.21	24.16	12.42	2.51	1.81	3.14	54.31	4.71%	1.55%	8.11%	0.94%	14.85M
63	Insurance - Life	290.32B	14.93	8.60	1.78	1.06	1.50	3879.27	4.69	7.54%	8.39%	-4.67%	1.21%	21.61M
64	Insurance - Property & Casualty	613.98B	10.40	12.46	1.29	1.40	2.06	651.65	7.35	13.31%	8.04%	10.60%	0.12%	26.17M
65	Insurance - Reinsurance	42.29B	11.10	6.46	0.76	0.73	1.02	-	2.90	4.24%	14.51%	16.00%	-0.16%	2.12M
66	Insurance - Specialty	79.96B	14.05	11.06	0.91	1.99	1.56	463.28	6.80	4.83%	15.45%	8.71%	1.52%	10.48M
67	Insurance Brokers	355.17B	34.01	20.77	3.12	4.28	4.98	11.80	27.22	16.25%	10.91%	9.32%	0.18%	14.11M
68	Integrated Freight & Logistics	201.48B	16.38	13.85	2.59	0.80	3.21	11.04	21.91	11.16%	6.33%	5.34%	2.09%	22.60M
69	Internet Content & Information	7274.67B	41.88	37.08	2.85	7.14	12.22	23.75	37.84	27.02%	14.67%	17.47%	1.97%	214.01M
70	Internet Retail	3329.92B	29.43	23.84	1.15	2.79	5.62	11.04	91.22	32.44%	25.49%	23.97%	1.25%	152.22M
71	Leisure	77.84B	39.99	21.53	1.92	1.88	4.20	14.11	27.02	-17.51%	20.82%	10.46%	1.94%	45.75M
72	Lodging	195.26B	32.11	24.74	2.69	3.30	45.41	36.07	29.19	17.26%	11.95%	4.52%	2.73%	8.03M
73	Lumber & Wood Production	22.91B	24.69	18.54	7.57	1.08	1.63	10.43	43.74	28.85%	3.26%	11.02%	3.49%	1.05M
74	Luxury Goods	31.15B	36.70	17.63	2.96	1.48	7.52	15.96	21.82	-6.46%	12.40%	2.29%	3.06%	16.94M
75	Marine Shipping	32.93B	5.14	7.99	0.51	0.95	0.86	4.57	5.14	30.83%	10.03%	16.81%	1.28%	23.11M
76	Medical Care Facilities	211.90B	17.40	13.45	1.28	0.92	4.09	16.75	12.33	11.08%	13.62%	7.24%	1.92%	36.62M
77	Medical Devices	964.00B	30.69	22.48	2.51	4.14	3.97	20.21	32.52	9.01%	12.24%	8.62%	0.33%	138.09M
78	Medical Distribution	182.31B	26.28	15.34	2.16	0.19	31.61	20.98	18.26	20.53%	12.18%	9.25%	-2.38%	20.20M
79	Medical Instruments & Supplies	470.57B	44.76	23.12	3.98	4.11	3.41	22.44	36.03	10.87%	11.25%	9.42%	1.42%	51.19M
80	Metal Fabrication	48.96B	25.90	18.39	1.65	2.13	4.11	19.64	25.46	74.28%	15.68%	4.33%	3.48%	6.53M
81	Mortgage Finance	36.87B	31.03	16.06	0.86	1.94	1.77	4.13	447.06	15.26%	36.16%	4.54%	5.68%	46.15M
82	Oil & Gas Drilling	17.49B	35.28	18.33	10.11	0.78	0.67	6.28	13.27	18.52%	3.49%	9.34%	1.60%	37.49M
83	Oil & Gas E&P	597.32B	12.80	11.38	1.00	2.07	1.45	24.44	13.64	18.83%	12.82%	12.03%	0.70%	148.11M
84	Oil & Gas Equipment & Services	201.71B	13.13	12.95	1.36	1.25	1.91	9.84	12.26	38.32%	9.62%	4.56%	1.48%	61.79M
85	Oil & Gas Integrated	1553.35B	14.02	11.19	1.73	0.91	1.44	8.35	9.65	19.49%	8.10%	3.92%	0.62%	82.84M
86	Oil & Gas Midstream	801.32B	17.29	15.45	2.31	1.75	2.90	37.28	16.30	9.86%	7.48%	7.40%	0.14%	97.70M
87	Oil & Gas Refining & Marketing	178.51B	33.07	12.61	1.78	0.31	1.83	9.37	17.73	6.21%	18.59%	5.13%	1.22%	21.60M
88	Other Industrial Metals & Mining	310.54B	12.60	11.64	-	1.95	2.00	9.95	16.66	-6.37%	-4.40%	4.17%	1.53%	135.71M
89	Other Precious Metals & Mining	26.74B	33.78	15.98	0.90	2.92	2.34	12.90	68.17	-1.80%	37.71%	13.40%	0.45%	32.50M
90	Packaged Foods	252.73B	20.66	13.42	6.08	1.20	1.90	17.76	14.03	5.12%	3.40%	4.50%	0.26%	85.61M
91	Packaging & Containers	165.02B	27.63	13.20	1.09	1.04	2.24	18.76	30.93	0.07%	25.41%	4.50%	1.52%	40.20M
92	Paper & Paper Products	15.20B	9.55	7.71	-	0.88	1.35	3.52	11.72	-14.21%	-3.06%	4.94%	1.56%	4.10M
93	Personal Services	61.12B	5.27	24.31	0.44	3.30	7.14	22.14	24.66	13.59%	12.03%	6.98%	-0.81%	10.23M
94	Pharmaceutical Retailers	10.58B	-	7.80	-	0.07	1.41	11.42	17.84	39.20%	-16.95%	2.70%	0.08%	7.30M
95	Pollution & Treatment Controls	48.14B	35.72	28.80	3.00	4.85	7.55	21.06	32.71	-22.80%	11.89%	4.09%	2.11%	8.78M
96	Publishing	22.71B	21.62	17.94	1.97	1.66	2.58	16.65	11.09	16.18%	11.00%	2.37%	0.50%	4.76M
97	Railroads	423.53B	20.28	17.73	2.19	4.64	3.97	69.71	26.54	5.83%	9.26%	4.25%	0.39%	31.86M
98	Real Estate - Development	8.46B	15.19	15.52	-	1.05	0.99	6.80	20.06	4.13%	-3.09%	18.49%	2.43%	1.26M
99	Real Estate - Diversified	7.36B	20.77	28.76	-	3.30	1.61	3.87	19.76	20.34%	-2.94%	13.73%	1.99%	706.10K
100	Real Estate Services	160.78B	51.66	24.04	2.34	1.20	3.15	8.14	36.02	1.39%	22.08%	11.22%	0.49%	241.05M
101	Recreational Vehicles	24.48B	36.90	18.22	9.12	0.62	1.68	6.74	8.46	-0.34%	4.04%	3.97%	6.18%	12.11M
102	REIT - Diversified	60.56B	17.36	15.47	4.53	6.44	1.27	51.60	13.63	10.08%	3.83%	22.46%	0.36%	13.31M
103	REIT - Healthcare Facilities	201.32B	85.34	54.52	3.03	7.55	2.36	26.48	29.51	-5.33%	28.17%	10.74%	-0.91%	38.97M
104	REIT - Hotel & Motel	30.29B	23.37	25.26	-	1.31	1.18	9.98	11.68	-5.09%	-2.88%	1.75%	3.49%	28.45M
105	REIT - Industrial	247.93B	30.67	33.72	-	7.85	2.16	66.35	21.55	9.61%	-1.12%	16.83%	0.78%	21.18M
106	REIT - Mortgage	63.52B	19.71	7.31	4.35	2.02	0.91	4.41	11.79	-4.50%	4.53%	17.11%	1.38%	69.12M
107	REIT - Office	68.75B	49.38	68.88	0.89	3.59	1.12	12.23	12.15	-26.62%	55.19%	4.24%	2.72%	29.27M
108	REIT - Residential	187.02B	29.69	44.43	4.77	7.47	2.30	55.23	21.44	4.52%	6.23%	7.69%	0.64%	25.09M
109	REIT - Retail	234.65B	33.26	34.69	3.09	8.88	2.32	47.83	19.36	0.01%	10.78%	11.54%	1.42%	27.78M
110	REIT - Specialty	385.94B	57.52	35.66	3.49	6.84	6.10	28.04	41.82	4.49%	16.48%	6.94%	0.37%	24.66M
111	Rental & Leasing Services	157.56B	18.59	16.78	2.52	1.72	2.82	16.35	94.42	5.08%	7.37%	10.62%	4.26%	18.83M
112	Residential Construction	185.68B	11.54	12.64	-	1.15	1.86	14.53	21.43	26.37%	-1.26%	12.06%	3.05%	18.00M
113	Resorts & Casinos	98.73B	27.25	16.97	1.66	1.19	4.81	7.61	23.71	-1.15%	16.44%	3.10%	2.38%	27.37M
114	Restaurants	581.68B	29.96	24.70	3.21	3.40	22.73	33.28	32.00	9.09%	9.34%	7.79%	0.63%	92.97M
115	Scientific & Technical Instruments	201.74B	35.41	21.75	2.51	3.96	3.42	15.54	26.04	8.09%	14.12%	9.31%	2.56%	27.36M
116	Security & Protection Services	44.88B	21.72	15.18	2.16	1.93	3.80	12.32	13.84	12.21%	10.06%	6.88%	1.89%	20.85M
117	Semiconductor Equipment & Materials	775.69B	27.45	22.55	1.90	6.56	9.66	21.72	28.56	25.39%	14.44%	15.47%	2.98%	47.07M
118	Semiconductors	8794.43B	51.59	27.93	1.72	14.46	12.34	34.73	54.61	56.67%	29.91%	41.04%	1.55%	560.73M
119	Shell Companies	38.75B	152.11	529.41	3.59	12.21	3.39	123.44	-	-	42.37%	-	0.04%	23.79M
120	Silver	9.70B	61.53	23.25	1.13	7.93	2.24	9.19	63.05	-1.58%	54.27%	10.65%	2.30%	29.69M
121	Software - Application	2925.83B	45.11	31.08	2.56	7.63	7.14	17.10	32.85	22.50%	17.62%	19.70%	-0.05%	473.17M
122	Software - Infrastructure	6341.23B	46.19	31.10	2.47	11.45	11.67	26.87	56.11	16.12%	18.67%	17.10%	1.60%	498.86M
123	Solar	42.31B	21.26	10.38	0.84	1.28	1.67	3.19	38.87	-9.83%	25.31%	11.79%	1.23%	47.95M
124	Specialty Business Services	403.73B	41.03	28.22	3.83	3.46	6.42	32.17	32.41	9.55%	10.72%	8.13%	-0.41%	53.47M
125	Specialty Chemicals	664.90B	35.69	21.02	4.30	2.44	3.45	22.28	38.86	15.41%	8.30%	4.12%	1.48%	139.08M
126	Specialty Industrial Machinery	1094.20B	34.34	25.24	2.85	3.83	5.87	34.08	32.69	-3.39%	12.07%	5.53%	1.84%	96.16M
127	Specialty Retail	193.03B	22.87	19.02	3.17	1.00	5.65	12.02	24.06	17.06%	7.22%	7.44%	2.53%	52.82M
128	Staffing & Employment Services	18.15B	24.86	13.12	3.82	0.37	2.27	4.10	11.88	-0.96%	6.51%	6.04%	2.39%	5.93M
129	Steel	140.91B	18.38	11.46	0.88	0.57	0.84	4.36	49.22	12.30%	21.00%	6.14%	2.09%	38.92M
130	Telecom Services	1219.40B	14.49	12.24	1.19	1.39	1.93	10.63	9.64	4.47%	12.22%	4.18%	1.10%	183.14M
131	Textile Manufacturing	2.02B	34.17	16.98	-	1.01	1.72	15.54	21.20	-6.96%	-	2.67%	2.13%	572.19K
132	Thermal Coal	11.76B	18.49	9.64	6.15	1.12	1.15	9.74	13.23	10.22%	3.01%	4.96%	0.84%	8.33M
133	Tobacco	505.19B	24.00	15.20	2.88	5.25	7.47	37.05	18.46	-3.40%	8.34%	2.72%	-0.59%	20.40M
134	Tools & Accessories	70.60B	23.33	17.30	2.57	1.82	2.67	23.53	22.30	7.92%	9.09%	11.11%	2.15%	6.14M
135	Travel Services	502.16B	28.38	18.79	1.61	3.27	10.13	8.39	18.93	1.09%	17.65%	9.55%	2.47%	56.22M
136	Trucking	81.97B	31.36	23.35	1.90	1.46	3.03	64.95	42.83	8.90%	16.47%	4.55%	5.21%	12.33M
137	Uranium	52.49B	107.30	68.70	2.45	16.27	5.95	24.05	75.18	7.19%	43.79%	12.13%	1.35%	80.88M
138	Utilities - Diversified	98.60B	19.86	14.45	4.41	1.63	1.89	17.66	74.65	8.13%	4.51%	8.46%	1.28%	19.58M
139	Utilities - Independent Power Producers	128.80B	33.72	20.74	2.87	2.16	11.87	42.43	64.01	15.27%	11.77%	14.17%	3.75%	8.93M
140	Utilities - Regulated Electric	1168.77B	19.47	15.64	2.26	2.47	1.95	36.36	151.91	3.44%	8.61%	3.78%	-0.04%	137.73M
141	Utilities - Regulated Gas	91.77B	21.72	16.26	2.28	2.17	1.93	27.41	89.20	6.69%	9.51%	5.08%	0.62%	13.80M
142	Utilities - Regulated Water	67.13B	16.26	18.63	1.86	3.83	2.21	33.22	48.06	12.65%	8.72%	9.35%	1.52%	11.06M
143	Utilities - Renewable	162.53B	37.17	27.50	2.38	3.02	3.57	10.19	35.55	20.63%	15.62%	5.97%	1.68%	21.90M
144	Waste Management	255.62B	43.61	31.60	3.96	3.85	6.32	130.70	40.14	9.40%	11.01%	9.77%	-1.28%	14.76M

