No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
51	Footwear & Accessories	176.32B	35.34	28.16	3.26	2.21	6.91	12.22	29.41	10.82%	10.85%	11.47%	-0.09%	9.83M
52	Furnishings, Fixtures & Appliances	66.34B	28.76	16.13	2.43	0.92	2.47	16.54	22.49	3.85%	11.82%	7.11%	-0.75%	4.10M
53	Gambling	130.14B	83.85	28.69	2.82	3.85	7.69	16.73	34.53	-21.04%	29.71%	43.43%	-1.12%	17.59M
54	Gold	483.84B	21.85	14.02	0.86	5.23	2.96	18.35	25.48	10.83%	25.50%	13.20%	2.71%	83.66M
55	Grocery Stores	76.09B	18.54	13.88	1.56	0.29	4.08	9.92	26.42	14.62%	11.88%	5.03%	-0.42%	4.95M
56	Health Information Services	121.36B	90.65	38.21	4.70	3.47	4.75	8.97	32.28	13.66%	19.27%	23.17%	-0.76%	14.35M
57	Healthcare Plans	589.17B	14.62	12.82	10.18	0.36	1.91	40.57	13.18	-0.61%	1.44%	11.20%	0.68%	17.87M
58	Home Improvement Retail	557.68B	25.70	23.34	4.53	2.19	41.43	66.47	25.35	10.22%	5.67%	6.60%	-0.35%	1.64M
59	Household & Personal Products	775.37B	25.92	20.15	3.74	2.99	7.21	29.43	24.72	3.80%	6.93%	3.47%	0.69%	22.09M
60	Industrial Distribution	251.15B	33.04	25.28	3.80	1.88	5.75	36.37	32.70	20.14%	8.70%	8.87%	-0.82%	6.33M
61	Information Technology Services	883.45B	26.00	17.02	2.95	2.25	4.32	14.55	17.13	4.77%	8.80%	4.91%	-0.15%	84.49M
62	Insurance - Diversified	2327.92B	20.49	26.07	13.64	2.70	1.96	3.38	58.24	4.70%	1.50%	8.20%	1.22%	5.00M
63	Insurance - Life	299.27B	14.58	8.90	1.73	1.07	1.54	3998.83	4.95	7.46%	8.44%	-4.56%	0.80%	4.70M
64	Insurance - Property & Casualty	627.45B	12.81	12.77	1.56	1.43	2.14	-	7.53	13.36%	8.22%	10.58%	0.60%	5.38M
65	Insurance - Reinsurance	43.74B	11.48	6.70	0.80	0.75	1.06	-	2.99	4.16%	14.37%	15.93%	0.80%	425.09K
66	Insurance - Specialty	79.84B	14.03	11.06	0.90	1.98	1.56	462.59	6.79	4.81%	15.55%	8.45%	0.30%	1.63M
67	Insurance Brokers	358.09B	34.30	20.95	3.12	4.32	5.01	11.93	27.52	16.24%	10.99%	9.32%	0.35%	4.99M
68	Integrated Freight & Logistics	202.76B	16.67	13.99	2.72	0.80	3.21	10.79	22.02	11.09%	6.13%	5.28%	0.07%	6.74M
69	Internet Content & Information	7356.94B	42.23	37.44	2.85	7.22	12.33	24.20	38.27	26.97%	14.82%	17.43%	-0.51%	104.75M
70	Internet Retail	3440.92B	30.59	24.65	1.22	2.86	5.76	11.10	94.26	32.29%	25.10%	23.79%	0.01%	96.26M
71	Leisure	79.46B	42.09	21.79	1.77	1.91	4.23	14.93	27.49	-3.28%	23.74%	10.49%	-1.58%	35.06M
72	Lodging	199.81B	32.41	25.27	2.68	3.36	43.88	34.85	29.47	17.43%	12.10%	4.66%	-0.68%	2.98M
73	Lumber & Wood Production	23.12B	24.96	19.42	28.10	1.09	1.64	10.52	44.13	28.91%	0.89%	11.03%	-0.49%	229.11K
74	Luxury Goods	30.09B	157.87	16.04	15.98	1.42	8.59	15.13	18.30	-91.96%	9.88%	6.00%	-0.67%	3.19M
75	Marine Shipping	32.64B	5.71	7.82	0.69	0.99	0.80	4.69	5.46	31.40%	8.28%	17.23%	-1.53%	5.39M
76	Medical Care Facilities	221.99B	18.23	14.00	1.28	0.95	4.21	17.28	12.92	11.24%	14.26%	7.27%	-0.81%	9.39M
77	Medical Devices	983.80B	31.31	22.88	2.54	4.21	4.05	21.02	33.07	8.94%	12.32%	8.60%	0.21%	30.54M
78	Medical Distribution	186.62B	26.90	15.69	2.21	0.20	32.37	20.02	19.86	26.91%	12.16%	9.14%	-0.04%	2.72M
79	Medical Instruments & Supplies	464.63B	44.43	22.89	3.97	4.05	3.37	22.18	35.54	10.94%	11.19%	9.42%	-0.04%	12.18M
80	Metal Fabrication	49.03B	26.00	18.38	1.68	2.13	4.08	19.64	25.48	70.31%	15.51%	4.31%	-1.19%	1.29M
81	Mortgage Finance	71.26B	59.96	30.09	1.21	3.75	2.74	8.00	778.84	12.88%	49.41%	1.27%	0.37%	10.79M
82	Oil & Gas Drilling	18.67B	37.36	19.63	372.23	0.83	0.71	6.75	14.16	18.41%	0.10%	9.31%	0.54%	11.56M
83	Oil & Gas E&P	625.99B	13.59	12.12	1.10	2.16	1.52	24.67	14.30	18.60%	12.36%	11.96%	0.18%	33.73M
84	Oil & Gas Equipment & Services	216.49B	14.10	13.92	1.56	1.34	2.05	10.52	13.14	38.75%	9.04%	4.38%	0.57%	16.31M
85	Oil & Gas Integrated	1624.95B	14.80	11.79	1.90	0.95	1.51	8.80	10.22	19.53%	7.79%	4.00%	0.56%	33.78M
86	Oil & Gas Midstream	826.04B	17.80	15.96	2.57	1.77	2.98	40.56	16.86	10.05%	6.94%	7.45%	0.51%	28.84M
87	Oil & Gas Refining & Marketing	198.75B	36.08	14.15	1.94	0.34	2.04	10.39	20.11	6.09%	18.59%	5.13%	0.13%	8.36M
88	Other Industrial Metals & Mining	315.75B	14.15	12.23	-	2.01	2.00	9.39	18.38	-4.51%	-0.10%	3.60%	-0.00%	38.19M
89	Other Precious Metals & Mining	27.32B	34.04	15.46	0.88	2.96	2.30	10.75	62.79	-1.33%	38.55%	13.74%	2.78%	16.77M
90	Packaged Foods	261.24B	19.92	13.25	5.95	1.13	1.87	14.85	14.86	4.69%	3.34%	4.50%	0.58%	30.38M
91	Packaging & Containers	165.82B	30.16	13.10	1.16	1.04	2.09	21.75	29.99	-1.68%	26.11%	4.07%	0.66%	11.78M
92	Paper & Paper Products	14.93B	9.39	7.91	-	0.86	1.32	3.46	11.52	-14.32%	-3.06%	4.88%	-0.38%	576.86K
93	Personal Services	57.87B	4.97	22.60	0.40	3.11	4.19	18.65	23.83	13.29%	12.47%	8.15%	0.03%	1.83M
94	Pharmaceutical Retailers	10.84B	-	7.83	-	0.07	1.46	11.63	18.30	49.85%	-14.43%	3.49%	-1.49%	809.57K
95	Pollution & Treatment Controls	47.26B	35.07	28.25	2.94	4.76	7.42	20.70	32.11	-25.25%	11.92%	3.83%	-1.14%	1.99M
96	Publishing	23.15B	22.04	18.27	1.97	1.69	2.63	16.97	11.30	16.20%	11.18%	2.40%	-0.25%	751.34K
97	Railroads	423.16B	20.26	17.70	2.16	4.63	3.97	69.65	26.51	5.81%	9.37%	4.26%	0.11%	6.59M
98	Real Estate - Development	8.56B	15.68	15.67	-	1.06	1.00	7.10	20.18	5.15%	-2.88%	18.55%	-0.59%	237.10K
99	Real Estate - Diversified	7.60B	21.45	29.02	6.56	3.40	1.66	3.90	20.40	20.28%	3.27%	13.43%	0.27%	93.63K
100	Real Estate Services	166.71B	53.39	25.76	2.43	1.24	3.28	8.51	36.55	2.24%	21.93%	11.21%	-0.15%	286.57M
101	Recreational Vehicles	26.43B	38.69	20.02	9.69	0.67	1.81	7.26	9.01	-0.66%	3.99%	3.96%	0.69%	1.71M
102	REIT - Diversified	62.80B	18.01	15.93	4.75	6.62	1.32	53.57	14.12	10.00%	3.79%	22.39%	0.87%	2.99M
103	REIT - Healthcare Facilities	206.51B	86.50	55.96	3.22	7.74	2.41	27.17	30.27	-5.05%	26.88%	10.84%	0.19%	6.39M
104	REIT - Hotel & Motel	32.55B	25.19	27.30	-	1.41	1.27	10.73	12.56	-5.18%	-2.94%	1.70%	-0.61%	5.62M
105	REIT - Industrial	265.17B	32.80	36.47	-	8.39	2.31	70.96	23.05	9.62%	-1.43%	16.90%	0.76%	5.53M
106	REIT - Mortgage	64.75B	20.24	7.41	4.52	2.06	0.92	4.50	12.45	-4.55%	4.48%	17.11%	-0.08%	20.61M
107	REIT - Office	73.35B	52.68	77.19	0.98	3.83	1.19	13.02	12.96	-26.65%	53.86%	4.45%	0.46%	5.43M
108	REIT - Residential	195.71B	31.07	46.43	5.56	7.81	2.40	57.89	22.42	4.58%	5.59%	7.64%	0.94%	4.44M
109	REIT - Retail	243.82B	34.56	36.26	2.92	9.22	2.41	49.69	20.12	0.00%	11.85%	11.35%	0.38%	5.66M
110	REIT - Specialty	383.02B	57.47	35.97	3.53	6.79	6.06	27.82	41.50	4.38%	16.29%	6.95%	-0.05%	5.08M
111	Rental & Leasing Services	163.74B	19.32	17.49	2.30	1.79	2.93	17.00	98.14	5.53%	8.41%	10.66%	-0.35%	4.64M
112	Residential Construction	195.16B	12.15	13.37	-	1.21	1.95	15.02	22.03	26.40%	-1.27%	12.09%	-0.42%	3.39M
113	Resorts & Casinos	106.61B	29.43	18.24	1.76	1.28	5.20	8.22	25.60	-1.18%	16.73%	3.11%	-0.41%	6.85M
114	Restaurants	579.50B	29.76	24.56	3.34	3.39	22.47	33.61	31.86	9.96%	8.92%	7.80%	-0.36%	23.64M
115	Scientific & Technical Instruments	198.02B	35.98	20.85	3.13	3.86	3.33	15.83	25.55	7.91%	11.49%	8.34%	-0.95%	5.78M
116	Security & Protection Services	45.95B	22.26	15.49	2.06	1.97	3.90	12.59	14.17	12.85%	10.80%	7.26%	-0.57%	5.24M
117	Semiconductor Equipment & Materials	740.95B	26.19	21.92	1.84	6.23	9.17	20.58	27.34	25.24%	14.25%	15.54%	-2.51%	19.43M
118	Semiconductors	8413.14B	46.63	25.92	1.51	13.44	11.28	32.67	52.07	56.31%	30.96%	40.65%	-3.21%	300.75M
119	Shell Companies	41.73B	131.35	610.24	3.10	13.15	2.33	97.55	-	-	42.40%	-	0.12%	3.40M
120	Silver	10.16B	64.45	24.17	1.18	7.36	2.28	9.18	44.38	-1.34%	54.58%	10.69%	3.09%	18.45M
121	Software - Application	2862.20B	44.55	30.33	2.53	7.41	7.12	17.40	32.07	23.34%	17.59%	20.20%	-0.63%	236.62M
122	Software - Infrastructure	6059.37B	43.91	29.66	2.30	10.85	11.07	25.70	53.29	16.36%	19.08%	17.22%	-1.20%	182.31M
123	Solar	48.73B	24.11	12.16	1.06	1.48	1.91	3.60	44.77	-8.70%	22.75%	12.09%	0.23%	11.91M
124	Specialty Business Services	400.15B	41.12	27.98	3.82	3.45	6.21	31.37	32.46	9.51%	10.75%	8.13%	-0.10%	8.41M
125	Specialty Chemicals	685.09B	36.17	21.64	4.51	2.52	3.54	22.69	40.91	15.29%	8.01%	4.10%	-0.11%	13.39M
126	Specialty Industrial Machinery	1075.28B	33.76	24.74	2.81	3.76	5.76	33.38	32.01	-2.44%	12.01%	5.59%	-1.51%	59.35M
127	Specialty Retail	191.92B	22.85	18.76	2.98	0.99	5.58	11.96	23.26	16.60%	7.67%	7.49%	-1.40%	34.17M
128	Staffing & Employment Services	19.44B	26.53	14.16	4.15	0.40	2.42	4.39	12.76	-0.99%	6.39%	6.97%	1.05%	171.82M
129	Steel	143.73B	19.31	11.69	0.95	0.58	0.85	4.44	50.29	12.78%	20.28%	6.37%	-0.10%	11.88M
130	Telecom Services	1248.54B	14.75	12.49	1.22	1.42	1.97	10.83	9.87	4.31%	12.08%	4.43%	0.13%	37.41M
131	Textile Manufacturing	2.01B	34.02	16.04	-	1.02	1.68	14.74	21.10	-5.91%	-	2.78%	-0.57%	44.37K
132	Thermal Coal	11.19B	17.60	9.59	8.60	1.06	1.10	9.27	12.59	10.57%	2.05%	4.98%	0.59%	1.33M
133	Tobacco	499.23B	23.71	14.94	2.83	5.19	7.38	36.88	18.24	-3.31%	8.39%	2.72%	0.25%	8.80M
134	Tools & Accessories	71.40B	23.60	17.50	2.59	1.84	2.70	23.80	22.55	8.06%	9.12%	11.30%	-1.06%	1.46M
135	Travel Services	542.98B	30.12	20.31	1.69	3.53	10.85	9.03	20.81	0.59%	17.80%	9.51%	-0.76%	16.38M
136	Trucking	83.68B	32.04	23.87	1.92	1.50	3.10	66.32	43.72	8.84%	16.66%	4.57%	0.62%	2.62M
137	Uranium	53.04B	108.42	69.45	2.52	16.44	6.01	24.30	75.96	6.71%	43.05%	12.61%	-0.67%	79.37M
138	Utilities - Diversified	100.64B	20.57	14.74	4.74	1.67	1.92	18.96	79.97	8.28%	4.34%	8.56%	1.28%	6.01M
139	Utilities - Independent Power Producers	118.08B	31.80	19.09	2.52	1.98	11.10	40.02	58.11	15.00%	12.61%	14.21%	-4.09%	3.26M
140	Utilities - Regulated Electric	1153.82B	18.96	15.46	2.20	2.44	1.91	36.02	132.73	3.48%	8.62%	3.80%	0.30%	33.48M
141	Utilities - Regulated Gas	91.73B	21.71	18.63	2.23	2.17	1.93	27.40	88.81	6.72%	9.74%	5.11%	0.47%	2.24M
142	Utilities - Regulated Water	67.56B	15.81	18.64	1.80	3.79	2.17	33.34	86.30	12.65%	8.78%	9.38%	0.41%	1.53M
143	Utilities - Renewable	153.77B	34.79	26.71	2.39	2.85	3.36	9.64	33.63	20.02%	14.55%	6.34%	-2.99%	6.38M
144	Waste Management	251.72B	42.95	30.98	3.74	3.78	6.20	125.93	39.52	9.41%	11.50%	9.79%	0.43%	3.00M

