
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
89	Other Precious Metals & Mining	1.32%	5.04%	32.43%	50.85%	53.50%	68.40%	2.13	45.88M	0.91	1.62%	41.63M
90	Packaged Foods	-3.28%	-1.98%	-6.93%	-10.46%	-13.80%	-13.18%	2.51	103.60M	0.90	-1.06%	92.82M
91	Packaging & Containers	-6.64%	-5.82%	3.56%	-8.88%	-7.89%	-8.41%	2.10	53.22M	0.89	-0.22%	47.53M
92	Paper & Paper Products	-2.74%	-3.12%	-1.48%	-21.13%	-11.82%	-17.08%	1.31	4.03M	0.93	0.90%	3.76M
93	Personal Services	1.68%	0.53%	1.61%	8.60%	14.12%	14.00%	2.14	6.24M	1.26	-1.57%	7.90M
94	Pharmaceutical Retailers	0.61%	1.10%	6.04%	18.08%	-1.04%	22.70%	2.97	10.76M	0.46	0.25%	4.94M
95	Pollution & Treatment Controls	6.15%	8.27%	22.87%	13.39%	13.30%	13.24%	2.02	8.83M	0.82	0.21%	7.27M
96	Publishing	3.75%	-0.99%	-2.29%	-6.09%	2.16%	-3.76%	2.13	5.07M	1.30	-0.27%	6.60M
97	Railroads	-0.43%	-2.82%	7.12%	-1.41%	-3.57%	2.40%	1.96	29.12M	0.88	0.64%	25.65M
98	Real Estate - Development	2.59%	5.39%	8.72%	-4.68%	-20.50%	-4.41%	1.77	3.94M	0.56	1.36%	2.22M
99	Real Estate - Diversified	-1.99%	2.27%	6.43%	-2.10%	-8.46%	-1.19%	1.86	794.59K	0.69	1.02%	547.67K
100	Real Estate Services	-0.42%	11.40%	14.65%	10.22%	22.71%	14.26%	1.80	218.63M	1.07	0.28%	234.49M
101	Recreational Vehicles	-2.52%	2.89%	24.00%	-4.02%	-23.37%	-9.32%	2.50	8.65M	0.75	1.59%	6.45M
102	REIT - Diversified	1.42%	1.74%	4.34%	8.89%	2.35%	9.19%	1.88	16.30M	1.05	-0.61%	17.09M
103	REIT - Healthcare Facilities	2.30%	7.79%	8.95%	13.84%	30.24%	21.48%	1.55	37.40M	0.99	0.60%	37.19M
104	REIT - Hotel & Motel	-4.77%	-3.61%	3.67%	-13.40%	-13.82%	-16.79%	2.00	32.27M	1.24	-0.30%	39.92M
105	REIT - Industrial	-3.30%	-1.71%	-2.04%	-8.81%	-17.89%	-4.25%	2.17	26.06M	1.13	1.27%	29.54M
106	REIT - Mortgage	-1.05%	1.66%	4.68%	-2.35%	-5.29%	1.71%	1.84	73.33M	0.80	-0.04%	58.57M
107	REIT - Office	-3.25%	-0.21%	5.67%	-9.83%	-11.97%	-12.63%	2.53	30.63M	1.17	0.17%	35.70M
108	REIT - Residential	-4.64%	-4.54%	-9.05%	-6.03%	-7.75%	-7.71%	2.16	22.20M	1.47	1.24%	32.60M
109	REIT - Retail	-0.21%	1.26%	2.44%	-1.20%	2.64%	-1.77%	2.14	32.47M	1.15	1.51%	37.37M
110	REIT - Specialty	-2.91%	-1.37%	-4.09%	1.40%	-4.17%	-0.44%	1.72	22.87M	1.18	-0.79%	27.00M
111	Rental & Leasing Services	-2.60%	2.61%	17.13%	7.35%	11.88%	6.73%	2.05	22.38M	0.88	-0.13%	19.74M
112	Residential Construction	3.87%	10.63%	13.89%	2.62%	-15.23%	1.51%	2.33	19.07M	1.04	1.30%	19.82M
113	Resorts & Casinos	-3.00%	0.80%	23.42%	7.61%	14.40%	2.21%	1.88	30.45M	0.93	-0.46%	28.35M
114	Restaurants	-2.20%	-4.83%	-2.24%	-7.39%	7.64%	-3.56%	2.15	81.22M	1.17	-1.59%	95.33M
115	Scientific & Technical Instruments	-2.68%	2.50%	16.46%	1.51%	19.91%	6.04%	2.16	32.32M	0.95	-0.20%	30.68M
116	Security & Protection Services	0.56%	2.29%	6.18%	9.47%	12.72%	10.02%	1.97	32.09M	0.77	0.50%	24.71M
117	Semiconductor Equipment & Materials	-3.92%	-6.77%	13.37%	1.68%	-9.11%	9.66%	1.84	44.74M	1.14	-1.93%	50.82M
118	Semiconductors	-0.91%	7.31%	44.13%	33.35%	49.16%	24.24%	1.48	647.44M	0.95	-1.25%	618.25M
119	Shell Companies	-0.87%	1.13%	-2.26%	4.03%	-0.04%	-1.61%	1.72	16.89M	0.85	-0.28%	14.38M
120	Silver	-0.75%	-2.40%	41.11%	41.18%	52.77%	52.51%	2.12	44.93M	0.66	2.15%	29.45M
121	Software - Application	-4.45%	-5.70%	0.31%	-3.87%	17.65%	-0.19%	1.75	417.22M	1.16	-0.98%	484.15M
122	Software - Infrastructure	1.89%	5.12%	23.75%	27.36%	39.55%	28.14%	1.57	478.98M	1.08	-0.56%	514.91M
123	Solar	-3.93%	-6.20%	30.19%	0.57%	-26.71%	-0.69%	1.94	78.25M	4.67	0.72%	365.26M
124	Specialty Business Services	-1.20%	-1.59%	-1.38%	3.88%	9.71%	10.01%	2.34	31.44M	1.68	-1.37%	52.72M
125	Specialty Chemicals	-0.69%	-0.92%	3.18%	-3.76%	-6.15%	1.14%	1.92	62.81M	0.94	1.20%	59.04M
126	Specialty Industrial Machinery	-1.40%	4.56%	21.99%	12.80%	29.64%	15.76%	2.09	100.69M	1.10	-0.95%	110.85M
127	Specialty Retail	0.57%	3.49%	12.55%	-1.01%	11.48%	-1.71%	2.31	64.74M	0.86	0.30%	55.76M
128	Staffing & Employment Services	-8.16%	-10.07%	-9.75%	-27.80%	-34.51%	-30.09%	2.47	6.93M	1.02	1.14%	7.08M
129	Steel	-3.71%	-3.40%	5.59%	7.99%	-4.92%	14.44%	1.92	64.89M	0.55	1.66%	36.01M
130	Telecom Services	-0.02%	-3.08%	-1.03%	6.55%	10.39%	8.39%	2.14	150.13M	0.88	-0.03%	132.84M
131	Textile Manufacturing	-15.06%	-15.76%	-6.67%	-25.61%	-33.19%	-26.06%	3.17	765.56K	0.72	2.53%	554.35K
132	Thermal Coal	1.29%	7.39%	6.84%	-1.93%	-5.54%	-12.21%	1.46	6.93M	0.81	1.24%	5.63M
133	Tobacco	2.99%	-1.41%	3.70%	27.21%	39.61%	35.73%	2.32	25.38M	0.79	0.70%	19.96M
134	Tools & Accessories	2.32%	4.35%	14.76%	-0.86%	1.29%	5.45%	2.39	7.55M	1.39	1.17%	10.48M
135	Travel Services	-3.23%	-3.32%	14.12%	8.07%	48.11%	9.55%	1.90	63.68M	0.70	-0.85%	44.48M
136	Trucking	-7.40%	-6.81%	2.65%	-21.89%	-25.47%	-21.21%	2.28	12.39M	0.94	1.38%	11.62M
137	Uranium	-2.92%	5.96%	66.32%	51.30%	73.48%	44.21%	1.31	168.87M	0.66	0.37%	112.08M
138	Utilities - Diversified	0.31%	5.73%	7.51%	2.18%	-3.34%	-2.52%	2.07	36.38M	0.97	-1.20%	35.44M
139	Utilities - Independent Power Producers	5.58%	11.21%	49.77%	35.94%	155.16%	56.89%	1.69	13.73M	0.94	-1.67%	12.96M
140	Utilities - Regulated Electric	1.80%	4.62%	4.57%	10.18%	9.54%	11.26%	2.24	140.63M	1.18	-0.43%	165.80M
141	Utilities - Regulated Gas	0.89%	3.28%	1.33%	6.98%	18.01%	11.11%	2.06	12.05M	1.19	-0.87%	14.32M
142	Utilities - Regulated Water	1.00%	-1.37%	-4.86%	9.38%	-0.89%	12.34%	2.12	6.70M	1.66	-2.09%	11.14M
143	Utilities - Renewable	1.99%	4.37%	25.95%	11.04%	50.94%	36.23%	1.71	22.88M	0.61	-2.73%	13.94M
144	Waste Management	-3.10%	-0.22%	-4.11%	3.29%	11.05%	12.08%	1.90	12.34M	1.05	-0.12%	12.91M

